"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065460","2020-01","6.1","0.117","19.0","AKUSE, GH","0","5,S","0","5,S","0","5,S","26","5,S","25","5,S","20200104",",5,S","20200125","+,5,S","17.5","5,S,04,","37.0","5,S,25,+","29.05","9,S","35.53","5,,,S","22.56","5,,,S"
"GHM00065460","2020-07","6.1","0.117","19.0","AKUSE, GH","","","","","0","3,S","28","3,S","4","3,S","","","20200727","+,3,S","","","32.5","3,S,27,+","","","30.78","3,,,S","",""
"GHM00065460","2020-08","6.1","0.117","19.0","AKUSE, GH","0","5,S","0","5,S","","","","","","","20200804",",5,S","","","19.5","5,S,04,","","","","","","","23.02","5,,,S"
"GHM00065460","2020-11","6.1","0.117","19.0","AKUSE, GH","0","5,S","0","5,S","","","","","","","20201103",",5,S","","","22.2","5,S,03,","","","","","","","24.23","5,,,S"
"GHM00065460","2020-12","6.1","0.117","19.0","AKUSE, GH","","","","","0","5,S","26","5,S","25","5,S","","","20201206","+,5,S","","","36.0","5,S,06,+","","","34.48","5,,,S","",""
"GHM00065460","2023-08","6.1","0.117","19.0","AKUSE, GH","","","","","0","5,S","26","5,S","3","5,S","","","20230827","+,5,S","","","32.4","5,S,27,+","","","30.53","5,,,S","",""
"GHM00065460","2023-11","6.1","0.117","19.0","AKUSE, GH","","","","","0","5,S","25","5,S","25","5,S","","","20231121",",5,S","","","35.9","5,S,21,","","","34.48","5,,,S","",""
"GHM00065460","2024-02","6.1","0.117","19.0","AKUSE, GH","","","","","0","4,S","25","4,S","25","4,S","","","20240214",",4,S","","","39.8","4,S,14,","","","36.92","4,,,S","",""
