"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087832","1919-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","5",",6","1",",6","0",",6","0","2,","0","2,6","","","","","","","19191027","+,2,6","","","19191001",",,6","","","20.0","2,6,27,+","10.7",",,6,01,","","","","","","","14.3",",,,6","","","","","21.41","2,,,6"
"USC00087832","1919-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","45.8",",6","6",",6","5",",6","1",",6","0",",6","0",",6","0",",6","21",",6","0",",6","19191230",",,6","","","19191221",",,6","19191202",",,6","3.9",",6,30,","45.0",",,6,21,","30.0",",6,02,","","","79.5",",6","70.7",",,,6","17.25",",6","23.38",",,,6","11.12",",,,6"
"USC00087832","1920-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","26.4","","26.4",",6","4",",6","2",",6","0",",6","0",",6","0",",6","0",",6","26",",6","0",",6","19200104",",,6","","","19200117",",,6","19200124",",,6","1.7",",6,04,","10.9",",,6,17,","28.9",",6,24,","","","64.0",",6","16.2",",,,6","17.12",",6","23.81",",,,6","10.43",",,,6"
"USC00087832","1920-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","35.6","","9.2","1,6","6",",6","4",",6","2",",6","0",",6","0",",6","0","1,6","16","1,6","0","1,6","19200228",",,6","","","19200218",",,6","19200224","+,1,6","2.2",",6,28,","107.4",",,6,18,","27.8","1,6,24,+","","","91.7","1,6","208.3",",,,6","15.39","1,6","21.23","1,,,6","9.54",",,,6"
"USC00087832","1920-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","126.0","","90.4",",6","1",",6","1",",6","0",",6","0",",6","2",",6","0",",6","24",",6","6",",6","19200301",",,6","","","19200320",",,6","19200329",",,6","-0.6",",6,01,","2.5",",,6,20,","34.4",",6,29,","","","65.1",",6","2.5",",,,6","19.15",",6","26.70",",,,6","11.61",",,,6"
"USC00087832","1920-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","270.4","","144.4",",6","8",",6","7",",6","3",",6","0",",6","0",",6","0",",6","29",",6","12",",6","19200406",",,6","","","19200416",",,6","19200426","+,,6","7.2",",6,06,","43.9",",,6,16,","33.3",",6,26,+","","","7.5",",6","169.9",",,,6","22.90",",6","29.33",",,,6","16.47",",,,6"
"USC00087832","1920-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","445.9","","175.5",",6","8",",6","6",",6","0",",6","0",",6","0",",6","0",",6","31",",6","6",",6","19200511",",,6","","","19200506",",,6","19200513",",,6","15.0",",6,11,","23.6",",,6,06,","34.4",",6,13,","","","0.0",",6","87.4",",,,6","23.99",",6","29.93",",,,6","18.06",",,,6"
"USC00087832","1920-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","692.2","","246.3",",6","14",",6","10",",6","2",",6","0",",6","0",",6","0",",6","30",",6","19",",6","19200615",",,6","","","19200625",",,6","19200621","+,,6","17.2",",6,15,","49.5",",,6,25,","36.1",",6,21,+","","","0.0",",6","133.5",",,,6","26.54",",6","32.68",",,,6","20.40",",,,6"
"USC00087832","1920-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","981.3","","289.1",",6","14",",6","12",",6","3",",6","0",",6","0",",6","0",",6","31",",6","28",",6","19200712",",,6","","","19200727",",,6","19200710","+,,6","20.0",",6,12,","63.8",",,6,27,","36.1",",6,10,+","0.0","","0.0",",6","213.9",",,,6","27.66",",6","33.50",",,,6","21.82",",,,6"
"USC00087832","1920-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1279.8","","298.5",",6","19",",6","15",",6","0",",6","0",",6","0",",6","0",",6","31",",6","30",",6","19200826",",,6","","","19200812",",,6","19200826","+,,6","20.6",",6,26,","24.9",",,6,12,","36.1",",6,26,+","0.0","","0.0",",6","151.7",",,,6","27.96",",6","33.75",",,,6","22.17",",,,6"
"USC00087832","1920-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","17",",6","12",",6","2",",6","","","","","","","","","","","","","","","19200930",",,6","","","","","38.1",",,6,30,","","","","","","","158.5",",,,6","","","","","",""
"USC00087832","1920-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","139.4","1,6","6",",6","4",",6","0",",6","0","1,6","0","1,6","0",",6","31",",6","0",",6","19201029",",1,6","","","19201006",",,6","19201027",",,6","11.1","1,6,29,","12.7",",,6,06,","31.7",",6,27,","","","2.0",",6","30.8",",,,6","22.82","1,6","28.69",",,,6","16.94","1,,,6"
"USC00087832","1920-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","60.8",",6","6",",6","5",",6","2",",6","0",",6","0",",6","0",",6","29",",6","0",",6","19201124","+,,6","","","19201115",",,6","19201110",",,6","5.6",",6,24,+","42.9",",,6,15,","31.1",",6,10,","","","22.7",",6","109.5",",,,6","19.60",",6","25.64",",,,6","13.56",",,,6"
"USC00087832","1921-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","276.2",",6","18",",6","12",",6","1",",6","0",",6","0",",6","0",",6","31",",6","27",",6","19210723",",,6","","","19210713",",,6","19210722","+,,6","18.9",",6,23,","33.5",",,6,13,","36.1",",6,22,+","0.0","6","0.0",",6","113.5",",,,6","27.24",",6","33.38",",,,6","21.10",",,,6"
"USC00087832","1921-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","300.5",",6","10",",6","8",",6","3",",6","0",",6","0",",6","0",",6","31",",6","30",",6","19210829","+,,6","","","19210808",",,6","19210819",",,6","20.0",",6,29,+","53.8",",,6,08,","37.8",",6,19,","0.0","6","0.0",",6","162.6",",,,6","28.03",",6","34.59",",,,6","21.46",",,,6"
"USC00087832","1921-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","290.5",",6","6",",6","3",",6","0",",6","0",",6","0",",6","0",",6","30",",6","29",",6","19210916",",,6","","","19210925",",,6","19210906","+,,6","19.4",",6,16,","13.5",",,6,25,","37.2",",6,06,+","0.0","6","0.0",",6","33.4",",,,6","28.02",",6","34.86",",,,6","21.17",",,,6"
"USC00087832","1921-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","170.2",",6","15",",6","9",",6","4",",6","0",",6","0",",6","0",",6","31",",6","6",",6","19211009",",,6","","","19211025",",,6","19211008",",,6","13.3",",6,09,","33.0",",,6,25,","35.0",",6,08,","0.0","6","0.0",",6","178.9",",,,6","23.82",",6","29.46",",,,6","18.19",",,,6"
"USC00087832","1921-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","94.6",",6","6",",6","5",",6","1",",6","0",",6","0",",6","0",",6","29",",6","0",",6","19211129",",,6","","","19211109",",,6","19211115",",,6","5.6",",6,29,","32.5",",,6,09,","31.7",",6,15,","14.2","6","14.2",",6","63.3",",,,6","21.02",",6","27.61",",,,6","14.42",",,,6"
"USC00087832","1922-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","19220111",",,6","","","","","20.8",",,6,11,","","","","","","","29.9",",,,6","","","","","",""
"USC00087832","1922-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","37.7",",6","4",",6","4",",6","0",",6","0",",6","1",",6","0",",6","26",",6","0",",6","19220208",",,6","","","19220224",",,6","19220211","+,,6","0.0",",6,08,","24.9",",,6,24,","27.8",",6,11,+","","","33.5",",6","46.5",",,,6","18.48",",6","25.10",",,,6","11.86",",,,6"
"USC00087832","1922-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","56.2","1,6","5",",6","4",",6","0",",6","0",",6","0",",6","0","1,6","29","1,6","0","1,6","19220320",",,6","","","19220304",",,6","19220314","+,1,6","3.3",",6,20,","6.4",",,6,04,","28.9","1,6,14,+","","","15.0","1,6","22.8",",,,6","19.80","1,6","26.58","1,,,6","13.02",",,,6"
"USC00087832","1922-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","192.6",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","19",",6","19220426",",,6","","","19220430","+,,6","19220416","+,,6","10.6",",6,26,","0.0",",,6,30,+","35.6",",6,16,+","","","0.0",",6","0.0",",,,6","24.75",",6","32.45",",,,6","17.06",",,,6"
"USC00087832","1922-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","207.2",",6","13",",6","10",",6","1",",6","0",",6","0",",6","0",",6","31",",6","19",",6","19220521","+,,6","","","19220529",",,6","19220523","+,,6","14.4",",6,21,+","35.1",",,6,29,","35.0",",6,23,+","","","0.0",",6","115.8",",,,6","25.02",",6","32.65",",,,6","17.39",",,,6"
"USC00087832","1922-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","255.0",",6","10",",6","10",",6","4",",6","0",",6","0",",6","0",",6","30",",6","29",",6","19220608",",,6","","","19220616",",,6","19220614",",,6","16.7",",6,08,","34.0",",,6,16,","37.2",",6,14,","","","0.0",",6","170.2",",,,6","26.83",",6","33.96",",,,6","19.71",",,,6"
"USC00087832","1922-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","287.7",",6","14",",6","12",",6","0",",6","0",",6","0",",6","0",",6","31",",6","29",",6","19220715","+,,6","","","19220705",",,6","19220731","+,,6","19.4",",6,15,+","16.5",",,6,05,","36.7",",6,31,+","0.0","","0.0",",6","106.0",",,,6","27.61",",6","34.44",",,,6","20.78",",,,6"
"USC00087832","1922-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","204.2",",6","17",",6","12",",6","2",",6","0",",6","0",",6","0",",6","31",",6","7",",6","19221012","+,,6","","","19221027",",,6","19221009",",,6","15.6",",6,12,+","35.3",",,6,27,","35.0",",6,09,","","","0.0",",6","134.8",",,,6","24.92",",6","30.35",",,,6","19.49",",,,6"
"USC00087832","1922-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","96.5","2,6","3",",6","2",",6","0",",6","0","1,6","0","1,6","0","1,6","26","1,6","0","1,6","19221126",",1,6","","","19221124",",,6","19221115","+,1,6","6.7","1,6,26,","17.8",",,6,24,","31.1","1,6,15,+","","","17.3","1,6","21.8",",,,6","21.03","2,6","27.15","1,,,6","14.90","1,,,6"
"USC00087832","1923-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","52.2",",6","2",",6","2",",6","0",",6","0",",6","0",",6","0",",6","21",",6","0",",6","19230220",",,6","","","19230206",",,6","19230205",",,6","2.2",",6,20,","8.4",",,6,06,","30.6",",6,05,","","","61.6",",6","14.0",",,,6","18.00",",6","24.64",",,,6","11.36",",,,6"
"USC00087832","1923-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","99.5","2,6","3",",6","2",",6","0",",6","0",",6","0",",6","0","2,6","29","2,6","1","2,6","19230308","+,,6","","","19230315",",,6","19230327",",2,6","8.3",",6,08,+","11.9",",,6,15,","32.2","2,6,27,","","","6.9","2,6","16.5",",,,6","21.43","2,6","28.28","2,,,6","14.59",",,,6"
"USC00087832","1923-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","142.2",",6","4",",6","2",",6","1",",6","0",",6","0",",6","0",",6","29",",6","6",",6","19230419",",,6","","","19230414",",,6","19230424",",,6","6.7",",6,19,","40.6",",,6,14,","33.3",",6,24,","","","5.6",",6","49.2",",,,6","22.89",",6","29.26",",,,6","16.52",",,,6"
"USC00087832","1923-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","165.7","1,6","19","1,6","15","1,6","4","1,6","0",",6","0",",6","0","1,6","30","1,6","2","1,6","19230511",",,6","","","19230517",",1,6","19230526","+,1,6","8.3",",6,11,","83.8","1,,6,17,","32.2","1,6,26,+","","","0.0","1,6","303.2","1,,,6","23.86","1,6","30.14","1,,,6","17.58",",,,6"
"USC00087832","1923-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","243.2",",6","16",",6","14",",6","3",",6","0",",6","0",",6","0",",6","30",",6","12",",6","19230630",",,6","","","19230601",",,6","19230613",",,6","18.3",",6,30,","54.1",",,6,01,","34.4",",6,13,","","","0.0",",6","247.3",",,,6","26.44",",6","31.07",",,,6","21.81",",,,6"
"USC00087832","1923-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","275.1",",6","20",",6","16",",6","1",",6","0",",6","0",",6","0",",6","31",",6","19",",6","19230701",",,6","","","19230709",",,6","19230724","+,,6","18.3",",6,01,","59.7",",,6,09,","34.4",",6,24,+","0.0","6","0.0",",6","190.5",",,,6","27.21",",6","32.37",",,,6","22.05",",,,6"
"USC00087832","1923-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","292.8",",6","15",",6","9",",6","3",",6","0",",6","0",",6","0",",6","31",",6","28",",6","19230806","+,,6","","","19230803",",,6","19230813",",,6","20.6",",6,06,+","44.7",",,6,03,","35.6",",6,13,","0.0","6","0.0",",6","161.0",",,,6","27.78",",6","33.33",",,,6","22.23",",,,6"
"USC00087832","1923-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","240.5",",6","13",",6","8",",6","3",",6","0",",6","0",",6","0",",6","30",",6","11",",6","19230930","+,,6","","","19230910",",,6","19230909",",,6","17.8",",6,30,+","108.0",",,6,10,","34.4",",6,09,","0.0","6","0.0",",6","249.9",",,,6","26.35",",6","31.30",",,,6","21.40",",,,6"
"USC00087832","1923-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","148.9",",6","9",",6","6",",6","1",",6","0",",6","0",",6","0",",6","31",",6","3",",6","19231025","+,,6","","","19231008",",,6","19231004","+,,6","8.3",",6,25,+","50.8",",,6,08,","33.3",",6,04,+","7.8","6","7.8",",6","75.4",",,,6","22.88",",6","27.97",",,,6","17.79",",,,6"
"USC00087832","1923-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","35.4","2,6","3",",6","1",",6","0",",6","0","2,6","0","2,6","0",",6","25",",6","0",",6","19231125","+,2,6","","","19231123",",,6","19231129","+,,6","4.4","2,6,25,+","2.5",",,6,23,","29.4",",6,29,+","59.9","6","52.1",",6","6.3",",,,6","17.74","2,6","23.85",",,,6","11.63","2,,,6"
"USC00087832","1923-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","58.2","1,6","6",",6","3",",6","0",",6","0","1,6","0","1,6","0",",6","27",",6","0",",6","19231208",",1,6","","","19231215",",,6","19231231",",,6","4.4","1,6,08,","17.5",",,6,15,","28.3",",6,31,","89.1","6","29.2",",6","30.8",",,,6","19.35","1,6","25.18",",,,6","13.52","1,,,6"
"USC00087832","1924-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","35.4","6","35.4",",6","15",",6","10",",6","1",",6","0",",6","0",",6","0",",6","21",",6","0",",6","19240106",",,6","","","19240112",",,6","19240101",",,6","1.1",",6,06,","28.7",",,6,12,","29.4",",6,01,","160.2","6","71.1",",6","107.2",",,,6","17.18",",6","22.51",",,,6","11.85",",,,6"
"USC00087832","1924-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","46.8","6","11.4","1,6","9",",6","7",",6","1",",6","0","1,6","0","1,6","0",",6","17",",6","0",",6","19240210","+,1,6","","","19240226",",,6","19240218",",,6","1.7","1,6,10,+","65.8",",,6,26,","27.8",",6,18,","255.5","6","95.3",",6","113.9",",,,6","15.32","1,6","21.70",",,,6","8.95","1,,,6"
"USC00087832","1924-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","84.5","6","37.7",",6","7",",6","6",",6","2",",6","0",",6","0",",6","0",",6","21",",6","0",",6","19240312","+,,6","","","19240309",",,6","19240329",",,6","2.2",",6,12,+","62.5",",,6,09,","30.6",",6,29,","337.9","6","82.4",",6","161.0",",,,6","16.89",",6","23.03",",,,6","10.76",",,,6"
"USC00087832","1924-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","201.6","6","117.1",",6","8",",6","7",",6","0",",6","0",",6","0",",6","0",",6","30",",6","2",",6","19240420",",,6","","","19240404",",,6","19240422","+,,6","10.6",",6,20,","11.9",",,6,04,","32.2",",6,22,+","339.3","6","1.4",",6","51.4",",,,6","22.19",",6","28.27",",,,6","16.11",",,,6"
"USC00087832","1924-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","404.4","6","202.8",",6","","","","","","","0",",6","0",",6","0",",6","31",",6","12",",6","19240510",",,6","","","","","19240531","+,,6","12.8",",6,10,","","","36.7",",6,31,+","339.3","6","0.0",",6","","","24.87",",6","31.42",",,,6","18.33",",,,6"
"USC00087832","1924-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","692.8","6","288.4",",6","14",",6","9",",6","2",",6","0",",6","0",",6","0",",6","30",",6","28",",6","19240610","+,,6","","","19240605",",,6","19240604",",,6","19.4",",6,10,+","39.4",",,6,05,","36.7",",6,04,","339.3","6","0.0",",6","167.8",",,,6","27.95",",6","34.32",",,,6","21.57",",,,6"
"USC00087832","1924-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","982.4","6","289.6",",6","","","","","","","0",",6","0",",6","0",",6","31",",6","26",",6","19240702","+,,6","","","","","19240725",",,6","20.0",",6,02,+","","","35.6",",6,25,","0.0","6","0.0",",6","","","27.68",",6","32.92",",,,6","22.44",",,,6"
"USC00087832","1924-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1300.4","6","318.0",",6","11",",6","5",",6","1",",6","0",",6","0",",6","0",",6","31",",6","31",",6","19240828",",,6","","","19240804",",,6","19240826","+,,6","21.1",",6,28,","26.7",",,6,04,","35.6",",6,26,+","0.0","6","0.0",",6","77.5",",,,6","28.59",",6","34.11",",,,6","23.07",",,,6"
"USC00087832","1924-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1551.8","6","251.4",",6","18",",6","11",",6","1",",6","0",",6","0",",6","0",",6","30",",6","17",",6","19240918","+,,6","","","19240920",",,6","19240903",",,6","19.4",",6,18,+","31.0",",,6,20,","35.0",",6,03,","0.0","6","0.0",",6","128.8",",,,6","26.71",",6","32.06",",,,6","21.37",",,,6"
"USC00087832","1924-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1681.4","6","129.6",",6","14",",6","11",",6","3",",6","0",",6","0",",6","0",",6","31",",6","0",",6","19241028",",,6","","","19241011",",,6","19241003",",,6","12.2",",6,28,","108.7",",,6,11,","30.0",",6,03,","0.6","6","0.6",",6","278.0",",,,6","22.49",",6","26.54",",,,6","18.45",",,,6"
"USC00087832","1924-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","1742.0","6","60.6",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","19241130",",,6","","","19241121",",,6","19241107",",,6","4.4",",6,30,","4.6",",,6,21,","28.9",",6,07,","35.6","6","35.0",",6","7.2",",,,6","19.19",",6","24.99",",,,6","13.39",",,,6"
"USC00087832","1924-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","1787.6","6","45.6","2,6","6",",6","5",",6","0",",6","0",",6","0",",6","0","2,6","23","2,6","0","2,6","19241213",",,6","","","19241229",",,6","19241209",",2,6","3.3",",6,13,","16.8",",,6,29,","28.9","2,6,09,","66.0","6","30.4","2,6","42.1",",,,6","18.82","2,6","24.80","2,,,6","12.85",",,,6"
"USC00087832","1925-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","48.1","6","48.1",",6","12",",6","8",",6","2",",6","0",",6","0",",6","0",",6","23",",6","0",",6","19250131",",,6","","","19250112",",,6","19250111",",,6","6.1",",6,31,","94.0",",,6,12,","29.4",",6,11,","99.5","6","33.5",",6","189.2",",,,6","18.80",",6","23.79",",,,6","13.82",",,,6"
"USC00087832","1925-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","81.2","6","33.1","1,6","4",",6","3",",6","0",",6","0",",6","0",",6","0","1,6","24","1,6","0","1,6","19250213",",,6","","","19250217",",,6","19250217",",1,6","0.6",",6,13,","21.3",",,6,17,","30.0","1,6,17,","135.8","6","36.3","1,6","53.6",",,,6","18.03","1,6","24.59","1,,,6","11.47",",,,6"
"USC00087832","1925-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","143.0","6","61.8",",6","8",",6","5",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","19250331","+,,6","","","19250327",",,6","19250310",",,6","6.1",",6,31,+","12.7",",,6,27,","30.6",",6,10,","167.7","6","31.9",",6","43.3",",,,6","19.30",",6","25.81",",,,6","12.78",",,,6"
"USC00087832","1925-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","248.1","6","105.1",",6","6",",6","3",",6","0",",6","0",",6","0",",6","0",",6","30",",6","2",",6","19250402",",,6","","","19250417",",,6","19250427",",,6","5.6",",6,02,","15.2",",,6,17,","32.8",",6,27,","173.8","6","6.1",",6","23.9",",,,6","21.63",",6","28.63",",,,6","14.63",",,,6"
"USC00087832","1925-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","407.3","6","159.2","1,6","12",",6","11",",6","1",",6","0",",6","0",",6","0","1,6","30","1,6","5","1,6","19250503",",,6","","","19250516",",,6","19250512",",1,6","8.3",",6,03,","45.0",",,6,16,","33.3","1,6,12,","175.5","6","1.7","1,6","152.1",",,,6","23.54","1,6","29.96","1,,,6","17.11",",,,6"
"USC00087832","1925-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","659.5","6","252.2",",6","14",",6","9",",6","4",",6","0",",6","0",",6","0",",6","30",",6","15",",6","19250603",",,6","","","19250610",",,6","19250620",",,6","17.8",",6,03,","40.6",",,6,10,","35.6",",6,20,","175.5","6","0.0",",6","158.8",",,,6","26.74",",6","32.21",",,,6","21.27",",,,6"
"USC00087832","1925-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","936.1","6","276.6",",6","17",",6","14",",6","1",",6","0",",6","0",",6","0",",6","31",",6","22",",6","19250721",",,6","","","19250713",",,6","19250728","+,,6","20.0",",6,21,","26.4",",,6,13,","34.4",",6,28,+","0.0","6","0.0",",6","189.5",",,,6","27.26",",6","32.48",",,,6","22.03",",,,6"
"USC00087832","1925-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1226.3","6","290.2",",6","13",",6","10",",6","4",",6","0",",6","0",",6","0",",6","31",",6","23",",6","19250828",",,6","","","19250830","+,,6","19250821","+,,6","20.0",",6,28,","31.0",",,6,30,+","35.6",",6,21,+","0.0","6","0.0",",6","179.2",",,,6","27.70",",6","33.03",",,,6","22.36",",,,6"
"USC00087832","1925-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1497.9","6","271.6",",6","7",",6","6",",6","0",",6","0",",6","0",",6","0",",6","30",",6","22",",6","19250920",",,6","","","19250906",",,6","19250906","+,,6","19.4",",6,20,","11.9",",,6,06,","35.0",",6,06,+","0.0","6","0.0",",6","37.2",",,,6","27.39",",6","32.81",",,,6","21.97",",,,6"
"USC00087832","1925-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1690.9","6","193.0",",6","8",",6","7",",6","0",",6","0",",6","0",",6","0",",6","31",",6","12",",6","19251022",",,6","","","19251019",",,6","19251015",",,6","9.4",",6,22,","21.3",",,6,19,","33.9",",6,15,","1.4","6","1.4",",6","58.2",",,,6","24.51",",6","30.56",",,,6","18.46",",,,6"
"USC00087832","1925-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","12.7",",6","","","","","","","0",",6","0",",6","0",",6","14",",6","0",",6","19251229","+,,6","","","","","19251215","+,,6","1.7",",6,29,+","","","28.3",",6,15,+","","","106.4",",6","","","15.31",",6","21.27",",,,6","9.35",",,,6"
"USC00087832","1926-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","17.6","6","17.6",",6","12",",6","6",",6","1",",6","0",",6","2",",6","0",",6","18",",6","0",",6","19260115",",,6","","","19260108",",,6","19260105",",,6","-0.6",",6,15,","27.9",",,6,08,","28.3",",6,05,","","","117.0",",6","94.6",",,,6","15.13",",6","21.05",",,,6","9.21",",,,6"
"USC00087832","1926-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","35.5","6","17.9",",6","4",",6","3",",6","1",",6","0",",6","1",",6","0",",6","22",",6","0",",6","19260212",",,6","","","19260219",",,6","19260225",",,6","-0.6",",6,12,","33.0",",,6,19,","29.4",",6,25,","","","76.2",",6","57.1",",,,6","16.25",",6","23.50",",,,6","9.00",",,,6"
"USC00087832","1926-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","77.3","6","41.8",",6","7",",6","6",",6","1",",6","0",",6","0",",6","0",",6","23",",6","0",",6","19260317",",,6","","","19260329",",,6","19260330",",,6","1.1",",6,17,","52.1",",,6,29,","30.6",",6,30,","","","72.5",",6","112.8",",,,6","17.34",",6","24.29",",,,6","10.39",",,,6"
"USC00087832","1926-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","160.8","6","83.5",",6","8",",6","5",",6","3",",6","0",",6","0",",6","0",",6","29",",6","1",",6","19260401",",,6","","","19260408",",,6","19260424",",,6","7.8",",6,01,","47.0",",,6,08,","32.2",",6,24,","","","8.0",",6","156.8",",,,6","20.85",",6","27.44",",,,6","14.25",",,,6"
"USC00087832","1926-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","340.0","6","179.2",",6","5",",6","4",",6","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","19260516",",,6","","","19260520",",,6","19260526",",,6","10.0",",6,16,","24.9",",,6,20,","33.9",",6,26,","","","0.0",",6","44.3",",,,6","24.11",",6","30.88",",,,6","17.35",",,,6"
"USC00087832","1926-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","579.8","6","239.8",",6","17",",6","12",",6","3",",6","0",",6","0",",6","0",",6","30",",6","16",",6","19260606",",,6","5","","19260606",",,6","19260623","+,,6","14.4",",6,06,","33.8",",,6,06,","35.0",",6,23,+","","","0.0",",6","182.3",",,,6","26.33",",6","32.18",",,,6","20.47",",,,6"
"USC00087832","1926-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","16",",6","14",",6","6",",6","0","1,6","0","1,6","","","","","","","19260720",",1,6","","","19260728",",,6","","","20.6","1,6,20,","75.4",",,6,28,","","","","","","","320.1",",,,6","","","","","22.41","1,,,6"
"USC00087832","1926-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","17",",6","7",",6","1",",6","0",",","0",",6","","","","","","","19260806",",,6","","","19260827",",,6","","","21.1",",6,06,","77.7",",,6,27,","","","","","","","169.1",",,,6","","","","","22.97",",,,6"
"USC00087832","1926-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","14",",6","10",",6","3",",6","0","2,","0","2,6","","","","","","","19260925",",2,6","","","19260922",",,6","","","21.1","2,6,25,","39.4",",,6,22,","","","","","","","180.3",",,,6","","","","","23.02","2,,,6"
"USC00087832","1926-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","8",",6","4",",6","1",",6","0",",6","0",",6","","","","","","","19261028","+,,6","","","19261020",",,6","","","8.3",",6,28,+","48.3",",,6,20,","","","","","","","70.3",",,,6","","","","","18.50",",,,6"
