"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093069","1996-07","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","133.8",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","23",",M","","","","","19960724","+,,M","","","","","19960722","+,,M","8.3",",M,24,+","","","35.6",",M,22,+","0.0","M","0.0",",M","","","","","","","","","22.65",",M","32.68",",,,M","12.62",",,,M","","","","","","","","","",""
"USW00093069","1996-08","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","83.9",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","11",",M","","","","","19960830",",,M","","","","","19960814",",,M","5.6",",M,30,","","","36.7",",M,14,","0.0","M","0.0",",M","","","","","","","","","21.04",",M","31.20",",,,M","10.88",",,,M","","","","","","","","","",""
"USW00093069","1996-09","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","7.6",",M","","","","","","","0",",M","5",",M","0",",M","20",",M","1",",M","","","","","19960928",",,M","","","","","19960904",",,M","-2.2",",M,28,","","","32.2",",M,04,","121.1","M","121.1",",M","","","","","","","","","14.55",",M","23.67",",,,M","5.43",",,,M","","","","","","","","","",""
"USW00093069","1996-10","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","0.0",",M","","","","","","","0",",M","13",",M","0",",M","13",",M","0",",M","","","","","19961022",",,M","","","","","19961002",",,M","-11.1",",M,22,","","","27.2",",M,02,","423.7","M","302.6",",M","","","","","","","","","8.57",",M","17.29",",,,M","-0.15",",,,M","","","","","","","","","",""
"USW00093069","1996-11","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","0.0",",M","","","","","","","0",",M","27",",M","0",",M","0",",M","0",",M","","","","","19961130",",,M","","","","","19961113",",,M","-13.9",",M,30,","","","16.1",",M,13,","882.2","M","458.5",",M","","","","","","","","","3.05",",M","10.34",",,,M","-4.24",",,,M","","","","","","","","","",""
"USW00093069","1996-12","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","","","0.0",",M","","","","","","","2",",M","29",",M","2",",M","0",",M","0",",M","","","","","19961224",",,M","","","","","19961213",",,M","-18.3",",M,24,","","","12.2",",M,13,","1509.4","M","627.2",",M","","","","","","","","","-1.90",",M","5.05",",,,M","-8.85",",,,M","","","","","","","","","",""
"USW00093069","1997-01","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","5",",M","29",",M","9",",M","0",",M","0",",M","","","","","19970117",",,M","","","","","19970102",",,M","-20.6",",M,17,","","","11.7",",M,02,","2178.4","M","669.0",",M","","","","","","","","","-3.25",",M","2.78",",,,M","-9.28",",,,M","","","","","","","","","",""
"USW00093069","1997-02","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","0",",M","28",",M","0",",M","0",",M","0",",M","","","","","19970207",",,M","","","","","19970218",",,M","-13.3",",M,07,","","","12.8",",M,18,","2680.5","M","502.1",",M","","","","","","","","","0.40",",M","7.07",",,,M","-6.27",",,,M","","","","","","","","","",""
"USW00093069","1997-03","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","0",",M","31",",M","0",",M","4",",M","0",",M","","","","","19970301",",,M","","","","","19970320","+,,M","-13.9",",M,01,","","","22.2",",M,20,+","3099.7","M","419.2",",M","","","","","","","","","4.81",",M","15.48",",,,M","-5.86",",,,M","","","","","","","","","",""
"USW00093069","1997-04","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","0",",M","23",",M","0",",M","5",",M","0",",M","","","","","19970413",",,M","","","","","19970419",",,M","-10.6",",M,13,","","","21.7",",M,19,","3458.1","M","358.4",",M","","","","","","","","","6.39",",M","14.59",",,,M","-1.82",",,,M","","","","","","","","","",""
"USW00093069","1997-05","37.30705","-108.62646","1799.2","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","","","","","","","1.4","M","1.4",",M","","","","","","","0",",M","2",",M","0",",M","24",",M","1",",M","","","","","19970503",",,M","","","","","19970531",",,M","-4.4",",M,03,","","","32.2",",M,31,","3611.3","M","153.2",",M","","","","","","","","","13.44",",M","23.55",",,,M","3.33",",,,M","","","","","","","","","",""
