"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1NMSC0065","2021-07","33.753889","-106.470833","1456.9","SOCORRO 32.4 SE, NM US","35.3","3,a,,N"
"US1NMSC0065","2021-08","33.753889","-106.470833","1456.9","SOCORRO 32.4 SE, NM US","54.1","1,a,,N"
