"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00387980","1896-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","4",",6","2",",6","1",",6","","","1","","","","","","18960123",",,6","","","63.8",",,6,23,","89.2",",,,6","",""
"USC00387980","1896-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7","1,6","7","1,6","2","1,6","1",",6","","","18960218",",,6","","","18960209",",1,6","38",",,6,18,","83.8","1,,6,09,","156.2","1,,,6","38",",,,6"
"USC00387980","1896-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","6",",6","0",",6","","","","","","","","","18960311",",,6","","","16.5",",,6,11,","38.6",",,,6","",""
"USC00387980","1896-04","33.783333","-79.366667","18.9","SMITHS MILL, SC US","2",",6","2",",6","1",",6","","","1","","","","","","18960425",",,6","","","44.5",",,6,25,","57.2",",,,6","",""
"USC00387980","1896-05","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","0",",6","","","","","","","","","18960522",",,6","","","17.3",",,6,22,","67.6",",,,6","",""
"USC00387980","1896-06","33.783333","-79.366667","18.9","SMITHS MILL, SC US","13",",6","10",",6","2",",6","","","","","","","","","18960604",",,6","","","50.8",",,6,04,","152.1",",,,6","",""
"USC00387980","1896-07","33.783333","-79.366667","18.9","SMITHS MILL, SC US","12",",6","12",",6","3",",6","","","","","","","","","18960714",",,6","","","53.3",",,6,14,","187.9",",,,6","",""
"USC00387980","1896-08","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","7",",6","3",",6","","","","","","","","","18960827",",,6","","","63.5",",,6,27,","215.0",",,,6","",""
"USC00387980","1896-09","33.783333","-79.366667","18.9","SMITHS MILL, SC US","4",",6","1",",6","0",",6","","","2","","","","","","18960930",",,6","","","10.7",",,6,30,","16.2",",,,6","",""
"USC00387980","1896-10","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","6",",6","0",",6","","","","","","","","","18961004",",,6","","","15.2",",,6,04,","36.9",",,,6","",""
"USC00387980","1896-11","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","5",",6","0",",6","","","","","","","","","18961105",",,6","","","24.1",",,6,05,","84.2",",,,6","",""
"USC00387980","1896-12","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","8",",6","3",",6","","","","","","","","","18961202",",,6","","","45.7",",,6,02,","147.4",",,,6","",""
"USC00387980","1897-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","5",",6","0",",6","","","","","","","","","18970115",",,6","","","21.6",",,6,15,","54.7",",,,6","",""
"USC00387980","1897-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","11",",6","10",",6","2",",6","","","","","","","","","18970206",",,6","","","52.1",",,6,06,","204.7",",,,6","",""
"USC00387980","1897-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","1",",6","","","","","","","","","18970312",",,6","","","31.8",",,6,12,","64.5",",,,6","",""
"USC00387980","1897-04","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","6",",6","0",",6","","","","","","","","","18970406",",,6","","","12.4",",,6,06,","42.3",",,,6","",""
"USC00387980","1897-05","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","5",",6","1",",6","","","","","","","","","18970501",",,6","","","36.6",",,6,01,","86.2",",,,6","",""
"USC00387980","1897-06","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","8",",6","3",",6","","","","","","","","","18970613",",,6","","","44.7",",,6,13,","142.6",",,,6","",""
"USC00387980","1897-07","33.783333","-79.366667","18.9","SMITHS MILL, SC US","10",",6","10",",6","2",",6","","","","","","","","","18970727",",,6","","","38.1",",,6,27,","119.1",",,,6","",""
"USC00387980","1897-08","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","2",",6","","","","","","","","","18970811",",,6","","","95.3",",,6,11,","175.3",",,,6","",""
"USC00387980","1897-09","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","4",",6","0",",6","","","","","","","","","18970922",",,6","","","19.1",",,6,22,","41.7",",,,6","",""
"USC00387980","1897-10","33.783333","-79.366667","18.9","SMITHS MILL, SC US","2",",6","2",",6","1",",6","","","","","","","","","18971020",",,6","","","95.3",",,6,20,","101.7",",,,6","",""
"USC00387980","1897-11","33.783333","-79.366667","18.9","SMITHS MILL, SC US","3",",6","3",",6","1",",6","","","","","","","","","18971101",",,6","","","25.4",",,6,01,","36.8",",,,6","",""
"USC00387980","1897-12","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","8",",6","1",",6","","","","","","","","","18971226",",,6","","","34.3",",,6,26,","74.1",",,,6","",""
"USC00387980","1898-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","4",",6","0",",6","0",",6","","","18980131",",,6","","","18980125",",,6","10",",,6,31,","10.2",",,6,25,","25.4",",,,6","10",",,,6"
"USC00387980","1898-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","5",",6","0",",6","","","","","","","","","18980219",",,6","","","14.0",",,6,19,","36.9",",,,6","",""
"USC00387980","1898-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","1",",6","","","1","","","","","","18980304",",,6","","","31.8",",,6,04,","80.1",",,,6","",""
"USC00387980","1898-05","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","2",",6","","","","","","","","","18980515",",,6","","","55.4",",,6,15,","128.9",",,,6","",""
"USC00387980","1898-06","33.783333","-79.366667","18.9","SMITHS MILL, SC US","10",",6","10",",6","1",",6","","","","","","","","","18980616",",,6","","","68.6",",,6,16,","140.1",",,,6","",""
"USC00387980","1898-07","33.783333","-79.366667","18.9","SMITHS MILL, SC US","16",",6","16",",6","1",",6","","","","","","","","","18980709",",,6","","","31.8",",,6,09,","182.0",",,,6","",""
"USC00387980","1898-08","33.783333","-79.366667","18.9","SMITHS MILL, SC US","21",",6","21",",6","2",",6","","","","","","","","","18980805",",,6","","","61.0",",,6,05,","247.4",",,,6","",""
"USC00387980","1898-09","33.783333","-79.366667","18.9","SMITHS MILL, SC US","4",",6","4",",6","1",",6","","","","","","","","","18980922",",,6","","","127.0",",,6,22,","146.4",",,,6","",""
"USC00387980","1898-10","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","1",",6","","","","","","","","","18981019",",,6","","","25.4",",,6,19,","77.4",",,,6","",""
"USC00387980","1898-11","33.783333","-79.366667","18.9","SMITHS MILL, SC US","9",",6","9",",6","2",",6","","","","","","","","","18981114",",,6","","","50.8",",,6,14,","152.4",",,,6","",""
"USC00387980","1898-12","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","6",",6","1",",6","","","","","","","","","18981204",",,6","","","29.2",",,6,04,","87.6",",,,6","",""
"USC00387980","1899-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","9",",6","9",",6","0",",6","1",",6","","","18990128",",,6","","","18990128",",,6","51",",,6,28,","17.8",",,6,28,","86.7",",,,6","56",",,,6"
"USC00387980","1899-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","12",",6","12",",6","0",",6","","","","","","","","","18990227",",,6","","","21.6",",,6,27,","104.2",",,,6","",""
"USC00387980","1899-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","0",",6","","","","","","","","","18990327",",,6","","","19.1",",,6,27,","68.2",",,,6","",""
"USC00387980","1899-04","33.783333","-79.366667","18.9","SMITHS MILL, SC US","9",",6","8",",6","1",",6","","","","","","","","","18990426",",,6","","","61.0",",,6,26,","141.6",",,,6","",""
"USC00387980","1899-05","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","5",",6","1",",6","","","","","","","","","18990508",",,6","","","34.3",",,6,08,","58.4",",,,6","",""
"USC00387980","1899-06","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","6",",6","1",",6","","","","","","","","","18990612",",,6","","","25.4",",,6,12,","88.7",",,,6","",""
