"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00317486","1935-12","35.137","-82.8204","664.5","ROSMAN, NC US","","","5",",6","2",",6","2",",6","","","2",",6","","","","","","","","","","","2","","","","","","19351229",",,6","","","19351213",",,6","","","","","","","279",",,6,29,","50.8",",,6,13,","","","","","84.4",",,,6","304",",,,6","","","","","",""
"USC00317486","1936-01","35.137","-82.8204","664.5","ROSMAN, NC US","","","17",",6","12",",6","4",",6","","","1",",6","","","","","","","","","","","1","","","","","","19360130",",,6","","","19360119",",,6","","","","","","","61",",,6,30,","108.7",",,6,19,","","","","","357.5",",,,6","74",",,,6","","","","","",""
"USC00317486","1936-02","35.137","-82.8204","664.5","ROSMAN, NC US","","","","","","","","","","","4",",6","","","","","","","","","","","1","","","","","","19360207",",,6","","","","","","","","","","","203",",,6,07,","","","","","","","","","342",",,,6","","","","","",""
"USC00317486","1936-03","35.137","-82.8204","664.5","ROSMAN, NC US","","","11",",6","9",",6","1",",6","","","1",",6","","","","","","","","","","","2","","","","","","19360318",",,6","","","19360328",",,6","","","","","","","25",",,6,18,","53.1",",,6,28,","","","","","150.5",",,,6","25",",,,6","","","","","",""
"USC00317486","1936-04","35.137","-82.8204","664.5","ROSMAN, NC US","","","9",",6","6",",6","3",",6","","","","","","","","","","","","","","","2","","","","","","","","","","19360406",",,6","","","","","","","","","121.9",",,6,06,","","","","","282.8",",,,6","","","","","","","",""
"USC00317486","1936-05","35.137","-82.8204","664.5","ROSMAN, NC US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19360511",",,6","","","","","","","","","15.5",",,6,11,","","","","","23.2",",,,6","","","","","","","",""
"USC00317486","1936-06","35.137","-82.8204","664.5","ROSMAN, NC US","","","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","","","","","19360610",",,6","","","","","","","","","27.2",",,6,10,","","","","","92.5",",,,6","","","","","","","",""
"USC00317486","1936-07","35.137","-82.8204","664.5","ROSMAN, NC US","","","18",",6","9",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19360731",",,6","","","","","","","","","48.3",",,6,31,","","","","","129.7",",,,6","","","","","","","",""
"USC00317486","1936-08","35.137","-82.8204","664.5","ROSMAN, NC US","","","17",",6","12",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","","","","","19360829",",,6","","","","","","","","","30.2",",,6,29,","","","","","131.3",",,,6","","","","","","","",""
"USC00317486","1936-09","35.137","-82.8204","664.5","ROSMAN, NC US","","","11",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19360930",",,6","","","","","","","","","130.8",",,6,30,","","","","","182.6",",,,6","","","","","","","",""
