"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058582","1917-04","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","","","5",",6","5",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","19170428",",,6","","","19170418",",,6","","","","","","","61",",,6,28,","15.2",",,6,18,","","","","","","","","","","","","","46.1",",,,6","173",",,,6","","","","","","","",""
"USC00058582","1917-05","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0","1,6","14",",6","5",",6","0",",6","4",",6","2","1,6","0",",6","27",",6","0","1,6","0","1,6","0","1,6","","","19170510","+,,6","19170508",",,6","19170509",",1,6","","","19170516",",,6","19170516",",1,6","-6.1",",6,10,+","254",",,6,08,","64","1,,6,09,","11.4",",,6,16,","20.6","1,6,16,","","","","","393.0","1,6","","","","","42.4",",,,6","105","1,,,6","5.20","1,6","12.30","1,,,6","-1.90",",,,6","",""
"USC00058582","1917-06","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","11",",6","0",",6","23",",6","0",",6","","","19170602",",,6","","","19170601",",,6","","","19170601",",,6","19170630",",,6","-6.7",",6,02,","","","0",",T,6,01,","3.8",",,6,01,","28.3",",6,30,","","","","","194.1",",6","","","","","3.8",",,,6","0",",T,,6","11.86",",6","23.45",",,,6","0.27",",,,6","",""
"USC00058582","1917-07","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","2.3",",6","13",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","0",",6","","","19170705",",,6","","","19170731","+,,6","","","19170726",",,6","19170722","+,,6","1.7",",6,05,","","","0",",,6,31,+","10.9",",,6,26,","30.0",",6,22,+","","","52.1","6","52.1",",6","","","","","42.5",",,,6","0",",,,6","16.73",",6","26.73",",,,6","6.72",",,,6","",""
"USC00058582","1917-08","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0",",6","9",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","19170828",",,6","","","19170831","+,,6","","","19170817",",,6","19170808",",,6","0.6",",6,28,","","","0",",,6,31,+","24.1",",,6,17,","28.9",",6,08,","","","178.6","6","126.5",",6","","","","","48.0",",,,6","0",",,,6","14.25",",6","24.16",",,,6","4.35",",,,6","",""
"USC00058582","1917-09","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0",",6","12",",6","5",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","15",",6","0",",6","","","19170928","+,,6","","","19170930","+,,6","","","19170911",",,6","19170904","+,,6","-3.9",",6,28,+","","","0",",,6,30,+","14.7",",,6,11,","26.7",",6,04,+","","","375.8","6","197.2",",6","","","","","45.7",",,,6","0",",,,6","11.76",",6","21.01",",,,6","2.50",",,,6","",""
"USC00058582","1917-10","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","29",",6","0",",6","5",",6","0",",6","","","19171029",",,6","","","19171031","+,,6","","","19171001",",,6","19171004",",,6","-16.7",",6,29,","","","0",",,6,31,+","2.5",",,6,01,","23.3",",6,04,","","","784.8","6","409.0",",6","","","","","2.5",",,,6","0",",,,6","5.14",",6","16.89",",,,6","-6.61",",,,6","",""
"USC00058582","1917-11","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","19171118",",,6","","","19171126",",,6","","","19171126",",,6","19171125","+,,6","-13.9",",6,18,","","","51",",,6,26,","3.8",",,6,26,","17.2",",6,25,+","","","1277.9","6","493.1",",6","","","","","3.8",",,,6","51",",,,6","1.90",",6","13.33",",,,6","-9.53",",,,6","",""
"USC00058582","1917-12","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","2",",6","31",",6","0",",6","0",",6","0",",6","","","19171208",",,6","","","19171231","+,,6","","","19171231","+,,6","19171219",",,6","-19.4",",6,08,","","","0",",,6,31,+","0.0",",,6,31,+","16.1",",6,19,","","","1926.6","6","648.7",",6","","","","","0.0",",,,6","0",",,,6","-2.59",",6","8.66",",,,6","-13.85",",,,6","",""
"USC00058582","1942-09","37.3805","-107.5812","2329.9","VALLECITO DAM, CO US","","","0.0","3,6","5",",6","4",",6","0",",6","","","0",",6","0",",6","6",",6","0","3,6","27","3,6","0","3,6","","","19420920",",,6","","","19420930","+,,6","","","19420910",",,6","19420902",",3,6","-1.7",",6,20,","","","0",",,6,30,+","16.5",",,6,10,","28.9","3,6,02,","","","","","138.4","3,6","","","","","37.6",",,,6","0",",,,6","13.49","3,6","23.60","3,,,6","3.39",",,,6","",""
