"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00199080","1893-01","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0","1,6","7","2,6","5","2,6","1","2,6","4",",6","10","1,6","30","1,6","22",",6","0",",6","0",",6","1","","18930117",",1,6","18930110","+,,6","","","18930101",",2,6","18930102",",,6","-24.4","1,6,17,","152",",,6,10,+","27.9","2,,6,01,","10.0",",6,02,","","","795.9",",6","60.9","2,,,6","387",",,,6","-7.99","1,6","-2.70",",,,6","-13.27","1,,,6"
"USC00199080","1893-02","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0","3,6","11",",6","11",",6","3",",6","8",",6","2","2,6","25","2,6","7","1,6","0","1,6","0","1,6","","","18930221",",2,6","18930222",",,6","","","18930222",",,6","18930215",",1,6","-18.9","2,6,21,","330",",,6,22,","34.5",",,6,22,","11.1","1,6,15,","","","537.6","1,6","177.2",",,,6","1245",",,,6","-3.14","3,6","2.69","1,,,6","-8.98","2,,,6"
"USC00199080","1893-03","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0","2,6","7","1,6","7","1,6","2","1,6","3",",6","0","1,6","27","1,6","3","1,6","0","1,6","0","1,6","","","18930306",",1,6","18930301",",,6","","","18930309",",1,6","18930314",",1,6","-17.2","1,6,06,","51",",,6,01,","27.9","1,,6,09,","11.7","1,6,14,","","","525.1","1,6","94.0","1,,,6","114",",,,6","0.16","2,6","5.71","1,,,6","-5.40","1,,,6"
"USC00199080","1893-04","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0","2,6","8","2,6","6","2,6","1","2,6","2",",6","0","1,6","16","1,6","0","1,6","1","1,6","0","1,6","","","18930407",",1,6","18930406",",,6","","","18930421",",2,6","18930414",",1,6","-8.3","1,6,07,","140",",,6,06,","29.7","2,,6,21,","22.2","1,6,14,","","","328.3","1,6","91.2","2,,,6","229",",,,6","6.79","2,6","13.39","1,,,6","0.19","1,,,6"
"USC00199080","1893-05","42.266667","-71.633333","90.8","WESTBORO, MA US","17.2","6","17.2",",6","8",",6","5",",6","2",",6","","","0",",6","1",",6","0",",6","16",",6","1",",6","","","18930508",",,6","","","","","18930504",",,6","18930523",",,6","0.0",",6,08,","","","87.4",",,6,04,","32.2",",6,23,","","","139.5",",6","168.1",",,,6","","","14.39",",6","20.84",",,,6","7.94",",,,6"
"USC00199080","1893-06","42.266667","-71.633333","90.8","WESTBORO, MA US","81.1","6","63.9","2,6","5",",6","4",",6","0",",6","","","0","1,6","0","1,6","0","1,6","25","1,6","7","1,6","","","18930602",",1,6","","","","","18930624",",,6","18930621",",1,6","6.1","1,6,02,","","","23.4",",,6,24,","35.6","1,6,21,","","","26.7","1,6","53.6",",,,6","","","19.85","2,6","26.72","1,,,6","12.97","1,,,6"
"USC00199080","1893-07","42.266667","-71.633333","90.8","WESTBORO, MA US","178.4","6","97.3",",6","9",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","2",",6","","","18930725",",,6","","","5","","18930705",",,6","18930722",",,6","6.7",",6,25,","","","14.5",",,6,05,","33.9",",6,22,","3.6","6","3.6",",6","54.8",",,,6","","","21.35",",6","28.96",",,,6","13.75",",,,6"
"USC00199080","1893-08","42.266667","-71.633333","90.8","WESTBORO, MA US","274.9","6","96.5",",6","7",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","18930814",",,6","","","3","","18930821",",,6","18930810",",,6","7.2",",6,14,","","","28.4",",,6,21,","33.9",",6,10,","8.1","6","4.5",",6","108.4",",,,6","","","21.30",",6","27.55",",,,6","15.05",",,,6"
"USC00199080","1893-09","42.266667","-71.633333","90.8","WESTBORO, MA US","278.0","6","3.1","1,6","7",",6","5",",6","0",",6","","","0",",6","0",",6","0","1,6","14","1,6","0","1,6","","","18930929","+,,6","","","3","","18930908",",,6","18930914",",1,6","1.7",",6,29,+","","","17.3",",,6,08,","26.1","1,6,14,","135.1","6","127.0","1,6","47.3",",,,6","","","14.16","1,6","20.49","1,,,6","7.84",",,,6"
"USC00199080","1893-10","42.266667","-71.633333","90.8","WESTBORO, MA US","278.3","6","0.3","3,6","5",",6","4",",6","1",",6","","","0","2,6","2","2,6","0","1,6","11","1,6","0","1,6","1","","18931031",",2,6","","","","","18931024",",,6","18931009",",1,6","-4.4","2,6,31,","","","55.9",",,6,24,","25.0","1,6,09,","310.3","6","175.2","1,6","102.5",",,,6","","","12.15","3,6","18.24","1,,,6","6.06","2,,,6"
"USC00199080","1893-11","42.266667","-71.633333","90.8","WESTBORO, MA US","278.3","6","0.0","3,6","4","3,6","4","3,6","0","3,6","0",",6","0","2,6","17","2,6","1","1,6","0","1,6","0","1,6","","","18931127",",2,6","18931121","+,,6","","","18931105",",3,6","18931103",",1,6","-12.2","2,6,27,","0",",T,6,21,+","18.5","3,,6,05,","18.3","1,6,03,","690.3","6","380.0","1,6","51.2","3,,,6","0",",T,,6","4.15","3,6","9.84","1,,,6","-1.55","2,,,6"
"USC00199080","1893-12","42.266667","-71.633333","90.8","WESTBORO, MA US","","","","","10","3,6","6","3,6","2","3,6","4",",6","2","3,6","25","3,6","6","4,6","0","4,6","0","4,6","","","18931214",",3,6","18931205",",,6","","","18931217",",3,6","18931225",",4,6","-22.8","3,6,14,","127",",,6,05,","41.9","3,,6,17,","11.7","4,6,25,","","","","","116.6","3,,,6","408",",,,6","-2.27","7,6","3.23","4,,,6","-7.77","3,,,6"
"USC00199080","1894-01","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0","2,6","7",",6","6",",6","1",",6","","","2","1,6","27","1,6","8","1,6","0","1,6","0","1,6","2","","18940129",",1,6","","","","","18940130",",,6","18940125",",1,6","-18.3","1,6,29,","","","34.5",",,6,30,","12.8","1,6,25,","","","591.7","1,6","78.7",",,,6","","","-2.01","2,6","3.13","1,,,6","-7.14","1,,,6"
"USC00199080","1894-02","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0","4,6","8","1,6","6","1,6","1","1,6","5",",6","4","2,6","26","2,6","10","2,6","0","2,6","0","2,6","1","","18940225",",2,6","18940213",",,6","","","18940213",",1,6","18940218",",2,6","-26.1","2,6,25,","305",",,6,13,","25.4","1,,6,13,","13.3","2,6,18,","","","536.5","2,6","91.5","1,,,6","636",",,,6","-4.34","4,6","1.98","2,,,6","-10.67","2,,,6"
"USC00199080","1894-03","42.266667","-71.633333","90.8","WESTBORO, MA US","0.0","6","0.0",",6","5","1,6","5","1,6","0","1,6","1",",6","0",",6","20",",6","0",",6","1",",6","0",",6","","","18940328",",,6","18940315",",,6","","","18940323",",1,6","18940319",",,6","-9.4",",6,28,","38",",,6,15,","21.6","1,,6,23,","21.1",",6,19,","","","404.2",",6","35.6","1,,,6","38",",,,6","5.30",",6","11.64",",,,6","-1.05",",,,6"
