"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014845","1898-01","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0","2,0","","","","","","","","","","","2","1,0","30","1,0","16","1,0","0","1,0","0","1,0","","","","","18980130",",1,0","","","","","","","","","18980119","+,1,0","-20.0","1,0,30,","","","","","","","5.0","1,0,19,+","","","651.2","1,0","","","","","-4.01","2,0","-0.04","1,,,0","-7.98","1,,,0","","","","","","","","","",""
"USW00014845","1898-02","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0","2,0","","","","","","","","","","","4","1,0","24","1,0","16","1,0","0","1,0","0","1,0","","","","","18980201",",1,0","","","","","","","","","18980211",",1,0","-23.9","1,0,01,","","","","","","","9.4","1,0,11,","","","616.4","1,0","","","","","-5.36","2,0","-1.57","1,,,0","-9.16","1,,,0","","","","","","","","","",""
"USW00014845","1898-03","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0","4,0","","","","","","","","","","","0","2,0","21","2,0","5","2,0","0","2,0","0","2,0","","","","","18980306",",2,0","","","","","","","","","18980319","+,2,0","-13.3","2,0,06,","","","","","","","18.9","2,0,19,+","","","438.3","2,0","","","","","2.46","4,0","7.76","2,,,0","-2.83","2,,,0","","","","","","","","","",""
"USW00014845","1898-04","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","11",",0","1",",0","0",",0","0",",0","","","","","18980405",",,0","","","","","","","","","18980413",",,0","-8.9",",0,05,","","","","","","","20.6",",0,13,","","","366.6",",0","","","","","6.11",",0","11.82",",,,0","0.41",",,,0","","","","","","","","","",""
"USW00014845","1898-05","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","9.3","0","9.3",",0","","","","","","","","","","","0",",0","1",",0","0",",0","17",",0","0",",0","","","","","18980506",",,0","","","","","","","","","18980527",",,0","0.0",",0,06,","","","","","","","27.2",",0,27,","","","131.7",",0","","","","","14.38",",0","20.70",",,,0","8.06",",,,0","","","","","","","","","",""
"USW00014845","1898-06","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","98.0","0","88.7",",0","","","","","","","","","","","0",",0","0",",0","0",",0","29",",0","5",",0","","","","","18980621",",,0","","","","","","","","","18980624",",,0","5.6",",0,21,","","","","","","","34.4",",0,24,","","","17.2",",0","","","","","20.72",",0","27.78",",,,0","13.66",",,,0","","","","","","","","","",""
"USW00014845","1898-07","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","249.2","0","151.2",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","18980710",",,0","","","","","","","","","18980724",",,0","4.4",",0,10,","","","","","","","36.7",",0,24,","10.8","0","10.8",",0","","","","","22.86",",0","30.31",",,,0","15.41",",,,0","","","","","","","","","",""
"USW00014845","1898-08","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","354.5","0","105.3","1,0","","","","","","","","","","","0","1,0","0","1,0","0",",0","31",",0","4",",0","","","","","18980828","+,1,0","","","","","","","","","18980831",",,0","8.3","1,0,28,+","","","","","","","33.9",",0,31,","18.6","0","7.8",",0","","","","","21.52","1,0","27.94",",,,0","15.09","1,,,0","","","","","","","","","",""
"USW00014845","1898-09","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","399.4","0","44.9","1,0","","","","","","","","","","","0",",0","0",",0","0","1,0","24","1,0","2","1,0","","","","","18980911",",,0","","","","","","","","","18980903",",1,0","1.1",",0,11,","","","","","","","35.6","1,0,03,","72.2","0","53.6","1,0","","","","","18.23","1,0","24.73","1,,,0","11.74",",,,0","","","","","","","","","",""
"USW00014845","1898-10","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","411.1","0","11.7","2,0","","","","","","","","","","","0","1,0","6","1,0","0","1,0","6","1,0","0","1,0","","","","","18981027",",1,0","","","","","","","","","18981003",",1,0","-2.8","1,0,27,","","","","","","","30.6","1,0,03,","301.4","0","229.2","1,0","","","","","10.73","2,0","16.21","1,,,0","5.25","1,,,0","","","","","","","","","",""
"USW00014845","1898-11","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","411.1","0","0.0",",0","","","","","","","","","","","0",",0","20",",0","5",",0","1",",0","0",",0","","","","","18981127",",,0","","","","","","","","","18981104",",,0","-11.1",",0,27,","","","","","","","21.1",",0,04,","790.5","0","489.1",",0","","","","","2.03",",0","6.06",",,,0","-2.00",",,,0","","","","","","","","","",""
"USW00014845","1898-12","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","411.1","0","0.0","2,0","","","","","","","","","","","0","1,0","29","1,0","15","1,0","0","1,0","0","1,0","","","","","18981228",",1,0","","","","","","","","","18981229",",1,0","-15.6","1,0,28,","","","","","","","8.9","1,0,29,","1426.5","0","636.0","1,0","","","","","-3.58","2,0","0.02","1,,,0","-7.18","1,,,0","","","","","","","","","",""
"USW00014845","1899-01","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0","2,0","","","","","","","","","","","6","1,0","30","1,0","15","1,0","0","1,0","0","1,0","","","","","18990131",",1,0","","","","","","","","","18990104",",1,0","-23.9","1,0,31,","","","","","","","9.4","1,0,04,","2137.5","0","711.0","1,0","","","","","-6.01","2,0","-1.61","1,,,0","-10.40","1,,,0","","","","","","","","","",""
"USW00014845","1899-02","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0","3,0","","","","","","","","","","","11","2,0","25","2,0","16","2,0","0","2,0","0","2,0","","","","","18990211",",2,0","","","","","","","","","18990226",",2,0","-28.9","2,0,11,","","","","","","","13.9","2,0,26,","2807.5","0","670.0","2,0","","","","","-8.25","3,0","-3.15","2,,,0","-13.35","2,,,0","","","","","","","","","",""
"USW00014845","1899-03","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","0.0","0","0.0","1,0","","","","","","","","","","","0","1,0","29","1,0","16",",0","0",",0","0",",0","","","","","18990308",",1,0","","","","","","","","","18990311",",,0","-15.0","1,0,08,","","","","","","","15.6",",0,11,","3453.8","0","646.3",",0","","","","","-3.27","1,0","1.27",",,,0","-7.81","1,,,0","","","","","","","","","",""
"USW00014845","1899-04","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","14.5","0","14.5",",0","","","","","","","","","","","0",",0","11",",0","2",",0","10",",0","0",",0","","","","","18990405","+,,0","","","","","","","","","18990429",",,0","-10.0",",0,05,+","","","","","","","31.7",",0,29,","3738.3","0","284.5",",0","","","","","9.33",",0","15.58",",,,0","3.09",",,,0","","","","","","","","","",""
"USW00014845","1899-05","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","29.6","0","15.1",",0","","","","","","","","","","","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","18990521","+,,0","","","","","","","","","18990531","+,,0","1.1",",0,21,+","","","","","","","28.9",",0,31,+","3856.0","0","117.7",",0","","","","","15.02",",0","21.61",",,,0","8.44",",,,0","","","","","","","","","",""
"USW00014845","1899-06","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","118.4","0","88.8",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","18990616","+,,0","","","","","","","","","18990622",",,0","7.2",",0,16,+","","","","","","","34.4",",0,22,","3874.5","0","18.5",",0","","","","","20.67",",0","28.28",",,,0","13.07",",,,0","","","","","","","","","",""
"USW00014845","1899-07","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","201.1","0","82.7",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","18990731",",,0","","","","","","","","","18990724",",,0","8.3",",0,31,","","","","","","","35.6",",0,24,","1.8","0","1.8",",0","","","","","20.94",",0","28.08",",,,0","13.80",",,,0","","","","","","","","","",""
"USW00014845","1899-08","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","307.0","0","105.9","1,0","","","","","","","","","","","0","1,0","0","1,0","0",",0","31",",0","10",",0","","","","","18990817","+,1,0","","","","","","","","","18990820","+,,0","6.7","1,0,17,+","","","","","","","35.6",",0,20,+","10.4","0","8.6",",0","","","","","21.67","1,0","29.83",",,,0","13.52","1,,,0","","","","","","","","","",""
"USW00014845","1899-09","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","345.3","0","38.3","1,0","","","","","","","","","","","0","1,0","3","1,0","0",",0","15",",0","4",",0","","","","","18990930",",1,0","","","","","","","","","18990907",",,0","-2.2","1,0,30,","","","","","","","35.0",",0,07,","142.7","0","132.3",",0","","","","","14.95","1,0","21.40",",,,0","8.50","1,,,0","","","","","","","","","",""
"USW00014845","1899-10","43.52808","-84.08133","201.7","SAGINAW MBS INTERNATIONAL AIRPORT, MI US","","","358.9","0","13.6",",0","","","","","","","","","","","0",",0","6",",0","0",",0","11",",0","0",",0","","","","","18991001",",,0","","","","","","","","","18991013",",,0","-4.4",",0,01,","","","","","","","28.9",",0,13,","337.7","0","195.0",",0","","","","","12.48",",0","18.96",",,,0","6.00",",,,0","","","","","","","","","",""
