"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00116701","1940-01","40.7039","-89.5664","140.2","PEORIA, IL US","","","11",",6","2",",6","0",",6","31",",6","1",",6","","","","","","","","","","","","","","","19400107",",,6","19400107",",,6","","","19400114",",,6","","","","","152",",,6,07,","61",",,6,07,","10.2",",,6,14,","","","","","21.9",",,,6","110",",,,6","","","","","",""
"USC00116701","1940-02","40.7039","-89.5664","140.2","PEORIA, IL US","","","8",",6","4",",6","0",",6","9",",6","3",",6","","","","","","","","","","","","","","","19400228","+,,6","19400228",",,6","","","19400224",",,6","","","","","51",",,6,28,+","64",",,6,28,","6.1",",,6,24,","","","","","21.8",",,,6","209",",,,6","","","","","",""
"USC00116701","1940-03","40.7039","-89.5664","140.2","PEORIA, IL US","","","13",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19400310",",,6","","","19400302",",,6","","","","","","","36",",,6,10,","23.9",",,6,02,","","","","","53.5",",,,6","59",",,,6","","","","","",""
"USC00116701","1940-04","40.7039","-89.5664","140.2","PEORIA, IL US","","","16",",6","9",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19400413","+,,6","","","19400430",",,6","","","","","","","0",",T,6,13,+","20.8",",,6,30,","","","","","86.7",",,,6","0",",T,,6","","","","","",""
"USC00116701","1940-05","40.7039","-89.5664","140.2","PEORIA, IL US","","","16",",6","12",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19400502","+,,6","","","19400501",",,6","","","","","","","0",",T,6,02,+","21.6",",,6,01,","","","","","101.4",",,,6","0",",T,,6","","","","","",""
"USC00116701","1940-06","40.7039","-89.5664","140.2","PEORIA, IL US","","","6",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19400612",",,6","","","","","","","","","74.7",",,6,12,","","","","","83.3",",,,6","","","","","","","",""
"USC00116701","1940-07","40.7039","-89.5664","140.2","PEORIA, IL US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19400727",",,6","","","","","","","","","4.1",",,6,27,","","","","","11.9",",,,6","","","","","","","",""
"USC00116701","1940-08","40.7039","-89.5664","140.2","PEORIA, IL US","","","14",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19400818",",,6","","","","","","","","","37.6",",,6,18,","","","","","84.7",",,,6","","","","","","","",""
"USC00116701","1940-09","40.7039","-89.5664","140.2","PEORIA, IL US","","","5",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19400909",",,6","","","","","","","","","25.7",",,6,09,","","","","","29.6",",,,6","","","","","","","",""
"USC00116701","1940-10","40.7039","-89.5664","140.2","PEORIA, IL US","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19401007",",,6","","","","","","","","","37.8",",,6,07,","","","","","77.8",",,,6","","","","","","","",""
"USC00116701","1940-11","40.7039","-89.5664","140.2","PEORIA, IL US","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19401120",",,6","","","","","","","","","10.2",",,6,20,","","","","","49.8",",,,6","","","","","","","",""
"USC00116701","1940-12","40.7039","-89.5664","140.2","PEORIA, IL US","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19401216",",,6","","","","","","","","","23.9",",,6,16,","","","","","41.4",",,,6","","","","","","","",""
"USC00116701","1941-01","40.7039","-89.5664","140.2","PEORIA, IL US","","","12",",6","8",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19410126",",,6","","","19410101",",,6","","","","","","","102",",,6,26,","21.1",",,6,01,","","","","","90.6",",,,6","231",",,,6","","","","","",""
"USC00116701","1941-02","40.7039","-89.5664","140.2","PEORIA, IL US","","","8",",6","4",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19410227","+,,6","","","19410213",",,6","","","","","","","28",",,6,27,+","9.4",",,6,13,","","","","","25.8",",,,6","80",",,,6","","","","","",""
"USC00116701","1941-03","40.7039","-89.5664","140.2","PEORIA, IL US","","","10",",6","3",",6","1",",6","","","4",",6","","","","","","","","","","","","","","","","","19410306",",,6","","","19410311",",,6","","","","","","","51",",,6,06,","25.9",",,6,11,","","","","","39.1",",,,6","129",",,,6","","","","","",""
"USC00116701","1941-04","40.7039","-89.5664","140.2","PEORIA, IL US","","","13",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410420",",,6","","","","","","","","","29.2",",,6,20,","","","","","119.8",",,,6","","","","","","","",""
"USC00116701","1941-05","40.7039","-89.5664","140.2","PEORIA, IL US","","","10",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410506",",,6","","","","","","","","","36.3",",,6,06,","","","","","139.6",",,,6","","","","","","","",""
"USC00116701","1941-06","40.7039","-89.5664","140.2","PEORIA, IL US","","","11",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410610",",,6","","","","","","","","","36.3",",,6,10,","","","","","81.3",",,,6","","","","","","","",""
"USC00116701","1941-07","40.7039","-89.5664","140.2","PEORIA, IL US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410723",",,6","","","","","","","","","37.6",",,6,23,","","","","","50.7",",,,6","","","","","","","",""
"USC00116701","1941-08","40.7039","-89.5664","140.2","PEORIA, IL US","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410818",",,6","","","","","","","","","23.1",",,6,18,","","","","","52.7",",,,6","","","","","","","",""
"USC00116701","1941-09","40.7039","-89.5664","140.2","PEORIA, IL US","","","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410925",",,6","","","","","","","","","58.2",",,6,25,","","","","","122.8",",,,6","","","","","","","",""
"USC00116701","1941-10","40.7039","-89.5664","140.2","PEORIA, IL US","","","18",",6","12",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","19411002",",,6","","","","","","","","","59.4",",,6,02,","","","","","267.5",",,,6","","","","","","","",""
"USC00116701","1941-11","40.7039","-89.5664","140.2","PEORIA, IL US","","","7",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19411123",",,6","","","19411120",",,6","","","","","","","51",",,6,23,","20.6",",,6,20,","","","","","67.9",",,,6","91",",,,6","","","","","",""
"USC00116701","1941-12","40.7039","-89.5664","140.2","PEORIA, IL US","","","8",",6","4",",6","0",",6","2",",6","2",",6","","","","","","","","","","","","","","","19411231","+,,6","19411230",",,6","","","19411226","+,,6","","","","","51",",,6,31,+","46",",,6,30,","10.2",",,6,26,+","","","","","35.2",",,,6","92",",,,6","","","","","",""
"USC00116701","1942-01","40.7039","-89.5664","140.2","PEORIA, IL US","","","6",",6","3",",6","0",",6","8",",6","1",",6","","","","","","","","","","","","","","","19420131",",,6","19420131",",,6","","","19420130",",,6","","","","","76",",,6,31,","76",",,6,31,","16.8",",,6,30,","","","","","31.1",",,,6","89",",,,6","","","","","",""
"USC00116701","1942-02","40.7039","-89.5664","140.2","PEORIA, IL US","","","10",",6","5",",6","1",",6","12",",6","2",",6","","","","","","","","","","","","","","","19420210","+,,6","19420209",",,6","","","19420206",",,6","","","","","152",",,6,10,+","122",",,6,09,","71.9",",,6,06,","","","","","125.9",",,,6","227",",,,6","","","","","",""
"USC00116701","1942-03","40.7039","-89.5664","140.2","PEORIA, IL US","","","13",",6","4",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19420329","+,,6","19420329","+,,6","","","19420316",",,6","","","","","0",",T,6,29,+","8",",,6,29,+","36.3",",,6,16,","","","","","65.9",",,,6","19",",,,6","","","","","",""
"USC00116701","1942-04","40.7039","-89.5664","140.2","PEORIA, IL US","","","9",",6","7",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19420409",",,6","","","19420406",",,6","","","","","","","0",",T,6,09,","35.6",",,6,06,","","","","","89.2",",,,6","0",",T,,6","","","","","",""
"USC00116701","1942-05","40.7039","-89.5664","140.2","PEORIA, IL US","","","12",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19420515","+,,6","","","","","","","","","22.1",",,6,15,+","","","","","83.4",",,,6","","","","","","","",""
"USC00116701","1942-06","40.7039","-89.5664","140.2","PEORIA, IL US","","","14",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19420605",",,6","","","","","","","","","38.9",",,6,05,","","","","","123.1",",,,6","","","","","","","",""
"USC00116701","1942-07","40.7039","-89.5664","140.2","PEORIA, IL US","","","13",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19420706",",,6","","","","","","","","","45.7",",,6,06,","","","","","98.6",",,,6","","","","","","","",""
"USC00116701","1942-08","40.7039","-89.5664","140.2","PEORIA, IL US","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19420826",",,6","","","","","","","","","31.8",",,6,26,","","","","","54.1",",,,6","","","","","","","",""
"USC00116701","1942-09","40.7039","-89.5664","140.2","PEORIA, IL US","","","12",",6","7",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19420925",",,6","","","19420909",",,6","","","","","","","25",",,6,25,","19.8",",,6,09,","","","","","84.8",",,,6","25",",,,6","","","","","",""
"USC00116701","1942-10","40.7039","-89.5664","140.2","PEORIA, IL US","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19421030",",,6","","","","","","","","","10.9",",,6,30,","","","","","24.5",",,,6","","","","","","","",""
