"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010385","1955-11","52.38","13.523","47.9","SCHONEFELD, GM","","","","","","","","","","","","","1","3,S","0","3,S","0","3,S","","","","","19551105",",3,S","","","","","15.0","3,S,05,","","","","","","","","","7.82","3,,,S","",""
"GMM00010385","1956-01","52.38","13.523","47.9","SCHONEFELD, GM","","","","","","","","","0","5,S","17","5,S","6","3,S","0","3,S","0","3,S","19560131",",5,S","","","19560122",",3,S","-17.2","5,S,31,","","","8.9","3,S,22,","","","","","","","0.45","6,S","2.66","3,,,S","-1.75","5,,,S"
"GMM00010385","1956-02","52.38","13.523","47.9","SCHONEFELD, GM","0.0","5,S","","","","","","","10","5,S","23","5,S","25","1,S","0","1,S","0","1,S","19560211",",5,S","","","19560229",",1,S","-26.1","5,S,11,","","","3.9","1,S,29,","","","696.9","1,S","","","-10.71","5,S","-6.23","1,,,S","-15.18","5,,,S"
"GMM00010385","1956-03","52.38","13.523","47.9","SCHONEFELD, GM","0.0","2,S","","","","","","","0","2,S","21","2,S","2","1,S","0","1,S","0","1,S","19560316","+,2,S","","","19560330",",1,S","-6.1","2,S,16,+","","","18.9","1,S,30,","","","443.0","1,S","","","2.98","2,S","7.50","1,,,S","-1.55","2,,,S"
"GMM00010385","1956-04","52.38","13.523","47.9","SCHONEFELD, GM","0.0","5,S","","","","","","","0","4,S","11","4,S","0","5,S","0","5,S","0","5,S","19560408",",4,S","","","19560427",",5,S","-6.1","4,S,08,","","","17.8","5,S,27,","","","334.7","5,S","","","4.98","5,S","9.07","5,,,S","0.90","4,,,S"
"GMM00010385","1956-05","52.38","13.523","47.9","SCHONEFELD, GM","6.1",",S","","","","","","","0",",S","0",",S","0",",S","11",",S","0",",S","19560520",",,S","","","19560531",",,S","2.2",",S,20,","","","30.0",",S,31,","","","166.4",",S","","","13.16",",S","18.59",",,,S","7.74",",,,S"
"GMM00010385","1956-06","52.38","13.523","47.9","SCHONEFELD, GM","8.6","5,S","","","","","","","0","5,S","0","5,S","0",",S","10",",S","0",",S","19560630","+,5,S","","","19560607","+,,S","7.2","5,S,30,+","","","27.8",",S,07,+","","","88.9",",S","","","15.07","5,S","19.48",",,,S","10.66","5,,,S"
"GMM00010385","1956-07","52.38","13.523","47.9","SCHONEFELD, GM","14.7","1,S","","","","","","","0",",S","0",",S","0","1,S","27","1,S","0","1,S","19560718","+,,S","","","19560702",",1,S","7.8",",S,18,+","","","28.9","1,S,02,","25.3","S","25.3","1,S","","","18.02","1,S","23.50","1,,,S","12.55",",,,S"
"GMM00010385","1956-08","52.38","13.523","47.9","SCHONEFELD, GM","0.6","1,S","","","","","","","0","1,S","0","1,S","0",",S","12",",S","0",",S","19560831","+,1,S","","","19560827","+,,S","7.2","1,S,31,+","","","23.9",",S,27,+","107.2","S","81.9",",S","","","15.60","1,S","20.33",",,,S","10.87","1,,,S"
"GMM00010385","1956-09","52.38","13.523","47.9","SCHONEFELD, GM","5.0","2,S","","","","","","","0","1,S","0","1,S","0","1,S","14","1,S","0","1,S","19560918",",1,S","","","19560903",",1,S","2.8","1,S,18,","","","27.8","1,S,03,","215.5","S","108.3","1,S","","","14.64","2,S","20.36","1,,,S","8.91","1,,,S"
"GMM00010385","1956-10","52.38","13.523","47.9","SCHONEFELD, GM","","","","","","","","","0","5,S","5","5,S","0","3,S","2","3,S","0","3,S","19561031",",5,S","","","19561002",",3,S","-5.0","5,S,31,","","","22.8","3,S,02,","","","","","","","9.50","7,S","13.63","3,,,S","5.36","5,,,S"
