"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00425733","1893-01","38.57447","-109.54583","1235.4","MOAB, UT US","0.0","6","0.0","2,6","","","","","","","","","","","4","1,6","28","1,6","1","1,6","0","1,6","0","1,6","","","18930121","+,1,6","","","","","","","","","18930127",",1,6","-18.9","1,6,21,+","","","","","","","12.8","1,6,27,","","","","","600.3","1,6","","","","","","","","","-2.01","2,6","7.04","1,,,6","-11.06","1,,,6","",""
"USC00425733","1893-02","38.57447","-109.54583","1235.4","MOAB, UT US","0.0","6","0.0","1,6","","","","","","","","","","","0",",6","25",",6","0","1,6","0","1,6","0","1,6","","","18930225",",,6","","","","","","","","","18930222",",1,6","-10.6",",6,25,","","","","","","","13.3","1,6,22,","","","","","442.7","1,6","","","","","","","","","2.03","1,6","8.61","1,,,6","-4.54",",,,6","",""
"USC00425733","1893-03","38.57447","-109.54583","1235.4","MOAB, UT US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","20",",6","0",",6","7",",6","0",",6","","","18930317","+,,6","","","","","","","","","18930330",",,6","-8.9",",6,17,+","","","","","","","29.4",",6,30,","","","","","359.8",",6","","","","","","","","","6.73",",6","15.73",",,,6","-2.27",",,,6","",""
"USC00425733","1893-04","38.57447","-109.54583","1235.4","MOAB, UT US","3.6","6","3.6",",6","","","","","","","","","0",",6","0",",6","7",",6","0",",6","15",",6","0",",6","","","18930415","+,,6","","","18930412",",,6","","","","","18930428","+,,6","-3.3",",6,15,+","","","0",",T,6,12,","","","29.4",",6,28,+","","","","","172.4",",6","","","","","","","0",",T,,6","12.71",",6","22.25",",,,6","3.17",",,,6","",""
"USC00425733","1893-05","38.57447","-109.54583","1235.4","MOAB, UT US","57.2","6","53.6",",6","","","","","","","","","","","0",",6","0",",6","0",",6","28",",6","6",",6","","","18930526","+,,6","","","","","","","","","18930517","+,,6","2.2",",6,26,+","","","","","","","35.6",",6,17,+","","","","","52.4",",6","","","","","","","","","18.37",",6","27.67",",,,6","9.07",",,,6","",""
"USC00425733","1893-06","38.57447","-109.54583","1235.4","MOAB, UT US","218.0","6","160.8",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","26",",6","","","18930604",",,6","","","","","","","18930626",",,6","18930607",",,6","4.4",",6,04,","","","","","0.0",",T,6,26,","39.4",",6,07,","","","","","3.1",",6","","","","","0.0",",T,,6","","","23.59",",6","35.45",",,,6","11.73",",,,6","",""
"USC00425733","1893-07","38.57447","-109.54583","1235.4","MOAB, UT US","445.7","6","227.7",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","24",",6","","","18930701",",,6","","","","","","","","","18930702",",,6","10.0",",6,01,","","","","","","","38.9",",6,02,","","","0.0","6","0.0",",6","","","","","","","","","25.68",",6","34.34",",,,6","17.02",",,,6","",""
"USC00425733","1893-08","38.57447","-109.54583","1235.4","MOAB, UT US","559.4","6","113.7",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","","","18930829","+,,6","","","","","","","","","18930803",",,6","11.1",",6,29,+","","","","","","","35.0",",6,03,","","","0.0","6","0.0",",6","","","","","","","","","22.00",",6","29.13",",,,6","14.87",",,,6","",""
"USC00425733","1893-09","38.57447","-109.54583","1235.4","MOAB, UT US","589.5","6","30.1",",6","","","","","","","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","","","18930923",",,6","","","","","","","","","18930905",",,6","3.9",",6,23,","","","","","","","28.9",",6,05,","","","44.2","6","44.2",",6","","","","","","","","","17.86",",6","25.39",",,,6","10.33",",,,6","",""
"USC00425733","1893-10","38.57447","-109.54583","1235.4","MOAB, UT US","589.5","6","0.0","2,6","","","","","","","","","","","0","1,6","9","1,6","0","1,6","12","1,6","0","1,6","","","18931028","+,1,6","","","","","","","","","18931030",",1,6","-2.8","1,6,28,+","","","","","","","31.7","1,6,30,","","","253.5","6","209.3","1,6","","","","","","","","","11.15","2,6","19.90","1,,,6","2.40","1,,,6","",""
"USC00425733","1893-11","38.57447","-109.54583","1235.4","MOAB, UT US","589.5","6","0.0",",6","","","","","","","","","","","0",",6","26",",6","0",",6","1",",6","0",",6","","","18931124",",,6","","","","","","","","","18931101",",,6","-9.4",",6,24,","","","","","","","21.1",",6,01,","","","691.2","6","437.7",",6","","","","","","","","","3.74",",6","11.19",",,,6","-3.70",",,,6","",""
"USC00425733","1893-12","38.57447","-109.54583","1235.4","MOAB, UT US","589.5","6","0.0",",6","","","","","","","","","0",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","18931231",",,6","","","18931227","+,,6","","","","","18931212","+,,6","-9.4",",6,31,","","","13",",,6,27,+","","","15.0",",6,12,+","","","1197.3","6","506.1",",6","","","","","","","26",",,,6","2.01",",6","8.89",",,,6","-4.87",",,,6","",""
"USC00425733","1894-01","38.57447","-109.54583","1235.4","MOAB, UT US","0.0","6","0.0","4,6","","","","","","","","","1",",6","3",",6","31",",6","1","4,6","0","4,6","0","4,6","","","18940106",",,6","","","18940104",",,6","","","","","18940130",",4,6","-18.3",",6,06,","","","76",",,6,04,","","","14.4","4,6,30,","","","1735.7","6","538.4","4,6","","","","","","","84",",,,6","-1.76","4,6","6.09","4,,,6","-9.61",",,,6","",""
"USC00425733","1894-02","38.57447","-109.54583","1235.4","MOAB, UT US","0.0","6","0.0","3,6","","","","","","","","","","","0","2,6","25","2,6","0","2,6","0","2,6","0","2,6","","","18940213",",2,6","","","","","","","","","18940219",",2,6","-12.8","2,6,13,","","","","","","","15.6","2,6,19,","","","2191.0","6","455.3","2,6","","","","","","","","","0.26","3,6","7.88","2,,,6","-7.37","2,,,6","",""
"USC00425733","1894-03","38.57447","-109.54583","1235.4","MOAB, UT US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","15",",6","0",",6","10",",6","0",",6","","","18940307",",,6","","","","","","","","","18940313",",,6","-8.3",",6,07,","","","","","","","26.1",",6,13,","","","2480.6","6","289.6",",6","","","","","","","","","8.99",",6","17.20",",,,6","0.78",",,,6","",""
"USC00425733","1894-04","38.57447","-109.54583","1235.4","MOAB, UT US","7.0","6","7.0","2,6","","","","","","","","","0",",6","0","1,6","6","1,6","0","1,6","21","1,6","0","1,6","","","18940410","+,1,6","","","18940428",",,6","","","","","18940425",",1,6","-3.3","1,6,10,+","","","0",",T,6,28,","","","31.7","1,6,25,","","","2627.2","6","146.6","1,6","","","","","","","0",",T,,6","13.29","2,6","23.30","1,,,6","3.28","1,,,6","",""
"USC00425733","1894-05","38.57447","-109.54583","1235.4","MOAB, UT US","54.9","6","47.9",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","4",",6","","","18940517",",,6","","","","","","","","","18940527",",,6","2.8",",6,17,","","","","","","","33.9",",6,27,","","","2654.4","6","27.2",",6","","","","","","","","","19.00",",6","28.32",",,,6","9.68",",,,6","",""
"USC00425733","1894-06","38.57447","-109.54583","1235.4","MOAB, UT US","172.8","6","117.9",",6","3",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","23",",6","","","18940609",",,6","","","","","","","18940608",",,6","18940630",",,6","3.3",",6,09,","","","","","4.3",",,6,08,","39.4",",6,30,","","","2662.9","6","8.5",",6","","","","","6.1",",,,6","","","21.98",",6","33.38",",,,6","10.58",",,,6","",""
"USC00425733","1894-07","38.57447","-109.54583","1235.4","MOAB, UT US","437.2","6","264.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","18940708","+,,6","","","","","","","","","18940710","+,,6","11.7",",6,08,+","","","","","","","40.6",",6,10,+","","","0.0","6","0.0",",6","","","","","","","","","26.86",",6","37.28",",,,6","16.45",",,,6","",""
