"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014815","1999-01","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","5.0",",W","0.0","W","0.0","2,W","12",",W","4",",W","1",",W","","","5","1,W","27","1,W","15","2,W","0","2,W","0","2,W","","","","","19990105",",1,W","","","","","19990122",",,W","19990123",",2,W","-25.6","1,W,05,","","","27.9",",,W,22,","13.3","2,W,23,","1878.9","W","709.5","2,W","54.5",",,,W","-6.10","2,W","-2.18","2,,,W","-10.02","1,,,W","240",",W","70",",W","14.3",",W","20.1",",W"
"USW00014815","1999-02","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.6",",W","0.0","W","0.0",",W","13",",W","5",",W","0",",W","","","0",",W","24",",W","8",",W","1",",W","0",",W","","","","","19990222",",,W","","","","","19990202",",,W","19990211",",,W","-15.0",",W,22,","","","4.3",",,W,02,","21.1",",W,11,","2408.6","W","529.7",",W","24.7",",,,W","-0.58",",W","3.89",",,,W","-5.06",",,,W","200",",W","210",",W","17.0",",W","22.8",",W"
"USW00014815","1999-03","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.6",",W","0.0","W","0.0","1,W","6",",W","3",",W","0",",W","","","1","1,W","27","1,W","5","1,W","1","1,W","0","1,W","","","","","19990307",",1,W","","","","","19990302",",,W","19990331",",1,W","-18.9","1,W,07,","","","6.1",",,W,02,","22.8","1,W,31,","2964.6","W","556.0","1,W","15.8",",,,W","-0.20","1,W","5.62","1,,,W","-6.02","1,,,W","270",",W","280",",W","15.2",",W","18.3",",W"
"USW00014815","1999-04","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.3",",W","0.9","W","0.9",",W","12",",W","8",",W","1",",W","","","0",",W","7",",W","0",",W","4",",W","0",",W","","","","","19990424",",,W","","","","","19990422",",,W","19990403",",,W","-2.8",",W,24,","","","47.8",",,W,22,","25.6",",W,03,","3237.5","W","272.9",",W","144.3",",,,W","9.27",",W","15.00",",,,W","3.53",",,,W","240",",W","240",",W","16.5",",W","20.1",",W"
"USW00014815","1999-05","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.3",",W","23.4","W","22.5",",W","11",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","19",",W","0",",W","","","","","19990501",",,W","","","","","19990517",",,W","19990517",",,W","2.8",",W,01,","","","20.8",",,W,17,","30.6",",W,17,","3330.3","W","92.8",",W","55.9",",,,W","16.07",",W","22.26",",,,W","9.87",",,,W","270",",W","270",",W","15.2",",W","19.7",",W"
"USW00014815","1999-06","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.3",",W","131.7","W","108.3",",W","9",",W","7",",W","1",",W","","","0",",W","0",",W","0",",W","27",",W","5",",W","","","","","19990618","+,,W","","","","","19990628",",,W","19990611","+,,W","5.6",",W,18,+","","","27.4",",,W,28,","33.3",",W,11,+","3355.3","W","25.0",",W","78.3",",,,W","21.11",",W","26.92",",,,W","15.30",",,,W","250",",W","280",",W","11.2",",W","13.9",",W"
"USW00014815","1999-07","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.7",",W","300.2","W","168.5","1,W","7",",W","3",",W","2",",W","","","0","1,W","0","1,W","0","1,W","30","1,W","7","1,W","","","","","19990711",",1,W","","","","","19990701",",,W","19990730","+,1,W","10.0","1,W,11,","","","47.8",",,W,01,","35.6","1,W,30,+","0.8","W","0.8","1,W","101.0",",,,W","23.92","1,W","29.60","1,,,W","18.25","1,,,W","250",",W","250",",W","11.2",",W","14.3",",W"
"USW00014815","1999-08","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.1",",W","362.8","W","62.6",",W","11",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","1",",W","","","","","19990830","+,,W","","","","","19990810",",,W","19990828",",,W","8.3",",W,30,+","","","10.9",",,W,10,","32.2",",W,28,","11.1","W","10.3",",W","38.6",",,,W","20.02",",W","26.00",",,,W","14.04",",,,W","290",",W","270",",W","10.3",",W","12.5",",W"
"USW00014815","1999-09","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.4",",W","405.1","W","42.3",",W","6",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","22",",W","3",",W","","","","","19990922",",,W","","","","","19990929",",,W","19990905","+,,W","1.7",",W,22,","","","22.1",",,W,29,","32.2",",W,05,+","73.6","W","62.5",",W","44.2",",,,W","17.66",",W","25.07",",,,W","10.25",",,,W","250",",W","220",",W","13.0",",W","16.1",",W"
"USW00014815","1999-10","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.1",",W","405.1","W","0.0",",W","8",",W","2",",W","0",",W","","","0",",W","7",",W","0",",W","6",",W","0",",W","","","","","19991027",",,W","","","","","19991003",",,W","19991029",",,W","-2.2",",W,27,","","","6.6",",,W,03,","25.0",",W,29,","336.6","W","263.0",",W","14.4",",,,W","9.85",",W","15.96",",,,W","3.73",",,,W","290",",W","280",",W","14.3",",W","18.3",",W"
"USW00014815","1999-11","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.2",",W","405.1","W","0.0",",W","6",",W","5",",W","0",",W","","","0",",W","14",",W","0",",W","2",",W","0",",W","","","","","19991129",",,W","","","","","19991101",",,W","19991109",",,W","-5.6",",W,29,","","","13.0",",,W,01,","22.8",",W,09,","696.9","W","360.3",",W","32.3",",,,W","6.32",",W","11.89",",,,W","0.76",",,,W","230",",W","230",",W","14.3",",W","17.9",",W"
"USW00014815","1999-12","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.4",",W","405.1","W","0.0",",W","9",",W","6",",W","0",",W","","","1",",W","27",",W","9",",W","0",",W","0",",W","","","","","19991224",",,W","","","","","19991205",",,W","19991205",",,W","-20.6",",W,24,","","","22.6",",,W,05,","14.4",",W,05,","1301.3","W","604.4",",W","48.9",",,,W","-1.16",",W","2.80",",,,W","-5.13",",,,W","210",",W","260",",W","13.9",",W","17.4",",W"
"USW00014815","2000-01","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.5",",W","0.0","W","0.0",",W","13",",W","2",",W","0",",W","","","3",",W","28",",W","18",",W","0",",W","0",",W","","","","","20000127",",,W","","","","","20000110",",,W","20000102",",,W","-20.0",",W,27,","","","5.8",",,W,10,","13.3",",W,02,","2024.9","W","723.6",",W","18.7",",,,W","-5.01",",W","-0.78",",,,W","-9.24",",,,W","250",",W","250",",W","14.3",",W","17.9",",W"
"USW00014815","2000-02","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.7",",W","0.0","W","0.0",",W","6",",W","3",",W","0",",W","","","0",",W","23",",W","14",",W","0",",W","0",",W","","","","","20000202",",,W","","","","","20000226",",,W","20000225",",,W","-16.7",",W,02,","","","13.0",",,W,26,","19.4",",W,25,","2563.7","W","538.8",",W","25.1",",,,W","-0.25",",W","4.26",",,,W","-4.76",",,,W","160",",W","160",",W","13.4",",W","17.0",",W"
"USW00014815","2000-03","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.5","2,W","0.0","W","0.0","1,W","11","1,W","6","1,W","0","1,W","","","0","1,W","13","1,W","2","1,W","3","1,W","0","1,W","","","","","20000303",",1,W","","","","","20000315",",1,W","20000308",",1,W","-7.2","1,W,03,","","","11.9","1,,W,15,","25.6","1,W,08,","2929.0","W","365.3","1,W","35.0","1,,,W","6.16","1,W","11.77","1,,,W","0.54","1,,,W","250","1,W","270","1,W","13.9","1,W","17.4","1,W"
"USW00014815","2000-04","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.1",",W","0.0","W","0.0",",W","11",",W","5",",W","1",",W","","","0",",W","10",",W","0",",W","3",",W","0",",W","","","","","20000405",",,W","","","","","20000420",",,W","20000415","+,,W","-3.9",",W,05,","","","48.3",",,W,20,","22.8",",W,15,+","3230.5","W","301.5",",W","81.4",",,,W","8.28",",W","13.95",",,,W","2.61",",,,W","270",",W","270",",W","15.6",",W","19.2",",W"
"USW00014815","2000-05","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.3",",W","27.4","W","27.4",",W","13",",W","8",",W","3",",W","","","0",",W","0",",W","0",",W","14",",W","0",",W","","","","","20000515","+,,W","","","","","20000518",",,W","20000508",",,W","3.9",",W,15,+","","","52.1",",,W,18,","28.9",",W,08,","3344.9","W","114.4",",W","182.8",",,,W","15.53",",W","20.66",",,,W","10.39",",,,W","300",",W","270",",W","14.3",",W","17.4",",W"
"USW00014815","2000-06","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.2",",W","91.8","W","64.4",",W","14",",W","8",",W","0",",W","","","0",",W","0",",W","0",",W","26",",W","1",",W","","","","","20000606",",,W","","","","","20000624",",,W","20000610",",,W","2.8",",W,06,","","","21.8",",,W,24,","32.8",",W,10,","3381.5","W","36.6",",W","85.9",",,,W","19.26",",W","24.44",",,,W","14.08",",,,W","180",",W","180",",W","14.8",",W","17.9",",W"
"USW00014815","2000-07","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.1",",W","166.6","W","74.8",",W","12",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","30",",W","0",",W","","","","","20000720",",,W","","","","","20000730",",,W","20000727",",,W","7.8",",W,20,","","","25.9",",,W,30,","30.0",",W,27,","7.5","W","7.5",",W","66.2",",,,W","20.51",",W","26.10",",,,W","14.91",",,,W","220",",W","220",",W","12.5",",W","15.6",",W"
"USW00014815","2000-08","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.2",",W","261.2","W","94.6",",W","12",",W","7",",W","0",",W","","","0",",W","0",",W","0",",W","30",",W","1",",W","","","","","20000820",",,W","","","","","20000805",",,W","20000815",",,W","8.9",",W,20,","","","20.8",",,W,05,","32.2",",W,15,","16.4","W","8.9",",W","75.3",",,,W","21.10",",W","26.41",",,,W","15.78",",,,W","230",",W","230",",W","15.6",",W","18.3",",W"
"USW00014815","2000-09","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.8",",W","305.4","W","44.2",",W","11",",W","7",",W","1",",W","","","0",",W","0",",W","0",",W","17",",W","0",",W","","","","","20000928",",,W","","","","","20000910",",,W","20000901",",,W","2.2",",W,28,","","","47.2",",,W,10,","31.7",",W,01,","117.0","W","100.6",",W","94.7",",,,W","16.45",",W","22.01",",,,W","10.89",",,,W","180",",W","180",",W","10.3",",W","13.0",",W"
"USW00014815","2000-10","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.5",",W","307.3","W","1.9",",W","10",",W","7",",W","2",",W","","","0",",W","3",",W","0",",W","12",",W","0",",W","","","","","20001030",",,W","","","","","20001004",",,W","20001002","+,,W","-1.7",",W,30,","","","27.7",",,W,04,","25.0",",W,02,+","298.1","W","181.1",",W","84.0",",,,W","12.55",",W","18.20",",,,W","6.91",",,,W","260",",W","310",",W","12.5",",W","15.6",",W"
"USW00014815","2000-11","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.2",",W","307.3","W","0.0",",W","13",",W","8",",W","1",",W","","","0",",W","17",",W","4",",W","0",",W","0",",W","","","","","20001124","+,,W","","","","","20001109",",,W","20001101",",,W","-9.4",",W,24,+","","","26.2",",,W,09,","19.4",",W,01,","746.7","W","448.6",",W","71.6",",,,W","3.38",",W","6.50",",,,W","0.26",",,,W","230",",W","230",",W","14.3",",W","17.0",",W"
"USW00014815","2000-12","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.9",",W","307.3","W","0.0",",W","12",",W","5",",W","0",",W","","","7",",W","31",",W","26",",W","0",",W","0",",W","","","","","20001228",",,W","","","","","20001217",",,W","20001216",",,W","-24.4",",W,28,","","","7.6",",,W,17,","3.3",",W,16,","1582.3","W","835.6",",W","30.9",",,,W","-8.62",",W","-4.30",",,,W","-12.94",",,,W","300",",W","20",",W","16.1",",W","19.7",",W"
"USW00014815","2001-01","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.2",",W","0.0","W","0.0",",W","5",",W","2",",W","0",",W","","","3",",W","28",",W","18",",W","0",",W","0",",W","","","","","20010102",",,W","","","","","20010129",",,W","20010130","+,,W","-21.1",",W,02,","","","5.1",",,W,29,","5.0",",W,30,+","2279.8","W","697.5",",W","10.3",",,,W","-4.17",",W","-0.32",",,,W","-8.01",",,,W","210",",W","230",",W","11.2",",W","14.3",",W"
"USW00014815","2001-02","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.7",",W","0.0","W","0.0",",W","7",",W","5",",W","2",",W","","","0",",W","28",",W","14",",W","0",",W","0",",W","","","","","20010211",",,W","","","","","20010224",",,W","20010225",",,W","-14.4",",W,11,","","","33.5",",,W,24,","12.2",",W,25,","2871.0","W","591.2",",W","73.4",",,,W","-2.78",",W","0.77",",,,W","-6.33",",,,W","250",",W","260",",W","17.4",",W","21.5",",W"
"USW00014815","2001-03","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.0",",W","0.0","W","0.0",",W","8",",W","1",",W","0",",W","","","0",",W","27",",W","5",",W","0",",W","0",",W","","","","","20010326","+,,W","","","","","20010311",",,W","20010321",",,W","-15.6",",W,26,+","","","3.0",",,W,11,","13.9",",W,21,","3422.4","W","551.4",",W","7.8",",,,W","0.55",",W","5.32",",,,W","-4.23",",,,W","240",",W","310",",W","13.0",",W","16.5",",W"
"USW00014815","2001-04","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.9",",W","0.5","W","0.5","3,W","12","3,W","7","3,W","0","3,W","","","0","3,W","7","3,W","0","3,W","6","3,W","0","3,W","","","","","20010417",",3,W","","","","","20010421",",3,W","20010430",",3,W","-4.4","3,W,17,","","","11.4","3,,W,21,","27.2","3,W,30,","3649.7","W","227.3","3,W","55.3","3,,,W","9.94","3,W","16.00","3,,,W","3.87","3,,,W","230","3,W","210","3,W","17.9","3,W","23.2","3,W"
"USW00014815","2001-05","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.8",",W","19.5","W","19.0",",W","18",",W","11",",W","3",",W","","","0",",W","0",",W","0",",W","16",",W","0",",W","","","","","20010513",",,W","","","","","20010515",",,W","20010517","+,,W","1.7",",W,13,","","","39.6",",,W,15,","28.3",",W,17,+","3744.8","W","95.1",",W","181.7",",,,W","15.88",",W","21.55",",,,W","10.20",",,,W","220",",W","230",",W","15.6",",W","17.4",",W"
"USW00014815","2001-06","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.1",",W","97.6","W","78.1",",W","12",",W","8",",W","0",",W","","","0",",W","0",",W","0",",W","22",",W","0",",W","","","","","20010604",",,W","","","","","20010621",",,W","20010614","+,,W","6.1",",W,04,","","","21.6",",,W,21,","31.7",",W,14,+","3789.6","W","44.8",",W","92.9",",,,W","19.44",",W","24.74",",,,W","14.14",",,,W","270",",W","280",",W","13.9",",W","17.4",",W"
"USW00014815","2001-07","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","2.9",",W","208.1","W","110.5","1,W","7",",W","4",",W","0",",W","","","0","1,W","0","1,W","0","1,W","30","1,W","4","1,W","","","","","20010706","+,1,W","","","","","20010725",",,W","20010722","+,1,W","5.6","1,W,06,+","","","21.8",",,W,25,","32.2","1,W,22,+","12.2","W","12.2","1,W","64.1",",,,W","21.61","1,W","27.93","1,,,W","15.29","1,,,W","40",",W","40",",W","11.2",",W","13.4",",W"
"USW00014815","2001-08","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.2",",W","325.4","W","117.3",",W","8",",W","6",",W","1",",W","","","0",",W","0",",W","0",",W","30",",W","4",",W","","","","","20010814",",,W","","","","","20010822",",,W","20010808",",,W","11.1",",W,14,","","","59.2",",,W,22,","35.0",",W,08,","12.2","W","0.0",",W","102.1",",,,W","22.12",",W","27.42",",,,W","16.81",",,,W","330",",W","320",",W","13.9",",W","16.5",",W"
"USW00014815","2001-09","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","3.2",",W","343.4","W","18.0",",W","16",",W","8",",W","2",",W","","","0",",W","0",",W","0",",W","15",",W","0",",W","","","","","20010930","+,,W","","","","","20010921",",,W","20010907",",,W","4.4",",W,30,+","","","39.4",",,W,21,","30.0",",W,07,","122.4","W","110.2",",W","130.5",",,,W","15.26",",W","20.45",",,,W","10.07",",,,W","220",",W","210",",W","16.1",",W","21.5",",W"
"USW00014815","2001-10","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.7",",W","344.2","W","0.8",",W","16",",W","11",",W","0",",W","","","0",",W","5",",W","0",",W","4",",W","0",",W","","","","","20011028",",,W","","","","","20011012",",,W","20011003",",,W","-2.2",",W,28,","","","22.6",",,W,12,","25.0",",W,03,","371.1","W","248.7",",W","152.1",",,,W","10.34",",W","14.99",",,,W","5.68",",,,W","230",",W","230",",W","17.9",",W","23.7",",W"
"USW00014815","2001-11","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.3",",W","344.2","W","0.0",",W","9",",W","6",",W","0",",W","","","0",",W","7",",W","0",",W","0",",W","0",",W","","","","","20011112",",,W","","","","","20011124",",,W","20011107","+,,W","-3.3",",W,12,","","","13.0",",,W,24,","17.8",",W,07,+","676.1","W","305.0",",W","46.3",",,,W","8.17",",W","12.79",",,,W","3.54",",,,W","290",",W","210",",W","13.0",",W","17.9",",W"
"USW00014815","2001-12","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.5",",W","344.2","W","0.0",",W","12",",W","4",",W","0",",W","","","0",",W","19",",W","8",",W","0",",W","0",",W","","","","","20011226",",,W","","","","","20011214",",,W","20011205",",,W","-13.3",",W,26,","","","11.7",",,W,14,","20.0",",W,05,","1207.6","W","531.5",",W","28.1",",,,W","1.19",",W","4.45",",,,W","-2.07",",,,W","270",",W","200",",W","13.9",",W","17.9",",W"
"USW00014815","2002-01","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.8",",W","0.0","W","0.0",",W","6",",W","2",",W","0",",W","","","1",",W","25",",W","9",",W","0",",W","0",",W","","","","","20020102",",,W","","","","","20020131",",,W","20020128","+,,W","-18.3",",W,02,","","","13.7",",,W,31,","12.8",",W,28,+","1797.4","W","589.8",",W","20.2",",,,W","-0.69",",W","2.95",",,,W","-4.33",",,,W","180",",W","170",",W","11.6",",W","16.1",",W"
"USW00014815","2002-02","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","5.3",",W","0.0","W","0.0",",W","8",",W","3",",W","0",",W","","","0",",W","25",",W","7",",W","0",",W","0",",W","","","","","20020205","+,,W","","","","","20020220",",,W","20020224",",,W","-11.7",",W,05,+","","","11.9",",,W,20,","13.9",",W,24,","2335.3","W","537.9",",W","26.5",",,,W","-0.88",",W","3.47",",,,W","-5.23",",,,W","290",",W","240",",W","14.3",",W","17.9",",W"
"USW00014815","2002-03","42.31192","-85.24147","282.5","BATTLE CREEK KELLOGG AIRPORT, MI US","4.9",",W","0.0","W","0.0",",W","8",",W","2",",W","0",",W","","","1",",W","29",",W","7",",W","0",",W","0",",W","","","","","20020304",",,W","","","","","20020302",",,W","20020313",",,W","-18.3",",W,04,","","","16.8",",,W,02,","15.6",",W,13,","2899.1","W","563.8",",W","30.4",",,,W","0.15",",W","5.08",",,,W","-4.78",",,,W","240",",W","260",",W","19.7",",W","26.4",",W"
