"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00404946","1999-12","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","620.1","0","0.0",",0","8",",0","6",",0","0",",0","","","","","0",",0","21",",0","0",",0","1",",0","0",",0","19991225",",,0","","","","","19991214",",,0","19991206",",,0","-8.9",",0,25,","","","","","14.0",",,0,14,","21.7",",0,06,","","","746.9","0","   9.4",",,,0,3,2","","","","","415.6",",0","  12.8",",,,0,3,2","","","","","  -1.1",",,,0,3,2","","","","","   3.3",",,,0,3,2","","","","","   4.1",",,,0,3,2","","","","","","","   7.5",",,,0,3,2","","","","","","","50.2",",,,0","","","4.93",",0","11.79",",,,0","-1.94",",,,0","",""
"USC00404946","2000-01","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","9",",0","8",",0","1",",0","","","","","0",",0","22",",0","3",",0","2",",0","0",",0","20000127",",,0","","","","","20000110",",,0","20000104",",,0","-11.7",",0,27,","","","","","37.1",",,0,10,","23.3",",0,04,","","","1216.1","0","   9.4",",,,0,3,2","","","","","469.2",",0","  12.2",",,,0,3,2","","","","","   0.6",",,,0,3,2","","","","","   0.6",",,,0,3,2","","","","","   3.1",",,,0,3,2","","","","","","","   5.4",",,,0,3,2","","","","","","","134.9",",,,0","","","3.20",",0","9.21",",,,0","-2.81",",,,0","",""
"USC00404946","2000-02","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","8",",0","7",",0","1",",0","","","","","0",",0","16",",0","0",",0","6",",0","0",",0","20000202",",,0","","","","","20000219",",,0","20000227",",,0","-8.9",",0,02,","","","","","26.7",",,0,19,","25.6",",0,27,","","","1547.6","0","   8.3",",,,0,3,2","","","","","331.5",",0","  15.6",",,,0,3,2","","","","","   0.0",",,,0,3,2","","","","","   1.1",",,,0,3,2","","","","","   4.4",",,,0,3,2","","","","","","","   8.4",",,,0,3,2","","","","","","","96.5",",,,0","","","6.90",",0","14.03",",,,0","-0.22",",,,0","",""
"USC00404946","2000-03","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","14",",0","9",",0","1",",0","","","","","0",",0","9",",0","0",",0","12",",0","0",",0","20000313",",,0","","","","","20000311",",,0","20000309",",,0","-3.3",",0,13,","","","","","26.2",",,0,11,","26.1",",0,09,","","","1780.1","0","  12.2",",,,0,3,2","","","","","232.5",",0","  21.1",",,,0,3,2","","","","","   4.4",",,,0,3,2","","","","","  10.6",",,,0,3,2","","","","","   8.0",",,,0,3,2","","","","","","","  15.2",",,,0,3,2","","","","","","","106.5",",,,0","","","10.83",",0","19.00",",,,0","2.67",",,,0","",""
"USC00404946","2000-04","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","2.0","0","2.0",",0","16",",0","11",",0","3",",0","","","","","0",",0","2",",0","0",",0","11",",0","0",",0","20000409","+,,0","","","","","20000404",",,0","20000421",",,0","-1.7",",0,09,+","","","","","47.8",",,0,04,","28.9",",0,21,","112.6","1,,,0","1951.5","0","  13.9",",,,0,3,2","","","","","171.4",",0","  22.8",",,,0,3,2","","","","","   5.0",",,,0,3,2","","","","","  12.2",",,,0,3,2","","","","","  10.4",",,,0,3,2","","","","","","","  17.5",",,,0,3,2","","","","","","","171.1",",,,0","","","12.69",",0","19.08",",,,0","6.30",",,,0","2148",",,,0"
"USC00404946","2000-05","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","80.8","0","78.8",",0","16",",0","13",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","0",",0","20000501",",,0","","","","","20000524",",,0","20000519",",,0","5.6",",0,01,","","","","","125.0",",,0,24,","31.1",",0,19,","151.0","1,,,0","1965.1","0","  21.7",",,,0,3,2","","","","","13.6",",0","  30.6",",,,0,3,2","","","","","  10.0",",,,0,3,2","","","","","  22.8",",,,0,3,2","","","","","  18.4",",,,0,3,2","","","","","","","  26.8",",,,0,3,2","","","","","","","201.0",",,,0","","","20.44",",0","26.91",",,,0","13.97",",,,0","1475",",,,0"
"USC00404946","2000-06","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","245.7","0","164.9",",0","10",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","29",",0","7",",0","20000608","+,,0","","","","","20000629",",,0","20000625","+,,0","10.0",",0,08,+","","","","","26.7",",,0,29,","32.8",",0,25,+","162.8",",,,0","1969.3","0","  25.0",",,,0,3,2","","","","","4.2",",0","  36.1",",,,0,3,2","","","","","  13.9",",,,0,3,2","","","","","  22.2",",,,0,3,2","","","","","  21.7",",,,0,3,2","","","","","","","  30.5",",,,0,3,2","","","","","","","120.7",",,,0","","","23.69",",0","29.54",",,,0","17.84",",,,0","1151",",,,0"
"USC00404946","2000-07","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","444.9","0","199.2",",0","12",",0","10",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","9",",0","20000702",",,0","","","","","20000730",",,0","20000712",",,0","15.0",",0,02,","","","","","24.1",",,0,30,","33.9",",0,12,","185.6",",,,0","0.0","0","  26.7",",,,0,3,2","","","","","0.0",",0","  37.8",",,,0,3,2","","","","","  20.0",",,,0,3,2","","","","","  27.2",",,,0,3,2","","","","","  23.6",",,,0,3,2","","","","","","","  32.9",",,,0,3,2","","","","","","","97.9",",,,0","","","24.76",",0","30.56",",,,0","18.96",",,,0","1167",",,,0"
"USC00404946","2000-08","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","628.2","0","183.3",",0","7",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","8",",0","20000813",",,0","","","","","20000810",",,0","20000818",",,0","13.3",",0,13,","","","","","23.6",",,0,10,","35.0",",0,18,","","","0.0","0","  25.6",",,,0,3,2","","","","","0.0",",0","  37.8",",,,0,3,2","","","","","  20.0",",,,0,3,2","","","","","  27.2",",,,0,3,2","","","","","  23.0",",,,0,3,2","","","","","","","  32.0",",,,0,3,2","","","","","","","49.4",",,,0","","","24.25",",0","30.49",",,,0","18.00",",,,0","996",",,,0"
"USC00404946","2000-09","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","744.7","0","116.5",",0","6",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","29",",0","3",",0","20000927","+,,0","","","","","20000925",",,0","20000910","+,,0","6.7",",0,27,+","","","","","43.9",",,0,25,","32.2",",0,10,+","108.5","1,,,0","22.2","0","  25.0",",,,0,3,2","","","","","22.2",",0","  34.4",",,,0,3,2","","","","","  11.1",",,,0,3,2","","","","","  20.6",",,,0,3,2","","","","","  20.2",",,,0,3,2","","","","","","","  29.0",",,,0,3,2","","","","","","","98.4",",,,0","","","21.48",",0","27.87",",,,0","15.08",",,,0","1258",",,,0"
"USC00404946","2000-10","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","758.8","0","14.1",",0","2",",0","0",",0","0",",0","","","","","0",",0","4",",0","0",",0","27",",0","0",",0","20001011","+,,0","","","","","20001028",",,0","20001004",",,0","-1.7",",0,11,+","","","","","1.3",",,0,28,","29.4",",0,04,","80.9","1,,,0","117.0","0","  18.3",",,,0,3,2","","","","","94.8",",0","  27.2",",,,0,3,2","","","","","   5.6",",,,0,3,2","","","","","  16.7",",,,0,3,2","","","","","  12.9",",,,0,3,2","","","","","","","  22.6",",,,0,3,2","","","","","","","1.8",",,,0","","","15.73",",0","24.04",",,,0","7.43",",,,0","1138",",,,0"
"USC00404946","2000-11","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","761.3","0","2.5",",0","10",",0","5",",0","3",",0","","","","","0",",0","13",",0","0",",0","6",",0","0",",0","20001122",",,0","","","","","20001108",",,0","20001103",",,0","-8.3",",0,22,","","","","","33.0",",,0,08,","26.1",",0,03,","","","418.9","0","  16.1",",,,0,3,2","","","","","301.9",",0","  21.1",",,,0,3,2","","","","","  -0.6",",,,0,3,2","","","","","   2.8",",,,0,3,2","","","","","   6.7",",,,0,3,2","","","","","","","  12.2",",,,0,3,2","","","","","","","116.7",",,,0","","","8.36",",0","14.61",",,,0","2.10",",,,0","",""
"USC00404946","2000-12","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","761.3","0","0.0",",0","9",",0","6",",0","0",",0","","","","","0",",0","28",",0","6",",0","0",",0","0",",0","20001224",",,0","","","","","20001214",",,0","20001217",",,0","-11.7",",0,24,","","","","","24.9",",,0,14,","18.3",",0,17,","","","976.3","0","   6.1",",,,0,3,2","","","","","557.4",",0","  13.3",",,,0,3,2","","","","","  -1.1",",,,0,3,2","","","","","   0.6",",,,0,3,2","","","","","   1.8",",,,0,3,2","","","","","","","   4.8",",,,0,3,2","","","","","","","76.5",",,,0","","","0.35",",0","5.61",",,,0","-4.90",",,,0","",""
"USC00404946","2001-01","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","11",",0","7",",0","1",",0","","","","","0",",0","26",",0","2",",0","0",",0","0",",0","20010103",",,0","","","","","20010119",",,0","20010131",",,0","-13.3",",0,03,","","","","","64.0",",,0,19,","17.8",",0,31,","","","1506.7","0","   6.1","1,,,0,3,2","","","","","530.4",",0","   9.4","1,,,0,3,2","","","","","  -1.1","1,,,0,3,2","","","","","   0.0","1,,,0,3,2","","","","","   1.3","1,,,0,3,2","","","","","","","   3.5","1,,,0,3,2","","","","","","","126.9",",,,0","","","1.22",",0","6.83",",,,0","-4.38",",,,0","",""
"USC00404946","2001-02","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","12",",0","11",",0","2",",0","","","","","0",",0","14",",0","0",",0","5",",0","0",",0","20010204","+,,0","","","","","20010217",",,0","20010211","+,,0","-8.9",",0,04,+","","","","","35.3",",,0,17,","23.3",",0,11,+","","","1814.2","0","   8.3",",,,0,3,2","","","","","307.5",",0","  15.0",",,,0,3,2","","","","","   0.0",",,,0,3,2","","","","","   3.9",",,,0,3,2","","","","","   4.2",",,,0,3,2","","","","","","","   8.8",",,,0,3,2","","","","","","","180.0",",,,0","","","7.35",",0","14.25",",,,0","0.46",",,,0","",""
"USC00404946","2001-03","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","","","","","0",",0","14",",0","0",",0","0",",0","0",",0","20010328","+,,0","","","","","20010313",",,0","20010306","+,,0","-5.0",",0,28,+","","","","","15.5",",,0,13,","20.6",",0,06,+","","","2143.1","0","  10.0",",,,0,3,2","","","","","328.9",",0","  15.0",",,,0,3,2","","","","","   2.2",",,,0,3,2","","","","","   7.8",",,,0,3,2","","","","","   5.7",",,,0,3,2","","","","","","","  11.5",",,,0,3,2","","","","","","","67.8",",,,0","","","7.72",",0","14.29",",,,0","1.15",",,,0","",""
"USC00404946","2001-04","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","21.3","0","21.3",",0","7",",0","4",",0","1",",0","","","","","0",",0","3",",0","0",",0","19",",0","0",",0","20010419",",,0","","","","","20010413",",,0","20010411",",,0","-1.7",",0,19,","","","","","32.3",",,0,13,","31.1",",0,11,","123.8","2,,,0","2255.7","0","  17.8","1,,,0,3,2","","","","","112.6",",0","  26.7","1,,,0,3,2","","","","","   6.7","1,,,0,3,2","","","","","  11.7","1,,,0,3,2","","","","","  12.3","1,,,0,3,2","","","","","","","  20.4","1,,,0,3,2","","","","","","","57.0",",,,0","","","15.29",",0","22.23",",,,0","8.35",",,,0","1791",",,,0"
"USC00404946","2001-05","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","85.9","0","64.6",",0","12",",0","9",",0","1",",0","","","","","0",",0","0",",0","0",",0","29",",0","1",",0","20010514",",,0","","","","","20010522",",,0","20010519",",,0","6.1",",0,14,","","","","","27.9",",,0,22,","32.2",",0,19,","163.4",",,,0","2279.6","0","  22.2",",,,0,3,2","","","","","23.9",",0","  32.2",",,,0,3,2","","","","","  13.9",",,,0,3,2","","","","","  20.0",",,,0,3,2","","","","","  17.7",",,,0,3,2","","","","","","","  26.1",",,,0,3,2","","","","","","","108.0",",,,0","","","19.65",",0","26.45",",,,0","12.84",",,,0","1327",",,,0"
"USC00404946","2001-06","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","210.5","0","124.6",",0","14",",0","10",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","6",",0","20010602",",,0","","","","","20010626",",,0","20010614",",,0","11.1",",0,02,","","","","","16.3",",,0,26,","33.3",",0,14,","153.1",",,,0","2280.2","0","  24.4",",,,0,3,2","","","","","0.6",",0","  35.0",",,,0,3,2","","","","","  15.6",",,,0,3,2","","","","","  21.1",",,,0,3,2","","","","","  20.6",",,,0,3,2","","","","","","","  28.8",",,,0,3,2","","","","","","","75.3",",,,0","","","22.47",",0","28.85",",,,0","16.08",",,,0","988",",,,0"
"USC00404946","2001-07","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","418.4","0","207.9",",0","11",",0","7",",0","4",",0","","","","","0",",0","0",",0","0",",0","31",",0","7",",0","20010714",",,0","","","","","20010730",",,0","20010712",",,0","13.3",",0,14,","","","","","60.7",",,0,30,","33.9",",0,12,","164.7","2,,,0","0.0","0","  22.8",",,,0,3,2","","","","","0.0",",0","  33.9",",,,0,3,2","","","","","  13.3",",,,0,3,2","","","","","  27.2",",,,0,3,2","","","","","  19.5",",,,0,3,2","","","","","","","  30.6",",,,0,3,2","","","","","","","212.3",",,,0","","","25.04",",0","30.56",",,,0","19.52",",,,0","1174",",,,0"
"USC00404946","2001-08","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","622.8","0","204.4",",0","13",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","6",",0","20010822","+,,0","","","","","20010812",",,0","20010810","+,,0","13.9",",0,22,+","","","","","23.9",",,0,12,","32.8",",0,10,+","143.8",",,,0","0.0","0","  27.8",",,,0,3,2","","","","","0.0",",0","  36.7",",,,0,3,2","","","","","  19.4",",,,0,3,2","","","","","  27.2",",,,0,3,2","","","","","  23.7",",,,0,3,2","","","","","","","  31.2",",,,0,3,2","","","","","","","72.3",",,,0","","","24.93",",0","30.40",",,,0","19.45",",,,0","837",",,,0"
"USC00404946","2001-09","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","704.6","0","81.8",",0","9",",0","6",",0","3",",0","","","","","0",",0","0",",0","0",",0","27",",0","0",",0","20010926",",,0","","","","","20010903",",,0","20010907",",,0","3.9",",0,26,","","","","","29.0",",,0,03,","31.7",",0,07,","111.7",",,,0","34.8","0","  23.3",",,,0,3,2","","","","","34.8",",0","  32.8",",,,0,3,2","","","","","  12.2",",,,0,3,2","","","","","  20.0",",,,0,3,2","","","","","  19.2",",,,0,3,2","","","","","","","  26.4",",,,0,3,2","","","","","","","109.0",",,,0","","","19.90",",0","26.04",",,,0","13.76",",,,0","930",",,,0"
"USC00404946","2001-10","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","709.9","0","5.3",",0","6",",0","3",",0","0",",0","","","","","0",",0","6",",0","0",",0","20",",0","0",",0","20011029",",,0","","","","","20011025","+,,0","20011025","+,,0","-3.3",",0,29,","","","","","8.6",",,0,25,+","27.2",",0,25,+","96.5",",,,0","194.7","0","  17.2","1,,,0,3,2","","","","","159.9",",0","  26.7","1,,,0,3,2","","","","","   5.0","1,,,0,3,2","","","","","  12.2","1,,,0,3,2","","","","","  10.9","1,,,0,3,2","","","","","","","  19.6","1,,,0,3,2","","","","","","","27.1",",,,0","","","13.35",",0","21.39",",,,0","5.30",",,,0","1592",",,,0"
"USC00404946","2001-11","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","711.0","0","1.1",",0","4",",0","4",",0","0",",0","","","","","0",",0","9",",0","0",",0","17",",0","0",",0","20011122","+,,0","","","","","20011125",",,0","20011103",",,0","-3.3",",0,22,+","","","","","15.2",",,0,25,","26.1",",0,03,","","","397.6","0","  11.7",",,,0,3,2","","","","","202.9",",0","  19.4",",,,0,3,2","","","","","   3.3",",,,0,3,2","","","","","  10.0",",,,0,3,2","","","","","   7.3",",,,0,3,2","","","","","","","  15.1",",,,0,3,2","","","","","","","36.9",",,,0","","","11.61",",0","20.50",",,,0","2.71",",,,0","",""
"USC00404946","2001-12","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","711.0","0","0.0",",0","10",",0","7",",0","2",",0","","","","","0",",0","14",",0","0",",0","3",",0","0",",0","20011227","+,,0","","","","","20011211",",,0","20011207",",,0","-8.9",",0,27,+","","","","","32.5",",,0,11,","22.2",",0,07,","","","737.3","0","  12.2","1,,,0,3,2","","","","","339.7",",0","  15.6","1,,,0,3,2","","","","","   0.6","1,,,0,3,2","","","","","   2.2","1,,,0,3,2","","","","","   6.1","1,,,0,3,2","","","","","","","  10.2","1,,,0,3,2","","","","","","","125.8",",,,0","","","7.37",",0","13.58",",,,0","1.17",",,,0","",""
"USC00404946","2002-01","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","11",",0","8",",0","3",",0","","","","","0",",0","24",",0","0",",0","2",",0","0",",0","20020101",",,0","","","","","20020123",",,0","20020131",",,0","-11.1",",0,01,","","","","","56.1",",,0,23,","23.9",",0,31,","","","1185.3","0","  10.0",",,,0,3,2","","","","","448.0",",0","  15.6",",,,0,3,2","","","","","   0.0",",,,0,3,2","","","","","   0.6",",,,0,3,2","","","","","   2.9",",,,0,3,2","","","","","","","   6.0",",,,0,3,2","","","","","","","187.6",",,,0","","","3.88",",0","10.71",",,,0","-2.95",",,,0","",""
"USC00404946","2002-02","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","","","","","0",",0","21",",0","1",",0","1",",0","0",",0","20020228","+,,0","","","","","20020207",",,0","20020201",",,0","-8.9",",0,28,+","","","","","16.8",",,0,07,","24.4",",0,01,","","","1556.2","0","  10.0","2,,,0,3,2","","","","","370.9",",0","  16.1","2,,,0,3,2","","","","","  -0.6","2,,,0,3,2","","","","","   1.7","2,,,0,3,2","","","","","   3.1","2,,,0,3,2","","","","","","","   8.8","2,,,0,3,2","","","","","","","55.4",",,,0","","","5.09",",0","12.30",",,,0","-2.12",",,,0","",""
"USC00404946","2002-03","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","2.0","0","2.0",",0","14",",0","11",",0","3",",0","","","","","0",",0","14",",0","1",",0","9",",0","0",",0","20020301",",,0","","","","","20020317",",,0","20020330",",,0","-8.3",",0,01,","","","","","63.5",",,0,17,","26.1",",0,30,","","","1823.9","0","  13.9",",,,0,3,2","","","","","267.7",",0","  19.4",",,,0,3,2","","","","","   0.0",",,,0,3,2","","","","","   4.4",",,,0,3,2","","","","","   6.7",",,,0,3,2","","","","","","","  12.9",",,,0,3,2","","","","","","","221.7",",,,0","","","9.76",",0","17.10",",,,0","2.42",",,,0","",""
"USC00404946","2002-04","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","36.4","0","34.4",",0","6",",0","5",",0","0",",0","","","","","0",",0","4",",0","0",",0","21",",0","0",",0","20020408","+,,0","","","","","20020425",",,0","20020420","+,,0","-1.1",",0,08,+","","","","","24.6",",,0,25,","31.1",",0,20,+","137.0",",,,0","1935.9","0","  21.1",",,,0,3,2","","","","","112.0",",0","  30.0",",,,0,3,2","","","","","   6.1",",,,0,3,2","","","","","  12.2",",,,0,3,2","","","","","  13.5",",,,0,3,2","","","","","","","  21.5",",,,0,3,2","","","","","","","51.2",",,,0","","","15.75",",0","22.92",",,,0","8.57",",,,0","1571",",,,0"
"USC00404946","2002-05","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","84.5","0","48.1",",0","11",",0","7",",0","3",",0","","","","","0",",0","0",",0","0",",0","25",",0","0",",0","20020520","+,,0","","","","","20020503",",,0","20020531","+,,0","2.8",",0,20,+","","","","","38.6",",,0,03,","30.0",",0,31,+","140.3","1,,,0","1998.7","0","  21.1",",,,0,3,2","","","","","62.8",",0","  33.3",",,,0,3,2","","","","","  10.0",",,,0,3,2","","","","","  16.7",",,,0,3,2","","","","","  15.8",",,,0,3,2","","","","","","","  24.2",",,,0,3,2","","","","","","","140.9",",,,0","","","17.86",",0","24.55",",,,0","11.17",",,,0","1239",",,,0"
"USC00404946","2002-06","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","261.8","0","177.3",",0","8",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","13",",0","20020617","+,,0","","","","","20020607",",,0","20020605",",,0","11.7",",0,17,+","","","","","19.6",",,0,07,","35.0",",0,05,","188.6",",,,0","1998.7","0","  26.1",",,,0,3,2","","","","","0.0",",0","  37.2",",,,0,3,2","","","","","  18.9",",,,0,3,2","","","","","  26.7",",,,0,3,2","","","","","  23.4",",,,0,3,2","","","","","","","  33.3",",,,0,3,2","","","","","","","54.7",",,,0","","","24.24",",0","31.18",",,,0","17.31",",,,0","1041",",,,0"
"USC00404946","2002-07","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","506.8","0","245.0",",0","16",",0","13",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","16",",0","20020707",",,0","","","","","20020714",",,0","20020706",",,0","17.8",",0,07,","","","","","40.9",",,0,14,","36.7",",0,06,","183.5",",,,0","0.0","0","  27.2",",,,0,3,2","","","","","0.0",",0","  37.2",",,,0,3,2","","","","","  22.8",",,,0,3,2","","","","","  25.6",",,,0,3,2","","","","","  25.3",",,,0,3,2","","","","","","","  33.0",",,,0,3,2","","","","","","","131.0",",,,0","","","26.24",",0","31.79",",,,0","20.68",",,,0","1058",",,,0"
"USC00404946","2002-08","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","738.0","0","231.2",",0","8",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","15",",0","20020808",",,0","","","","","20020820",",,0","20020824","+,,0","14.4",",0,08,","","","","","10.9",",,0,20,","35.6",",0,24,+","172.1",",,,0","0.0","0","  26.7",",,,0,3,2","","","","","0.0",",0","  36.1",",,,0,3,2","","","","","  22.8",",,,0,3,2","","","","","  30.6",",,,0,3,2","","","","","  24.5",",,,0,3,2","","","","","","","  33.4",",,,0,3,2","","","","","","","36.9",",,,0","","","25.79",",0","32.52",",,,0","19.06",",,,0","912",",,,0"
"USC00404946","2002-09","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","897.0","0","159.0",",0","11",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","29",",0","13",",0","20020913","+,,0","","","","","20020922",",,0","20020911","+,,0","13.3",",0,13,+","","","","","54.4",",,0,22,","35.6",",0,11,+","132.0",",,,0","0.5","0","  25.0",",,,0,3,2","","","","","0.5",",0","  35.6",",,,0,3,2","","","","","  18.3",",,,0,3,2","","","","","  18.9",",,,0,3,2","","","","","  22.2",",,,0,3,2","","","","","","","  29.6",",,,0,3,2","","","","","","","166.2",",,,0","","","23.62",",0","30.10",",,,0","17.13",",,,0","1015",",,,0"
"USC00404946","2002-10","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","936.4","0","39.4",",0","18",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","16",",0","0",",0","20021019","+,,0","","","","","20021016",",,0","20021004","+,,0","3.9",",0,19,+","","","","","34.0",",,0,16,","30.0",",0,04,+","67.4","1,,,0","69.9","0","  21.7",",,,0,3,2","","","","","69.4",",0","  29.4",",,,0,3,2","","","","","   7.8",",,,0,3,2","","","","","  16.1",",,,0,3,2","","","","","  16.2",",,,0,3,2","","","","","","","  21.7",",,,0,3,2","","","","","","","113.2",",,,0","","","17.36",",0","21.99",",,,0","12.74",",,,0","924",",,,0"
"USC00404946","2002-11","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","937.0","0","0.6",",0","15",",0","11",",0","1",",0","","","","","0",",0","13",",0","0",",0","2",",0","0",",0","20021130","+,,0","","","","","20021111",",,0","20021111",",,0","-5.0",",0,30,+","","","","","46.7",",,0,11,","25.6",",0,11,","","","391.1","0","  15.0",",,,0,3,2","","","","","321.2",",0","  18.9",",,,0,3,2","","","","","   1.1",",,,0,3,2","","","","","   4.4",",,,0,3,2","","","","","   7.3",",,,0,3,2","","","","","","","  11.8",",,,0,3,2","","","","","","","138.7",",,,0","","","7.65",",0","13.21",",,,0","2.08",",,,0","",""
"USC00404946","2002-12","35.8984","-83.9569","253.0","KNOXVILLE EXPERIMENTAL STATION, TN US","937.0","0","0.0",",0","13",",0","8",",0","2",",0","","","","","0",",0","20",",0","0",",0","0",",0","0",",0","20021207",",,0","","","","","20021205",",,0","20021220",",,0","-7.2",",0,07,","","","","","45.0",",,0,05,","18.9",",0,20,","","","828.0","0","   5.6",",,,0,3,2","","","","","436.9",",0","  10.0",",,,0,3,2","","","","","   0.6",",,,0,3,2","","","","","   3.3",",,,0,3,2","","","","","   3.0",",,,0,3,2","","","","","","","   6.5",",,,0,3,2","","","","","","","151.6",",,,0","","","4.24",",0","9.68",",,,0","-1.20",",,,0","",""
