"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00145852","1962-08","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","8",",0","5",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","27","4,0","15","4,0","19620831",",4,0","19620831","+,,0","19620831","+,,0","19620824",",,0","19620819",",4,0","10.6","4,0,31,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,24,","40.0","4,0,19,","","","","","","","","","","","62.0",",,,0","0",",,,0","23.97","6,0","31.98","4,,,0","15.96","4,,,0","",""
"USC00145852","1962-09","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","8",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19620930","+,,0","19620930","+,,0","19620910",",,0","","","","","0",",,0,30,+","0",",,0,30,+","13.5",",,0,10,","","","","","","","","","","","","","24.6",",,,0","0",",,,0","","","","","","","",""
"USC00145852","1962-10","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","5",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19621031","+,,0","19621031","+,,0","19621020",",,0","","","","","0",",,0,31,+","0",",,0,31,+","45.0",",,0,20,","","","","","","","","","","","","","64.4",",,,0","0",",,,0","","","","","","","",""
"USC00145852","1962-11","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","2",",0","1",",0","0",",0","2",",0","1",",0","","","","","","","","","","","","","19621116",",,0","19621116",",,0","19621116",",,0","","","","","51",",,0,16,","51",",,0,16,","4.6",",,0,16,","","","","","","","","","","","","","5.6",",,,0","64",",,,0","","","","","","","",""
"USC00145852","1962-12","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","3",",0","1",",0","0",",0","0","5,0","0","3,0","","","","","","","","","","","","","19621231","+,5,0","19621231","+,3,0","19621220",",,0","","","","","0","5,,0,31,+","0","3,,0,31,+","13.5",",,0,20,","","","","","","","","","","","","","16.3",",,,0","0","3,,,0","","","","","","","",""
"USC00145852","1963-01","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","2","2,0","2","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","19630104",",2,0","","","","","","","","","4.8","2,,0,04,","","","","","","","","","","","","","13.7",",a,,0","","","","","","","","","",""
"USC00145852","1963-02","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19630228","+,,0","19630228","+,,0","19630221",",,0","","","","","0",",,0,28,+","0",",,0,28,+","0.0",",T,0,21,","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","","","","","","","",""
"USC00145852","1963-03","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","5",",0","4",",0","0",",0","4","2,","","","","","","","","","","","","","","","19630305",",2,0","","","19630311",",,0","","","","","102","2,,0,05,","","","10.2",",,0,11,","","","","","","","","","","","","","28.0",",,,0","","","","","","","","","",""
"USC00145852","1963-04","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","2.2","5,0","4",",0","3",",0","1",",0","0",",0","0",",0","0","5,0","3","5,0","0","5,0","13","5,0","1","5,0","19630404",",5,0","19630430","+,,0","19630430","+,,0","19630410",",,0","19630415",",5,0","-6.1","5,0,04,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,10,","33.3","5,0,15,","","","","","143.9","5,0","","","","","51.8",",,,0","0",",,,0","12.67","5,0","21.08","5,,,0","4.25","5,,,0","",""
"USC00145852","1963-05","39.81136","-99.93863","715.1","NORTON DAM, KS US","","","","","5",",0","3",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","22","5,0","2","5,0","19630520",",5,0","19630531","+,,0","19630531","+,,0","19630516",",,0","19630508",",5,0","3.3","5,0,20,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,16,","34.4","5,0,08,","","","","","","","","","","","26.2",",,,0","0",",,,0","18.19","6,0","25.45","5,,,0","10.94","5,,,0","",""
