"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00093044","1950-07","35.0705","-108.8388","1923.6","ZUNI, NM US","143.9","0","105.2",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","19500719","+,,0","19500731","+,,0","19500731","+,,0","18","","19500705",",,0","19500701",",,0","11.1",",0,19,+","0",",,0,31,+","0",",,0,31,+","11.2",",,0,05,","35.6",",0,01,","0.0","0","0.0",",0","35.3",",,,0","0",",,,0","21.73",",0","29.89",",,,0","13.56",",,,0"
"USW00093044","1950-08","35.0705","-108.8388","1923.6","ZUNI, NM US","212.6","0","68.7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","19500830",",,0","19500831","+,,0","19500831","+,,0","10","","19500806",",,0","19500831","+,,0","7.2",",0,30,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,06,","34.4",",0,31,+","0.0","0","0.0",",0","1.8",",,,0","0",",,,0","20.55",",0","30.72",",,,0","10.38",",,,0"
"USW00093044","1950-09","35.0705","-108.8388","1923.6","ZUNI, NM US","221.4","0","8.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","19500915",",,0","19500930","+,,0","19500919",",,0","7","","19500919",",,0","19500901",",,0","2.2",",0,15,","0",",,0,30,+","0",",T,0,19,","5.1",",,0,19,","34.4",",0,01,","80.7","0","80.7",",0","18.8",",,,0","0",",T,,0","15.94",",0","25.24",",,,0","6.64",",,,0"
"USW00093044","1950-10","35.0705","-108.8388","1923.6","ZUNI, NM US","221.4","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","31",",0","0",",0","","","","","19501029",",,0","19501031","+,,0","19501031","+,,0","1","","19501031","+,,0","19501012",",,0","-1.1",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.6",",0,12,","181.8","0","101.1",",0","0.0",",,,0","0",",,,0","15.07",",0","26.04",",,,0","4.10",",,,0"
"USW00093044","1950-11","35.0705","-108.8388","1923.6","ZUNI, NM US","221.4","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","4",",0","0",",0","1","","","","19501110",",,0","19501130","+,,0","19501130","+,,0","","","19501115",",,0","19501126","+,,0","-16.7",",0,10,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,15,","21.1",",0,26,+","544.1","0","362.3",",0","1.5",",,,0","0",",,,0","6.26",",0","17.41",",,,0","-4.90",",,,0"
"USW00093044","1950-12","35.0705","-108.8388","1923.6","ZUNI, NM US","221.4","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","31",",0","0",",0","0",",0","0",",0","1","","","","19501206",",,0","19501231","+,,0","19501231",",,0","","","19501231",",,0","19501210",",,0","-14.4",",0,06,","0",",,0,31,+","25",",,0,31,","1.8",",,0,31,","19.4",",0,10,","1029.2","0","485.1",",0","2.8",",,,0","25",",,,0","2.68",",0","13.30",",,,0","-7.93",",,,0"
"USW00093044","1951-01","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","8",",0","2",",0","3",",0","31",",0","3",",0","0",",0","0",",0","4","","","","19510131",",,0","19510130",",,0","19510130",",,0","","","19510130",",,0","19510125",",,0","-23.3",",0,31,","203",",,0,30,","229",",,0,30,","25.1",",,0,30,","17.2",",0,25,","1637.0","0","607.8",",0","32.7",",,,0","356",",,,0","-1.27",",0","7.90",",,,0","-10.45",",,,0"
"USW00093044","1951-02","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","7",",0","1",",0","2",",0","28",",0","2",",0","0",",0","0",",0","4","","","","19510202","+,,0","19510201",",,0","19510219",",,0","","","19510219",",,0","19510211","+,,0","-26.1",",0,02,+","178",",,0,01,","46",",,0,19,","4.1",",,0,19,","19.4",",0,11,+","2110.1","0","473.1",",0","4.4",",,,0","46",",,,0","1.44",",0","9.51",",,,0","-6.64",",,,0"
"USW00093044","1951-03","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","1",",0","1",",0","1",",0","27",",0","2",",0","0",",0","0",",0","2","","","","19510304",",,0","19510303",",,0","19510303",",,0","1","","19510327",",,0","19510325",",,0","-17.8",",0,04,","25",",,0,03,","25",",,0,03,","1.0",",,0,27,","18.3",",0,25,","2558.0","0","447.9",",0","2.0",",,,0","25",",,,0","3.89",",0","12.89",",,,0","-5.12",",,,0"
"USW00093044","1951-04","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","7",",0","0",",0","1","","","","19510411",",,0","19510430",",,0","19510430","+,,0","5","","19510420",",,0","19510423",",,0","-7.2",",0,11,","0",",T,0,30,","0",",T,0,30,+","8.1",",,0,20,","25.0",",0,23,","2855.5","0","297.5",",0","20.9",",,,0","0",",T,,0","8.42",",0","17.08",",,,0","-0.25",",,,0"
"USW00093044","1951-05","35.0705","-108.8388","1923.6","ZUNI, NM US","11.4","0","11.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","24",",0","2",",0","","","","","19510502",",,0","19510531","+,,0","19510501",",,0","1","","19510514",",,0","19510527",",,0","-2.2",",0,02,","0",",,0,31,+","0",",T,0,01,","1.8",",,0,14,","33.3",",0,27,","3004.4","0","148.9",",0","3.1",",,,0","0",",T,,0","13.90",",0","23.60",",,,0","4.19",",,,0"
"USW00093044","1951-06","35.0705","-108.8388","1923.6","ZUNI, NM US","36.4","0","25.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","29",",0","7",",0","","","","","19510602",",,0","19510630","+,,0","19510630","+,,0","1","","19510615",",,0","19510628",",,0","-0.6",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,15,","34.4",",0,28,","3069.2","0","64.8",",0","0.0",",T,,0","0",",,,0","17.01",",0","28.42",",,,0","5.59",",,,0"
"USW00093044","1951-07","35.0705","-108.8388","1923.6","ZUNI, NM US","182.2","0","145.8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","1","","","","19510702",",,0","19510731","+,,0","19510731","+,,0","13","","19510713",",,0","19510707",",,0","9.4",",0,02,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,13,","36.1",",0,07,","0.0","0","0.0",",0","22.5",",,,0","0",",,,0","23.04",",0","32.70",",,,0","13.37",",,,0"
"USW00093044","1951-08","35.0705","-108.8388","1923.6","ZUNI, NM US","268.0","0","85.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","1","","","","19510831","+,,0","19510831","+,,0","19510824",",,0","12","","19510828",",,0","19510815","+,,0","9.4",",0,31,+","0",",,0,31,+","0",",T,0,24,","21.1",",,0,28,","33.9",",0,15,+","4.1","0","4.1",",0","43.2",",,,0","0",",T,,0","20.97",",0","29.68",",,,0","12.25",",,,0"
"USW00093044","1951-09","35.0705","-108.8388","1923.6","ZUNI, NM US","278.4","0","10.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","19510926","+,,0","19510930","+,,0","19510930","+,,0","1","","19510929",",,0","19510914","+,,0","3.9",",0,26,+","0",",,0,30,+","0",",,0,30,+","9.1",",,0,29,","30.6",",0,14,+","37.5","0","33.4",",0","10.2",",,,0","0",",,,0","17.57",",0","28.02",",,,0","7.11",",,,0"
"USW00093044","1951-10","35.0705","-108.8388","1923.6","ZUNI, NM US","278.4","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","15",",0","0",",0","","","","","19511023",",,0","19511031","+,,0","19511026",",,0","2","","19511001",",,0","19511010","+,,0","-5.6",",0,23,","0",",,0,31,+","0",",T,0,26,","6.6",",,0,01,","25.6",",0,10,+","273.7","0","236.2",",0","15.2",",,,0","0",",T,,0","10.71",",0","19.87",",,,0","1.55",",,,0"
"USW00093044","1951-11","35.0705","-108.8388","1923.6","ZUNI, NM US","278.4","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","0",",0","0",",0","2","","","","19511102",",,0","19511124",",,0","19511124","+,,0","","","19511111",",,0","19511107",",,0","-11.1",",0,02,","0",",T,0,24,","0",",T,0,24,+","8.1",",,0,11,","18.9",",0,07,","716.8","0","443.1",",0","14.1",",,,0","0",",T,,0","3.56",",0","12.09",",,,0","-4.97",",,,0"
"USW00093044","1951-12","35.0705","-108.8388","1923.6","ZUNI, NM US","278.4","0","0.0",",0","8",",0","4",",0","0",",0","8","2,0","3","1,0","5",",0","29",",0","7",",0","0",",0","0",",0","1","","","","19511221",",,0","19511221","+,2,0","19511205",",1,0","","","19511220",",,0","19511201",",,0","-22.8",",0,21,","51","2,,0,21,+","51","1,,0,05,","6.9",",,0,20,","15.6",",0,01,","1335.9","0","619.1",",0","26.6",",,,0","107","1,,,0","-1.64",",0","6.08",",,,0","-9.36",",,,0"
"USW00093044","1952-01","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","4",",0","4",",0","0",",0","4",",0","1",",0","1",",0","31",",0","1",",0","0",",0","0",",0","1","","","","19520104",",,0","19520104","+,,0","19520103",",,0","","","19520113",",,0","19520131","+,,0","-18.3",",0,04,","76",",,0,04,+","84",",,0,03,","10.9",",,0,13,","14.4",",0,31,+","1867.6","0","531.7",",0","25.1",",,,0","84",",,,0","1.18",",0","8.05",",,,0","-5.69",",,,0"
"USW00093044","1952-02","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","1",",0","0",",0","0",",0","29",",0","1",",0","0",",0","0",",0","1","","","","19520225",",,0","19520210",",,0","19520210",",,0","1","","19520210",",,0","19520226","+,,0","-13.9",",0,25,","25",",,0,10,","10",",,0,10,","13.7",",,0,10,","16.1",",0,26,+","2381.5","0","513.9",",0","15.5",",,,0","13",",,,0","0.61",",0","8.66",",,,0","-7.43",",,,0"
"USW00093044","1952-03","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","3",",0","4",",0","0",",0","31",",0","1",",0","0",",0","0",",0","5","","","","19520323",",,0","19520302",",,0","19520302",",,0","","","19520301",",,0","19520328",",,0","-14.4",",0,23,","51",",,0,02,","102",",,0,02,","4.8",",,0,01,","18.3",",0,28,","2908.2","0","526.7",",0","15.1",",,,0","203",",,,0","1.34",",0","8.71",",,,0","-6.02",",,,0"
"USW00093044","1952-04","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","7",",0","0",",0","2","","","","19520404",",,0","19520430","+,,0","19520428","+,,0","7","","19520420",",,0","19520405",",,0","-3.3",",0,04,","0",",,0,30,+","0",",T,0,28,+","14.7",",,0,20,","23.9",",0,05,","3178.3","0","270.1",",0","51.1",",,,0","0",",T,,0","9.33",",0","17.60",",,,0","1.05",",,,0"
"USW00093044","1952-05","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19520523",",,0","19520531","+,,0","19520517",",,0","4","","19520517",",,0","19520503",",,0","0.6",",0,23,","0",",,0,31,+","0",",T,0,17,","3.6",",,0,17,","28.3",",0,03,","3304.4","0","126.1",",0","4.4",",,,0","0",",T,,0","14.27",",0","23.71",",,,0","4.82",",,,0"
"USW00093044","1952-06","35.0705","-108.8388","1923.6","ZUNI, NM US","34.8","0","34.8",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","","","19520621",",,0","19520630","+,,0","19520630","+,,0","3","","19520602",",,0","19520619","+,,0","5.6",",0,21,","0",",,0,30,+","0",",,0,30,+","27.4",",,0,02,","32.2",",0,19,+","3324.5","0","20.1",",0","29.4",",,,0","0",",,,0","18.82",",0","28.83",",,,0","8.81",",,,0"
"USW00093044","1952-07","35.0705","-108.8388","1923.6","ZUNI, NM US","125.7","0","90.9",",0","14",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","19520710","+,,0","19520731","+,,0","19520731","+,,0","20","","19520708",",,0","19520718",",,0","9.4",",0,10,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,08,","33.9",",0,18,","0.3","0","0.3",",0","39.2",",,,0","0",",,,0","21.26",",0","30.66",",,,0","11.85",",,,0"
"USW00093044","1952-08","35.0705","-108.8388","1923.6","ZUNI, NM US","220.8","0","95.1",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","1","","","","19520830",",,0","19520831","+,,0","19520831","+,,0","19","","19520827",",,0","19520805",",,0","8.9",",0,30,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,27,","35.0",",0,05,","0.3","0","0.0",",0","67.9",",,,0","0",",,,0","21.40",",0","30.70",",,,0","12.09",",,,0"
"USW00093044","1952-09","35.0705","-108.8388","1923.6","ZUNI, NM US","244.2","0","23.4",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","3",",0","","","","","19520913",",,0","19520930","+,,0","19520930","+,,0","7","","19520921",",,0","19520905",",,0","-0.6",",0,13,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,21,","33.9",",0,05,","46.8","0","46.5",",0","22.5",",,,0","0",",,,0","17.56",",0","27.74",",,,0","7.38",",,,0"
"USW00093044","1952-10","35.0705","-108.8388","1923.6","ZUNI, NM US","244.2","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","31",",0","0",",0","","","","","19521016",",,0","19521031","+,,0","19521031","+,,0","","","19521031","+,,0","19521019",",,0","-2.8",",0,16,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","27.2",",0,19,","218.4","0","171.6",",0","0.0",",,,0","0",",,,0","12.80",",0","24.95",",,,0","0.64",",,,0"
"USW00093044","1952-11","35.0705","-108.8388","1923.6","ZUNI, NM US","244.2","0","0.0",",0","7",",0","5",",0","0",",0","13",",0","3",",0","5",",0","28",",0","4",",0","0",",0","0",",0","7","","","","19521126",",,0","19521117",",,0","19521116",",,0","1","","19521115",",,0","19521101",",,0","-21.1",",0,26,","127",",,0,17,","127",",,0,16,","14.2",",,0,15,","20.6",",0,01,","749.2","0","530.8",",0","46.7",",,,0","305",",,,0","0.64",",0","9.30",",,,0","-8.02",",,,0"
"USW00093044","1952-12","35.0705","-108.8388","1923.6","ZUNI, NM US","244.2","0","0.0",",0","5",",0","0",",0","0",",0","12","1,0","2",",0","1",",0","31",",0","2",",0","0",",0","0",",0","4","","","","19521224",",,0","19521222","+,1,0","19521221",",,0","1","","19521223","+,,0","19521215",",,0","-20.6",",0,24,","51","1,,0,22,+","51",",,0,21,","1.5",",,0,23,+","15.0",",0,15,","1370.9","0","621.7",",0","4.9",",,,0","84",",,,0","-1.72",",0","6.46",",,,0","-9.90",",,,0"
"USW00093044","1953-01","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","4","1,0","1","1,0","0",",0","31",",0","0",",0","0",",0","0",",0","1","","","","19530102",",,0","19530107",",1,0","19530106",",1,0","","","19530106",",,0","19530111",",,0","-16.7",",0,02,","76","1,,0,07,","51","1,,0,06,","2.5",",,0,06,","17.8",",0,11,","1891.1","0","520.2",",0","4.0",",,,0","69","1,,,0","1.55",",0","10.09",",,,0","-6.98",",,,0"
"USW00093044","1953-02","35.0705","-108.8388","1923.6","ZUNI, NM US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","1",",0","1",",0","28",",0","3",",0","0",",0","0",",0","3","","","","19530220",",,0","19530225","+,,0","19530210",",,0","","","19530228",",,0","19530204","+,,0","-20.0",",0,20,","0",",T,0,25,+","58",",,0,10,","3.6",",,0,28,","17.8",",0,04,+","2388.9","0","497.8",",0","6.2",",,,0","58",",,,0","0.55",",0","9.84",",,,0","-8.73",",,,0"
