"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00127102","1975-07","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","216.8","0","99.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","19750711",",,0","19750731","+,,0","19750731","+,,0","19750704",",,0","19750731",",,0","5.6",",0,11,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,04,","31.1",",0,31,","188.2",",,,0","11.1","0","","","","","11.1",",0","","","","","","","","","","","","","","","","","21.71",",,,0","","","","","","","39.4",",,,0","0",",,,0","21.17",",0","27.05",",,,0","15.29",",,,0","2095",",,,0"
"USC00127102","1975-08","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","321.5","0","104.7",",0","21",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","19750809","+,,0","19750831","+,,0","19750831","+,,0","19750803",",,0","19750801",",,0","8.9",",0,09,+","0",",,0,31,+","0",",,0,31,+","85.1",",,0,03,","33.9",",0,01,","","","14.6","0","","","","","3.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","274.4",",,,0","0",",,,0","21.60",",0","26.81",",,,0","16.38",",,,0","2617",",,,0"
"USC00127102","1975-09","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","331.0","0","9.5",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","19750915",",,0","19750930","+,,0","19750930","+,,0","19750912",",,0","19750904",",,0","1.7",",0,15,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,12,","27.8",",0,04,","","","138.6","0","","","","","124.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","29.3",",,,0","0",",,,0","14.52",",0","19.60",",,,0","9.44",",,,0","2063","3,,,0"
"USC00127102","1975-10","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","338.0","0","7.0","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","4","2,0","0","2,0","11","2,0","0","2,0","19751030",",2,0","19751031","+,,0","19751031","+,,0","19751019",",,0","19751014",",2,0","-3.3","2,0,30,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,19,","28.9","2,0,14,","85.8","3,,,0","340.1","0","","","","","201.5","2,0","","","","","","","","","","","","","","","","","","","","","","","","","29.7",",,,0","0",",,,0","11.62","2,0","17.55","2,,,0","5.70","2,,,0","",""
"USC00127102","1975-11","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","339.1","0","1.1","4,0","11",",0","8",",0","1",",0","","","","","0","4,0","13","4,0","1","4,0","3","4,0","0","4,0","19751126",",4,0","","","","","19751130",",,0","19751107",",4,0","-8.9","4,0,26,","","","","","50.8",",,0,30,","24.4","4,0,07,","","","631.2","0","","","","","291.1","4,0","","","","","","","","","","","","","","","","","","","","","","","","","114.4",",,,0","","","7.18","4,0","12.20","4,,,0","2.15","4,,,0","",""
"USC00127102","1975-12","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","339.1","0","0.0","1,0","6","2,0","5","2,0","0","2,0","","","","","0","1,0","26","1,0","14","1,0","0","1,0","0","1,0","19751229",",1,0","","","","","19751209",",2,0","19751215",",1,0","-16.1","1,0,29,","","","","","7.6","2,,0,09,","18.3","1,0,15,","","","1234.7","0","","","","","603.5","1,0","","","","","","","","","","","","","","","","","","","","","","","","","26.3","2,,,0","","","-1.78","1,0","2.55","1,,,0","-6.11","1,,,0","",""
"USC00127102","1976-01","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","","","","","6",",0","31",",0","24",",0","0",",0","0",",0","19760117",",,0","","","","","19760126",",,0","19760126",",,0","-21.1",",0,17,","","","","","11.4",",,0,26,","2.2",",0,26,","","","2050.9","0","","","","","816.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","22.5",",,,0","","","-8.00",",0","-3.20",",,,0","-12.79",",,,0","",""
"USC00127102","1976-02","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","3",",0","20",",0","9",",0","0",",0","0",",0","19760203",",,0","19760229","+,,0","19760229","+,,0","19760221",",,0","19760226","+,,0","-22.2",",0,03,","0",",,0,29,+","0",",,0,29,+","20.8",",,0,21,","17.2",",0,26,+","","","2573.8","0","","","","","522.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.7",",,,0","0",",,,0","0.30",",0","5.99",",,,0","-5.39",",,,0","",""
"USC00127102","1976-03","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","2",",0","0",",0","19760317",",,0","19760331","+,,0","19760331","+,,0","19760301",",,0","19760327",",,0","-11.1",",0,17,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,01,","22.8",",0,27,","","","2997.0","0","","","","","423.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","73.4",",,,0","0",",,,0","4.68",",0","10.85",",,,0","-1.48",",,,0","",""
"USC00127102","1976-04","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","9.0","0","9.0",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","9",",0","0",",0","19760412",",,0","19760430","+,,0","19760430","+,,0","19760425",",,0","19760417",",,0","-6.7",",0,12,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,25,","27.8",",0,17,","","","3275.8","0","","","","","278.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","92.4",",,,0","0",",,,0","9.34",",0","15.78",",,,0","2.90",",,,0","",""
"USC00127102","1976-05","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","13.7","0","4.7",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","19760508",",,0","19760531","+,,0","19760531","+,,0","19760516",",,0","19760506",",,0","-1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,16,","26.1",",0,06,","","","3436.3","0","","","","","160.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","60.3",",,,0","0",",,,0","13.31",",0","18.91",",,,0","7.71",",,,0","",""
"USC00127102","1976-08","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","65.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","19760830",",,0","19760831","+,,0","19760831","+,,0","19760807",",,0","19760828",",,0","5.0",",0,30,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,07,","30.6",",0,28,","159.9",",,,0","","","","","","","24.5",",0","","","","","","","","","","","","","","","","","14.56","3,,,0","","","","","29.01","3,,,0","14.7",",,,0","0",",,,0","19.67",",0","26.02",",,,0","13.31",",,,0","1906",",,,0"
"USC00127102","1976-09","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","30.8",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","19760924",",,0","19760930","+,,0","19760930","+,,0","19760910",",,0","19760909",",,0","1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,10,","30.6",",0,09,","127.6",",,,0","","","","","","","96.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","89.0",",,,0","0",",,,0","16.15",",0","21.98",",,,0","10.33",",,,0","2848",",,,0"
"USC00127102","1976-11","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","0.0","1,0","3","4,0","2","4,0","0","4,0","","","","","0","1,0","26","1,0","5",",0","0",",0","0",",0","19761129",",1,0","","","","","19761126",",4,0","19761127","+,,0","-14.4","1,0,29,","","","","","17.3","4,,0,26,","12.2",",0,27,+","","","","","","","","","537.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","32.8","4,,,0","","","-0.13","1,0","4.39",",,,0","-4.66","1,,,0","",""
"USC00127102","1976-12","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","0.0",",0","2","2,0","0","2,0","0","2,0","0",",0","0",",0","5",",0","31",",0","21",",0","0",",0","0",",0","19761203",",,0","19761231","+,,0","19761231","+,,0","19761221","+,2,0","19761220",",,0","-26.7",",0,03,","0",",,0,31,+","0",",T,0,31,+","1.0","2,,0,21,+","10.6",",0,20,","","","","","","","","","784.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","2.0","2,,,0","0",",T,,0","-6.96",",0","-1.90",",,,0","-12.02",",,,0","",""
"USC00127102","1977-01","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","","","16",",0","31",",0","31",",0","0",",0","0",",0","19770117",",,0","","","","","19770110",",,0","19770126",",,0","-27.2",",0,17,","","","","","10.2",",,0,10,","-1.7",",0,26,","","","","","","","","","980.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","12.8",",,,0","","","-13.29",",0","-8.83",",,,0","-17.74",",,,0","",""
"USC00127102","1977-02","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","","","","","7",",0","26",",0","17",",0","0",",0","0",",0","19770207","+,,0","","","","","19770227",",,0","19770224",",,0","-21.1",",0,07,+","","","","","13.7",",,0,27,","12.8",",0,24,","","","","","","","","","655.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","26.0",",,,0","","","-5.08",",0","-0.67",",,,0","-9.49",",,,0","",""
"USC00127102","1977-03","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0","1,0","9",",0","5",",0","0",",0","","","","","0","1,0","16","1,0","2",",0","2",",0","0",",0","19770301",",1,0","","","","","19770328",",,0","19770316",",,0","-10.0","1,0,01,","","","","","21.1",",,0,28,","22.8",",0,16,","","","","","","","","","421.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","81.6",",,,0","","","4.26","1,0","9.06",",,,0","-0.55","1,,,0","",""
"USC00127102","1977-04","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","18.7","0","18.7",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","13",",0","0",",0","19770409",",,0","19770430","+,,0","19770430","+,,0","19770423",",,0","19770419",",,0","-6.1",",0,09,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,23,","28.9",",0,19,","","","","","","","","","223.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","66.8",",,,0","0",",,,0","11.52",",0","17.50",",,,0","5.53",",,,0","",""
"USC00127102","1977-05","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","95.8","0","77.1","2,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","1","2,0","0","2,0","22","2,0","1","2,0","19770510",",2,0","19770531","+,,0","19770531","+,,0","19770518",",,0","19770529",",2,0","0.0","2,0,10,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,18,","32.2","2,0,29,","201.6","3,,,0","","","","","","","52.8","2,0","","","","","","","","","","","","","","","","","12.93","3,,,0","","","","","28.01","3,,,0","55.4",",,,0","0",",,,0","19.17","2,0","25.63","2,,,0","12.71","2,,,0","1628","3,,,0"
"USC00127102","1977-06","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","160.4","0","64.6",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","19770603",",,0","19770630","+,,0","19770630","+,,0","19770625",",,0","19770625","+,,0","4.4",",0,03,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,25,","31.1",",0,25,+","184.0",",,,0","","","","","","","52.2",",0","","","","","","","","","","","","","","","","","12.71",",,,0","","","","","26.64",",,,0","89.4",",,,0","0",",,,0","18.75",",0","24.38",",,,0","13.12",",,,0","1742",",,,0"
