"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093193","1994-06","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.7",",X","320.9","0","212.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","19940616",",,0","19940630","+,,0","19940630","+,,0","","","19940630","+,,0","19940629","+,,0","11.7",",0,16,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.1",",0,29,+","1250.4","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","0",",,,0","25.40",",0","34.64",",,,0","16.15",",,,0","26170",",X","310",",X","","","","","315",",X","","","9.4",",X","","","","","11.8",",X","",""
"USW00093193","1994-07","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.1",",X","635.9","0","315.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19940724",",,0","19940731","+,,0","19940731","+,,0","","","19940721",",,0","19940709",",,0","15.6",",0,24,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,21,","41.1",",0,09,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","28.50",",0","37.43",",,,0","19.56",",,,0","25903",",X","300",",X","","","","","315",",X","","","7.2",",X","","","","","10.3",",X","",""
"USW00093193","1994-08","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.8",",X","933.2","0","297.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19940830","+,,0","19940831","+,,0","19940831","+,,0","","","19940831","+,,0","19940815","+,,0","15.0",",0,30,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","41.1",",0,15,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","0",",,,0","27.92",",0","37.39",",,,0","18.46",",,,0","24892",",X","300",",X","","","","","315",",X","","","6.3",",X","","","","","8.7",",X","",""
"USW00093193","1994-09","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.1",",X","1105.2","0","172.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","3","","","","19940913",",,0","19940930","+,,0","19940930","+,,0","1","","19940928",",,0","19940906",",,0","11.7",",0,13,","0",",,0,30,+","0",",,0,30,+","4.6",",,0,28,","37.8",",0,06,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","5.1",",,,0","","","","","","","","","0",",,,0","24.07",",0","32.16",",,,0","15.97",",,,0","20639",",X","230",",X","","","","","315",",X","","","7.6",",X","","","","","10.8",",X","",""
"USW00093193","1994-10","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.5",",X","1136.2","0","31.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","6","","","","19941030",",,0","19941031","+,,0","19941031","+,,0","","","19941004",",,0","19941009",",,0","6.1",",0,30,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,04,","33.9",",0,09,","35.7","0","","","","","35.7",",0","","","","","","","","","","","","","","","","","","","","","19.6",",,,0","","","","","","","","","0",",,,0","18.18",",0","25.68",",,,0","10.69",",,,0","18684","1,X","290",",X","","","","","315",",X","","","8.9",",X","","","","","13.4",",X","",""
"USW00093193","1994-11","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.8",",X","1136.2","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","2",",0","0",",0","19","","3","","19941119",",,0","19941130","+,,0","19941130","+,,0","","","19941109",",,0","19941101",",,0","-1.7",",0,19,","0",",,0,30,+","0",",,0,30,+","8.4",",,0,09,","24.4",",0,01,","317.8","0","","","","","282.1",",0","","","","","","","","","","","","","","","","","","","","","40.0",",,,0","","","","","","","","","0",",,,0","8.93",",0","14.52",",,,0","3.33",",,,0","9688",",X","310",",X","","","","","315",",X","","","9.8",",X","","","","","13.9",",X","",""
"USW00093193","1994-12","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.2",",X","1136.2","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","30","","11","","19941210",",,0","19941231","+,,0","19941231","+,,0","","","19941224",",,0","19941210","+,,0","-1.7",",0,10,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,24,","15.0",",0,10,+","657.0","0","","","","","339.2",",0","","","","","","","","","","","","","","","","","","","","","33.8",",,,0","","","","","","","","","0",",,,0","7.39",",0","11.17",",,,0","3.61",",,,0","7315",",X","320",",X","","","","","315",",X","","","7.2",",X","","","","","8.7",",X","",""
"USW00093193","1995-01","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.7",",X","0.0","0","0.0",",0","21",",0","13",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","21","","6","","19950102",",,0","19950131","+,,0","19950105",",,0","1","","19950104",",,0","19950113",",,0","0.0",",0,02,","0",",,0,31,+","0",",T,0,05,","21.8",",,0,04,","20.0",",0,13,","882.6","0","","","","","225.6",",0","","","","","","","","","","","","","","","","","","","","","137.8",",,,0","","","","","","","","","0",",T,,0","11.06",",0","14.91",",,,0","7.21",",,,0","7577",",X","150",",X","","","","","135",",X","","","13.0",",X","","","","","15.9",",X","",""
"USW00093193","1995-02","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","1.7",",X","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27","","14","","19950217",",,0","19950228","+,,0","19950228","+,,0","","","19950213",",,0","19950220",",,0","2.8",",0,17,","0",",,0,28,+","0",",,0,28,+","11.2",",,0,13,","21.7",",0,20,","1052.5","0","","","","","169.9",",0","","","","","","","","","","","","","","","","","","","","","23.8",",,,0","","","","","","","","","0",",,,0","12.27",",0","16.57",",,,0","7.96",",,,0","8082",",X","330",",X","","","","","315",",X","","","9.4",",X","","","","","11.3",",X","",""
"USW00093193","1995-03","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.2",",X","0.0","0","0.0",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11","","1","","19950325",",,0","19950331","+,,0","19950331","+,,0","1","","19950310",",,0","19950331",",,0","1.7",",0,25,","0",",,0,31,+","0",",,0,31,+","60.5",",,0,10,","25.0",",0,31,","1204.9","0","","","","","152.4",",0","","","","","","","","","","","","","","","","","","","","","149.5",",,,0","","","","","","","","","0",",,,0","13.42",",0","18.94",",,,0","7.89",",,,0","13548",",X","130",",X","","","","","135",",X","","","12.5",",X","","","","","17.0",",X","",""
"USW00093193","1995-04","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.5",",X","12.0","0","12.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","5","","","","19950421",",,0","19950430","+,,0","19950430","+,,0","","","19950413",",,0","19950424",",,0","3.3",",0,21,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,13,","30.6",",0,24,","1289.2","0","","","","","84.3",",0","","","","","","","","","","","","","","","","","","","","","27.6",",,,0","","","","","","","","","0",",,,0","15.92",",0","22.67",",,,0","9.17",",,,0","19348",",X","310",",X","","","","","315",",X","","","11.2",",X","","","","","14.4",",X","",""
"USW00093193","1995-05","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.3",",X","68.7","0","56.7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","2","","","","19950516",",,0","19950531","+,,0","19950531","+,,0","2","","19950501",",,0","19950530","+,,0","6.7",",0,16,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,01,","36.1",",0,30,+","1325.2","0","","","","","36.0",",0","","","","","","","","","","","","","","","","","","","","","30.2",",,,0","","","","","","","","","0",",,,0","19.00",",0","26.14",",,,0","11.86",",,,0","21262",",X","10",",X","","","","","","","","","8.9",",X","","","","","","","",""
"USW00093193","1995-06","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.8",",X","215.6","0","146.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","15",",0","1","","","","19950616",",,0","19950630","+,,0","19950615",",,0","1","","19950615",",,0","19950626","+,,0","7.8",",0,16,","0",",,0,30,+","0",",T,0,15,","16.8",",,0,15,","41.1",",0,26,+","1334.6","0","","","","","9.4",",0","","","","","","","","","","","","","","","","","","","","","16.8",",,,0","","","","","","","","","0",",T,,0","22.92",",0","31.39",",,,0","14.45",",,,0","23902",",X","290",",X","","","","","","","","","12.5",",X","","","","","","","",""
"USW00093193","1995-07","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.5",",X","484.5","0","268.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","19950712",",,0","19950731","+,,0","19950731","+,,0","1","","19950717",",,0","19950728",",,0","13.9",",0,12,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,17,","42.2",",0,28,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.3",",,,0","","","","","","","","","0",",,,0","27.01",",0","35.59",",,,0","18.42",",,,0","25735",",X","320",",X","","","","","","","","","10.3",",X","","","","","","","",""
"USW00093193","1995-08","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.0",",X","786.3","0","301.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19950827","+,,0","19950831","+,,0","19950831","+,,0","","","19950822",",,0","19950814","+,,0","14.4",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,","40.6",",0,14,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","28.07",",0","36.80",",,,0","19.34",",,,0","24584",",X","300",",X","","","","","","","","","8.0",",X","","","","","","","",""
"USW00093193","1995-09","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.9",",X","974.2","0","187.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","4","","","","19950930",",,0","19950930","+,,0","19950930","+,,0","","","19950930","+,,0","19950920","+,,0","11.7",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","37.2",",0,20,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","0",",,,0","24.60",",0","32.96",",,,0","16.23",",,,0","","","","","300",",X","300",",X","","","","","","","8.9",",X","10.3",",X","","","",""
"USW00093193","1995-10","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.0",",X","1022.4","0","48.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","12","","1","","19951025","+,,0","19951031","+,,0","19951031","+,,0","1","","19951031","+,,0","19951003",",,0","6.7",",0,25,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","32.8",",0,03,","18.3","0","","","","","18.3",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","0",",,,0","19.30",",0","27.54",",,,0","11.05",",,,0","","","","","310","1,X","310","1,X","","","","","","","9.8","1,X","11.2","1,X","","","",""
"USW00093193","1995-11","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","1.7",",X","1022.4","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","29","","1","","19951127",",,0","19951130","+,,0","19951130","+,,0","1","","19951128","+,,0","19951114","+,,0","2.2",",0,27,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,+","25.6",",0,14,+","123.9","0","","","","","105.6",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","14.81",",0","22.04",",,,0","7.59",",,,0","","","","","310",",X","310",",X","","","","","","","10.3",",X","12.5",",X","","","",""
"USW00093193","1995-12","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","1.9",",X","1022.4","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30","","8","","19951226",",,0","19951231","+,,0","19951231","+,,0","1","","19951213",",,0","19951204",",,0","0.6",",0,26,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,13,","21.1",",0,04,","373.8","0","","","","","249.9",",0","","","","","","","","","","","","","","","","","","","","","52.9",",,,0","","","","","","","","","0",",,,0","10.27",",0","14.81",",,,0","5.74",",,,0","","","","","220","2,X","220","2,X","","","","","","","12.5","2,X","16.1","2,X","","","",""
"USW00093193","1996-01","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.4",",X","0.0","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","31","","11","","19960126","+,,0","19960131","+,,0","19960131","+,,0","","","19960131",",,0","19960103",",,0","-0.6",",0,26,+","0",",,0,31,+","0",",,0,31,+","22.1",",,0,31,","19.4",",0,03,","661.4","0","","","","","287.6",",0","","","","","","","","","","","","","","","","","","","","","52.8",",,,0","","","","","","","","","0",",,,0","9.05",",0","13.13",",,,0","4.98",",,,0","","","","","120",",X","120",",X","","","","","","","10.7",",X","12.5",",X","","","",""
"USW00093193","1996-02","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.5",",X","0.0","0","0.0",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","5",",0","0",",0","27","","9","","19960228",",,0","19960229","+,,0","19960226",",,0","1","","19960204",",,0","19960213",",,0","-0.6",",0,28,","0",",,0,29,+","0",",T,0,26,","24.6",",,0,04,","24.4",",0,13,","834.4","0","","","","","173.0",",0","","","","","","","","","","","","","","","","","","","","","90.8",",,,0","","","","","","","","","0",",T,,0","12.37",",0","17.11",",,,0","7.63",",,,0","","","","","160",",X","180",",X","","","","","","","10.7",",X","13.4",",X","","","",""
"USW00093193","1996-03","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.5",",X","2.0","0","2.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","21","","2","","19960329",",,0","19960331","+,,0","19960331","+,,0","2","","19960312",",,0","19960319",",,0","2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,12,","27.2",",0,19,","970.9","0","","","","","136.5",",0","","","","","","","","","","","","","","","","","","","","","38.7",",,,0","","","","","","","","","0",",,,0","13.99",",0","20.48",",,,0","7.50",",,,0","","","","","310",",X","320",",X","","","","","","","11.6",",X","13.9",",X","","","",""
"USW00093193","1996-04","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.7",",X","36.7","0","34.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","6","","","","19960413",",,0","19960430","+,,0","19960430","+,,0","1","","19960416",",,0","19960430",",,0","5.0",",0,13,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,16,","33.3",",0,30,","1028.6","0","","","","","57.7",",0","","","","","","","","","","","","","","","","","","","","","29.7",",,,0","","","","","","","","","0",",,,0","17.56",",0","24.99",",,,0","10.13",",,,0","","","","","290",",X","270",",X","","","","","","","12.5",",X","13.9",",X","","","",""
"USW00093193","1996-05","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","4.2","1,X","125.0","0","88.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","2","","","","19960524","+,,0","19960531","+,,0","19960531","+,,0","","","19960515",",,0","19960512",",,0","9.4",",0,24,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,15,","36.7",",0,12,","1033.1","0","","","","","4.5",",0","","","","","","","","","","","","","","","","","","","","","9.6",",,,0","","","","","","","","","0",",,,0","21.04",",0","28.56",",,,0","13.51",",,,0","","","","","340","1,X","340","1,X","","","","","","","13.4","1,X","17.0","1,X","","","",""
"USW00093193","1996-06","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.6",",X","337.1","0","212.1",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","2","","","","19960627",",,0","19960630","+,,0","19960630","+,,0","","","19960627",",,0","19960604","+,,0","12.2",",0,27,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,27,","40.6",",0,04,+","1033.1","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","2.0",",,,0","","","","","","","","","0",",,,0","25.40",",0","34.00",",,,0","16.81",",,,0","","","","","310",",X","310",",X","","","","","","","10.3",",X","13.0",",X","","","",""
"USW00093193","1996-07","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","3.1",",X","688.5","0","351.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19960718","+,,0","19960731","+,,0","19960731","+,,0","","","19960711",",,0","19960731","+,,0","16.7",",0,18,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,11,","41.7",",0,31,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","29.67",",0","38.45",",,,0","20.88",",,,0","","","","","310",",X","320",",X","","","","","","","8.9",",X","10.7",",X","","","",""
"USW00093193","1996-08","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.8",",X","1005.5","0","317.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","4","","","","19960820",",,0","19960831","+,,0","19960831","+,,0","","","19960831","+,,0","19960813",",,0","14.4",",0,20,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","44.4",",0,13,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","0",",,,0","28.56",",0","37.35",",,,0","19.77",",,,0","","","","","310",",X","310",",X","","","","","","","8.9",",X","9.8",",X","","","",""
"USW00093193","1996-09","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.6",",X","1167.9","0","162.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","19960918",",,0","19960930","+,,0","19960930","+,,0","","","19960930","+,,0","19960901",",,0","11.7",",0,18,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","38.3",",0,01,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","0",",,,0","23.75",",0","32.33",",,,0","15.16",",,,0","","","","","300",",X","300",",X","","","","","","","11.6",",X","13.9",",X","","","",""
"USW00093193","1996-10","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.5",",X","1235.8","0","67.9",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","6",",0","6","","1","","19961022","+,,0","19961031","+,,0","19961031","+,,0","1","","19961029",",,0","19961009","+,,0","3.9",",0,22,+","0",",,0,31,+","0",",,0,31,+","38.1",",,0,29,","36.7",",0,09,+","83.4","0","","","","","83.4",",0","","","","","","","","","","","","","","","","","","","","","50.1",",,,0","","","","","","","","","0",",,,0","17.83",",0","25.03",",,,0","10.64",",,,0","","","","","300",",X","300",",X","","","","","","","11.2",",X","13.9",",X","","","",""
"USW00093193","1996-11","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","1.8",",X","1235.8","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","29","","9","","19961130",",,0","19961130","+,,0","19961130","+,,0","","","19961117",",,0","19961111",",,0","1.7",",0,30,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,17,","23.9",",0,11,","269.2","0","","","","","185.8",",0","","","","","","","","","","","","","","","","","","","","","49.4",",,,0","","","","","","","","","0",",,,0","12.14",",0","17.22",",,,0","7.05",",,,0","","","","","300",",X","300",",X","","","","","","","9.4",",X","11.6",",X","","","",""
"USW00093193","1996-12","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.2",",X","1235.8","0","0.0",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29","","15","","19961224","+,,0","19961231","+,,0","19961219","+,,0","","","19961210",",,0","19961212","+,,0","0.6",",0,24,+","0",",,0,31,+","0",",T,0,19,+","28.2",",,0,10,","18.9",",0,12,+","543.7","0","","","","","274.5",",0","","","","","","","","","","","","","","","","","","","","","108.6",",,,0","","","","","","","","","0",",T,,0","9.48",",0","13.21",",,,0","5.75",",,,0","","","","","150",",X","140",",X","","","","","","","10.7",",X","13.0",",X","","","",""
"USW00093193","1997-01","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.5",",X","0.0","0","0.0",",0","17",",0","10",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","28","","7","","19970114",",,0","19970131","+,,0","19970131","+,,0","","","19970102",",,0","19970102","+,,0","-2.2",",0,14,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,02,","18.3",",0,02,+","825.2","0","","","","","281.5",",0","","","","","","","","","","","","","","","","","","","","","89.7",",,,0","","","","","","","","","0",",,,0","9.25",",0","12.85",",,,0","5.66",",,,0","","","","","300",",X","150",",X","","","","","","","10.7",",X","13.0",",X","","","",""
"USW00093193","1997-02","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.0",",X","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23","","7","","19970225","+,,0","19970228","+,,0","19970228","+,,0","","","19970208",",,0","19970216",",,0","1.7",",0,25,+","0",",,0,28,+","0",",,0,28,+","2.3",",,0,08,","20.6",",0,16,","1054.5","0","","","","","229.3",",0","","","","","","","","","","","","","","","","","","","","","4.4",",,,0","","","","","","","","","0",",,,0","10.14",",0","15.90",",,,0","4.39",",,,0","","","","","310",",X","310",",X","","","","","","","11.6",",X","13.4",",X","","","",""
"USW00093193","1997-03","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","2.4",",X","9.5","0","9.5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","15","","","","19970304","+,,0","19970331","+,,0","19970331","+,,0","","","19970322",",,0","19970326",",,0","2.2",",0,04,+","0",",,0,31,+","0",",,0,31,+","1.5",",,0,22,","30.0",",0,26,","1151.4","0","","","","","96.9",",0","","","","","","","","","","","","","","","","","","","","","2.6",",,,0","","","","","","","","","0",",,,0","15.51",",0","23.10",",,,0","7.92",",,,0","","","","","300",",X","290",",X","","","","","","","13.0",",X","16.5",",X","","","",""
"USW00093193","1997-04","36.77999","-119.72016","101.9","FRESNO YOSEMITE INTERNATIONAL, CA US","","","","","","","","","4.0","1,X","40.9","0","31.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","19970403",",,0","19970430","+,,0","19970430","+,,0","","","19970418",",,0","19970426",",,0","3.3",",0,03,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,18,","32.8",",0,26,","1207.7","0","","","","","56.3",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","17.51",",0","25.41",",,,0","9.60",",,,0","","","","","330",",X","320",",X","","","","","","","12.5",",X","17.0",",X","","","",""
