"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00064709","2017-10","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","","","","","","","","","","","","","","","","","","","","","","","7","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00064709","2017-11","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.6",",W","","","0.0",",W","11",",W","6",",W","0",",W","0",",W","24",",W","0",",W","1",",W","0",",W","11","","1","","20171128",",,W","","","20171116",",,W","20171103",",,W","-12.7",",W,28,","15.7",",,W,16,","22.2",",W,03,","","","473.5",",W","52.8",",,,W","2.55",",W","8.78",",,,W","-3.68",",,,W","300",",W","290",",W","12.5",",W","18.3",",W"
"USW00064709","2017-12","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.9","1,W","","","0.0","1,W","16","1,W","6","1,W","0","1,W","7","1,W","30","1,W","16","1,W","0","1,W","0","1,W","13","","4","","20171229",",1,W","","","20171223",",1,W","20171206",",1,W","-31.6","1,W,29,","15.7","1,,W,23,","13.9","1,W,06,","","","750.0","1,W","62.1","1,,,W","-6.67","1,W","-0.45","1,,,W","-12.89","1,,,W","280","1,W","290","1,W","13.0","1,W","16.5","1,W"
"USW00064709","2018-01","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","3.6","1,W","0.0","W","0.0","1,W","11","1,W","4","1,W","0","1,W","6","1,W","29","1,W","15","1,W","0","1,W","0","1,W","11","","5","","20180101",",1,W","","","20180123",",1,W","20180112",",1,W","-31.6","1,W,01,","18.5","1,,W,23,","14.4","1,W,12,","","","719.6","1,W","60.3","1,,,W","-5.65","1,W","0.28","1,,,W","-11.59","1,,,W","280","1,W","270","1,W","14.8","1,W","20.1","1,W"
"USW00064709","2018-02","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.8","1,W","0.0","W","0.0","1,W","14","1,W","9","1,W","0","1,W","1","1,W","26","1,W","6","1,W","1","1,W","0","1,W","17","","8","","20180209",",1,W","","","20180211",",1,W","20180221",",1,W","-18.8","1,W,09,","17.8","1,,W,11,","23.9","1,W,21,","","","528.2","1,W","88.8","1,,,W","-1.23","1,W","5.12","1,,,W","-7.58","1,,,W","280","1,W","270","1,W","13.4","1,W","17.9","1,W"
"USW00064709","2018-03","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","4.3",",W","0.0","W","0.0",",W","12",",W","5",",W","0",",W","1",",W","27",",W","2",",W","0",",W","0",",W","16","","5","","20180318",",,W","","","20180302",",,W","20180301",",,W","-20.5",",W,18,","11.4",",,W,02,","13.9",",W,01,","","","567.2",",W","49.6",",,,W","0.04",",W","4.99",",,,W","-4.92",",,,W","20",",W","300",",W","14.8",",W","21.9",",W"
"USW00064709","2018-04","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","3.3",",W","0.0","W","0.0",",W","16",",W","9",",W","2",",W","0",",W","20",",W","1",",W","1",",W","0",",W","16","","3","","20180406",",,W","1","","20180416",",,W","20180424",",,W","-9.9",",W,06,","48.0",",,W,16,","21.7",",W,24,","","","413.2",",W","130.0",",,,W","4.56",",W","10.45",",,,W","-1.33",",,,W","260",",W","270",",W","14.8",",W","19.7",",W"
"USW00064709","2018-05","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.6","3,W","9.2","W","9.2","3,W","8","3,W","2","3,W","0","3,W","0","3,W","3","3,W","0","3,W","13","3,W","1","3,W","18","","4","","20180519","+,3,W","","","20180526","+,3,W","20180502",",3,W","-1.6","3,W,19,+","8.1","3,,W,26,+","32.2","3,W,02,","","","127.2","3,W","22.4","3,,,W","14.12","3,W","22.03","3,,,W","6.20","3,,,W","270","3,W","270","3,W","17.0","3,W","23.3","3,W"
"USW00064709","2018-06","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.3","1,W","23.5","W","14.3","1,W","16","1,W","6","1,W","1","1,W","0","1,W","0","1,W","0","1,W","22","1,W","0","1,W","19","","1","","20180610",",1,W","2","","20180628",",1,W","20180630","+,1,W","2.8","1,W,10,","45.5","1,,W,28,","31.7","1,W,30,+","","","79.8","1,W","101.0","1,,,W","16.07","1,W","23.52","1,,,W","8.62","1,,,W","240","1,W","230","1,W","10.3","1,W","13.9","1,W"
"USW00064709","2018-07","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","1.9","3,W","117.9","W","94.4","3,W","13","3,W","6","3,W","1","3,W","0","3,W","0","3,W","0","3,W","28","3,W","6","3,W","16","","4","","20180707",",3,W","6","","20180717",",3,W","20180705",",3,W","5.6","3,W,07,","32.8","3,,W,17,","34.4","3,W,05,","10.3","W","10.3","3,W","65.9","3,,,W","21.34","3,W","28.59","3,,,W","14.09","3,,,W","220","3,W","240","3,W","9.8","3,W","13.9","3,W"
"USW00064709","2018-08","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","1.9","1,W","224.0","W","106.1","1,W","20","1,W","4","1,W","0","1,W","0","1,W","0","1,W","0","1,W","30","1,W","5","1,W","23","","7","","20180824",",1,W","5","","20180802",",1,W","20180829","+,1,W","7.8","1,W,24,","8.6","1,,W,02,","33.9","1,W,29,+","19.5","W","9.2","1,W","29.0","1,,,W","21.56","1,W","27.87","1,,,W","15.25","1,,,W","280","1,W","290","1,W","17.9","1,W","23.3","1,W"
"USW00064709","2018-09","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","1.8","5,W","253.2","W","29.2","5,W","","","","","","","0","5,W","0","5,W","0","5,W","12","5,W","1","5,W","16","","3","","20180925",",5,W","1","","","","20180903",",5,W","1.7","5,W,25,","","","32.8","5,W,03,","102.3","W","82.8","5,W","","","16.19","5,W","22.27","5,,,W","10.11","5,,,W","300","5,W","330","5,W","9.4","5,W","11.6","5,W"
"USW00064709","2018-10","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.8","1,W","256.0","W","2.8","1,W","27","1,W","14","1,W","3","1,W","0","1,W","18","1,W","0","1,W","1","1,W","0","1,W","14","","2","","20181031",",1,W","","","20181027",",1,W","20181010",",1,W","-6.0","1,W,31,","39.4","1,,W,27,","28.9","1,W,10,","437.1","W","334.8","1,W","211.2","1,,,W","7.27","1,W","12.75","1,,,W","1.78","1,,,W","280","1,W","270","1,W","14.3","1,W","19.2","1,W"
"USW00064709","2018-11","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","3.3",",W","256.0","W","0.0",",W","","","","","","","1",",W","21",",W","3",",W","0",",W","0",",W","19","","4","","20181123",",,W","","","","","20181107",",,W","-20.5",",W,23,","","","16.1",",W,07,","965.3","W","528.2",",W","","","0.73",",W","5.10",",,,W","-3.65",",,,W","270",",W","280",",W","15.7",",W","20.6",",W"
"USW00064709","2018-12","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","2.4",",W","256.0","W","0.0",",W","","","","","","","1",",W","29",",W","5",",W","0",",W","0",",W","10","","3","","20181213",",,W","","","","","20181221",",,W","-18.8",",W,13,","","","13.9",",W,21,","1607.2","W","641.9",",W","","","-2.37",",W","3.60",",,,W","-8.35",",,,W","280",",W","280",",W","13.9",",W","18.3",",W"
"USW00064709","2019-01","43.39361","-70.70778","74.4","SANFORD REGIONAL AIRPORT, ME US","3.4","1,W","0.0","W","0.0","1,W","","","","","","","2","1,W","29","1,W","14","1,W","0","1,W","0","1,W","8","","1","","20190131",",1,W","","","","","20190124",",1,W","-22.1","1,W,31,","","","11.7","1,W,24,","2314.0","W","706.8","1,W","","","-5.23","1,W","0.14","1,,,W","-10.59","1,,,W","290","1,W","330","1,W","15.7","1,W","24.6","1,W"
