"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00129430","1989-03","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","0.3","0","0.3","1,0","10",",0","3",",0","0",",0","2",",0","1",",0","0",",0","20",",0","4","1,0","4","1,0","0","1,0","","","19890307","+,,0","19890307","+,,0","19890306",",,0","","","19890304",",,0","19890327",",1,0","-10.6",",0,07,+","25",",,0,07,+","25",",,0,06,","14.0",",,0,04,","24.4","1,0,27,","","","2936.3","0","  12.2",",,,0,1,2","  11.1",",,,0,3,1","  11.7",",,,0,3,2","  11.1",",,,0,3,3","418.9","1,0","  13.9",",,,0,1,2","  18.3",",,,0,3,1","  15.6",",,,0,3,2","  11.1",",,,0,3,3","  -0.6",",,,0,1,2","  -2.8",",,,0,3,1","  -1.7",",,,0,3,2","  -1.1",",,,0,3,3","  -0.6",",,,0,1,2","  -1.1",",,,0,3,1","  -1.7",",,,0,3,2","  -1.1",",,,0,3,3","   2.9",",,,0,1,2","   1.6",",,,0,3,1","   2.3",",,,0,3,2","   2.5",",,,0,3,3","","","   5.4",",,,0,1,2","   6.9",",,,0,3,1","   5.4",",,,0,3,2","   3.8",",,,0,3,3","","","39.8",",,,0","25",",,,0","4.23","1,0","10.05","1,,,0","-1.59",",,,0","",""
"USC00129430","1989-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","4.5","0","4.2",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","6",",0","0",",0","","","19890410",",,0","19890430","+,,0","19890430","+,,0","","","19890403",",,0","19890426",",,0","-6.1",",0,10,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,03,","30.0",",0,26,","117.0","4,,,0","3202.0","0","  16.1",",,,0,1,2","  15.6",",,,0,3,1","  16.1",",,,0,3,2","  15.0","1,,,0,3,3","265.7",",0","  21.7",",,,0,1,2","  25.0",",,,0,3,1","  21.7",",,,0,3,2","  17.8","1,,,0,3,3","   2.8",",,,0,1,2","   1.1",",,,0,3,1","   1.7",",,,0,3,2","   2.8","1,,,0,3,3","   5.6",",,,0,1,2","   5.6",",,,0,3,1","   4.4",",,,0,3,2","   5.0","1,,,0,3,3","   8.0",",,,0,1,2","   6.7",",,,0,3,1","   7.2",",,,0,3,2","   7.7","1,,,0,3,3","","","  11.9",",,,0,1,2","  14.1",",,,0,3,1","  12.1",",,,0,3,2","  10.0","1,,,0,3,3","","","95.6",",,,0","0",",,,0","9.62",",0","15.67",",,,0","3.56",",,,0","5554",",,,0"
"USC00129430","1989-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","27.6","0","23.1",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","","","19890507",",,0","19890531","+,,0","19890531","+,,0","","","19890520",",,0","19890531",",,0","-0.6",",0,07,","0",",,0,31,+","0",",,0,31,+","58.9",",,0,20,","31.1",",0,31,","164.9","1,,,0","3346.1","0","  18.9",",,,1,1,2","  17.8",",,,1,3,1","  17.2",",,,1,3,2","  17.2",",,,1,3,3","144.1",",0","  22.8",",,,1,1,2","  26.7",",,,1,3,1","  23.3",",,,1,3,2","  19.4",",,,1,3,3","   8.3",",,,1,1,2","   6.1",",,,1,3,1","   6.7",",,,1,3,2","   8.3",",,,1,3,3","  11.1",",,,1,1,2","  11.7",",,,1,3,1","  11.1",",,,1,3,2","  10.6",",,,1,3,3","  13.2",",,,1,1,2","  11.3",",,,1,3,1","  11.7",",,,1,3,2","  12.4",",,,1,3,3","6.58","1,,,0","  17.4",",,,1,1,2","  20.0",",,,1,3,1","  17.6",",,,1,3,2","  15.1",",,,1,3,3","19.38",",,,0","153.9",",,,0","0",",,,0","14.43",",0","20.11",",,,0","8.75",",,,0","5140",",,,0"
"USC00129430","1989-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","126.1","0","98.5",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","19890612",",,0","19890630","+,,0","19890630","+,,0","","","19890612",",,0","19890627","+,,0","6.7",",0,12,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,12,","32.8",",0,27,+","189.9",",,,0","3359.7","0","  25.6",",,,0,1,2","  25.6",",,,0,3,1","  25.6",",,,0,3,2","  25.0",",,,0,3,3","13.6",",0","  30.6",",,,0,1,2","  36.1",",,,0,3,1","  32.8",",,,0,3,2","  33.9","1,,,0,3,3","  16.7",",,,0,1,2","  15.6",",,,0,3,1","  15.6",",,,0,3,2","  16.1",",,,0,3,3","  19.4",",,,0,1,2","  21.1",",,,0,3,1","  20.0",",,,0,3,2","  18.3","1,,,0,3,3","  20.6",",,,0,1,2","  19.7",",,,0,3,1","  19.9",",,,0,3,2","  20.0",",,,0,3,3","12.99",",,,0","  25.3",",,,0,1,2","  29.7",",,,0,3,1","  27.0",",,,0,3,2","  23.9","1,,,0,3,3","27.17",",,,0","48.5",",,,0","0",",,,0","21.16",",0","27.10",",,,0","15.23",",,,0","3571",",,,0"
"USC00129430","1989-07","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","280.8","0","154.7",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19890717",",,0","19890731","+,,0","19890731","+,,0","","","19890712",",,0","19890712",",,0","12.2",",0,17,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,12,","35.0",",0,12,","189.8",",,,0","0.0","0","  26.1",",,,0,1,2","  26.7",",,,0,3,1","  26.7",",,,0,3,2","  26.1","1,,,0,3,3","0.0",",0","  31.7",",,,0,1,2","  36.1",",,,0,3,1","  32.8",",,,0,3,2","  28.9","1,,,0,3,3","  21.1",",,,0,1,2","  20.6",",,,0,3,1","  20.6",",,,0,3,2","  20.0","1,,,0,3,3","  22.8",",,,0,1,2","  22.2",",,,0,3,1","  21.7",",,,0,3,2","  21.7","1,,,0,3,3","  23.2",",,,0,1,2","  22.9",",,,0,3,1","  22.9",",,,0,3,2","  22.9","1,,,0,3,3","15.66",",,,0","  27.9",",,,0,1,2","  31.5",",,,0,3,1","  29.1",",,,0,3,2","  26.3","1,,,0,3,3","28.08",",,,0","56.7",",,,0","0",",,,0","23.32",",0","28.76",",,,0","17.89",",,,0","3386",",,,0"
"USC00129430","1989-08","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","387.1","0","106.3",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","19890807",",,0","19890831","+,,0","19890831","+,,0","","","19890824",",,0","19890804",",,0","7.2",",0,07,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,24,","32.2",",0,04,","174.6",",,,0","5.0","0","  25.6",",,,0,1,2","  25.0",",,,0,3,1","  25.6",",,,0,3,2","  25.0",",,,0,3,3","5.0",",0","  29.4",",,,0,1,2","  35.0",",,,0,3,1","  31.7",",,,0,3,2","  28.3",",,,0,3,3","  20.0",",,,0,1,2","  18.3",",,,0,3,1","  19.4",",,,0,3,2","  19.4",",,,0,3,3","  24.4",",,,0,1,2","  23.9",",,,0,3,1","  23.9",",,,0,3,2","  22.2",",,,0,3,3","  22.2",",,,0,1,2","  21.3",",,,0,3,1","  21.6",",,,0,3,2","  22.1",",,,0,3,3","14.16",",,,0","  26.5",",,,0,1,2","  30.1",",,,0,3,1","  27.9",",,,0,3,2","  25.2",",,,0,3,3","26.40",",,,0","116.4",",,,0","0",",,,0","21.60",",0","27.52",",,,0","15.68",",,,0","2879",",,,0"
"USC00129430","1989-09","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","424.0","0","36.9",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","","","19890924",",,0","19890930","+,,0","19890930","+,,0","","","19890901",",,0","19890910","+,,0","-1.1",",0,24,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,01,","28.9",",0,10,+","105.1","2,,,0","92.2","0","  22.8",",,,0,1,2","  21.7",",,,0,3,1","  21.7",",,,0,3,2","  21.1",",,,0,3,3","87.2",",0","  25.6",",,,0,1,2","  30.0",",,,0,3,1","  27.2",",,,0,3,2","  24.4",",,,0,3,3","  12.2",",,,0,1,2","  10.0",",,,0,3,1","  11.7",",,,0,3,2","  12.8",",,,0,3,3","  17.2",",,,0,1,2","  15.6",",,,0,3,1","  15.0",",,,0,3,2","  16.1",",,,0,3,3","  17.4",",,,0,1,2","  15.7",",,,0,3,1","  16.3",",,,0,3,2","  17.1",",,,0,3,3","9.24",",,,0","  21.2",",,,0,1,2","  24.3",",,,0,3,1","  22.3",",,,0,3,2","  20.1",",,,0,3,3","21.40","1,,,0","79.2",",,,0","0",",,,0","16.66",",0","22.68",",,,0","10.63",",,,0","3396",",,,0"
"USC00129430","1989-10","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","432.1","0","8.1",",0","8",",0","4",",0","1",",0","3",",0","2",",0","0",",0","6",",0","0",",0","16",",0","0",",0","","","19891009",",,0","19891020",",,0","19891020",",,0","","","19891017",",,0","19891015",",,0","-2.8",",0,09,","127",",,0,20,","127",",,0,20,","26.7",",,0,17,","28.9",",0,15,","","","285.6","0","  16.1",",,,0,1,2","  16.7",",,,0,3,1","  16.7",",,,0,3,2","  16.7","1,,,0,3,3","193.4",",0","  20.0",",,,0,1,2","  25.0",",,,0,3,1","  22.8",",,,0,3,2","  18.9","1,,,0,3,3","   6.1",",,,0,1,2","   2.8",",,,0,3,1","   3.9",",,,0,3,2","   5.0","1,,,0,3,3","   7.2",",,,0,1,2","   3.9",",,,0,3,1","   4.4",",,,0,3,2","   5.0","1,,,0,3,3","  11.6",",,,0,1,2","   9.7",",,,0,3,1","  10.6",",,,0,3,2","  11.9","1,,,0,3,3","","","  15.2",",,,0,1,2","  18.4",",,,0,3,1","  16.5",",,,0,3,2","  14.7","1,,,0,3,3","","","56.2",",,,0","152",",,,0","12.35",",0","19.30",",,,0","5.41",",,,0","4560",",,,0"
"USC00129430","1989-11","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","432.1","0","0.0",",0","7","1,0","4","1,0","2","1,0","0",",0","0",",0","0",",0","18",",0","2",",0","1",",0","0",",0","","","19891130","+,,0","19891117","+,,0","19891117","+,,0","","","19891116",",1,0","19891114",",,0","-8.3",",0,30,+","0",",T,0,17,+","0",",T,0,17,+","35.1","1,,0,16,","22.2",",0,14,","","","701.5","0","  10.6",",,,0,1,2","  11.7",",,,0,3,1","  11.7",",,,0,3,2","  10.6","1,,,0,3,3","415.9",",0","  13.3",",,,0,1,2","  16.1",",,,0,3,1","  13.9",",,,0,3,2","  12.8","1,,,0,3,3","   1.7",",,,0,1,2","   0.6",",,,0,3,1","   1.1",",,,0,3,2","   1.1","1,,,0,3,3","   2.8",",,,0,1,2","   1.1",",,,0,3,1","   1.7",",,,0,3,2","   3.3","1,,,0,3,3","   5.4",",,,0,1,2","   4.0",",,,0,3,1","   4.4",",,,0,3,2","   5.5","1,,,0,3,3","","","   7.7",",,,0,1,2","   8.5",",,,0,3,1","   7.6",",,,0,3,2","   7.5","1,,,0,3,3","","","85.7","1,,,0","0",",T,,0","4.47",",0","9.80",",,,0","-0.86",",,,0","",""
"USC00129430","1989-12","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","432.1","0","0.0",",0","8",",0","3",",0","0",",0","17",",0","4",",0","12",",0","31",",0","18",",0","0",",0","0",",0","","","19891222",",,0","19891221","+,,0","19891214",",,0","","","19891231",",,0","19891206",",,0","-30.0",",0,22,","102",",,0,21,+","51",",,0,14,","8.6",",,0,31,","11.1",",0,06,","","","1534.6","0","   2.2","1,,,0,1,2","   1.1",",,,0,3,1","   1.1","1,,,0,3,2","   2.2","1,,,0,3,3","833.1",",0","   3.3","1,,,0,1,2","   5.6",",,,0,3,1","   3.9","1,,,0,3,2","   3.3","1,,,0,3,3","  -2.2","1,,,0,1,2","  -6.7",",,,0,3,1","  -5.6","1,,,0,3,2","  -3.3","1,,,0,3,3","  -2.2","1,,,0,1,2","  -5.6",",,,0,3,1","  -5.0","1,,,0,3,2","  -2.8","1,,,0,3,3","  -0.2","1,,,0,1,2","  -1.8",",,,0,3,1","  -1.4","1,,,0,3,2","  -0.3","1,,,0,3,3","","","   0.2","1,,,0,1,2","  -0.7",",,,0,3,1","  -0.7","1,,,0,3,2","   0.2","1,,,0,3,3","","","19.7",",,,0","126",",,,0","-8.54",",0","-3.55",",,,0","-13.53",",,,0","",""
"USC00129430","1990-01","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","24",",0","4",",0","0",",0","0",",0","","","19900114",",,0","19900126",",,0","19900126","+,,0","","","19900125",",,0","19900117",",,0","-9.4",",0,14,","0",",T,0,26,","0",",T,0,26,+","8.9",",,0,25,","16.7",",0,17,","","","2039.3","0","   6.1",",,,0,1,2","   5.0",",,,0,3,2","   4.4",",,,0,3,3","","","504.7",",0","   8.3",",,,0,1,2","   8.3",",,,0,3,2","   6.7",",,,0,3,3","","","  -1.1",",,,0,1,2","  -2.2",",,,0,3,2","  -1.7",",,,0,3,3","","","  -0.6",",,,0,1,2","  -1.1",",,,0,3,2","  -1.1",",,,0,3,3","","","   1.1",",,,0,1,2","   0.4",",,,0,3,2","   0.5",",,,0,3,3","","","","","   2.1",",,,0,1,2","   1.8",",,,0,3,2","   1.3",",,,0,3,3","","","","","31.3",",,,0","0",",T,,0","2.05",",0","6.33",",,,0","-2.22",",,,0","",""
"USC00129430","1990-02","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","0.0","0","0.0","1,0","11",",0","7",",0","3",",0","2",",0","1",",0","0","1,0","23","1,0","3",",0","0",",0","0",",0","","","19900225",",1,0","19900225","+,,0","19900224",",,0","","","19900215",",,0","19900214",",,0","-13.9","1,0,25,","25",",,0,25,+","25",",,0,24,","46.7",",,0,15,","15.6",",0,14,","","","2504.1","0","   4.4",",,,0,1,2","   4.4",",,,0,3,1","   3.9",",,,0,3,2","   4.4","1,,,0,3,3","464.8",",0","   8.3",",,,0,1,2","  10.6",",,,0,3,1","   8.3",",,,0,3,2","   6.1","1,,,0,3,3","   1.1",",,,0,1,2","  -1.7",",,,0,3,1","   0.0",",,,0,3,2","   1.1","1,,,0,3,3","   1.1",",,,0,1,2","  -1.1",",,,0,3,1","   0.0",",,,0,3,2","   1.1","1,,,0,3,3","   2.4",",,,0,1,2","   1.1",",,,0,3,1","   1.7",",,,0,3,2","   2.1","1,,,0,3,3","","","   3.9",",,,0,1,2","   4.6",",,,0,3,1","   3.7",",,,0,3,2","   3.0","1,,,0,3,3","","","152.6",",,,0","25",",,,0","1.03","1,0","5.59",",,,0","-3.53","1,,,0","",""
"USC00129430","1990-03","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","8.3","0","8.3",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","18",",0","2",",0","4",",0","0",",0","","","19900320",",,0","19900320",",,0","19900320",",,0","","","19900311",",,0","19900313","+,,0","-7.2",",0,20,","0",",T,0,20,","0",",T,0,20,","97.8",",,0,11,","24.4",",0,13,+","","","2888.9","0","  14.4",",,,0,1,2","  13.9",",,,0,3,1","  13.9",",,,0,3,2","  12.8",",,,0,3,3","384.8",",0","  16.7",",,,0,1,2","  18.9",",,,0,3,1","  16.1",",,,0,3,2","  13.9",",,,0,3,3","   0.6",",,,0,1,2","  -0.6",",,,0,3,1","   0.6",",,,0,3,2","   0.0",",,,0,3,3","   1.1",",,,0,1,2","   2.2",",,,0,3,1","   2.2",",,,0,3,2","   1.1",",,,0,3,3","   5.4",",,,0,1,2","   4.2",",,,0,3,1","   4.9",",,,0,3,2","   5.0",",,,0,3,3","","","   8.2",",,,0,1,2","  10.4",",,,0,3,1","   8.6",",,,0,3,2","   7.0",",,,0,3,3","","","131.1",",,,0","0",",T,,0","6.19",",0","10.80",",,,0","1.57",",,,0","",""
"USC00129430","1990-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","27.7","0","19.4",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","8",",0","0",",0","","","19900408","+,,0","19900430","+,,0","19900412",",,0","","","19900421",",,0","19900426","+,,0","-5.6",",0,08,+","0",",,0,30,+","0",",T,0,12,","14.0",",,0,21,","29.4",",0,26,+","","","3161.7","0","  16.1",",,,0,1,2","  18.3",",,,0,3,1","  17.2",",,,0,3,2","  16.7",",,,0,3,3","272.8",",0","  20.6",",,,0,1,2","  27.8",",,,0,3,1","  25.6",",,,0,3,2","  21.1",",,,0,3,3","   1.1",",,,0,1,2","   1.1",",,,0,3,1","   2.2",",,,0,3,2","   2.2",",,,0,3,3","   6.7",",,,0,1,2","   6.1",",,,0,3,1","   6.1",",,,0,3,2","   5.0",",,,0,3,3","   7.7",",,,0,1,2","   6.8",",,,0,3,1","   7.3",",,,0,3,2","   7.3",",,,0,3,3","","","  11.4",",,,0,1,2","  14.5",",,,0,3,1","  12.7",",,,0,3,2","  10.4",",,,0,3,3","","","61.3",",,,0","0",",T,,0","9.89",",0","15.24",",,,0","4.53",",,,0","5672","2,,,0"
"USC00129430","1990-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","32.5","0","4.8","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","13",",0","0",",0","","","19900502",",1,0","19900531","+,,0","19900531","+,,0","","","19900516",",,0","19900510","+,,0","2.8","1,0,02,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,16,","25.6",",0,10,+","149.4",",,,0","3277.3","0","  16.7",",,,0,1,2","  16.7",",,,0,3,1","  16.7",",,,0,3,2","  16.1","1,,,0,3,3","115.6",",0","  20.6",",,,0,1,2","  27.2",",,,0,3,1","  23.3",",,,0,3,2","  20.0","1,,,0,3,3","  10.6",",,,0,1,2","   7.8",",,,0,3,1","   8.9",",,,0,3,2","  10.0","1,,,0,3,3","  13.9",",,,0,1,2","  12.8",",,,0,3,1","  13.3",",,,0,3,2","  12.8","1,,,0,3,3","  13.8",",,,0,1,2","  12.9",",,,0,3,1","  13.0",",,,0,3,2","  13.0","1,,,0,3,3","","","  17.4",",,,0,1,2","  20.5",",,,0,3,1","  18.4",",,,0,3,2","  16.3","1,,,0,3,3","","","118.3",",,,0","0",",,,0","14.70","1,0","19.82",",,,0","9.57","1,,,0","5708",",,,0"
"USC00129430","1990-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","137.7","0","105.2",",0","16",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","19900605",",,0","19900630","+,,0","19900630","+,,0","","","19900609",",,0","19900618",",,0","5.0",",0,05,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,09,","33.3",",0,18,","208.7","1,,,0","3290.9","0","","","","","","","","","13.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.52",",,,0","","","","","","","","","29.63",",,,0","119.9",",,,0","0",",,,0","21.39",",0","26.93",",,,0","15.85",",,,0","5250",",,,0"
"USC00129430","1990-07","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","263.6","0","125.9",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","19900731","+,,0","19900731","+,,0","19900731","+,,0","","","19900730",",,0","19900710","+,,0","12.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","40.9",",,0,30,","34.4",",0,10,+","186.0","1,,,0","5.9","0","  25.0",",,,0,1,2","  26.7",",,,0,3,1","  25.0",",,,0,3,2","  24.4",",,,0,3,3","5.9",",0","  30.0",",,,0,1,2","  36.1",",,,0,3,1","  32.2",",,,0,3,2","  30.0",",,,0,3,3","  18.9",",,,0,1,2","  16.1",",,,0,3,1","  17.2",",,,0,3,2","  16.7",",,,0,3,3","  20.0",",,,0,1,2","  17.2",",,,0,3,1","  17.8",",,,0,3,2","  18.3",",,,0,3,3","  21.7",",,,0,1,2","  20.9",",,,0,3,1","  21.1",",,,0,3,2","  21.1",",,,0,3,3","18.90",",,,0","  26.1",",,,0,1,2","  30.2",",,,0,3,1","  27.5",",,,0,3,2","  24.7",",,,0,3,3","30.77",",,,0","158.3",",,,0","0",",,,0","22.20",",0","27.40",",,,0","17.01",",,,0","3736",",,,0"
"USC00129430","1990-08","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","350.5","0","86.9",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","19900814","+,,0","19900831","+,,0","19900831","+,,0","","","19900813",",,0","19900820",",,0","8.3",",0,14,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,13,","32.8",",0,20,","150.2",",,,0","17.9","0","  24.4",",,,0,1,2","  23.9",",,,0,3,1","  24.4",",,,0,3,2","  24.4","1,,,0,3,3","12.0",",0","  29.4",",,,0,1,2","  36.1",",,,0,3,1","  32.2",",,,0,3,2","  28.3","1,,,0,3,3","  18.9",",,,0,1,2","  15.6",",,,0,3,1","  16.7",",,,0,3,2","  18.3","1,,,0,3,3","  22.8",",,,0,1,2","  23.9",",,,0,3,1","  22.2",",,,0,3,2","  21.7","1,,,0,3,3","  21.5",",,,0,1,2","  20.2",",,,0,3,1","  20.7",",,,0,3,2","  20.9","1,,,0,3,3","18.06",",,,0","  25.9",",,,0,1,2","  30.3",",,,0,3,1","  27.6",",,,0,3,2","  24.6","1,,,0,3,3","30.06",",,,0","101.1",",,,0","0",",,,0","20.75",",0","26.53",",,,0","14.97",",,,0","2477",",,,0"
"USC00129430","1990-09","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","417.5","0","67.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","","","19900924",",,0","19900930","+,,0","19900930","+,,0","","","19900908",",,0","19900907",",,0","2.2",",0,24,","0",",,0,30,+","0",",,0,30,+","11.9",",,0,08,","33.9",",0,07,","111.1",",,,0","79.1","0","  25.0",",,,0,1,2","  25.0",",,,0,3,1","  24.4",",,,0,3,2","  25.0",",,,0,3,3","61.2",",0","  28.9",",,,0,1,2","  35.6",",,,0,3,1","  32.2",",,,0,3,2","  28.9",",,,0,3,3","  12.2",",,,0,1,2","   7.8",",,,0,3,1","   9.4",",,,0,3,2","  11.1",",,,0,3,3","  15.6",",,,0,1,2","  15.6",",,,0,3,1","  14.4",",,,0,3,2","  13.9",",,,0,3,3","  19.0",",,,0,1,2","  17.1",",,,0,3,1","  17.6",",,,0,3,2","  18.6",",,,0,3,3","14.44","1,,,0","  22.5",",,,0,1,2","  26.1",",,,0,3,1","  23.9",",,,0,3,2","  21.7",",,,0,3,3","26.13","1,,,0","36.2",",,,0","0",",,,0","18.53",",0","24.48",",,,0","12.57",",,,0","2977",",,,0"
"USC00129430","1990-10","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","423.4","0","5.9",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10",",0","0",",0","","","19901029","+,,0","19901031","+,,0","19901031","+,,0","","","19901010",",,0","19901006",",,0","-3.3",",0,29,+","0",",,0,31,+","0",",,0,31,+","45.2",",,0,10,","28.9",",0,06,","99.1","1,,,0","321.1","0","  16.7","1,,,0,1,2","  15.6",",,,0,3,1","  16.7","1,,,0,3,2","  16.7","1,,,0,3,3","242.0",",0","  18.9","1,,,0,1,2","  25.0",",,,0,3,1","  22.2","1,,,0,3,2","  19.4","1,,,0,3,3","   6.7","1,,,0,1,2","   4.4",",,,0,3,1","   3.9","1,,,0,3,2","   7.2","1,,,0,3,3","  10.0","1,,,0,1,2","   9.4",",,,0,3,1","  10.6","1,,,0,3,2","  10.0","1,,,0,3,3","  11.0","1,,,0,1,2","   8.6",",,,0,3,1","   9.4","1,,,0,3,2","  10.7","1,,,0,3,3","5.35",",,,0","  14.3","1,,,0,1,2","  17.2",",,,0,3,1","  15.7","1,,,0,3,2","  13.5","1,,,0,3,3","17.38",",,,0","139.8",",,,0","0",",,,0","10.72",",0","17.42",",,,0","4.01",",,,0","4607",",,,0"
