"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097028","1997-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","238.1","5,S","0","2,S","0","2,S","0","3,S","28","3,S","5","3,S","19970502",",2,S","19970530",",3,S","22.0","2,S,02,","32.8","3,S,30,","0.0","3,S","27.40","5,S","31.40","3,,,S","23.40","2,,,S"
"IDM00097028","1997-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","252.7","2,S","0",",S","0",",S","0","2,S","28","2,S","7","2,S","19970611",",,S","19970624",",2,S","21.0",",S,11,","33.5","2,S,24,","0.0","2,S","27.35","2,S","31.91","2,,,S","22.79",",,,S"
"IDM00097028","1997-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","19970731",",4,S","19970731","+,3,S","21.2","4,S,31,","32.0","3,S,31,+","","","27.03","7,S","31.12","3,,,S","22.94","4,,,S"
"IDM00097028","1997-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","236.6","5,S","0",",S","0",",S","0","5,S","26","5,S","15","5,S","19970817",",,S","19970829",",5,S","19.2",",S,17,","33.4","5,S,29,","0.0","5,S","27.34","5,S","32.20","5,,,S","22.48",",,,S"
"IDM00097028","1997-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","4,S","26","4,S","18","4,S","19970909",",4,S","19970911",",4,S","20.4","4,S,09,","33.8","4,S,11,","","","27.36","8,S","32.45","4,,,S","22.28","4,,,S"
"IDM00097028","1997-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","260.3","3,S","0","1,S","0","1,S","0","2,S","29","2,S","18","2,S","19971012",",1,S","19971023","+,2,S","22.0","1,S,12,","33.2","2,S,23,+","0.0","2,S","27.63","3,S","32.31","2,,,S","22.95","1,,,S"
"IDM00097028","1997-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","4","3,S","","","19971107",",3,S","","","33.6","3,S,07,","","","","","31.49","3,,,S","",""
"IDM00097028","1997-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","","","","","","","19971225",",3,S","","","22.1","3,S,25,","","","","","","","","","23.55","3,,,S"
"IDM00097028","1998-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","24","4,S","16","4,S","","","19980227",",4,S","","","34.2","4,S,27,","","","","","32.44","4,,,S","",""
"IDM00097028","1998-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","19980322",",4,S","","","19.7","4,S,22,","","","","","","","","","22.23","4,,,S"
"IDM00097028","1998-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","","","","","","","19980405",",3,S","","","22.0","3,S,05,","","","","","","","","","23.63","3,,,S"
"IDM00097028","1998-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","19980503",",5,S","","","23.0","5,S,03,","","","","","","","","","24.51","5,,,S"
"IDM00097028","1998-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","0","4,S","27","4,S","0","4,S","19980717",",2,S","19980705",",4,S","22.6","2,S,17,","31.7","4,S,05,","","","27.16","6,S","30.81","4,,,S","23.51","2,,,S"
"IDM00097028","1998-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","19980831",",3,S","","","32.2","3,S,31,","","","","","31.16","3,,,S","",""
"IDM00097028","1998-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","28","2,S","3","2,S","","","19981119",",2,S","","","32.6","2,S,19,","","","","","30.49","2,,,S","",""
"IDM00097028","1998-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","1,S","30","1,S","3","1,S","19981217",",5,S","19981212",",1,S","22.5","5,S,17,","33.0","1,S,12,","","","27.04","6,S","30.66","1,,,S","23.42","5,,,S"
"IDM00097028","1999-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","19990309",",5,S","","","21.2","5,S,09,","","","","","","","","","23.26","5,,,S"
"IDM00097028","1999-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","19990418",",5,S","","","22.4","5,S,18,","","","","","","","","","23.46","5,,,S"
"IDM00097028","1999-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","","","","","","","19990612",",2,S","","","22.2","2,S,12,","","","","","","","","","23.12","2,,,S"
"IDM00097028","1999-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","2","3,S","","","19990724",",3,S","","","32.8","3,S,24,","","","","","30.68","3,,,S","",""
"IDM00097028","1999-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","19990803",",5,S","","","32.2","5,S,03,","","","","","30.79","5,,,S","",""
"IDM00097028","2000-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","20000830",",3,S","","","32.2","3,S,30,","","","","","30.85","3,,,S","",""
"IDM00097028","2001-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","15","5,S","","","20011014",",5,S","","","33.6","5,S,14,","","","","","32.33","5,,,S","",""
"IDM00097028","2004-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","20041206",",4,S","","","22.2","4,S,06,","","","","","","","","","23.19","4,,,S"
"IDM00097028","2005-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","20050113",",5,S","","","20.2","5,S,13,","","","","","","","","","22.89","5,,,S"
"IDM00097028","2005-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","4,S","24","4,S","8","4,S","20050202",",4,S","20050221",",4,S","20.2","4,S,02,","33.6","4,S,21,","","","27.14","8,S","31.53","4,,,S","22.75","4,,,S"
"IDM00097028","2005-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","11","4,S","","","20050303","+,4,S","","","33.6","4,S,03,+","","","","","31.80","4,,,S","",""
"IDM00097028","2005-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","9","3,S","","","20050427","+,3,S","","","33.0","3,S,27,+","","","","","31.37","3,,,S","",""
"IDM00097028","2005-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","1,S","30","1,S","10","1,S","20050527","+,5,S","20050522",",1,S","22.2","5,S,27,+","33.0","1,S,22,","","","27.42","6,S","31.78","1,,,S","23.05","5,,,S"
"IDM00097028","2005-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","0","5,S","25","5,S","10","5,S","20050625",",3,S","20050606",",5,S","21.8","3,S,25,","33.6","5,S,06,","","","27.20","7,S","31.62","5,,,S","22.79","3,,,S"
"IDM00097028","2005-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20050728",",5,S","","","32.1","5,S,28,","","","","","31.43","5,,,S","",""
"IDM00097028","2005-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","235.7","4,S","0","3,S","0","3,S","0","1,S","30","1,S","13","1,S","20050825",",3,S","20050811",",1,S","20.4","3,S,25,","32.8","1,S,11,","0.0","1,S","27.03","4,S","31.75","1,,,S","22.32","3,,,S"
"IDM00097028","2005-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","260.3","1,S","0",",S","0",",S","0","1,S","29","1,S","20","1,S","20050929",",,S","20050916",",1,S","20.2",",S,29,","33.7","1,S,16,","0.0","1,S","27.28","1,S","32.38","1,,,S","22.17",",,,S"
"IDM00097028","2005-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","9","1,S","","","20051010",",1,S","","","34.2","1,S,10,","","","","","31.69","1,,,S","",""
"IDM00097028","2005-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","2","3,S","","","20051105","+,3,S","","","32.6","3,S,05,+","","","","","31.19","3,,,S","",""
"IDM00097028","2005-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","20051219",",5,S","","","33.5","5,S,19,","","","","","30.58","5,,,S","",""
"IDM00097028","2006-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","20060111",",5,S","","","21.3","5,S,11,","","","","","","","","","22.67","5,,,S"
"IDM00097028","2006-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","24","4,S","6","4,S","","","20060222",",4,S","","","33.0","4,S,22,","","","","","31.34","4,,,S","",""
"IDM00097028","2006-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","20060307",",2,S","","","32.2","2,S,07,","","","","","31.14","2,,,S","",""
"IDM00097028","2006-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","2,S","28","2,S","3","2,S","20060424","+,5,S","20060410",",2,S","21.4","5,S,24,+","32.8","2,S,10,","","","26.97","7,S","31.28","2,,,S","22.66","5,,,S"
"IDM00097028","2006-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","245.8","3,S","0","3,S","0","3,S","0",",S","31",",S","10",",S","20060531",",3,S","20060520",",,S","21.0","3,S,31,","33.2",",S,20,","0.0",",S","27.11","3,S","31.67",",,,S","22.55","3,,,S"
"IDM00097028","2006-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","0","5,S","20060605",",4,S","20060625","+,5,S","20.9","4,S,05,","31.8","5,S,25,+","","","26.79","8,S","31.28","5,,,S","22.30","4,,,S"
"IDM00097028","2006-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","20060731",",5,S","","","21.8","5,S,31,","","","","","","","","","23.01","5,,,S"
"IDM00097028","2006-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","20060803",",4,S","","","21.3","4,S,03,","","","","","","","","","22.94","4,,,S"
"IDM00097028","2006-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","4,S","26","4,S","3","4,S","20060916",",4,S","20060912","+,4,S","22.3","4,S,16,","32.6","4,S,12,+","","","27.43","8,S","31.59","4,,,S","23.28","4,,,S"
"IDM00097028","2006-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","9","1,S","","","20061005",",1,S","","","32.8","1,S,05,","","","","","31.71","1,,,S","",""
"IDM00097028","2006-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","26","4,S","12","4,S","","","20061118",",4,S","","","33.6","4,S,18,","","","","","32.05","4,,,S","",""
"IDM00097028","2006-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","7","5,S","","","20061219","+,5,S","","","33.0","5,S,19,+","","","","","31.62","5,,,S","",""
"IDM00097028","2007-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","6","4,S","","","20070119",",4,S","","","33.0","4,S,19,","","","","","30.76","4,,,S","",""
"IDM00097028","2007-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","27","1,S","2","1,S","","","20070212",",1,S","","","32.7","1,S,12,","","","","","30.45","1,,,S","",""
"IDM00097028","2007-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","3","1,S","","","20070313",",1,S","","","32.6","1,S,13,","","","","","31.25","1,,,S","",""
"IDM00097028","2007-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","26","4,S","8","4,S","","","20070424",",4,S","","","34.0","4,S,24,","","","","","31.88","4,,,S","",""
"IDM00097028","2007-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","4","3,S","","","20070525",",3,S","","","32.4","3,S,25,","","","","","31.58","3,,,S","",""
"IDM00097028","2007-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20070620",",2,S","","","32.1","2,S,20,","","","","","31.07","2,,,S","",""
"IDM00097028","2007-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","7","1,S","","","20070714","+,1,S","","","32.8","1,S,14,+","","","","","31.42","1,,,S","",""
"IDM00097028","2007-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20070815",",4,S","","","31.6","4,S,15,","","","","","30.81","4,,,S","",""
"IDM00097028","2007-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","1","3,S","","","20070930",",3,S","","","32.2","3,S,30,","","","","","31.17","3,,,S","",""
"IDM00097028","2007-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","3","1,S","","","20071025",",1,S","","","32.8","1,S,25,","","","","","31.54","1,,,S","",""
"IDM00097028","2007-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","3","3,S","","","20071230","+,3,S","","","32.4","3,S,30,+","","","","","30.51","3,,,S","",""
"IDM00097028","2008-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20080128","+,3,S","","","31.8","3,S,28,+","","","","","30.76","3,,,S","",""
"IDM00097028","2008-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","25","4,S","1","4,S","","","20080222",",4,S","","","32.8","4,S,22,","","","","","30.62","4,,,S","",""
"IDM00097028","2008-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","1","4,S","","","20080331",",4,S","","","32.6","4,S,31,","","","","","30.62","4,,,S","",""
"IDM00097028","2008-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","28","2,S","3","2,S","","","20080405",",2,S","","","34.4","2,S,05,","","","","","31.45","2,,,S","",""
"IDM00097028","2008-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","243.3","4,S","0","2,S","0","2,S","0","2,S","29","2,S","8","2,S","20080527","+,2,S","20080506",",2,S","22.0","2,S,27,+","32.8","2,S,06,","0.0","2,S","27.31","4,S","31.67","2,,,S","22.95","2,,,S"
"IDM00097028","2008-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","26","4,S","10","4,S","","","20080619",",4,S","","","32.3","4,S,19,","","","","","31.14","4,,,S","",""
"IDM00097028","2008-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20080709","+,4,S","","","31.4","4,S,09,+","","","","","30.64","4,,,S","",""
"IDM00097028","2008-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20080818",",4,S","","","31.5","4,S,18,","","","","","30.53","4,,,S","",""
"IDM00097028","2008-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","2,S","28","2,S","6","2,S","20080910",",5,S","20080924",",2,S","21.6","5,S,10,","33.3","2,S,24,","","","26.98","7,S","31.00","2,,,S","22.96","5,,,S"
"IDM00097028","2009-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","","","","","","","20090329","+,3,S","","","22.0","3,S,29,+","","","","","","","","","22.88","3,,,S"
"IDM00097028","2009-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","20090425","+,4,S","","","22.4","4,S,25,+","","","","","","","","","23.18","4,,,S"
"IDM00097028","2009-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","13","5,S","","","20090731","+,5,S","","","33.0","5,S,31,+","","","","","31.98","5,,,S","",""
"IDM00097028","2009-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","18","4,S","","","20090802",",4,S","","","34.0","4,S,02,","","","","","32.35","4,,,S","",""
"IDM00097028","2009-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","11","5,S","20091128","+,4,S","20091102",",5,S","21.8","4,S,28,+","33.8","5,S,02,","","","27.29","8,S","31.95","5,,,S","22.63","4,,,S"
"IDM00097028","2010-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","20100407","+,5,S","","","22.0","5,S,07,+","","","","","","","","","22.98","5,,,S"
"IDM00097028","2010-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","","","","","","","20100528","+,2,S","","","22.2","2,S,28,+","","","","","","","","","23.05","2,,,S"
"IDM00097028","2010-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","1,S","0","1,S","","","","","","","20100622",",1,S","","","21.4","1,S,22,","","","","","","","","","22.28","1,,,S"
"IDM00097028","2010-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","","","","","","","20100911","+,2,S","","","21.0","2,S,11,+","","","","","","","","","21.92","2,,,S"
"IDM00097028","2010-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","230.6","4,S","0","2,S","0","2,S","0","3,S","28","3,S","14","3,S","20101018",",2,S","20101011",",3,S","20.8","2,S,18,","33.0","3,S,11,","0.0","3,S","26.87","4,S","31.69","3,,,S","22.05","2,,,S"
"IDM00097028","2010-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","214.5","5,S","0","2,S","0","2,S","0","3,S","27","3,S","11","3,S","20101128","+,2,S","20101125","+,3,S","21.0","2,S,28,+","33.2","3,S,25,+","0.0","3,S","26.96","5,S","31.87","3,,,S","22.04","2,,,S"
"IDM00097028","2010-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","5,S","26","5,S","2","5,S","20101214",",4,S","20101215","+,5,S","21.2","4,S,14,","33.2","5,S,15,+","","","26.73","8,S","31.06","5,,,S","22.40","4,,,S"
"IDM00097028","2011-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","2,S","29","2,S","2","2,S","20110106","+,4,S","20110117",",2,S","21.8","4,S,06,+","32.5","2,S,17,","","","26.83","6,S","30.94","2,,,S","22.71","4,,,S"
"IDM00097028","2011-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","4,S","24","4,S","1","4,S","20110202","+,5,S","20110215",",4,S","21.6","5,S,02,+","32.2","4,S,15,","","","26.45","9,S","30.40","4,,,S","22.50","5,,,S"
"IDM00097028","2011-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","4,S","27","4,S","1","4,S","20110326",",5,S","20110302",",4,S","21.6","5,S,26,","32.8","4,S,02,","","","26.71","9,S","30.57","4,,,S","22.86","5,,,S"
"IDM00097028","2011-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","4,S","26","4,S","2","4,S","20110408",",5,S","20110426",",4,S","22.2","5,S,08,","33.8","4,S,26,","","","27.24","7,S","31.34","4,,,S","23.13","5,,,S"
"IDM00097028","2011-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0",",S","31",",S","8",",S","","","20110509","+,,S","","","33.0",",S,09,+","","","","","31.57",",,,S","",""
"IDM00097028","2011-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","29","1,S","1","1,S","","","20110614",",1,S","","","32.2","1,S,14,","","","","","31.51","1,,,S","",""
"IDM00097028","2011-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","4","4,S","","","20110728",",4,S","","","33.0","4,S,28,","","","","","31.53","4,,,S","",""
"IDM00097028","2011-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","10","1,S","","","20110826",",1,S","","","33.0","1,S,26,","","","","","31.52","1,,,S","",""
"IDM00097028","2011-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","28","2,S","5","2,S","","","20110921",",2,S","","","32.6","2,S,21,","","","","","31.27","2,,,S","",""
"IDM00097028","2011-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","2","3,S","","","20111018",",3,S","","","32.6","3,S,18,","","","","","31.21","3,,,S","",""
"IDM00097028","2011-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","4","4,S","","","20111206","+,4,S","","","33.0","4,S,06,+","","","","","30.82","4,,,S","",""
"IDM00097028","2012-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","20120109",",3,S","","","32.2","3,S,09,","","","","","30.74","3,,,S","",""
