"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PAM00086221","2009-05","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20090516",",5,S","7.0","5,S,16,","16.40","5,,,S"
"PAM00086221","2009-06","-25.633","-57.133","116.0","PARAGUARI, PA","0","4,S","0","4,S","20090603",",4,S","3.6","4,S,03,","10.38","4,,,S"
"PAM00086221","2009-08","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20090803",",5,S","5.6","5,S,03,","13.05","5,,,S"
"PAM00086221","2009-12","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20091213",",5,S","15.2","5,S,13,","21.45","5,,,S"
"PAM00086221","2010-02","-25.633","-57.133","116.0","PARAGUARI, PA","0","4,S","0","4,S","20100226",",4,S","17.4","4,S,26,","25.05","4,,,S"
"PAM00086221","2010-03","-25.633","-57.133","116.0","PARAGUARI, PA","0","3,S","0","3,S","20100309",",3,S","18.6","3,S,09,","21.63","3,,,S"
"PAM00086221","2010-04","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20100430",",2,S","12.0","2,S,30,","17.87","2,,,S"
"PAM00086221","2010-05","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20100509",",2,S","7.8","2,S,09,","12.59","2,,,S"
"PAM00086221","2010-06","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20100606",",2,S","5.4","2,S,06,","13.56","2,,,S"
"PAM00086221","2010-07","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20100714",",5,S","1.4","5,S,14,","10.51","5,,,S"
"PAM00086221","2010-08","-25.633","-57.133","116.0","PARAGUARI, PA","0",",S","0",",S","20100805",",,S","1.0",",S,05,","12.62",",,,S"
"PAM00086221","2010-09","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20100905",",5,S","8.0","5,S,05,","15.25","5,,,S"
"PAM00086221","2010-10","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20101003",",2,S","9.4","2,S,03,","15.27","2,,,S"
"PAM00086221","2010-11","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20101111",",5,S","10.6","5,S,11,","15.74","5,,,S"
"PAM00086221","2010-12","-25.633","-57.133","116.0","PARAGUARI, PA","0","5,S","0","5,S","20101214",",5,S","10.0","5,S,14,","21.64","5,,,S"
"PAM00086221","2011-01","-25.633","-57.133","116.0","PARAGUARI, PA","0","4,S","0","4,S","20110102",",4,S","18.4","4,S,02,","22.75","4,,,S"
"PAM00086221","2011-02","-25.633","-57.133","116.0","PARAGUARI, PA","0","4,S","0","4,S","20110215",",4,S","20.0","4,S,15,","22.33","4,,,S"
"PAM00086221","2011-03","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20110315","+,2,S","15.0","2,S,15,+","20.69","2,,,S"
"PAM00086221","2011-04","-25.633","-57.133","116.0","PARAGUARI, PA","0","1,S","0","1,S","20110410",",1,S","13.0","1,S,10,","17.72","1,,,S"
"PAM00086221","2011-05","-25.633","-57.133","116.0","PARAGUARI, PA","0","1,S","0","1,S","20110528",",1,S","7.4","1,S,28,","14.59","1,,,S"
"PAM00086221","2011-08","-25.633","-57.133","116.0","PARAGUARI, PA","0","3,S","0","3,S","20110821",",3,S","2.0","3,S,21,","12.76","3,,,S"
"PAM00086221","2011-10","-25.633","-57.133","116.0","PARAGUARI, PA","0","1,S","0","1,S","20111031",",1,S","12.0","1,S,31,","17.96","1,,,S"
"PAM00086221","2011-11","-25.633","-57.133","116.0","PARAGUARI, PA","0","3,S","0","3,S","20111101",",3,S","14.0","3,S,01,","19.70","3,,,S"
"PAM00086221","2011-12","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20111202",",2,S","12.8","2,S,02,","20.07","2,,,S"
"PAM00086221","2012-01","-25.633","-57.133","116.0","PARAGUARI, PA","0","1,S","0","1,S","20120106",",1,S","18.0","1,S,06,","21.90","1,,,S"
"PAM00086221","2012-02","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20120212",",2,S","15.8","2,S,12,","23.19","2,,,S"
"PAM00086221","2012-03","-25.633","-57.133","116.0","PARAGUARI, PA","0","2,S","0","2,S","20120328",",2,S","8.8","2,S,28,","19.33","2,,,S"
"PAM00086221","2012-04","-25.633","-57.133","116.0","PARAGUARI, PA","0","3,S","0","3,S","20120430",",3,S","9.0","3,S,30,","17.20","3,,,S"
"PAM00086221","2012-05","-25.633","-57.133","116.0","PARAGUARI, PA","0","1,S","0","1,S","20120501",",1,S","6.4","1,S,01,","15.41","1,,,S"
