"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00319675","1961-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","40.0","0","22.2",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19610503",",,0","19610531","+,,0","19610531","+,,0","3","","19610511",",,0","19610508",",,0","1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,11,","29.4",",0,08,","2180.2","0","","","55.8",",0","","","","","","","","","","","77.4",",,,0","0",",,,0","17.25",",0","24.46",",,,0","10.04",",,,0"
"USC00319675","1961-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","150.6","0","110.6",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","6","","19610618",",,0","19610630","+,,0","19610630","+,,0","8","","19610621",",,0","19610613","+,,0","8.3",",0,18,","0",",,0,30,+","0",",,0,30,+","61.5",",,0,21,","33.3",",0,13,+","2187.1","0","","","6.9",",0","","","","","","","","","","","135.7",",,,0","0",",,,0","21.79",",0","28.83",",,,0","14.74",",,,0"
"USC00319675","1961-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","320.2","0","169.6","1,0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","13","1,0","9","","19610711","+,,0","19610731","+,,0","19610731","+,,0","12","","19610722",",,0","19610730","+,1,0","9.4",",0,11,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,22,","33.9","1,0,30,+","0.3","0","","","0.3","1,0","","","","","","","","","","","85.1",",,,0","0",",,,0","24.01","1,0","30.93","1,,,0","17.10",",,,0"
"USC00319675","1961-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","492.1","0","171.9",",0","11",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","11","","19610815",",,0","19610831","+,,0","19610831","+,,0","6","","19610805",",,0","19610829",",,0","11.7",",0,15,","0",",,0,31,+","0",",,0,31,+","62.0",",,0,05,","33.9",",0,29,","0.3","0","","","0.0",",0","","","","","","","","","","","125.6",",,,0","0",",,,0","23.88",",0","29.86",",,,0","17.90",",,,0"
"USC00319675","1961-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","634.3","0","142.2",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","8","","19610916",",,0","19610930","+,,0","19610930","+,,0","3","","19610904",",,0","19610925",",,0","5.6",",0,16,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,04,","36.1",",0,25,","13.9","0","","","13.6",",0","","","","","","","","","","","10.6",",,,0","0",",,,0","22.62",",0","29.85",",,,0","15.38",",,,0"
"USC00319675","1961-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","644.0","0","9.7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","0",",0","2","","19611027",",,0","19611031","+,,0","19611031","+,,0","","","19611020",",,0","19611031",",,0","-3.9",",0,27,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,20,","30.6",",0,31,","114.7","0","","","100.8",",0","","","","","","","","","","","23.5",",,,0","0",",,,0","15.40",",0","24.86",",,,0","5.93",",,,0"
"USC00319675","1961-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","661.0","0","17.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","0",",0","3","","19611122",",,0","19611130","+,,0","19611130","+,,0","","","19611123",",,0","19611101",",,0","-5.6",",0,22,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,23,","30.0",",0,01,","332.5","0","","","217.8",",0","","","","","","","","","","","64.2",",,,0","0",",,,0","11.64",",0","17.71",",,,0","5.57",",,,0"
"USC00319675","1961-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","661.0","0","0.0",",0","11",",0","8",",0","3",",0","","","","","0",",0","22",",0","0",",0","0",",0","0",",0","4","","19611230",",,0","","","","","","","19611212",",,0","19611203",",,0","-11.7",",0,30,","","","","","58.4",",,0,12,","17.8",",0,03,","767.8","0","","","435.3",",0","","","","","","","","","","","191.2",",,,0","","","4.29",",0","9.98",",,,0","-1.40",",,,0"
"USC00319675","1962-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","12",",0","8",",0","3",",0","8",",0","3",",0","0",",0","23",",0","1",",0","0",",0","0",",0","5","","19620111",",,0","19620128","+,,0","19620128",",,0","","","19620128",",,0","19620126",",,0","-15.0",",0,11,","127",",,0,28,+","203",",,0,28,","40.9",",,0,28,","20.0",",0,26,","1237.7","0","","","469.9",",0","","","","","","","","","","","148.3",",,,0","444",",,,0","3.17",",0","8.85",",,,0","-2.50",",,,0"
"USC00319675","1962-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.9","0","0.9",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","17",",0","0",",0","5",",0","0",",0","5","","19620207",",,0","19620203","+,,0","19620212",",,0","1","","19620223",",,0","19620228",",,0","-8.3",",0,07,","0",",T,0,03,+","0",",T,0,12,","27.4",",,0,23,","25.6",",0,28,","1559.6","0","","","321.9",",0","","","","","","","","","","","117.0",",,,0","0",",T,,0","6.87",",0","13.51",",,,0","0.22",",,,0"
"USC00319675","1962-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.9","0","0.0",",0","9",",0","7",",0","0",",0","1",",0","0","1,0","0",",0","14",",0","0",",0","8",",0","0",",0","2","","19620308","+,,0","19620309",",,0","19620331","+,1,0","3","","19620331",",,0","19620330",",,0","-5.0",",0,08,+","25",",,0,09,","0","1,,0,31,+","24.6",",,0,31,","25.0",",0,30,","1874.2","0","","","314.6",",0","","","","","","","","","","","96.7",",,,0","0","1,,,0","8.19",",0","14.66",",,,0","1.71",",,,0"
"USC00319675","1962-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","12.9","0","12.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","1",",0","3","","19620417","+,,0","19620430","+,,0","19620430","+,,0","4","","19620408",",,0","19620430",",,0","-2.8",",0,17,+","0",",,0,30,+","0",",,0,30,+","33.8",",,0,08,","32.2",",0,30,","2042.9","0","","","168.7",",0","","","","","","","","","","","89.9",",,,0","0",",,,0","13.11",",0","20.90",",,,0","5.31",",,,0"
"USC00319675","1962-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","130.8","0","117.9",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","1","","19620503",",,0","19620531","+,,0","19620531","+,,0","11","","19620528",",,0","19620519",",,0","4.4",",0,03,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,28,","36.1",",0,19,","2050.3","0","","","7.4",",0","","","","","","","","","","","71.6",",,,0","0",",,,0","21.90",",0","29.93",",,,0","13.87",",,,0"
"USC00319675","1962-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","253.6","0","122.8",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","5","","19620630","+,,0","19620630","+,,0","19620630","+,,0","7","","19620626",",,0","19620619","+,,0","12.2",",0,30,+","0",",,0,30,+","0",",,0,30,+","25.4",",,0,26,","32.8",",0,19,+","2050.3","0","","","0.0",",0","","","","","","","","","","","111.2",",,,0","0",",,,0","22.43",",0","28.32",",,,0","16.54",",,,0"
"USC00319675","1962-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","421.7","0","168.1","1,0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","11","1,0","12","","19620727",",,0","19620731","+,,0","19620731","+,,0","3","","19620713",",,0","19620715",",1,0","10.0",",0,27,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,13,","36.1","1,0,15,","0.0","0","","","0.0","1,0","","","","","","","","","","","75.3",",,,0","0",",,,0","23.98","1,0","30.57","1,,,0","17.39",",,,0"
"USC00319675","1962-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","603.8","0","182.1",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","4","","19620812",",,0","19620831","+,,0","19620831","+,,0","7","","19620809",",,0","19620821",",,0","12.2",",0,12,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,09,","35.6",",0,21,","0.0","0","","","0.0",",0","","","","","","","","","","","45.9",",,,0","0",",,,0","24.21",",0","31.26",",,,0","17.15",",,,0"
"USC00319675","1962-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","699.3","0","95.5",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","8",",0","2","","19620921",",,0","19620930","+,,0","19620930","+,,0","1","","19620916",",,0","19620914","+,,0","3.3",",0,21,","0",",,0,30,+","0",",,0,30,+","86.4",",,0,16,","35.6",",0,14,+","41.5","0","","","41.5",",0","","","","","","","","","","","135.1",",,,0","0",",,,0","20.14",",0","27.19",",,,0","13.08",",,,0"
"USC00319675","1962-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","731.6","0","32.3",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","0",",0","5","","19621027",",,0","19621031","+,,0","19621025",",,0","1","","19621014",",,0","19621008",",,0","-5.6",",0,27,","0",",,0,31,+","0",",T,0,25,","9.1",",,0,14,","31.7",",0,08,","142.1","0","","","100.6",",0","","","","","","","","","","","31.2",",,,0","0",",T,,0","16.13",",0","23.84",",,,0","8.42",",,,0"
"USC00319675","1962-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","731.6","0","0.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","2",",0","0",",0","1","","19621107",",,0","19621130","+,,0","19621130","+,,0","","","19621109",",,0","19621115",",,0","-4.4",",0,07,","0",",,0,30,+","0",",,0,30,+","71.4",",,0,09,","22.2",",0,15,","434.6","0","","","292.5",",0","","","","","","","","","","","143.5",",,,0","0",",,,0","8.58",",0","14.89",",,,0","2.28",",,,0"
"USC00319675","1962-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","731.6","0","0.0",",0","8",",0","5",",0","1",",0","1",",0","0",",0","1",",0","23",",0","2",",0","0",",0","0",",0","3","","19621213",",,0","19621225",",,0","19621225",",,0","","","19621204",",,0","19621201",",,0","-17.8",",0,13,","25",",,0,25,","13",",,0,25,","31.8",",,0,04,","20.6",",0,01,","918.6","0","","","484.0",",0","","","","","","","","","","","92.6",",,,0","13",",,,0","2.72",",0","9.08",",,,0","-3.64",",,,0"
"USC00319675","1963-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0","1,0","0",",0","23",",0","2",",0","1",",0","0",",0","4","","19630125","+,,0","19630131","+,,0","19630131","+,1,0","1","","19630112",",,0","19630112",",,0","-16.1",",0,25,+","0",",,0,31,+","0","1,,0,31,+","20.3",",,0,12,","21.7",",0,12,","1411.6","0","","","493.0",",0","","","","","","","","","","","70.7",",,,0","0","1,,,0","2.43",",0","8.98",",,,0","-4.12",",,,0"
"USC00319675","1963-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","8",",0","7",",0","0",",0","3",",0","3",",0","0",",0","22",",0","0",",0","0",",0","0",",0","1","","19630227",",,0","19630201",",,0","19630224","+,,0","","","19630212",",,0","19630206",",,0","-14.4",",0,27,","51",",,0,01,","38",",,0,24,+","17.0",",,0,12,","18.9",",0,06,","1870.7","0","","","459.1",",0","","","","","","","","","","","67.0",",,,0","134",",,,0","1.94",",0","9.19",",,,0","-5.31",",,,0"
"USC00319675","1963-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","11",",0","11",",0","2",",0","0",",0","0",",0","0",",0","10",",0","0",",0","13",",0","0",",0","5","","19630323",",,0","19630331","+,,0","19630331","+,,0","2","","19630312",",,0","19630318",",,0","-6.7",",0,23,","0",",,0,31,+","0",",,0,31,+","67.6",",,0,12,","28.3",",0,18,","2094.4","0","","","223.7",",0","","","","","","","","","","","166.1",",,,0","0",",,,0","11.12",",0","19.12",",,,0","3.11",",,,0"
"USC00319675","1963-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","26.4","0","26.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","","","19630416",",,0","19630430","+,,0","19630430","+,,0","3","","19630429",",,0","19630421",",,0","-1.7",",0,16,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,29,","31.7",",0,21,","2198.3","0","","","103.9",",0","","","","","","","","","","","74.1",",,,0","0",",,,0","15.75",",0","23.81",",,,0","7.69",",,,0"
"USC00319675","1963-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","81.2","0","54.8",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","4",",0","6","","19630502",",,0","19630531","+,,0","19630531","+,,0","4","","19630521",",,0","19630509",",,0","-1.7",",0,02,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,21,","33.3",",0,09,","2242.7","0","","","44.4",",0","","","","","","","","","","","102.2",",,,0","0",",,,0","18.67",",0","25.92",",,,0","11.42",",,,0"
"USC00319675","1963-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","206.4","0","125.2",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","5","","19630626","+,,0","19630630","+,,0","19630630","+,,0","9","","19630627",",,0","19630610",",,0","11.7",",0,26,+","0",",,0,30,+","0",",,0,30,+","30.5",",,0,27,","35.6",",0,10,","2242.7","0","","","0.0",",0","","","","","","","","","","","62.5",",,,0","0",",,,0","22.51",",0","29.19",",,,0","15.82",",,,0"
"USC00319675","1963-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","375.7","0","169.3",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","6","","19630711",",,0","19630731","+,,0","19630731","+,,0","10","","19630730",",,0","19630728",",,0","9.4",",0,11,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,30,","36.7",",0,28,","0.0","0","","","0.0",",0","","","","","","","","","","","65.1",",,,0","0",",,,0","23.80",",0","30.98",",,,0","16.61",",,,0"
"USC00319675","1963-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","565.3","0","189.6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","4","","19630815",",,0","19630831","+,,0","19630831","+,,0","5","","19630821",",,0","19630807",",,0","10.0",",0,15,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,21,","37.2",",0,07,","0.3","0","","","0.3",",0","","","","","","","","","","","29.8",",,,0","0",",,,0","24.44",",0","31.99",",,,0","16.88",",,,0"
"USC00319675","1963-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","644.8","0","79.5",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","4","","19630925","+,,0","19630930","+,,0","19630930","+,,0","2","","19630929",",,0","19630921","+,,0","3.9",",0,25,+","0",",,0,30,+","0",",,0,30,+","44.7",",,0,29,","33.3",",0,21,+","23.9","0","","","23.6",",0","","","","","","","","","","","82.4",",,,0","0",",,,0","20.20",",0","27.69",",,,0","12.70",",,,0"
"USC00319675","1963-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","651.3","0","6.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","0",",0","","","19631031",",,0","19631031","+,,0","19631031","+,,0","","","19631023",",,0","19631027","+,,0","-3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,23,","30.6",",0,27,+","97.8","0","","","73.9",",0","","","","","","","","","","","1.0",",,,0","0",",,,0","16.16",",0","25.74",",,,0","6.58",",,,0"
"USC00319675","1963-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","651.3","0","0.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","7",",0","0",",0","","","19631116",",,0","19631130","+,,0","19631130","+,,0","","","19631129",",,0","19631119",",,0","-6.1",",0,16,","0",",,0,30,+","0",",,0,30,+","38.9",",,0,29,","24.4",",0,19,","351.1","0","","","253.3",",0","","","","","","","","","","","92.3",",,,0","0",",,,0","9.89",",0","17.06",",,,0","2.72",",,,0"
"USC00319675","1963-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","651.3","0","0.0",",0","7",",0","4",",0","1",",0","2",",0","1",",0","0",",0","27",",0","3",",0","0",",0","0",",0","","","19631221",",,0","19631224","+,,0","19631223",",,0","","","19631223",",,0","19631207",",,0","-13.9",",0,21,","25",",,0,24,+","38",",,0,23,","26.2",",,0,23,","15.0",",0,07,","899.9","0","","","548.8",",0","","","","","","","","","","","52.1",",,,0","38",",,,0","0.63",",0","6.82",",,,0","-5.56",",,,0"
"USC00319675","1964-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","9",",0","8",",0","1",",0","6",",0","2",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","19640116",",,0","19640113",",,0","19640113",",,0","","","19640125",",,0","19640123",",,0","-13.9",",0,16,","51",",,0,13,","38",",,0,13,","52.3",",,0,25,","20.6",",0,23,","1361.4","0","","","461.5",",0","","","","","","","","","","","133.8",",,,0","76",",,,0","3.45",",0","10.40",",,,0","-3.51",",,,0"
"USC00319675","1964-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","13",",0","8",",0","1",",0","2",",0","2",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","19640223",",,0","19640225",",,0","19640225",",,0","","","19640206",",,0","19640205",",,0","-10.6",",0,23,","76",",,0,25,","76",",,0,25,","40.1",",,0,06,","15.6",",0,05,","1792.5","0","","","431.1",",0","","","","","","","","","","","121.6",",,,0","114",",,,0","3.47",",0","10.06",",,,0","-3.13",",,,0"
"USC00319675","1964-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","6",",0","0",",0","","","19640331",",,0","19640331","+,,0","19640321",",,0","","","19640315",",,0","19640309","+,,0","-8.3",",0,31,","0",",,0,31,+","0",",T,0,21,","18.5",",,0,15,","22.2",",0,09,+","2077.2","0","","","284.7",",0","","","","","","","","","","","73.7",",,,0","0",",T,,0","9.15",",0","16.59",",,,0","1.71",",,,0"
"USC00319675","1964-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","21.9","0","21.9",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","","","19640401",",,0","19640430","+,,0","19640430","+,,0","3","","19640407",",,0","19640421","+,,0","-3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,07,","31.1",",0,21,+","2200.9","0","","","123.7",",0","","","","","","","","","","","101.6",",,,0","0",",,,0","14.94",",0","21.71",",,,0","8.17",",,,0"
"USC00319675","1964-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","91.9","0","70.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","","","19640516",",,0","19640531","+,,0","19640531","+,,0","3","","19640529",",,0","19640520",",,0","6.1",",0,16,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,29,","35.6",",0,20,","2231.0","0","","","30.1",",0","","","","","","","","","","","21.6",",,,0","0",",,,0","19.62",",0","27.58",",,,0","11.66",",,,0"
"USC00319675","1964-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","256.9","0","165.0",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","","","19640604",",,0","19640630","+,,0","19640630","+,,0","10","","19640601",",,0","19640622","+,,0","10.0",",0,04,","0",",,0,30,+","0",",,0,30,+","25.9",",,0,01,","36.7",",0,22,+","2231.8","0","","","0.8",",0","","","","","","","","","","","98.0",",,,0","0",",,,0","23.81",",0","30.88",",,,0","16.73",",,,0"
"USC00319675","1964-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","446.9","0","190.0",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19640706",",,0","19640731","+,,0","19640731","+,,0","12","","19640719",",,0","19640708",",,0","11.1",",0,06,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,19,","35.6",",0,08,","0.0","0","","","0.0",",0","","","","","","","","","","","176.8",",,,0","0",",,,0","24.46",",0","30.61",",,,0","18.32",",,,0"
"USC00319675","1964-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","607.0","0","160.1",",0","11",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19640815",",,0","19640831","+,,0","19640831","+,,0","9","","19640830",",,0","19640803",",,0","10.0",",0,15,","0",",,0,31,+","0",",,0,31,+","65.0",",,0,30,","35.0",",0,03,","3.4","0","","","3.4",",0","","","","","","","","","","","203.9",",,,0","0",",,,0","23.39",",0","29.10",",,,0","17.68",",,,0"
"USC00319675","1964-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","680.6","0","73.6",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","19640926",",,0","19640930","+,,0","19640930","+,,0","1","","19640929",",,0","19640905",",,0","5.0",",0,26,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,29,","33.3",",0,05,","15.9","0","","","12.5",",0","","","","","","","","","","","45.7",",,,0","0",",,,0","20.37",",0","27.18",",,,0","13.56",",,,0"
"USC00319675","1964-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.1","0","2.5",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","15",",0","0",",0","","","19641021",",,0","19641031","+,,0","19641031","+,,0","","","19641004",",,0","19641018",",,0","-2.8",",0,21,","0",",,0,31,+","0",",,0,31,+","89.9",",,0,04,","29.4",",0,18,","187.9","0","","","172.0",",0","","","","","","","","","","","211.7",",,,0","0",",,,0","12.86",",0","20.63",",,,0","5.10",",,,0"
"USC00319675","1964-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.4","0","0.3",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","15",",0","0",",0","","","19641123",",,0","19641130",",,0","19641130",",,0","","","19641125",",,0","19641116",",,0","-8.3",",0,23,","0",",T,0,30,","0",",T,0,30,","66.0",",,0,25,","27.8",",0,16,","397.9","0","","","210.0",",0","","","","","","","","","","","73.4",",,,0","0",",T,,0","11.34",",0","19.79",",,,0","2.89",",,,0"
"USC00319675","1964-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.4","0","0.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","19641219",",,0","19641231","+,,0","19641231","+,,0","2","","19641226",",,0","19641205",",,0","-12.8",",0,19,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,26,","18.3",",0,05,","791.4","0","","","393.5",",0","","","","","","","","","","","88.8",",,,0","0",",,,0","5.64",",0","10.67",",,,0","0.61",",,,0"
"USC00319675","1965-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","7",",0","5",",0","0",",0","9",",0","3",",0","0",",0","23",",0","1",",0","1",",0","0",",0","","","19650119","+,,0","19650117",",,0","19650116",",,0","1","","19650110",",,0","19650109",",,0","-14.4",",0,19,+","203",",,0,17,","178",",,0,16,","18.5",",,0,10,","21.1",",0,09,","1233.6","0","","","442.2",",0","","","","","","","","","","","70.9",",,,0","394",",,,0","4.07",",0","11.34",",,,0","-3.20",",,,0"
"USC00319675","1965-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0","1,0","11",",0","8",",0","2",",0","5",",0","2",",0","0",",0","19",",0","0","1,0","2","1,0","0","1,0","","","19650201",",,0","19650215","+,,0","19650215",",,0","","","19650207",",,0","19650211",",1,0","-14.4",",0,01,","25",",,0,15,+","58",",,0,15,","33.0",",,0,07,","22.2","1,0,11,","1581.8","0","","","348.2","1,0","","","","","","","","","","","90.6",",,,0","101",",,,0","5.37","1,0","12.23","1,,,0","-1.49",",,,0"
"USC00319675","1965-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","1",",0","0",",0","","","19650321",",,0","19650320",",,0","19650320","+,,0","2","","19650317",",,0","19650316",",,0","-10.6",",0,21,","0",",T,0,20,","0",",T,0,20,+","35.6",",,0,17,","21.1",",0,16,","1919.5","0","","","337.7",",0","","","","","","","","","","","139.7",",,,0","0",",T,,0","7.44",",0","14.06",",,,0","0.82",",,,0"
"USC00319675","1965-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","16.7","0","16.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","1",",0","","","19650403","+,,0","19650430","+,,0","19650430","+,,0","5","","19650427",",,0","19650423",",,0","-1.7",",0,03,+","0",",,0,30,+","0",",,0,30,+","38.6",",,0,27,","32.8",",0,23,","2036.5","0","","","117.0",",0","","","","","","","","","","","105.1",",,,0","0",",,,0","14.99",",0","22.37",",,,0","7.61",",,,0"
