"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MZM00067273","2003-03","-16.217","39.9","62.0","ANGOCHE, MZ","","","","","0","5,S","26","5,S","19","5,S","","","20030303",",5,S","","","34.4","5,S,03,","32.63","5,,,S","",""
"MZM00067273","2017-05","-16.217","39.9","62.0","ANGOCHE, MZ","0","5,S","0","5,S","","","","","","","20170521",",5,S","","","15.0","5,S,21,","","","","","17.21","5,,,S"
"MZM00067273","2021-12","-16.217","39.9","62.0","ANGOCHE, MZ","0","4,S","0","4,S","","","","","","","20211220",",4,S","","","19.0","4,S,20,","","","","","20.49","4,,,S"
"MZM00067273","2022-02","-16.217","39.9","62.0","ANGOCHE, MZ","0","4,S","0","4,S","","","","","","","20220215",",4,S","","","18.5","4,S,15,","","","","","20.39","4,,,S"
