"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00131546","2005-02","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.0",",E","25",",","1",",E","25",",E","16",",E","0",",E","0",",E","20050228",",,E","20050203",",,E","20050212",",,E","-21.4",",E,28,","310",",,E,03,","9.8",",E,12,","","","613.2",",E","-3.57",",E","0.32",",,,E","-7.46",",,,E"
"GME00131546","2005-03","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.0",",E","17",",","2",",E","16",",E","6",",E","0",",E","0",",E","20050301",",,E","20050309","+,,E","20050318",",,E","-24.0",",E,01,","230",",,E,09,+","18.1",",E,18,","","","495.0",",E","2.36",",E","7.33",",,,E","-2.60",",,,E"
"GME00131546","2005-04","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.0",",E","0",",","0",",E","7",",E","0",",E","1",",E","0",",E","20050422","+,,E","20050430","+,,E","20050430",",,E","-1.2",",E,22,+","0",",,E,30,+","22.9",",E,30,","","","292.1",",E","8.60",",E","13.45",",,,E","3.74",",,,E"
"GME00131546","2005-05","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","5.1",",E","0",",","0",",E","1",",E","0",",E","10",",E","0",",E","20050512",",,E","20050531","+,,E","20050528",",,E","0.0",",E,12,","0",",,E,31,+","29.9",",E,28,","","","188.4",",E","12.42",",E","18.55",",,,E","6.29",",,,E"
"GME00131546","2005-06","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","28.1",",E","0",",","0",",E","0",",E","0",",E","20",",E","0",",E","20050608",",,E","20050630","+,,E","20050624",",,E","4.0",",E,08,","0",",,E,30,+","30.6",",E,24,","","","76.6",",E","16.72",",E","22.53",",,,E","10.90",",,,E"
"GME00131546","2005-07","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","32.8",",E","0",",","0",",E","0",",E","0",",E","21",",E","2",",E","20050709",",,E","20050731","+,,E","20050728",",,E","6.7",",E,09,","0",",,E,31,+","32.7",",E,28,","47.4","E","47.4",",E","17.86",",E","23.75",",,,E","11.97",",,,E"
"GME00131546","2005-08","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.6",",E","0",",","0",",E","0",",E","0",",E","16",",E","0",",E","20050809",",,E","20050831","+,,E","20050819",",,E","6.8",",E,09,","0",",,E,31,+","26.3",",E,19,","126.8","E","79.4",",E","15.79",",E","20.71",",,,E","10.87",",,,E"
"GME00131546","2005-09","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","8.5",",E","0",",","0",",E","0",",E","0",",E","13",",E","0",",E","20050922",",,E","20050930","+,,E","20050901",",,E","3.6",",E,22,","0",",,E,30,+","29.3",",E,01,","237.8","E","111.0",",E","14.92",",E","20.27",",,,E","9.56",",,,E"
"GME00131546","2005-10","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.0",",E","0",",","0",",E","2",",E","0",",E","1",",E","0",",E","20051019",",,E","20051031","+,,E","20051022",",,E","-1.5",",E,19,","0",",,E,31,+","21.3",",E,22,","490.1","E","252.3",",E","10.19",",E","15.16",",,,E","5.23",",,,E"
"GME00131546","2005-11","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.0",",E","11",",","0",",E","18",",E","4",",E","0",",E","0",",E","20051126",",,E","20051125",",,E","20051103",",,E","-11.1",",E,26,","80",",,E,25,","18.8",",E,03,","966.9","E","476.8",",E","2.44",",E","6.04",",,,E","-1.16",",,,E"
"GME00131546","2005-12","48.2081","11.2044","530.0","MAISACH GALGEN, GM","","","0.0",",E","17",",","0",",E","27",",E","11",",E","0",",E","0",",E","20051230",",,E","20051231",",,E","20051231",",,E","-15.4",",E,30,","140",",,E,31,","6.4",",E,31,","1583.8","E","616.9",",E","-1.57",",E","0.75",",,,E","-3.88",",,,E"
"GME00131546","2006-01","48.2081","11.2044","530.0","MAISACH GALGEN, GM","0.0","E","0.0",",E","0",",","0",",E","30",",E","18",",E","0",",E","0",",E","20060116",",,E","20060117","+,,E","20060120",",,E","-15.0",",E,16,","20",",,E,17,+","4.3",",E,20,","2277.6","E","693.8",",E","-4.05",",E","-0.92",",,,E","-7.17",",,,E"
"GME00131546","2006-02","48.2081","11.2044","530.0","MAISACH GALGEN, GM","0.0","E","0.0",",E","12",",","0",",E","22",",E","9",",E","0",",E","0",",E","20060212",",,E","20060211",",,E","20060219",",,E","-13.6",",E,12,","130",",,E,11,","8.4",",E,19,","2830.8","E","553.2",",E","-1.43",",E","2.10",",,,E","-4.95",",,,E"
"GME00131546","2006-03","48.2081","11.2044","530.0","MAISACH GALGEN, GM","0.0","E","0.0",",E","15",",","0",",E","20",",E","10",",E","0",",E","0",",E","20060308",",,E","20060305",",,E","20060327",",,E","-16.6",",E,08,","550",",,E,05,","19.4",",E,27,","3359.0","E","528.2",",E","1.30",",E","5.17",",,,E","-2.58",",,,E"
"GME00131546","2006-04","48.2081","11.2044","530.0","MAISACH GALGEN, GM","0.0","E","0.0",",E","2",",","0",",E","6",",E","0",",E","0",",E","0",",E","20060406",",,E","20060411",",,E","20060425",",,E","-3.3",",E,06,","100",",,E,11,","20.2",",E,25,","3659.9","E","300.9",",E","8.30",",E","12.63",",,,E","3.98",",,,E"
"GME00131546","2006-05","48.2081","11.2044","530.0","MAISACH GALGEN, GM","0.0","E","0.0",",E","0",",","0",",E","0",",E","0",",E","7",",E","0",",E","20060501",",,E","20060531","+,,E","20060522",",,E","1.7",",E,01,","0",",,E,31,+","27.5",",E,22,","3832.4","E","172.5",",E","12.77",",E","18.06",",,,E","7.47",",,,E"
"GME00131546","2006-06","48.2081","11.2044","530.0","MAISACH GALGEN, GM","37.5","E","37.5",",E","0",",","0",",E","0",",E","0",",E","20",",E","0",",E","20060607",",,E","20060630","+,,E","20060625","+,,E","3.4",",E,07,","0",",,E,30,+","29.4",",E,25,+","3920.6","E","88.2",",E","16.65",",E","22.61",",,,E","10.68",",,,E"
"GME00131546","2006-07","48.2081","11.2044","530.0","MAISACH GALGEN, GM","123.4","E","85.9",",E","0",",","0",",E","0",",E","0",",E","30",",E","6",",E","20060717",",,E","20060731","+,,E","20060726",",,E","9.3",",E,17,","0",",,E,31,+","34.0",",E,26,","5.6","E","5.6",",E","20.93",",E","28.12",",,,E","13.73",",,,E"
"GME00131546","2006-08","48.2081","11.2044","530.0","MAISACH GALGEN, GM","124.8","E","1.4",",E","0",",","0",",E","0",",E","0",",E","10",",E","0",",E","20060813",",,E","20060831","+,,E","20060819",",,E","6.8",",E,13,","0",",,E,31,+","27.8",",E,19,","104.3","E","98.7",",E","15.19",",E","19.71",",,,E","10.67",",,,E"
"GME00131546","2006-09","48.2081","11.2044","530.0","MAISACH GALGEN, GM","133.1","E","8.3",",E","0",",","0",",E","0",",E","0",",E","18",",E","0",",E","20060909",",,E","20060930","+,,E","20060907",",,E","5.8",",E,09,","0",",,E,30,+","28.9",",E,07,","178.8","E","74.5",",E","16.13",",E","21.95",",,,E","10.30",",,,E"
"GME00131546","2006-10","48.2081","11.2044","530.0","MAISACH GALGEN, GM","133.1","E","0.0",",E","0",",","0",",E","1",",E","0",",E","3",",E","0",",E","20061018",",,E","20061031","+,,E","20061026",",,E","-0.4",",E,18,","0",",,E,31,+","22.0",",E,26,","382.1","E","203.3",",E","11.78",",E","17.24",",,,E","6.31",",,,E"
"GME00131546","2006-11","48.2081","11.2044","530.0","MAISACH GALGEN, GM","133.1","E","0.0",",E","0",",","0",",E","11",",E","0",",E","0",",E","0",",E","20061107",",,E","20061102",",,E","20061116",",,E","-2.2",",E,07,","20",",,E,02,","17.6",",E,16,","765.4","E","383.3",",E","5.56",",E","9.77",",,,E","1.34",",,,E"
"GME00131546","2006-12","48.2081","11.2044","530.0","MAISACH GALGEN, GM","133.1","E","0.0",",E","0",",","0",",E","21",",E","4",",E","0",",E","0",",E","20061228",",,E","20061231","+,,E","20061208",",,E","-7.3",",E,28,","0",",,E,31,+","16.5",",E,08,","1254.3","E","488.9",",E","2.56",",E","6.11",",,,E","-0.98",",,,E"
