"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FKM00088889","1987-08","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","15","4,S","","","","","","","19870802",",4,S","","","","","-4.0","4,S,02,","","","","","","","","","","","0.24","4,,,S"
"FKM00088889","1987-12","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","0","4,S","","","","","","","19871207",",4,S","","","","","0.7","4,S,07,","","","","","","","","","","","6.25","4,,,S"
"FKM00088889","1988-01","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","2,S","0","2,S","","","","","","","19880120",",2,S","","","","","2.3","2,S,20,","","","","","","","","","","","5.52","2,,,S"
"FKM00088889","1988-02","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","3,S","0","3,S","","","","","","","19880219",",3,S","","","","","2.5","3,S,19,","","","","","","","","","","","6.86","3,,,S"
"FKM00088889","1988-03","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","0","4,S","","","","","","","19880306",",4,S","","","","","2.7","4,S,06,","","","","","","","","","","","6.86","4,,,S"
"FKM00088889","1988-06","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","5,S","11","5,S","","","","","","","19880606",",5,S","","","","","-6.2","5,S,06,","","","","","","","","","","","0.08","5,,,S"
"FKM00088889","1988-08","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","17","4,S","","","","","","","19880827",",4,S","","","","","-5.2","4,S,27,","","","","","","","","","","","-0.58","4,,,S"
"FKM00088889","1988-09","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","3,S","8","3,S","","","","","","","19880913",",3,S","","","","","-1.5","3,S,13,","","","","","","","","","","","1.17","3,,,S"
"FKM00088889","1988-11","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","3,S","2","3,S","","","","","","","19881109",",3,S","","","","","-0.8","3,S,09,","","","","","","","","","","","4.26","3,,,S"
"FKM00088889","1988-12","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","0","4,S","","","","","","","19881203",",4,S","","","","","1.9","4,S,03,","","","","","","","","","","","4.79","4,,,S"
"FKM00088889","1989-02","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","1,S","0","1,S","","","","","","","19890208",",1,S","","","","","2.4","1,S,08,","","","","","","","","","","","6.53","1,,,S"
"FKM00088889","1989-03","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","5,S","0","5,S","","","","","","","19890323",",5,S","","","","","1.3","5,S,23,","","","","","","","","","","","5.94","5,,,S"
"FKM00088889","1989-04","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","3,S","3","3,S","","","","","","","19890410",",3,S","","","","","-1.4","3,S,10,","","","","","","","","","","","3.29","3,,,S"
"FKM00088889","1989-09","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","8","4,S","","","","","","","19890910",",4,S","","","","","-4.1","4,S,10,","","","","","","","","","","","1.13","4,,,S"
"FKM00088889","1990-01","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","2,S","0","2,S","","","","","","","19900105",",2,S","","","","","3.6","2,S,05,","","","","","","","","","","","6.65","2,,,S"
"FKM00088889","1990-02","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","3,S","0","3,S","","","","","","","19900218",",3,S","","","","","3.5","3,S,18,","","","","","","","","","","","8.37","3,,,S"
"FKM00088889","1990-03","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","2,S","0","2,S","","","","","","","19900326",",2,S","","","","","1.3","2,S,26,","","","","","","","","","","","6.15","2,,,S"
"FKM00088889","1990-04","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","5,S","6","5,S","","","","","","","19900428",",5,S","","","","","-3.0","5,S,28,","","","","","","","","","","","2.05","5,,,S"
"FKM00088889","1990-07","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","5,S","7","5,S","","","","","","","19900726",",5,S","","","","","-4.1","5,S,26,","","","","","","","","","","","1.56","5,,,S"
"FKM00088889","1990-09","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","2,S","6","2,S","","","","","","","19900902",",2,S","","","","","-6.2","2,S,02,","","","","","","","","","","","1.26","2,,,S"
"FKM00088889","1990-10","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","2,S","5","2,S","","","","","","","19901005",",2,S","","","","","-1.9","2,S,05,","","","","","","","","","","","3.06","2,,,S"
"FKM00088889","1990-12","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","5,S","0","5,S","","","","","","","19901208","+,5,S","","","","","0.1","5,S,08,+","","","","","","","","","","","4.91","5,,,S"
"FKM00088889","1991-01","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","2,S","0","2,S","","","","","","","19910101",",2,S","","","","","3.5","2,S,01,","","","","","","","","","","","7.02","2,,,S"
"FKM00088889","1991-02","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","","","","","","","0","4,S","0","4,S","","","","","","","19910205",",4,S","","","","","2.0","4,S,05,","","","","","","","","","","","6.71","4,,,S"
"FKM00088889","1991-09","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","15","2,S","7","2,S","0","2,S","","","","","","","","","","","","","19910921",",2,S","","","","","7.9","2,,S,21,","","","41.5","2,,,S","","","","","",""
"FKM00088889","1991-10","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","14",",S","5",",S","0",",S","","","","","","","","","","","","","19911013",",,S","","","","","10.9",",,S,13,","","","34.7",",,,S","","","","","",""
"FKM00088889","1991-11","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","9","5,S","3","5,S","0","5,S","","","","","","","","","","","","","19911123",",5,S","","","","","20.1","5,,S,23,","","","32.0","5,,,S","","","","","",""
"FKM00088889","1992-01","-51.823","-58.447","74.4","MOUNT PLEASANT, FK","12","3,S","5","3,S","0","3,S","","","","","","","","","","","","","19920114",",3,S","","","","","8.9","3,,S,14,","","","36.0","3,,,S","","","","","",""
