"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00128723","1954-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00128723","1954-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","","","47.7",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","1",",0","11","","19541031",",,0","19541031","+,,0","19541030",",,0","","","19541012",",,0","19541004",",,0","-2.8",",0,31,","0",",,0,31,+","0",",T,0,30,","45.2",",,0,12,","34.4",",0,04,","","","","","","","","","174.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","139.1",",,,0","0",",T,,0","14.25",",0","20.41",",,,0","8.08",",,,0","",""
"USC00128723","1954-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","","","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","15",",0","1",",0","3",",0","0",",0","3","","19541130","+,,0","19541130","+,,0","19541125","+,,0","","","19541127",",,0","19541118","+,,0","-5.6",",0,30,+","0",",,0,30,+","0",",T,0,25,+","5.3",",,0,27,","22.2",",0,18,+","","","","","","","","","372.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","14.7",",,,0","0",",T,,0","5.91",",0","11.67",",,,0","0.16",",,,0","",""
"USC00128723","1954-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","","","0.0","3,0","10",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","26","2,0","2","1,0","0","1,0","0","1,0","1","","19541220",",2,0","19541223","+,,0","19541221","+,,0","","","19541228",",,0","19541227","+,1,0","-8.9","2,0,20,","0",",T,0,23,+","13",",,0,21,+","50.0",",,0,28,","12.8","1,0,27,+","","","","","","","","","488.5","1,0","","","","","","","","","","","","","","","","","","","","","","","","","73.4",",,,0","46",",,,0","0.88","3,0","4.69","1,,,0","-2.93","2,,,0","",""
"USC00128723","1955-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","0.0","0","0.0","1,0","8",",0","3",",0","0",",0","1","1,0","0","2,0","2","1,0","28","1,0","9",",0","0",",0","0",",0","2","","19550128","+,1,0","19550126",",1,0","19550128","+,2,0","","","19550104",",,0","19550106",",,0","-19.4","1,0,28,+","25","1,,0,26,","0","2,T,0,28,+","23.6",",,0,04,","16.7",",0,06,","","","","","","","","","618.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","57.3",",,,0","0","2,T,,0","-2.07","1,0","2.94",",,,0","-7.09","1,,,0","",""
"USC00128723","1955-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","3",",0","24",",0","4",",0","0",",0","0",",0","","","19550212",",,0","19550222","+,,0","19550222","+,,0","","","19550227",",,0","19550228",",,0","-22.8",",0,12,","0",",T,0,22,+","0",",T,0,22,+","23.6",",,0,27,","15.6",",0,28,","","","","","","","","","516.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","66.8",",,,0","0",",T,,0","-0.09",",0","5.27",",,,0","-5.46",",,,0","",""
"USC00128723","1955-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","","","0","3,0","0",",0","19",",0","2",",0","3",",0","0",",0","3","","19550327",",,0","","","19550328","+,3,0","","","19550321",",,0","19550311",",,0","-14.4",",0,27,","","","0","3,T,0,28,+","15.5",",,0,21,","22.2",",0,11,","","","","","","","","","417.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","47.7",",,,0","0","3,T,,0","4.87",",0","11.21",",,,0","-1.47",",,,0","",""
"USC00128723","1955-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","10.6","0","10.6","1,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","17",",0","0",",0","1","","19550408",",1,0","19550430","+,,0","19550430","+,,0","","","19550413",",,0","19550419","+,,0","-2.2","1,0,08,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,13,","27.2",",0,19,+","","","","","","","","","112.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","105.3",",,,0","0",",,,0","14.88","1,0","21.08",",,,0","8.69","1,,,0","",""
"USC00128723","1955-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","48.9","0","38.3",",0","11",",0","8",",0","1",",0","0",",0","0","2,0","0",",0","0",",0","0",",0","23",",0","0",",0","","","19550509","+,,0","19550531","+,,0","19550531","+,2,0","","","19550529",",,0","19550521",",,0","5.0",",0,09,+","0",",,0,31,+","0","2,,0,31,+","32.0",",,0,29,","30.6",",0,21,","","","","","","","","","54.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","80.1",",,,0","0","2,,,0","17.83",",0","24.57",",,,0","11.09",",,,0","",""
"USC00128723","1955-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","124.3","0","75.4",",0","9",",0","7",",0","1",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","26",",0","1",",0","","","19550615","+,,0","19550630","+,,0","19550630","+,1,0","","","19550609",",,0","19550622",",,0","7.2",",0,15,+","0",",,0,30,+","0","1,,0,30,+","25.9",",,0,09,","33.3",",0,22,","","","","","","","","","28.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","90.9",",,,0","0","1,,,0","19.89",",0","25.75",",,,0","14.04",",,,0","",""
"USC00128723","1955-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","380.1","0","255.8",",0","7",",0","6",",0","2",",0","0","2,0","","","0",",0","0",",0","0",",0","31",",0","19",",0","3","","19550712",",,0","19550731","+,2,0","","","","","19550710",",,0","19550709",",,0","17.2",",0,12,","0","2,,0,31,+","","","46.7",",,0,10,","38.3",",0,09,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","110.8",",,,0","","","26.58",",0","32.57",",,,0","20.60",",,,0","",""
"USC00128723","1955-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","578.2","0","198.1",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","3","","19550831","+,,0","19550831","+,,0","19550831","+,,0","","","19550811",",,0","19550822",",,0","12.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","41.1",",,0,11,","36.1",",0,22,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","42.9",",,,0","0",",,,0","24.72",",0","31.87",",,,0","17.58",",,,0","",""
"USC00128723","1955-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","674.3","0","96.1",",0","6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","9","","19550913","+,,0","19550930","+,,0","19550930","+,,0","","","19550930",",,0","19550910",",,0","2.8",",0,13,+","0",",,0,30,+","0",",,0,30,+","45.0",",,0,30,","36.7",",0,10,","","","16.1","0","","","","","16.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","142.8",",,,0","0",",,,0","21.00",",0","29.52",",,,0","12.48",",,,0","",""
"USC00128723","1955-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","680.6","0","6.3",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","1","","19551025",",,0","19551031","+,,0","19551031","+,,0","","","19551007",",,0","19551024",",,0","-1.1",",0,25,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,07,","26.7",",0,24,","","","192.6","0","","","","","176.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","93.4",",,,0","0",",,,0","12.84",",0","19.20",",,,0","6.48",",,,0","",""
"USC00128723","1955-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","680.6","0","0.0",",0","7",",0","6",",0","2",",0","1","1,0","1",",0","0",",0","20",",0","2",",0","2",",0","0",",0","3","","19551128",",,0","19551119",",1,0","19551119",",,0","","","19551116",",,0","19551114",",,0","-12.8",",0,28,","76","1,,0,19,","76",",,0,19,","59.4",",,0,16,","26.7",",0,14,","","","629.9","0","","","","","437.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","123.3",",,,0","76",",,,0","3.76",",0","9.83",",,,0","-2.32",",,,0","",""
"USC00128723","1955-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","680.6","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","1",",0","28",",0","10",",0","0",",0","0",",0","4","","19551217",",,0","19551215",",,0","19551215","+,,0","","","19551202",",,0","19551204",",,0","-17.8",",0,17,","0",",T,0,15,","0",",T,0,15,+","8.9",",,0,02,","16.7",",0,04,","","","1256.0","0","","","","","626.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,,0","0",",T,,0","-1.86",",0","3.58",",,,0","-7.31",",,,0","",""
"USC00128723","1956-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","10","1,0","1","2,0","0",",0","30",",0","8",",0","0",",0","0",",0","2","","19560127","+,,0","19560130",",1,0","19560126",",2,0","","","19560119",",,0","19560107",",,0","-17.2",",0,27,+","127","1,,0,30,","38","2,,0,26,","7.1",",,0,19,","12.2",",0,07,","","","1902.3","0","","","","","646.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","13.5",",,,0","58","2,,,0","-2.52",",0","2.87",",,,0","-7.90",",,,0","",""
"USC00128723","1956-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","0.0","0","0.0",",0","10",",0","9",",0","0",",0","6",",0","0","4,0","1",",0","25",",0","1",",0","0",",0","0",",0","3","","19560201",",,0","19560201",",,0","19560228","+,4,0","","","19560202",",,0","19560225",",,0","-17.8",",0,01,","76",",,0,01,","0","4,T,0,28,+","21.8",",,0,02,","18.3",",0,25,","","","2402.1","0","","","","","499.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","106.9",",,,0","0","4,T,,0","1.10",",0","5.59",",,,0","-3.39",",,,0","",""
