"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014710","1949-01","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","","0.0",",X","11",",X","9",",X","0",",X","10",",X","6",",X","0",",X","30",",X","8",",X","0",",X","0",",X","11","","","","19490130",",,X","19490131",",,X","19490121",",,X","","","19490106",",,X","19490106",",,X","-15.0",",X,30,","305",",,X,31,","107",",,X,21,","21.8",",,X,06,","13.3",",X,06,","","","615.3",",X","86.4",",,,X","419",",,,X","-1.51",",X","3.31",",,,X","-6.34",",,,X","","","","","","","","","","","","","",""
"USW00014710","1949-02","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","","0.0",",X","12",",X","6",",X","0",",X","14",",X","2",",X","2",",X","25",",X","6",",X","0",",X","0",",X","9","","","","19490203",",,X","19490207","+,,X","19490204",",,X","","","19490223",",,X","19490219",",,X","-22.2",",X,03,","330",",,X,07,+","61",",,X,04,","13.5",",,X,23,","15.0",",X,19,","","","556.5",",X","50.1",",,,X","143",",,,X","-1.54",",X","4.21",",,,X","-7.30",",,,X","","","","","","","","","","","","","22.4","3,X"
"USW00014710","1949-03","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","","0.0",",X","9",",X","6",",X","0",",X","","","3","3,X","0",",X","22",",X","3",",X","1",",X","0",",X","10","","","","19490320",",,X","","","19490301",",3,X","","","19490311",",,X","19490326",",,X","-16.7",",X,20,","","","119","3,,X,01,","10.7",",,X,11,","23.3",",X,26,","","","495.5",",X","35.7",",,,X","244","3,,,X","2.35",",X","8.43",",,,X","-3.73",",,,X","","","","","","","248","2,X","","","","","21.5","2,X"
"USW00014710","1949-04","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","","0.0",",X","14",",X","7",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","7",",X","0",",X","10","","","","19490425","+,,X","19490430","+,,X","19490417",",,X","","","19490414","+,,X","19490422",",,X","-2.2",",X,25,+","0",",,X,30,+","0",",T,X,17,","18.5",",,X,14,+","26.7",",X,22,","","","276.3",",X","78.0",",,,X","0",",T,,X","9.12",",X","15.67",",,,X","2.57",",,,X","","","","","","","225",",X","","","","","18.8",",X"
"USW00014710","1949-05","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","14.7","","14.7",",X","15",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","16",",X","1",",X","13","","","","19490530","+,,X","19490531","+,,X","19490529",",,X","4","","19490520",",,X","19490505",",,X","0.6",",X,30,+","0",",,X,31,+","0",",T,X,29,","23.9",",,X,20,","33.3",",X,05,","","","145.7",",X","100.7",",,,X","0",",T,,X","14.11",",X","21.71",",,,X","6.51",",,,X","","","","","","","180",",X","","","","","17.9",",X"
"USW00014710","1949-06","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","118.8","","104.1",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","6",",X","10","","","","19490609","+,,X","19490630","+,,X","19490630","+,,X","4","","19490625",",,X","19490621",",,X","5.0",",X,09,+","0",",,X,30,+","0",",,X,30,+","19.6",",,X,25,","35.0",",X,21,","","","21.6",",X","34.8",",,,X","0",",,,X","21.08",",X","28.86",",,,X","13.30",",,,X","","","","","","","135",",X","","","","","19.2",",X"
"USW00014710","1949-07","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","271.3","","152.5",",X","12",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","11",",X","15","","","","19490708",",,X","19490731","+,,X","19490731","+,,X","8","","19490713",",,X","19490730",",,X","9.4",",X,08,","0",",,X,31,+","0",",,X,31,+","19.3",",,X,13,","37.2",",X,30,","1.4","","1.4",",X","62.2",",,,X","0",",,,X","23.21",",X","30.10",",,,X","16.31",",,,X","","","","","","","270",",X","","","","","20.6",",X"
"USW00014710","1949-08","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","387.4","","116.1",",X","7",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","9",",X","13","","","","19490821",",,X","19490831","+,,X","19490831","+,,X","6","","19490831",",,X","19490810",",,X","7.2",",X,21,","0",",,X,31,+","0",",,X,31,+","20.8",",,X,31,","37.8",",X,10,","7.5","","6.1",",X","78.5",",,,X","0",",,,X","21.88",",X","29.14",",,,X","14.62",",,,X","","","","","","","135",",X","","","","","16.1",",X"
"USW00014710","1949-09","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","402.4","","15.0",",X","16",",X","9",",X","1",",X","0",",X","0",",X","0",",X","1",",X","0",",X","14",",X","0",",X","18","","","","19490926",",,X","19490930","+,,X","19490924",",,X","4","","19490915",",,X","19490905",",,X","0.0",",X,26,","0",",,X,30,+","0",",T,X,24,","26.9",",,X,15,","30.6",",X,05,","106.7","","99.2",",X","110.0",",,,X","0",",T,,X","15.53",",X","21.83",",,,X","9.22",",,,X","","","","","","","248","3,X","","","","","14.3","3,X"
"USW00014710","1949-10","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014710","1951-03","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014710","1951-04","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","0.0",",X","14",",X","6",",X","1",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1",",X","0",",X","13","","","","19510421","+,,X","19510430","+,,X","19510430","+,,X","1","","19510403",",,X","19510429",",,X","-2.2",",X,21,+","0",",,X,30,+","0",",,X,30,+","35.3",",,X,03,","22.8",",X,29,","","","276.1",",X","77.7",",,,X","0",",,,X","9.13",",X","14.95",",,,X","3.30",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-05","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","15.6",",X","9",",X","5",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","16",",X","2",",X","12","","","","19510505",",,X","19510531","+,,X","19510531","+,,X","1","","19510524",",,X","19510522","+,,X","-1.7",",X,05,","0",",,X,31,+","0",",,X,31,+","36.3",",,X,24,","32.2",",X,22,+","","","140.8",",X","105.9",",,,X","0",",,,X","14.30",",X","21.67",",,,X","6.92",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-06","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","35.7",",X","9",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","1",",X","24","","","","19510608",",,X","19510630","+,,X","19510630","+,,X","1","","19510615",",,X","19510601",",,X","3.9",",X,08,","0",",,X,30,+","0",",,X,30,+","23.4",",,X,15,","32.2",",X,01,","","","51.1",",X","71.6",",,,X","0",",,,X","17.82",",X","23.64",",,,X","12.00",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-07","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","106.4",",X","11",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","3",",X","17","","","","19510707",",,X","19510731","+,,X","19510731","+,,X","4","","19510712",",,X","19510726","+,,X","10.0",",X,07,","0",",,X,31,+","0",",,X,31,+","65.3",",,X,12,","33.3",",X,26,+","2.8","X","2.8",",X","156.8",",,,X","0",",,,X","21.68",",X","27.76",",,,X","15.59",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-08","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","65.8",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","1",",X","22","","","","19510807",",,X","19510831","+,,X","19510815",",,X","6","","19510801",",,X","19510811",",,X","8.3",",X,07,","0",",,X,31,+","0",",T,X,15,","23.1",",,X,01,","32.8",",X,11,","17.0","X","14.2",",X","91.9",",,,X","0",",T,,X","20.00",",X","25.78",",,,X","14.21",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-09","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","15.5",",X","8",",X","7",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","20",",X","0",",X","20","","","","19510930",",,X","19510930","+,,X","19510930","+,,X","","","19510902",",,X","19510912",",,X","-1.1",",X,30,","0",",,X,30,+","0",",,X,30,+","19.8",",,X,02,","31.1",",X,12,","103.5","X","86.5",",X","64.1",",,,X","0",",,,X","15.97",",X","22.32",",,,X","9.62",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-10","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","2.0",",X","7",",X","7",",X","1",",X","0",",X","0",",X","0",",X","6",",X","0",",X","5",",X","0",",X","20","","","","19511030",",,X","19511031","+,,X","19511031","+,,X","","","19511025",",,X","19511005",",,X","-2.8",",X,30,","0",",,X,31,+","0",",,X,31,+","42.2",",,X,25,","25.0",",X,05,","334.4","X","230.9",",X","116.4",",,,X","0",",,,X","10.95",",X","16.72",",,,X","5.17",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-11","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","0.0",",X","11",",X","8",",X","2",",X","1",",X","1",",X","0",",X","24",",X","3",",X","0",",X","0",",X","17","","","","19511128",",,X","19511126",",,X","19511126",",,X","","","19511103",",,X","19511103",",,X","-11.1",",X,28,","25",",,X,26,","51",",,X,26,","87.1",",,X,03,","19.4",",X,03,","810.2","X","475.8",",X","199.7",",,,X","51",",,,X","2.47",",X","7.68",",,,X","-2.74",",,,X","","","","","","","","","","","","","",""
"USW00014710","1951-12","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","","","0.0","2,X","13",",X","10",",X","0",",X","17",",X","6",",X","6","1,X","25","1,X","12","1,X","0","1,X","0","1,X","18","","","","19511228",",1,X","19511229","+,,X","19511215",",,X","","","19511218",",,X","19511208",",1,X","-26.1","1,X,28,","305",",,X,29,+","170",",,X,15,","24.6",",,X,18,","15.0","1,X,08,","1417.0","X","606.8","1,X","99.1",",,,X","578",",,,X","-2.66","2,X","3.25","1,,,X","-8.58","1,,,X","","","","","","","","","","","","","",""
"USW00014710","1952-01","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","14",",X","8",",X","1",",X","30",",X","5",",X","2",",X","30",",X","12",",X","0",",X","0",",X","14","","","","19520131",",,X","19520107","+,,X","19520105",",,X","","","19520105",",,X","19520127",",,X","-21.7",",X,31,","406",",,X,07,+","284",",,X,05,","40.6",",,X,05,","8.9",",X,27,","2090.9","X","673.9",",X","140.2",",,,X","620",",,,X","-3.41",",X","1.80",",,,X","-8.62",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-02","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","13",",X","6",",X","1",",X","20",",X","5",",X","0",",X","27",",X","7",",X","0",",X","0",",X","16","","","","19520225",",,X","19520221","+,,X","19520217",",,X","","","19520217",",,X","19520202",",,X","-14.4",",X,25,","381",",,X,21,+","226",",,X,17,","25.9",",,X,17,","10.0",",X,02,","2696.1","X","605.2",",X","79.7",",,,X","553",",,,X","-2.53",",X","2.40",",,,X","-7.47",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-03","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","8",",X","6",",X","2",",X","21",",X","3",",X","0",",X","29",",X","2",",X","0",",X","0",",X","13","","","","19520301",",,X","19520305","+,,X","19520319",",,X","1","","19520311",",,X","19520326",",,X","-12.8",",X,01,","152",",,X,05,+","112",",,X,19,","30.7",",,X,11,","16.1",",X,26,","3235.3","X","539.2",",X","86.1",",,,X","229",",,,X","0.94",",X","5.15",",,,X","-3.28",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-04","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","9",",X","6",",X","2",",X","0",",X","0",",X","0",",X","5",",X","0",",X","5",",X","0",",X","13","","","","19520410",",,X","19520430","+,,X","19520430","+,,X","","","19520405",",,X","19520420","+,,X","-2.8",",X,10,","0",",,X,30,+","0",",,X,30,+","33.8",",,X,05,","25.0",",X,20,+","3514.9","X","279.6",",X","123.0",",,,X","0",",,,X","9.01",",X","15.00",",,,X","3.02",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-05","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","10",",X","9",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","10",",X","0",",X","14","","","","19520503",",,X","19520531","+,,X","19520531","+,,X","3","","19520512",",,X","19520528","+,,X","-0.6",",X,03,","0",",,X,31,+","0",",,X,31,+","35.3",",,X,12,","26.7",",X,28,+","3696.1","X","181.2",",X","113.4",",,,X","0",",,,X","12.49",",X","18.56",",,,X","6.41",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-06","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","68.8","X","68.8",",X","13",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","3",",X","7","","","","19520623",",,X","19520630","+,,X","19520630","+,,X","9","","19520601",",,X","19520626",",,X","6.1",",X,23,","0",",,X,30,+","0",",,X,30,+","41.7",",,X,01,","37.2",",X,26,","3708.9","X","12.8",",X","90.1",",,,X","0",",,,X","20.20",",X","26.94",",,,X","13.46",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-07","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","240.7","X","171.9",",X","6",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","16",",X","10","","","","19520701",",,X","19520731","+,,X","19520731","+,,X","2","","19520710",",,X","19520723",",,X","10.0",",X,01,","0",",,X,31,+","0",",,X,31,+","23.9",",,X,10,","37.8",",X,23,","0.0","X","0.0",",X","45.2",",,,X","0",",,,X","23.88",",X","31.37",",,,X","16.38",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-08","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","324.7","X","84.0",",X","10",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","17","","","","19520824",",,X","19520831","+,,X","19520831","+,,X","4","","19520816",",,X","19520827",",,X","7.8",",X,24,","0",",,X,31,+","0",",,X,31,+","30.0",",,X,16,","32.8",",X,27,","10.5","X","10.5",",X","136.2",",,,X","0",",,,X","20.70",",X","27.13",",,,X","14.27",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-09","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","352.0","X","27.3",",X","8",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","1",",X","19","","","","19520928",",,X","19520930","+,,X","19520930","+,,X","2","","19520919",",,X","19520902",",,X","1.7",",X,28,","0",",,X,30,+","0",",,X,30,+","29.7",",,X,19,","32.2",",X,02,","81.2","X","70.7",",X","62.2",",,,X","0",",,,X","16.89",",X","23.99",",,,X","9.78",",,,X","","","","","","","248",",X","","","","","17.0",",X"
"USW00014710","1952-10","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","352.0","X","0.0",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","5",",X","0",",X","9","","","","19521026",",,X","19521031","+,,X","19521029","+,,X","1","","19521002",",,X","19521006",",,X","-6.7",",X,26,","0",",,X,31,+","0",",T,X,29,+","21.1",",,X,02,","23.9",",X,06,","371.8","X","290.6",",X","33.6",",,,X","0",",T,,X","8.96",",X","15.79",",,,X","2.13",",,,X","","","","","","","","","","","","","",""
"USW00014710","1952-11","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","352.0","X","0.0",",X","11",",X","7",",X","1",",X","1",",X","0",",X","0",",X","18",",X","0",",X","1",",X","0",",X","17","","","","19521109",",,X","19521109",",,X","19521109","+,,X","","","19521122",",,X","19521102",",,X","-9.4",",X,09,","25",",,X,09,","13",",,X,09,+","33.3",",,X,22,","21.7",",X,02,","806.1","X","434.3",",X","67.2",",,,X","26",",,,X","3.86",",X","8.93",",,,X","-1.22",",,,X","","","","","","","360",",X","","","","","18.3",",X"
"USW00014710","1952-12","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","352.0","X","0.0",",X","6",",X","4",",X","3",",X","0",",X","0",",X","0",",X","24",",X","5",",X","0",",X","0",",X","8","","","","19521228",",,X","19521227","+,,X","19521222",",,X","","","19521205",",,X","19521211",",,X","-15.0",",X,28,","0",",T,X,27,+","8",",,X,22,","29.7",",,X,05,","11.1",",X,11,","1390.2","X","584.1",",X","110.1",",,,X","8",",,,X","-0.51",",X","3.98",",,,X","-5.00",",,,X","","","","","","","","","","","","","",""
"USW00014710","1953-01","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","14",",X","10",",X","2",",X","16",",X","7",",X","0",",X","29",",X","9",",X","0",",X","0",",X","11","","","","19530127",",,X","19530110",",,X","19530109",",,X","","","19530109",",,X","19530116",",,X","-15.0",",X,27,","381",",,X,10,","389",",,X,09,","37.1",",,X,09,","11.7",",X,16,","2007.7","X","617.5",",X","151.8",",,,X","659",",,,X","-1.59",",X","3.28",",,,X","-6.45",",,,X","","","","","","","315","1,X","","","","","22.8","1,X"
"USW00014710","1953-02","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","9",",X","5",",X","1",",X","8",",X","2",",X","0",",X","25",",X","5",",X","0",",X","0",",X","8","","","","19530202",",,X","19530214","+,,X","19530212",",,X","","","19530215",",,X","19530221",",,X","-15.6",",X,02,","76",",,X,14,+","86",",,X,12,","39.6",",,X,15,","15.6",",X,21,","2555.7","X","548.0",",X","70.9",",,,X","149",",,,X","-1.24",",X","3.75",",,,X","-6.23",",,,X","","","","","","","360",",X","","","","","26.8",",X"
"USW00014710","1953-03","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","15",",X","11",",X","3",",X","0",",X","0",",X","0",",X","19",",X","5",",X","0",",X","0",",X","17","","","","19530311",",,X","19530310","+,,X","19530304",",,X","","","19530313",",,X","19530323",",,X","-14.4",",X,11,","0",",T,X,10,+","23",",,X,04,","48.3",",,X,13,","19.4",",X,23,","3043.2","X","487.5",",X","226.0",",,,X","23",",,,X","2.61",",X","7.31",",,,X","-2.09",",,,X","","","","","","","23",",X","","","","","22.8",",X"
"USW00014710","1953-04","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","16",",X","12",",X","1",",X","2",",X","1",",X","0",",X","6",",X","0",",X","1",",X","0",",X","15","","","","19530416",",,X","19530415",",,X","19530414",",,X","2","","19530413",",,X","19530423",",,X","-1.7",",X,16,","127",",,X,15,","132",",,X,14,","32.0",",,X,13,","21.7",",X,23,","3355.0","X","311.8",",X","134.7",",,,X","137",",,,X","7.94",",X","12.87",",,,X","3.00",",,,X","","","","","","","293","2,X","","","","","24.1","2,X"
"USW00014710","1953-05","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","8.0","X","8.0",",X","15",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","2",",X","20","","","","19530504",",,X","19530531","+,,X","19530531","+,,X","2","","19530501",",,X","19530511",",,X","0.6",",X,04,","0",",,X,31,+","0",",,X,31,+","24.1",",,X,01,","33.3",",X,11,","3485.1","X","130.1",",X","103.1",",,,X","0",",,,X","14.40",",X","21.04",",,,X","7.75",",,,X","","","","","","","338",",X","","","","","22.4",",X"
"USW00014710","1953-06","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","83.1","X","75.1",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","8","","","","19530601",",,X","19530630","+,,X","19530630","+,,X","5","","19530620",",,X","19530620",",,X","3.3",",X,01,","0",",,X,30,+","0",",,X,30,+","8.9",",,X,20,","36.7",",X,20,","3518.5","X","33.4",",X","30.0",",,,X","0",",,,X","19.72",",X","28.18",",,,X","11.27",",,,X","","","","","","","338",",X","","","","","19.7",",X"
"USW00014710","1953-07","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","191.0","X","107.9",",X","10",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","3",",X","11","","","","19530711",",,X","19530731","+,,X","19530708",",,X","3","","19530720",",,X","19530717",",,X","8.3",",X,11,","0",",,X,31,+","0",",T,X,08,","31.5",",,X,20,","35.6",",X,17,","7.0","X","7.0",",X","91.3",",,,X","0",",T,,X","21.59",",X","28.63",",,,X","14.55",",,,X","","","","","","","","","","","","","",""
"USW00014710","1953-08","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","258.9","X","67.9",",X","6",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","5",",X","14","","","","19530802",",,X","19530831","+,,X","19530831","+,,X","2","","19530810",",,X","19530830",",,X","5.6",",X,02,","0",",,X,31,+","0",",,X,31,+","18.5",",,X,10,","35.6",",X,30,","31.4","X","24.4",",X","59.1",",,,X","0",",,,X","19.74",",X","26.85",",,,X","12.62",",,,X","","","","","","","360",",X","","","","","67.1",",X"
"USW00014710","1953-09","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","308.3","X","49.4",",X","5",",X","4",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","21",",X","4",",X","13","","","","19530924",",,X","19530930","+,,X","19530916",",,X","3","","19530916",",,X","19530902",",,X","-2.2",",X,24,","0",",,X,30,+","0",",T,X,16,","16.3",",,X,16,","37.8",",X,02,","120.9","X","89.5",",X","43.8",",,,X","0",",T,,X","17.00",",X","24.29",",,,X","9.70",",,,X","","","","","","","270",",X","","","","","16.5",",X"
"USW00014710","1953-10","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","308.3","X","0.0",",X","12",",X","8",",X","2",",X","0",",X","0",",X","0",",X","8",",X","0",",X","11",",X","0",",X","14","","","","19531014",",,X","19531031","+,,X","19531012",",,X","","","19531028",",,X","19531003",",,X","-5.0",",X,14,","0",",,X,31,+","0",",T,X,12,","35.8",",,X,28,","29.4",",X,03,","346.2","X","225.3",",X","114.4",",,,X","0",",T,,X","11.06",",X","18.50",",,,X","3.63",",,,X","","","","","","","338",",X","","","","","17.0",",X"
"USW00014710","1953-11","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","308.3","X","0.0",",X","6",",X","4",",X","1",",X","1",",X","1",",X","0",",X","20",",X","0",",X","3",",X","0",",X","16","","","","19531114","+,,X","19531107",",,X","19531107",",,X","","","19531125",",,X","19531120",",,X","-5.6",",X,14,+","51",",,X,07,","58",",,X,07,","33.0",",,X,25,","22.8",",X,20,","720.2","X","374.0",",X","84.4",",,,X","58",",,,X","5.87",",X","12.11",",,,X","-0.38",",,,X","","","","","","","113",",X","","","","","19.7",",X"
"USW00014710","1953-12","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","308.3","X","0.0",",X","11",",X","8",",X","1",",X","1",",X","0",",X","0",",X","26",",X","6",",X","0",",X","0",",X","12","","","","19531219","+,,X","19531201",",,X","19531201",",,X","","","19531214",",,X","19531207",",,X","-15.0",",X,19,+","25",",,X,01,","23",",,X,01,","28.7",",,X,14,","16.7",",X,07,","1253.3","X","533.1",",X","99.3",",,,X","23",",,,X","1.14",",X","6.55",",,,X","-4.28",",,,X","","","","","","","293",",X","","","","","19.7",",X"
"USW00014710","1954-01","42.92963","-71.43559","69.8","MANCHESTER AIRPORT, NH US","","","0.0","X","0.0",",X","14",",X","11",",X","0",",X","27",",X","8",",X","5",",X","31",",X","21",",X","0",",X","0",",X","15","","","","19540114",",,X","19540114","+,,X","19540128",",,X","","","19540127",",,X","19540121",",,X","-27.2",",X,14,","229",",,X,14,+","97",",,X,28,","19.6",",,X,27,","10.0",",X,21,","2029.3","X","776.0",",X","78.6",",,,X","588",",,,X","-6.70",",X","-1.24",",,,X","-12.16",",,,X","","","","","","","338",",X","","","","","21.5",",X"
