"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00411892","1941-03","33.55","-96.916667","224.0","COLLINSVILLE, TX US","6",",6","4",",6","1",",6","","","19410323",",,6","27.2",",,6,23,","52.2",",,,6"
"USC00411892","1941-05","33.55","-96.916667","224.0","COLLINSVILLE, TX US","9",",6","7",",6","0",",6","","","19410520",",,6","23.4",",,6,20,","71.9",",,,6"
"USC00411892","1941-06","33.55","-96.916667","224.0","COLLINSVILLE, TX US","11",",6","9",",6","5",",6","","","19410610",",,6","93.2",",,6,10,","304.5",",,,6"
"USC00411892","1941-07","33.55","-96.916667","224.0","COLLINSVILLE, TX US","5",",6","2",",6","0",",6","","","19410712",",,6","22.9",",,6,12,","32.3",",,,6"
"USC00411892","1941-08","33.55","-96.916667","224.0","COLLINSVILLE, TX US","13",",6","9",",6","0",",6","","","19410808",",,6","22.9",",,6,08,","88.2",",,,6"
"USC00411892","1941-09","33.55","-96.916667","224.0","COLLINSVILLE, TX US","4",",6","2",",6","0",",6","","","19410909",",,6","19.1",",,6,09,","25.5",",,,6"
"USC00411892","1941-10","33.55","-96.916667","224.0","COLLINSVILLE, TX US","14",",6","11",",6","4",",6","","","19411002",",,6","48.5",",,6,02,","214.7",",,,6"
"USC00411892","1941-11","33.55","-96.916667","224.0","COLLINSVILLE, TX US","5",",6","3",",6","0",",6","","","19411122",",,6","17.3",",,6,22,","30.0",",,,6"
"USC00411892","1941-12","33.55","-96.916667","224.0","COLLINSVILLE, TX US","3",",6","3",",6","0",",6","3","","19411211",",,6","21.8",",,6,11,","34.8",",,,6"
"USC00411892","1942-01","33.55","-96.916667","224.0","COLLINSVILLE, TX US","4",",6","2",",6","0",",6","","","19420130",",,6","4.8",",,6,30,","11.2",",,,6"
