"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106152","1964-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","55.2","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","","","19640918","+,,0","19640930","+,,0","19640930","+,,0","19640930",",,0","19640916",",,0","-0.6",",0,18,+","0",",,0,30,+","0",",,0,30,+","7.1",",,0,30,","27.8",",0,16,","100.2",",,,0","280.4","0","","","","","163.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","25.1",",,,0","0",",,,0","12.90",",0","20.70",",,,0","5.09",",,,0","",""
"USC00106152","1964-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","55.2","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","7",",0","0",",0","","","19641003",",,0","19641031","+,,0","19641031","+,,0","19641026",",,0","19641007",",,0","-4.4",",0,03,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,26,","27.8",",0,07,","","","519.7","0","","","","","239.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","22.6",",,,0","0",",,,0","10.61",",0","17.88",",,,0","3.34",",,,0","",""
"USC00106152","1964-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","55.2","0","0.0",",0","16",",0","12",",0","2",",0","0",",0","0",",0","0",",0","21",",0","4",",0","0",",0","0",",0","","","19641116",",,0","19641130","+,,0","19641130","+,,0","19641126",",,0","19641104",",,0","-10.0",",0,16,","0",",,0,30,+","0",",,0,30,+","53.3",",,0,26,","15.6",",0,04,","","","1002.3","0","","","","","482.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","172.9",",,,0","0",",,,0","2.25",",0","5.96",",,,0","-1.47",",,,0","",""
"USC00106152","1964-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","55.2","0","0.0","2,0","22",",0","11",",0","1",",0","16",",0","12",",0","3","1,0","26","1,0","9","1,0","0","1,0","0","1,0","","","19641217",",1,0","19641220",",,0","19641224",",,0","19641222",",,0","19641222",",1,0","-27.8","1,0,17,","279",",,0,20,","173",",,0,24,","31.2",",,0,22,","10.6","1,0,22,","","","1581.9","0","","","","","579.6","1,0","","","","","","","","","","","","","","","","","","","","","","","","","129.4",",,,0","947",",,,0","-1.88","2,0","2.19","1,,,0","-5.94","1,,,0","",""
"USC00106152","1965-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","21",",0","11",",0","0",",0","28",",0","12",",0","0",",0","26",",0","7",",0","0",",0","0",",0","","","19650101",",,0","19650126",",,0","19650103",",,0","19650128",",,0","19650130",",,0","-15.0",",0,01,","457",",,0,26,","117",",,0,03,","15.0",",,0,28,","10.0",",0,30,","","","2171.0","0","","","","","589.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","88.5",",,,0","879",",,,0","-0.67",",0","2.59",",,,0","-3.93",",,,0","",""
"USC00106152","1965-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","11",",0","5",",0","0",",0","0",",0","1",",0","0",",0","22",",0","3",",0","0",",0","0",",0","","","19650202",",,0","19650215","+,,0","19650228",",,0","19650227",",,0","19650219",",,0","-8.9",",0,02,","0",",T,0,15,+","30",",,0,28,","6.6",",,0,27,","13.3",",0,19,","","","2639.2","0","","","","","468.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","27.9",",,,0","83",",,,0","1.61",",0","5.30",",,,0","-2.08",",,,0","",""
"USC00106152","1965-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","2",",0","1",",0","0",",0","25",",0","3",",0","0",",0","0",",0","","","19650324","+,,0","19650327",",,0","19650327",",,0","19650311",",,0","19650331",",,0","-12.2",",0,24,+","76",",,0,27,","107",",,0,27,","8.1",",,0,11,","19.4",",0,31,","","","3132.0","0","","","","","492.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","20.4",",,,0","135",",,,0","2.44",",0","8.01",",,,0","-3.14",",,,0","",""
"USC00106152","1965-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","1,0","15",",0","6",",0","1",",0","1",",0","1",",0","0",",0","6",",0","0","1,0","1","1,0","0","1,0","","","19650418","+,,0","19650402",",,0","19650402",",,0","19650419",",,0","19650427",",1,0","-1.1",",0,18,+","76",",,0,02,","81",",,0,02,","31.0",",,0,19,","22.2","1,0,27,","86.6",",,,0","3406.6","0","","","","","274.6","1,0","","","","","","","","","","","","","","","","","","","","","","","","","71.3",",,,0","81",",,,0","8.94","1,0","14.68","1,,,0","3.21",",,,0","",""
"USC00106152","1965-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.6","0","0.6",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","11",",0","0",",0","","","19650507",",,0","19650531","+,,0","19650531","+,,0","19650520",",,0","19650528",",,0","-2.8",",0,07,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,20,","27.2",",0,28,","155.9",",,,0","3646.4","0","","","","","239.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","27.5",",,,0","0",",,,0","10.62",",0","18.15",",,,0","3.08",",,,0","3976",",,,0"
"USC00106152","1965-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","1.7","0","1.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","19650628",",,0","19650630","+,,0","19650630","+,,0","19650618",",,0","19650610",",,0","1.7",",0,28,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,18,","30.0",",0,10,","184.8",",,,0","3768.3","0","","","","","121.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","57.0",",,,0","0",",,,0","14.31",",0","23.06",",,,0","5.55",",,,0","2958",",,,0"
"USC00106152","1965-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","65.0","0","63.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","19650719",",,0","19650731","+,,0","19650731","+,,0","19650721",",,0","19650731",",,0","4.4",",0,19,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,21,","35.0",",0,31,","211.3","1,,,0","33.7","0","","","","","33.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","11.9",",,,0","0",",,,0","19.29",",0","28.31",",,,0","10.27",",,,0","2953",",,,0"
"USC00106152","1965-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","136.2","0","71.2",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","19650830",",,0","19650831","+,,0","19650831","+,,0","19650820",",,0","19650801",",,0","1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,20,","36.7",",0,01,","180.2",",,,0","74.3","0","","","","","40.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.5",",,,0","0",",,,0","19.32",",0","27.58",",,,0","11.06",",,,0","2438",",,,0"
"USC00106152","1965-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","136.2","0","0.0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","","","19650917",",,0","19650930","+,,0","19650930","+,,0","19650915",",,0","19650901",",,0","-3.3",",0,17,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,15,","26.1",",0,01,","104.3",",,,0","261.6","0","","","","","187.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","9.2",",,,0","0",",,,0","12.09",",0","19.87",",,,0","4.31",",,,0","2454",",,,0"
"USC00106152","1965-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","136.2","0","0.0","1,0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","10","1,0","0","1,0","","","19651016",",,0","19651031","+,,0","19651031","+,,0","19651019",",,0","19651002",",1,0","-6.1",",0,16,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,19,","26.7","1,0,02,","","","444.8","0","","","","","183.2","1,0","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,,0","0",",,,0","12.16","1,0","19.32","1,,,0","5.00",",,,0","",""
"USC00106152","1965-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","136.2","0","0.0",",0","19",",0","7",",0","0",",0","0","3,0","2",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","19651125",",,0","19651130","+,3,0","19651125",",,0","19651114",",,0","19651101",",,0","-6.7",",0,25,","0","3,,0,30,+","53",",,0,25,","6.6",",,0,14,","18.3",",0,01,","","","844.6","0","","","","","399.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","41.6",",,,0","83",",,,0","5.01",",0","8.70",",,,0","1.31",",,,0","",""
"USC00106152","1965-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","136.2","0","0.0",",0","13",",0","3",",0","0",",0","10",",0","2",",0","0",",0","23",",0","9",",0","0",",0","0",",0","","","19651223",",,0","19651227",",,0","19651227",",,0","19651227",",,0","19651206",",,0","-13.3",",0,23,","127",",,0,27,","109",",,0,27,","8.1",",,0,27,","11.1",",0,06,","","","1403.6","0","","","","","559.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","22.6",",,,0","241",",,,0","0.30",",0","3.51",",,,0","-2.90",",,,0","",""
"USC00106152","1966-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","17",",0","9",",0","0",",0","19",",0","4",",0","0",",0","24",",0","9",",0","0",",0","0",",0","","","19660125","+,,0","19660103",",,0","19660103",",,0","19660103",",,0","19660108",",,0","-16.1",",0,25,+","483",",,0,03,","333",",,0,03,","22.4",",,0,03,","9.4",",0,08,","","","1986.8","0","","","","","583.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","84.9",",,,0","723",",,,0","-0.48",",0","2.70",",,,0","-3.65",",,,0","",""
"USC00106152","1966-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","10",",0","3",",0","1",",0","24",",0","3",",0","0",",0","0",",0","","","19660215",",,0","19660215","+,,0","19660214",",,0","19660209",",,0","19660224",",,0","-20.0",",0,15,","178",",,0,15,+","152",",,0,14,","6.1",",,0,09,","9.4",",0,24,","","","2500.4","0","","","","","513.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","33.6",",,,0","310",",,,0","-0.01",",0","3.96",",,,0","-3.98",",,,0","",""
"USC00106152","1966-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","1",",0","1",",0","0",",0","18",",0","0",",0","1",",0","0",",0","","","19660322",",,0","19660321",",,0","19660321",",,0","19660308",",,0","19660329",",,0","-9.4",",0,22,","51",",,0,21,","51",",,0,21,","13.7",",,0,08,","21.1",",0,29,","","","2928.4","0","","","","","428.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","59.3",",,,0","54",",,,0","4.53",",0","9.35",",,,0","-0.30",",,,0","",""
"USC00106152","1966-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","1",",0","0",",0","","","19660419",",,0","19660430","+,,0","19660430","+,,0","19660420",",,0","19660408",",,0","-11.1",",0,19,","0",",,0,30,+","0",",,0,30,+","6.1",",,0,20,","21.7",",0,08,","117.2",",,,0","3249.6","0","","","","","321.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","11.7",",,,0","0",",,,0","7.63",",0","14.65",",,,0","0.60",",,,0","2839",",,,0"
"USC00106152","1966-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","6.9","0","6.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","20",",0","1",",0","","","19660523",",,0","19660531","+,,0","19660531","+,,0","19660506",",,0","19660505",",,0","-2.2",",0,23,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,06,","32.2",",0,05,","198.4",",,,0","3416.0","0","","","","","166.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","18.3",",,,0","0",",,,0","13.19",",0","22.07",",,,0","4.30",",,,0","3448",",,,0"
"USC00106152","1966-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","8.3","0","1.4","1,0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","17","1,0","0","1,0","","","19660630","+,,0","19660630","+,,0","19660630","+,,0","19660624",",,0","19660617",",1,0","1.1",",0,30,+","0",",,0,30,+","0",",,0,30,+","6.1",",,0,24,","27.8","1,0,17,","144.3",",,,0","3545.0","0","","","","","129.0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","25.4",",,,0","0",",,,0","13.90","1,0","22.11","1,,,0","5.69",",,,0","2410",",,,0"
"USC00106152","1966-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","23.5","0","15.2",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","19660712",",,0","19660731","+,,0","19660731","+,,0","19660713",",,0","19660729","+,,0","2.2",",0,12,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,13,","32.2",",0,29,+","211.1","3,,,0","45.7","0","","","","","45.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","17.4",",,,0","0",",,,0","17.35",",0","27.52",",,,0","7.18",",,,0","2678",",,,0"
"USC00106152","1966-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","74.3","0","50.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","19660831",",,0","19660831","+,,0","19660831","+,,0","19660829",",,0","19660824",",,0","2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,29,","37.8",",0,24,","212.8",",,,0","82.0","0","","","","","36.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","10.4",",,,0","0",",,,0","18.80",",0","28.80",",,,0","8.80",",,,0","2607",",,,0"
"USC00106152","1966-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","103.6","0","29.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","19660930",",,0","19660930","+,,0","19660930","+,,0","19660912",",,0","19660921",",,0","3.9",",0,30,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,12,","35.0",",0,21,","158.9",",,,0","134.0","0","","","","","52.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","1.5",",,,0","0",",,,0","17.58",",0","26.95",",,,0","8.20",",,,0","2631",",,,0"
"USC00106152","1966-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","103.6","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","5",",0","0",",0","","","19661023","+,,0","19661031","+,,0","19661022",",,0","19661022",",,0","19661006",",,0","-5.0",",0,23,+","0",",,0,31,+","53",",,0,22,","17.0",",,0,22,","25.6",",0,06,","63.0",",,,0","430.6","0","","","","","296.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","33.3",",,,0","53",",,,0","8.76",",0","15.71",",,,0","1.82",",,,0","3087",",,,0"
"USC00106152","1966-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","103.6","0","0.0",",0","17",",0","10",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","0",",0","0",",0","","","19661108",",,0","19661130","+,,0","19661109",",,0","19661115",",,0","19661102","+,,0","-6.7",",0,08,","0",",,0,30,+","28",",,0,09,","23.1",",,0,15,","13.9",",0,02,+","","","858.7","0","","","","","428.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","91.0",",,,0","41",",,,0","4.06",",0","8.02",",,,0","0.11",",,,0","",""
"USC00106152","1966-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","103.6","0","0.0",",0","17",",0","10",",0","0",",0","3","3,0","3",",0","0",",0","19",",0","3",",0","0",",0","0",",0","","","19661209",",,0","19661211","+,3,0","19661229",",,0","19661213",",,0","19661201",",,0","-6.7",",0,09,","25","3,,0,11,+","64",",,0,29,","22.9",",,0,13,","8.9",",0,01,","","","1372.8","0","","","","","514.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","95.2",",,,0","199",",,,0","1.75",",0","4.15",",,,0","-0.65",",,,0","",""
"USC00106152","1967-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","23",",0","11",",0","0",",0","7",",0","4",",0","0",",0","23",",0","1",",0","0",",0","0",",0","","","19670122",",,0","19670126",",,0","19670126",",,0","19670126",",,0","19670129",",,0","-7.2",",0,22,","102",",,0,26,","102",",,0,26,","9.4",",,0,26,","11.1",",0,29,","","","1895.7","0","","","","","522.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","87.9",",,,0","270",",,,0","1.46",",0","4.44",",,,0","-1.51",",,,0","",""
"USC00106152","1967-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","8",",0","1",",0","0",",0","1",",0","1",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","19670220",",,0","19670215",",,0","19670215",",,0","19670217",",,0","19670227",",,0","-5.0",",0,20,","51",",,0,15,","51",",,0,15,","3.0",",,0,17,","12.8",",0,27,","","","2326.2","0","","","","","430.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","8.9",",,,0","51",",,,0","2.96",",0","6.75",",,,0","-0.83",",,,0","",""
"USC00106152","1967-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","2",",0","2",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","19670312",",,0","19670329","+,,0","19670329",",,0","19670322",",,0","19670320",",,0","-6.7",",0,12,","25",",,0,29,+","127",",,0,29,","7.9",",,0,22,","11.7",",0,20,","","","2803.5","0","","","","","477.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","40.0",",,,0","198",",,,0","2.94",",0","7.26",",,,0","-1.38",",,,0","",""
"USC00106152","1967-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","16",",0","9",",0","0",",0","0",",0","5",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","19670416",",,0","19670430","+,,0","19670428",",,0","19670419",",,0","19670403",",,0","-3.9",",0,16,","0",",,0,30,+","53",",,0,28,","13.2",",,0,19,","16.7",",0,03,","71.4",",,,0","3197.8","0","","","","","394.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","70.0",",,,0","202",",,,0","5.19",",0","10.67",",,,0","-0.29",",,,0","2322",",,,0"
"USC00106152","1967-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","2.2","0","2.2",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","","","19670501",",,0","19670531","+,,0","19670531","+,,0","19670511",",,0","19670521",",,0","-2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,11,","26.7",",0,21,","133.3",",,,0","3444.0","0","","","","","246.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","49.3",",,,0","0",",,,0","10.46",",0","17.46",",,,0","3.47",",,,0","2442",",,,0"
"USC00106152","1967-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","22.5","0","20.3",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","19670613",",,0","19670630","+,,0","19670630","+,,0","19670621",",,0","19670620",",,0","2.8",",0,13,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,21,","30.0",",0,20,","160.5","1,,,0","3517.3","0","","","","","73.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","52.3",",,,0","0",",,,0","16.57",",0","24.10",",,,0","9.04",",,,0","2076",",,,0"
"USC00106152","1967-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","67.9","0","45.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19670706",",,0","19670731","+,,0","19670731","+,,0","19670717",",,0","19670712",",,0","3.9",",0,06,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,17,","39.4",",0,12,","228.2",",,,0","17.2","0","","","","","17.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","1.0",",,,0","0",",,,0","19.24",",0","30.05",",,,0","8.43",",,,0","2417",",,,0"
"USC00106152","1967-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","179.1","0","111.2","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","20",",0","","","19670825",",1,0","19670831","+,,0","19670831","+,,0","19670831","+,,0","19670831",",,0","5.0","1,0,25,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","37.8",",0,31,","210.6","4,,,0","21.4","0","","","","","4.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","21.87","1,0","33.24",",,,0","10.50","1,,,0","2449",",,,0"
"USC00106152","1967-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","221.6","0","42.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","","","19670912",",,0","19670930","+,,0","19670930","+,,0","19670911",",,0","19670901",",,0","1.7",",0,12,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,11,","36.7",",0,01,","163.0",",,,0","61.3","0","","","","","39.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","13.5",",,,0","0",",,,0","18.42",",0","28.13",",,,0","8.71",",,,0","2368",",,,0"
"USC00106152","1967-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","221.6","0","0.0",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","3",",0","0",",0","","","19671026",",,0","19671031","+,,0","19671031","+,,0","19671028",",,0","19671008",",,0","-2.2",",0,26,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,28,","23.9",",0,08,","75.0",",,,0","336.2","0","","","","","274.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","83.1",",,,0","0",",,,0","9.47",",0","15.04",",,,0","3.89",",,,0","3893",",,,0"
"USC00106152","1967-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","221.6","0","0.0",",0","5","2,0","2","2,0","0","2,0","2",",0","1",",0","0",",0","20",",0","1",",0","0",",0","0",",0","","","19671126",",,0","19671130","+,,0","19671129",",,0","19671129",",2,0","19671108",",,0","-10.6",",0,26,","76",",,0,30,+","86",",,0,29,","13.2","2,,0,29,","17.8",",0,08,","","","780.7","0","","","","","444.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","19.2","2,,,0","86",",,,0","3.52",",0","8.24",",,,0","-1.21",",,,0","",""
"USC00106152","1967-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","221.6","0","0.0",",0","20",",0","9",",0","1",",0","13",",0","8",",0","0",",0","25",",0","11",",0","0",",0","0",",0","","","19671221",",,0","19671221",",,0","19671219",",,0","19671225",",,0","19671227",",,0","-15.6",",0,21,","178",",,0,21,","81",",,0,19,","29.5",",,0,25,","8.9",",0,27,","","","1408.3","0","","","","","627.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","88.6",",,,0","525",",,,0","-1.91",",0","1.25",",,,0","-5.07",",,,0","",""
"USC00106152","1968-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","14",",0","5",",0","0",",0","13","2,0","3","1,0","0",",0","26",",0","10",",0","0",",0","0",",0","","","19680106",",,0","19680108",",2,0","19680108",",1,0","19680115",",,0","19680124",",,0","-16.1",",0,06,","178","2,,0,08,","130","1,,0,08,","5.1",",,0,15,","9.4",",0,24,","","","2017.8","0","","","","","609.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","24.5",",,,0","260","1,,,0","-1.33",",0","2.47",",,,0","-5.13",",,,0","",""
"USC00106152","1968-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","14",",0","2",",0","0",",0","0",",0","","","19680214","+,,0","19680229","+,,0","19680205",",,0","19680219",",,0","19680229",",,0","-4.4",",0,14,+","0",",,0,29,+","5",",,0,05,","43.4",",,0,19,","16.1",",0,29,","","","2430.0","0","","","","","412.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","110.1",",,,0","5",",,,0","4.12",",0","7.70",",,,0","0.54",",,,0","",""
"USC00106152","1968-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","","","19680330","+,,0","19680331","+,,0","19680331","+,,0","19680325",",,0","19680304","+,,0","-2.2",",0,30,+","0",",,0,31,+","0",",,0,31,+","10.4",",,0,25,","17.8",",0,04,+","","","2788.1","0","","","","","358.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","46.1",",,,0","0",",,,0","6.78",",0","11.37",",,,0","2.20",",,,0","",""
"USC00106152","1968-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","1,0","11","1,0","3","1,0","0","1,0","0","1,0","0","1,0","0","1,0","14","1,0","0","1,0","4","1,0","0","1,0","","","19680413",",1,0","19680430","+,1,0","19680430","+,1,0","19680402",",1,0","19680429",",1,0","-7.2","1,0,13,","0","1,,0,30,+","0","1,,0,30,+","6.6","1,,0,02,","26.1","1,0,29,","107.2","1,,,0","3129.3","0","","","","","341.2","1,0","","","","","","","","","","","","","","","","","","","","","","","","","21.2","1,,,0","0","1,,,0","6.57","1,0","12.80","1,,,0","0.34","1,,,0","4579","1,,,0"
