"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00171120","1912-04","45.033333","-69.466667",,"CAMBRIDGE, ME US","10",",6","7",",6","0",",6","1",",6","","","19120403",",,6","19120422",",,6","76",",,6,03,","21.1",",,6,22,","61.0",",,,6","86",",,,6"
"USC00171120","1912-05","45.033333","-69.466667",,"CAMBRIDGE, ME US","11",",6","9",",6","3",",6","0","1,6","","","19120531","+,1,6","19120513",",,6","0","1,,6,31,+","32.5",",,6,13,","156.8",",,,6","0","1,,,6"
"USC00171120","1912-06","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","4",",6","0",",6","0",",6","","","19120630","+,,6","19120612",",,6","0",",,6,30,+","14.5",",,6,12,","30.9",",,,6","0",",,,6"
"USC00171120","1912-07","45.033333","-69.466667",,"CAMBRIDGE, ME US","8",",6","7",",6","1",",6","0","2,6","","","19120731","+,2,6","19120722",",,6","0","2,,6,31,+","25.4",",,6,22,","64.0",",,,6","0","2,,,6"
"USC00171120","1912-08","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","7",",6","3",",6","0",",6","","","19120831","+,,6","19120811",",,6","0",",,6,31,+","45.5",",,6,11,","166.5",",,,6","0",",,,6"
"USC00171120","1912-09","45.033333","-69.466667",,"CAMBRIDGE, ME US","6",",6","5",",6","1",",6","0",",6","","","19120930","+,,6","19120915",",,6","0",",,6,30,+","25.4",",,6,15,","90.9",",,,6","0",",,,6"
"USC00171120","1912-10","45.033333","-69.466667",,"CAMBRIDGE, ME US","10",",6","9",",6","2",",6","","","","","","","19121024",",,6","","","37.1",",,6,24,","135.0",",,,6","",""
"USC00171120","1912-11","45.033333","-69.466667",,"CAMBRIDGE, ME US","8",",6","7",",6","2",",6","3",",6","","","19121125",",,6","19121108",",,6","152",",,6,25,","54.1",",,6,08,","139.7",",,,6","261",",,,6"
"USC00171120","1912-12","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","6",",6","0",",6","2",",6","","","19121230",",,6","19121206",",,6","229",",,6,30,","19.1",",,6,06,","77.1",",,,6","404",",,,6"
"USC00171120","1913-01","45.033333","-69.466667",,"CAMBRIDGE, ME US","7","1,6","6","1,6","0","1,6","1","1,6","1","","19130107",",1,6","19130103",",1,6","25","1,,6,07,","24.1","1,,6,03,","76.4","1,,,6","25","1,,,6"
"USC00171120","1913-02","45.033333","-69.466667",,"CAMBRIDGE, ME US","6",",6","4",",6","0",",6","4",",6","","","19130222","+,,6","19130222","+,,6","102",",,6,22,+","10.2",",,6,22,+","32.3",",,,6","323",",,,6"
"USC00171120","1913-03","45.033333","-69.466667",,"CAMBRIDGE, ME US","14",",6","12",",6","0",",6","4",",6","2","","19130314","+,,6","19130327",",,6","69",",,6,14,+","23.9",",,6,27,","108.1",",,,6","245",",,,6"
"USC00171120","1913-04","45.033333","-69.466667",,"CAMBRIDGE, ME US","8",",6","8",",6","0",",6","0","1,6","","","19130430","+,1,6","19130405",",,6","0","1,,6,30,+","14.7",",,6,05,","58.7",",,,6","0","1,,,6"
"USC00171120","1913-05","45.033333","-69.466667",,"CAMBRIDGE, ME US","9",",6","7",",6","0",",6","0",",6","","","19130531","+,,6","19130529",",,6","0",",,6,31,+","24.6",",,6,29,","70.0",",,,6","0",",,,6"
"USC00171120","1913-06","45.033333","-69.466667",,"CAMBRIDGE, ME US","6",",6","4",",6","0",",6","0",",6","","","19130630","+,,6","19130617",",,6","0",",,6,30,+","8.1",",,6,17,","24.3",",,,6","0",",,,6"
"USC00171120","1913-08","45.033333","-69.466667",,"CAMBRIDGE, ME US","5",",6","4",",6","1",",6","0",",6","","","19130831","+,,6","19130823",",,6","0",",,6,31,+","26.7",",,6,23,","69.4",",,,6","0",",,,6"
"USC00171120","1913-09","45.033333","-69.466667",,"CAMBRIDGE, ME US","5",",6","5",",6","0",",6","0","2,6","","","19130930","+,2,6","19130922",",,6","0","2,,6,30,+","22.9",",,6,22,","70.4",",,,6","0","2,,,6"
"USC00171120","1913-10","45.033333","-69.466667",,"CAMBRIDGE, ME US","13",",6","12",",6","2",",6","0",",6","","","19131031","+,,6","19131020",",,6","0",",,6,31,+","38.1",",,6,20,","154.5",",,,6","0",",,,6"
"USC00171120","1913-11","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","7",",6","0",",6","1",",6","","","19131129",",,6","19131110",",,6","86",",,6,29,","12.7",",,6,10,","57.9",",,,6","86",",,,6"
"USC00171120","1913-12","45.033333","-69.466667",,"CAMBRIDGE, ME US","5",",6","5",",6","1",",6","2",",6","","","19131224",",,6","19131208",",,6","203",",,6,24,","25.4",",,6,08,","73.9",",,,6","279",",,,6"
"USC00171120","1914-01","45.033333","-69.466667",,"CAMBRIDGE, ME US","9",",6","6",",6","1",",6","3",",6","","","19140121",",,6","19140125",",,6","114",",,6,21,","25.4",",,6,25,","68.4",",,,6","226",",,,6"
"USC00171120","1914-02","45.033333","-69.466667",,"CAMBRIDGE, ME US","7",",6","3",",6","0",",6","3","2,6","","","19140214",",2,6","19140214",",,6","127","2,,6,14,","12.7",",,6,14,","30.0",",,,6","297","2,,,6"
