"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00129670","1897-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","18970501",",,6","","","","","","","","","","","0",",T,6,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",T,,6","","","","","","","",""
"USC00129670","1897-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","258.0",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","18970714",",,6","","","","","","","18970725","+,,6","18970708",",,6","10.6",",6,14,","","","","","10.4",",,6,25,+","42.8",",6,08,","","","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","35.1",",,,6","","","26.65",",6","34.77",",,,6","18.54",",,,6","",""
"USC00129670","1897-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","95.7","3,6","","","","","","","","","","","0","2,6","0","2,6","0","1,6","28","1,6","6","1,6","","","18970825",",2,6","","","","","","","","","18970801",",1,6","4.4","2,6,25,","","","","","","","36.1","1,6,01,","","","16.4","6","","","","","16.4","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.34","3,6","27.73","1,,,6","14.94","2,,,6","",""
"USC00129670","1897-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","88.1","1,6","1",",6","1",",6","0",",6","","","","","0","1,6","1","1,6","0",",6","28",",6","11",",6","","","18970921",",1,6","","","","","","","18970916",",,6","18970913",",,6","-1.1","1,6,21,","","","","","13.2",",,6,16,","37.8",",6,13,","","","35.9","6","","","","","19.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","13.2",",,,6","","","20.74","1,6","29.80",",,,6","11.69","1,,,6","",""
"USC00129670","1897-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","14.0","1,6","1",",6","1",",6","0",",6","","","","","0",",6","4",",6","0","1,6","18","1,6","0","1,6","","","18971029","+,,6","","","","","","","18971012",",,6","18971014","+,1,6","-1.1",",6,29,+","","","","","9.9",",,6,12,","31.7","1,6,14,+","","","172.8","6","","","","","136.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","9.9",",,,6","","","14.24","1,6","22.74","1,,,6","5.74",",,,6","",""
"USC00129670","1897-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","0.0","1,6","","","","","","","","","","","0",",6","16",",6","3","1,6","0","1,6","0","1,6","","","18971129",",,6","","","","","","","","","18971104",",1,6","-12.8",",6,29,","","","","","","","19.4","1,6,04,","","","573.7","6","","","","","400.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41","1,6","10.00","1,,,6","-1.19",",,,6","",""
"USC00129670","1897-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","","","","","","","","","","","","","","","1","5,6","23","5,6","13","5,6","0","5,6","0","5,6","","","18971223",",5,6","","","","","","","","","18971209",",5,6","-17.8","5,6,23,","","","","","","","14.4","5,6,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.23","7,6","1.15","5,,,6","-7.61","5,,,6","",""
"USC00129670","1898-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0",",6","7",",6","7",",6","0",",6","","","","","0",",6","28",",6","6",",6","0",",6","0",",6","","","18980104",",,6","","","","","","","18980125",",,6","18980112",",,6","-12.2",",6,04,","","","","","21.8",",,6,25,","18.3",",6,12,","","","","","","","","","573.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","87.5",",,,6","","","-0.16",",6","4.67",",,,6","-4.99",",,,6","",""
"USC00129670","1898-02","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0","2,6","4","1,6","4","1,6","0","1,6","","","0",",6","0","1,6","23","1,6","5","1,6","0","1,6","0","1,6","","","18980201",",1,6","","","18980201",",,6","","","18980208",",1,6","18980210",",1,6","-17.2","1,6,01,","","","5",",,6,01,","17.3","1,,6,08,","18.3","1,6,10,","","","","","","","","","458.8","1,6","","","","","","","","","","","","","","","","","","","","","","","","","45.4","1,,,6","5",",,,6","0.56","2,6","5.29","1,,,6","-4.17","1,,,6","",""
"USC00129670","1898-03","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","0.0","6","0.0",",6","11",",6","11",",6","0",",6","","","","","0",",6","18",",6","0",",6","2",",6","0",",6","","","18980305",",,6","","","","","","","18980313",",,6","18980316",",,6","-8.9",",6,05,","","","","","20.3",",,6,13,","22.8",",6,16,","","","","","","","","","362.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","127.0",",,,6","","","6.65",",6","12.59",",,,6","0.70",",,,6","",""
