"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023034","1985-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.8",",X","1358.8","0","14.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","9","","4","","19851120",",,0","19851130","+,,0","19851130","+,,0","2","","19851101",",,0","19851112",",,0","-0.6",",0,20,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,01,","27.8",",0,12,","174.1","0","  20.0",",,,0,0,2","132.7",",0","  22.8",",,,0,0,2","  12.8",",,,0,0,2","  15.6",",,,0,0,2","  15.7",",,,0,0,2","  19.4",",,,0,0,2","12.2",",,,0","","","","","","","0",",,,0","14.39",",0","20.66",",,,0","8.12",",,,0","","","180",",X","","","","","180",",X","11.6",",X","","","","","17.0",",X"
"USW00023034","1985-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.4",",X","1358.8","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","4",",0","7",",0","0",",0","8","","2","","19851214",",,0","19851212","+,,0","19851213","+,,0","","","19851212",",,0","19851208",",,0","-12.2",",0,14,","0",",T,0,12,+","0",",T,0,13,+","0.3",",,0,12,","23.3",",0,08,","542.7","0","  16.7",",,,0,0,2","368.6",",0","  20.0",",,,0,0,2","   3.3",",,,0,0,2","   6.7",",,,0,0,2","   9.1",",,,0,0,2","  12.7",",,,0,0,2","0.3",",,,0","","","","","","","0",",T,,0","6.44",",0","14.50",",,,0","-1.62",",,,0","","","210",",X","","","","","45",",X","11.2",",X","","","","","13.9",",X"
"USW00023034","1986-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.8",",X","0.0","0","0.0",",0","3",",0","2",",0","0",",0","2",",0","2",",0","0",",0","16",",0","0",",0","11",",0","0",",0","3","","","","19860127",",,0","19860109",",,0","19860109",",,0","","","19860109",",,0","19860120",",,0","-6.7",",0,27,","51",",,0,09,","53",",,0,09,","3.8",",,0,09,","26.7",",0,20,","829.3","0","  13.9",",,,0,0,2","286.6",",0","  17.8",",,,0,0,2","   5.0",",,,0,0,2","   8.3",",,,0,0,2","   9.7",",,,0,0,2","  13.9",",,,0,0,2","7.6",",,,0","","","","","","","83",",,,0","9.09",",0","17.87",",,,0","0.31",",,,0","","","40",",X","","","","","45",",X","13.4",",X","","","","","15.9",",X"
"USW00023034","1986-02","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.2",",X","10.1","0","10.1",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","1",",0","13",",0","2",",0","2","","","","19860211",",,0","19860210","+,,0","19860211","+,,0","1","","19860203",",,0","19860220",",,0","-6.1",",0,11,","0",",T,0,10,+","0",",T,0,11,+","6.4",",,0,03,","32.8",",0,20,","1028.5","0","  16.7",",,,0,0,2","199.2",",0","  23.9",",,,0,0,2","   5.6",",,,0,0,2","   7.2",",,,0,0,2","  12.2",",,,0,0,2","  16.4",",,,0,0,2","16.5",",,,0","","","","","","","0",",T,,0","11.58",",0","19.13",",,,0","4.03",",,,0","","","30",",X","","","","","45",",X","16.5",",X","","","","","21.6",",X"
"USW00023034","1986-03","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.9",",X","29.4","0","19.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","0",",0","","","","","19860320",",,0","19860331","+,,0","19860331","+,,0","3","","19860317",",,0","19860302",",,0","-1.1",",0,20,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,17,","30.0",",0,02,","1118.2","0","  19.4",",,,0,0,2","89.7",",0","  25.0",",,,0,0,2","  11.7",",,,0,0,2","  17.2",",,,0,0,2","  16.1",",,,0,0,2","  21.2",",,,0,0,2","13.1",",,,0","","","","","","","0",",,,0","16.06",",0","24.51",",,,0","7.61",",,,0","","","280",",X","","","","","270",",X","16.5",",X","","","","","22.1",",X"
"USW00023034","1986-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.3",",X","134.4","0","105.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","5","","","","19860404",",,0","19860430","+,,0","19860430","+,,0","2","","19860403",",,0","19860413",",,0","6.1",",0,04,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,03,","35.6",",0,13,","1126.8","0","  25.6",",,,0,0,2","8.6",",0","  29.4",",,,0,0,2","  18.3",",,,0,0,2","  22.2",",,,0,0,2","  22.4",",,,0,0,2","  26.8",",,,0,0,2","1.8",",,,0","","","","","","","0",",,,0","21.55",",0","29.13",",,,0","13.96",",,,0","","","180",",X","","","","","180",",X","11.6",",X","","","","","18.0",",X"
"USW00023034","1986-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.8",",X","288.1","0","153.7",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","1","","","","19860519",",,0","19860531","+,,0","19860531","+,,0","11","","19860510",",,0","19860506","+,,0","7.8",",0,19,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,10,","36.1",",0,06,+","1131.5","0","  26.1",",,,0,0,2","4.7",",0","  32.2",",,,0,0,2","  17.2",",,,0,0,2","  22.8",",,,0,0,2","  22.7",",,,0,0,2","  27.7",",,,0,0,2","184.9",",,,0","","","","","","","0",",,,0","23.14",",0","29.65",",,,0","16.63",",,,0","","","330",",X","","","","","315",",X","18.3",",X","","","","","27.2",",X"
"USW00023034","1986-06","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.6",",X","504.5","0","216.4",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","3","","","","19860602",",,0","19860630","+,,0","19860630","+,,0","11","","19860608",",,0","19860630","+,,0","16.7",",0,02,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,08,","35.6",",0,30,+","1131.5","0","  29.4",",,,0,0,2","0.0",",0","  34.4",",,,0,0,2","  21.7",",,,0,0,2","  24.4",",,,0,0,2","  25.4",",,,0,0,2","  30.3",",,,0,0,2","83.9",",,,0","","","","","","","0",",,,0","25.55",",0","31.30",",,,0","19.79",",,,0","","","340",",X","","","","","360",",X","15.6",",X","","","","","20.6",",X"
"USW00023034","1986-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.4",",X","819.1","0","314.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19860721",",,0","19860731","+,,0","19860731","+,,0","3","","19860721",",,0","19860730",",,0","18.3",",0,21,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,21,","40.6",",0,30,","0.0","0","  31.1",",,,0,0,2","0.0",",0","  36.7",",,,0,0,2","  25.6",",,,0,0,2","  31.1",",,,0,0,2","  28.8",",,,0,0,2","  33.9",",,,0,0,2","18.9",",,,0","","","","","","","0",",,,0","28.48",",0","35.82",",,,0","21.15",",,,0","","","100",",X","","","","","225",",X","13.0",",X","","","","","20.0",",X"
"USW00023034","1986-08","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.6",",X","1100.6","0","281.5",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","5","","","","19860830",",,0","19860831","+,,0","19860831","+,,0","7","","19860831",",,0","19860820",",,0","17.8",",0,30,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,31,","42.8",",0,20,","0.0","0","  31.7",",,,0,0,2","0.0",",0","  37.2",",,,0,0,2","  23.3",",,,0,0,2","  25.6",",,,0,0,2","  28.6",",,,0,0,2","  33.3",",,,0,0,2","63.6",",,,0","","","","","","","0",",,,0","27.41",",0","33.71",",,,0","21.12",",,,0","","","20",",X","","","","","360",",X","19.7",",X","","","","","23.1",",X"
"USW00023034","1986-09","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.9",",X","1316.0","0","215.4",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","5","","1","","19860912","+,,0","19860930","+,,0","19860930","+,,0","4","","19860902",",,0","19860924","+,,0","15.0",",0,12,+","0",",,0,30,+","0",",,0,30,+","95.3",",,0,02,","33.3",",0,24,+","0.0","0","  27.2",",,,0,0,2","0.0",",0","  32.2",",,,0,0,2","  21.7",",,,0,0,2","  23.9",",,,0,0,2","  25.2",",,,0,0,2","  29.2",",,,0,0,2","191.4",",,,0","","","","","","","0",",,,0","25.51",",0","30.62",",,,0","20.41",",,,0","","","180",",X","","","","","180",",X","13.4",",X","","","","","18.0",",X"
"USW00023034","1986-10","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.8",",X","1352.6","0","36.6",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","9","","","","19861013",",,0","19861031","+,,0","19861031","+,,0","4","","19861005",",,0","19861001",",,0","3.9",",0,13,","0",",,0,31,+","0",",,0,31,+","79.0",",,0,05,","31.7",",0,01,","56.7","0","  26.7","1,,,0,0,2","56.7",",0","  30.0","1,,,0,0,2","  13.3","1,,,0,0,2","  17.2","1,,,0,0,2","  18.5","1,,,0,0,2","  22.4","1,,,0,0,2","145.4",",,,0","","","","","","","0",",,,0","17.68",",0","23.64",",,,0","11.73",",,,0","","","10",",X","","","","","180",",X","11.2",",X","","","","","16.4",",X"
"USW00023034","1986-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.6",",X","1354.6","0","2.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","1",",0","10",",0","0",",0","4","","","","19861113",",,0","19861130","+,,0","19861130","+,,0","3","","19861104",",,0","19861117",",,0","-3.9",",0,13,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,04,","27.8",",0,17,","259.0","0","  20.0",",,,0,0,2","202.3",",0","  23.3",",,,0,0,2","   7.8",",,,0,0,2","  11.7",",,,0,0,2","  13.5",",,,0,0,2","  17.0",",,,0,0,2","46.5",",,,0","","","","","","","0",",,,0","11.66",",0","18.55",",,,0","4.76",",,,0","","","270",",X","","","","","270",",X","15.6",",X","","","","","18.0",",X"
"USW00023034","1986-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.9",",X","1354.6","0","0.0",",0","11",",0","6",",0","1",",0","2",",0","1",",0","0",",0","14",",0","0",",0","2",",0","0",",0","17","","3","","19861212",",,0","19861211",",,0","19861210",",,0","","","19861222",",,0","19861207","+,,0","-3.9",",0,12,","76",",,0,11,","84",",,0,10,","27.7",",,0,22,","21.7",",0,07,+","598.8","0","  13.3",",,,0,0,2","339.8",",0","  16.7",",,,0,0,2","   5.6",",,,0,0,2","   7.8",",,,0,0,2","   9.0",",,,0,0,2","  11.9",",,,0,0,2","63.0",",,,0","","","","","","","94",",,,0","7.37",",0","12.77",",,,0","1.97",",,,0","","","60",",X","","","","","180",",X","11.2",",X","","","","","17.5",",X"
"USW00023034","1987-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.8",",X","0.0","0","0.0",",0","3",",0","2",",0","0",",0","1",",0","0",",0","0",",0","17",",0","2",",0","5",",0","0",",0","6","","2","","19870119","+,,0","19870118",",,0","19870117",",,0","2","","19870109",",,0","19870128",",,0","-7.2",",0,19,+","25",",,0,18,","18",",,0,17,","8.6",",,0,09,","27.2",",0,28,","945.0","0","  11.7",",,,0,0,2","346.2",",0","  15.0",",,,0,0,2","   3.9",",,,0,0,2","   6.1",",,,0,0,2","   7.4",",,,0,0,2","  10.4",",,,0,0,2","16.5",",,,0","","","","","","","18",",,,0","7.16",",0","14.79",",,,0","-0.46",",,,0","","","180",",X","","","","","180",",X","15.6",",X","","","","","21.1",",X"
"USW00023034","1987-02","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.0",",X","0.0","0","0.0",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","7",",0","0",",0","13","","2","","19870218",",,0","19870228","+,,0","19870220",",,0","3","","19870205",",,0","19870202",",,0","-3.3",",0,18,","0",",,0,28,+","0",",T,0,20,","80.3",",,0,05,","25.6",",0,02,","1180.8","0","  15.0",",,,0,0,2","235.8",",0","  17.8",",,,0,0,2","   5.0",",,,0,0,2","   8.3",",,,0,0,2","   9.8",",,,0,0,2","  13.1",",,,0,0,2","113.0",",,,0","","","","","","","0",",T,,0","9.91",",0","15.90",",,,0","3.93",",,,0","","","290",",X","","","","","315",",X","13.4",",X","","","","","20.0",",X"
"USW00023034","1987-03","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.2",",X","0.3","0","0.3",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","12",",0","0",",0","6","","","","19870330",",,0","19870329",",,0","19870329",",,0","4","","19870310",",,0","19870320",",,0","-5.0",",0,30,","0",",T,0,29,","0",",T,0,29,","23.6",",,0,10,","26.7",",0,20,","1417.5","0","  16.1","1,,,0,0,2","236.7",",0","  21.1","1,,,0,0,2","   7.2","1,,,0,0,2","  12.2","1,,,0,0,2","  11.2","1,,,0,0,2","  16.5","1,,,0,0,2","45.2",",,,0","","","","","","","0",",T,,0","10.71",",0","18.08",",,,0","3.33",",,,0","","","250",",X","","","","","270",",X","20.6",",X","","","","","27.2",",X"
"USW00023034","1987-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.3",",X","35.9","0","35.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","4",",0","3","","","","19870403",",,0","19870430","+,,0","19870430","+,,0","3","","19870421",",,0","19870418",",,0","-3.3",",0,03,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,21,","35.6",",0,18,","1511.9","0","  22.2",",,,0,0,2","94.4",",0","  27.8",",,,0,0,2","   8.9",",,,0,0,2","  15.6",",,,0,0,2","  16.5",",,,0,0,2","  22.5",",,,0,0,2","33.7",",,,0","","","","","","","0",",,,0","16.37",",0","25.14",",,,0","7.61",",,,0","","","310",",X","","","","","315",",X","13.4",",X","","","","","21.1",",X"
"USW00023034","1987-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.0",",X","139.6","0","103.7",",0","14",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","4","","","","19870504",",,0","19870531","+,,0","19870531","+,,0","16","","19870529",",,0","19870518","+,,0","9.4",",0,04,","0",",,0,31,+","0",",,0,31,+","57.4",",,0,29,","32.8",",0,18,+","1511.9","0","  25.0",",,,0,0,2","0.0",",0","  31.1",",,,0,0,2","  20.0",",,,0,0,2","  22.8",",,,0,0,2","  22.0",",,,0,0,2","  26.7",",,,0,0,2","285.5",",,,0","","","","","","","0",",,,0","21.68",",0","28.10",",,,0","15.25",",,,0","","","240",",X","","","","","225",",X","15.6",",X","","","","","20.6",",X"
"USW00023034","1987-06","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.9",",X","322.3","0","182.7",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","3","","","","19870606",",,0","19870630","+,,0","19870630","+,,0","7","","19870630",",,0","19870624",",,0","12.2",",0,06,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,30,","34.4",",0,24,","1511.9","0","  28.3",",,,0,0,2","0.0",",0","  34.4",",,,0,0,2","  18.9",",,,0,0,2","  21.1",",,,0,0,2","  24.6",",,,0,0,2","  29.4",",,,0,0,2","83.2",",,,0","","","","","","","0",",,,0","24.42",",0","30.29",",,,0","18.56",",,,0","","","240",",X","","","","","225",",X","17.9",",X","","","","","22.6",",X"
"USW00023034","1987-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.6",",X","583.0","0","260.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19870726",",,0","19870731","+,,0","19870731","+,,0","","","19870716",",,0","19870702",",,0","16.1",",0,26,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,16,","35.6",",0,02,","0.0","0","  29.4",",,,0,0,2","0.0",",0","  35.0",",,,0,0,2","  24.4",",,,0,0,2","  28.9",",,,0,0,2","  27.9",",,,0,0,2","  33.0",",,,0,0,2","5.6",",,,0","","","","","","","0",",,,0","26.74",",0","33.16",",,,0","20.32",",,,0","","","360",",X","","","","","225",",X","10.3",",X","","","","","14.4",",X"
"USW00023034","1987-08","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.1",",X","883.4","0","300.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","2","","","","19870830",",,0","19870831","+,,0","19870831","+,,0","6","","19870829",",,0","19870818","+,,0","17.2",",0,30,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,29,","38.3",",0,18,+","0.0","0","  31.7",",,,0,0,2","0.0",",0","  37.8",",,,0,0,2","  23.3",",,,0,0,2","  25.0",",,,0,0,2","  29.7",",,,0,0,2","  35.0",",,,0,0,2","48.6",",,,0","","","","","","","0",",,,0","28.02",",0","34.97",",,,0","21.08",",,,0","","","340",",X","","","","","225",",X","13.0",",X","","","","","18.5",",X"
"USW00023034","1987-09","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","3.3",",X","1015.5","0","132.1",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","5","","","","19870930","+,,0","19870930","+,,0","19870930","+,,0","7","","19870906",",,0","19870917","+,,0","10.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","33.0",",,0,06,","34.4",",0,17,+","0.0","0","  25.6",",,,0,0,2","0.0",",0","  31.7",",,,0,0,2","  20.6",",,,0,0,2","  23.9",",,,0,0,2","  23.1",",,,0,0,2","  28.2",",,,0,0,2","97.9",",,,0","","","","","","","0",",,,0","22.74",",0","29.84",",,,0","15.64",",,,0","","","320",",X","","","","","315",",X","17.9",",X","","","","","23.1",",X"
"USW00023034","1987-10","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.5",",X","1068.6","0","53.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","3","","1","","19871028",",,0","19871031","+,,0","19871031","+,,0","4","","19871016",",,0","19871005",",,0","4.4",",0,28,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,16,","32.8",",0,05,","28.5","0","  22.8",",,,0,0,2","28.5",",0","  28.3",",,,0,0,2","  16.7",",,,0,0,2","  20.6",",,,0,0,2","  20.2",",,,0,0,2","  24.9",",,,0,0,2","8.7",",,,0","","","","","","","0",",,,0","19.12",",0","27.04",",,,0","11.21",",,,0","","","190",",X","","","","","180",",X","13.0",",X","","","","","18.0",",X"
"USW00023034","1987-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.7",",X","1077.5","0","8.9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","16",",0","0",",0","4","","1","","19871111",",,0","19871130","+,,0","19871130","+,,0","3","","19871115",",,0","19871104",",,0","-7.8",",0,11,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,15,","31.1",",0,04,","228.8","0","  22.2",",,,0,0,2","200.3",",0","  25.0",",,,0,0,2","   8.9",",,,0,0,2","  11.1",",,,0,0,2","  14.3",",,,0,0,2","  18.1",",,,0,0,2","20.4",",,,0","","","","","","","0",",,,0","11.95",",0","20.02",",,,0","3.89",",,,0","","","220",",X","","","","","180",",X","11.2",",X","","","","","14.9",",X"
"USW00023034","1987-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.0",",X","1077.5","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","9",",0","0",",0","10","","","","19871216","+,,0","19871226",",,0","19871225","+,,0","1","","19871219",",,0","19871204",",,0","-8.9",",0,16,+","0",",T,0,26,","0",",T,0,25,+","23.1",",,0,19,","27.2",",0,04,","553.5","0","  13.9",",,,0,0,2","324.7",",0","  17.8",",,,0,0,2","   4.4",",,,0,0,2","   6.1",",,,0,0,2","   9.4",",,,0,0,2","  12.6",",,,0,0,2","52.0",",,,0","","","","","","","0",",T,,0","7.86",",0","15.52",",,,0","0.20",",,,0","","","180",",X","","","","","","","13.9",",X","","","","","19.5",",X"
"USW00023034","1988-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.1",",X","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","3",",0","0",",0","5","","","","19880121",",,0","19880107",",,0","19880107","+,,0","","","19880106",",,0","19880118",",,0","-10.0",",0,21,","0",",T,0,07,","0",",T,0,07,+","0.3",",,0,06,","23.9",",0,18,","940.0","0","  12.2",",,,0,0,2","386.5",",0","  15.0",",,,0,0,2","   4.4",",,,0,0,2","   6.1",",,,0,0,2","   7.2",",,,0,0,2","   9.4",",,,0,0,2","0.3",",,,0","","","","","","","0",",T,,0","5.86",",0","13.21",",,,0","-1.48",",,,0","","","180",",X","","","","","180",",X","14.8",",X","","","","","21.1",",X"
"USW00023034","1988-02","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.9",",X","0.0","0","0.0",",0","4",",0","2",",0","0",",0","2",",0","1",",0","0",",0","14",",0","0",",0","9",",0","0",",0","12","","3","","19880211",",,0","19880206",",,0","19880205",",,0","","","19880205",",,0","19880228",",,0","-7.8",",0,11,","51",",,0,06,","48",",,0,05,","5.1",",,0,05,","29.4",",0,28,","1216.4","0","  14.4",",,,0,0,2","276.4",",0","  20.0",",,,0,0,2","   6.1",",,,0,0,2","   7.8",",,,0,0,2","   9.9",",,,0,0,2","  13.7",",,,0,0,2","10.8",",,,0","","","","","","","69",",,,0","8.80",",0","17.23",",,,0","0.38",",,,0","","","10",",X","","","","","360",",X","14.8",",X","","","","","17.5",",X"
"USW00023034","1988-03","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.9",",X","17.5","0","17.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","20",",0","1",",0","3","","","","19880314",",,0","19880331","+,,0","19880331","+,,0","1","","19880317",",,0","19880324",",,0","-6.7",",0,14,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,17,","33.9",",0,24,","1375.6","0","  21.1",",,,0,0,2","159.2",",0","  25.6",",,,0,0,2","   7.8",",,,0,0,2","  12.8",",,,0,0,2","  14.3",",,,0,0,2","  19.9",",,,0,0,2","17.5",",,,0","","","","","","","0",",,,0","13.76",",0","23.35",",,,0","4.18",",,,0","","","190",",X","","","","","180",",X","14.3",",X","","","","","20.6",",X"
"USW00023034","1988-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","5.3",",X","66.3","0","48.8",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","28",",0","5",",0","","","","","19880412","+,,0","19880430","+,,0","19880430","+,,0","5","","19880417",",,0","19880404",",,0","-1.1",",0,12,+","0",",,0,30,+","0",",,0,30,+","27.9",",,0,17,","33.9",",0,04,","1430.5","0","  22.8",",,,0,0,2","54.9",",0","  28.3",",,,0,0,2","  14.4",",,,0,0,2","  20.0",",,,0,0,2","  18.5",",,,0,0,2","  24.9",",,,0,0,2","34.5",",,,0","","","","","","","0",",,,0","18.13",",0","27.70",",,,0","8.56",",,,0","","","180",",X","","","","","180",",X","14.3",",X","","","","","28.3",",X"
"USW00023034","1988-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","4.9",",X","170.0","0","103.7",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","3","","","","19880504","+,,0","19880531","+,,0","19880531","+,,0","5","","19880511",",,0","19880509",",,0","4.4",",0,04,+","0",",,0,31,+","0",",,0,31,+","39.1",",,0,11,","35.0",",0,09,","1436.1","0","  24.4",",,,0,0,2","5.6",",0","  31.7",",,,0,0,2","  18.3",",,,0,0,2","  22.2",",,,0,0,2","  21.8",",,,0,0,2","  27.6",",,,0,0,2","84.0",",,,0","","","","","","","0",",,,0","21.50",",0","29.01",",,,0","13.98",",,,0","","","40",",X","","","","","45",",X","20.6",",X","","","","","33.9",",X"
