"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EZM00011603","1939-02","50.767","15.017","401.5","LIBEREC, EZ","","","","","","","","","","","","","0","5,","17","5,S","","","","","","","19390220",",5,S","","","","","","","-12.2","5,S,20,","","","","","","","","","","","","","","","","","-2.56","5,,,S"
"EZM00011603","1939-08","50.767","15.017","401.5","LIBEREC, EZ","","","","","","","","","","","","","0","3,S","0","3,S","","","","","","","19390808",",3,S","","","","","","","8.9","3,S,08,","","","","","","","","","","","","","","","","","12.48","3,,,S"
"EZM00011603","1939-09","50.767","15.017","401.5","LIBEREC, EZ","","","0.0","4,S","","","","","","","","","0","3,S","2","3,S","0","1,S","12","1,S","0","1,S","19390929",",3,S","","","","","19390911","+,1,S","-1.1","3,S,29,","","","","","23.9","1,S,11,+","","","134.6","1,S","","","12.98","4,S","17.19","1,,,S","8.77","3,,,S"
"EZM00011603","1939-10","50.767","15.017","401.5","LIBEREC, EZ","","","0.0","5,S","","","","","","","","","0","4,S","12","4,S","0","1,S","0","1,S","0","1,S","19391011",",4,S","","","","","19391015",",1,S","-2.8","4,S,11,","","","","","17.2","1,S,15,","","","344.8","1,S","","","5.46","5,S","9.02","1,,,S","1.91","4,,,S"
"EZM00011603","1940-01","50.767","15.017","401.5","LIBEREC, EZ","","","","","","","","","","","","","","","","","25","5,S","0","5,S","0","5,S","","","","","","","19400115",",5,S","","","","","","","1.1","5,S,15,","","","","","","","","","-7.59","5,,,S","",""
"EZM00011603","1940-03","50.767","15.017","401.5","LIBEREC, EZ","","","","","","","","","","","","","","","","","9","4,S","0","4,S","0","4,S","","","","","","","19400326","+,4,S","","","","","","","11.1","4,S,26,+","","","","","","","","","3.25","4,,,S","",""
"EZM00011603","1940-04","50.767","15.017","401.5","LIBEREC, EZ","","","0.0","4,S","","","","","","","","","0","4,S","11","4,S","0","1,S","4","1,S","0","1,S","19400408",",4,S","","","","","19400424",",1,S","-6.1","4,S,08,","","","","","22.8","1,S,24,","","","300.6","1,S","","","6.67","4,S","11.70","1,,,S","1.65","4,,,S"
"EZM00011603","1940-05","50.767","15.017","401.5","LIBEREC, EZ","","","","","","","","","","","","","0","5,S","3","5,S","0","2,S","4","2,S","0","2,S","19400516",",5,S","","","","","19400526",",2,S","-2.2","5,S,16,","","","","","25.0","2,S,26,","","","","","","","10.44","6,S","14.79","2,,,S","6.09","5,,,S"
"EZM00011603","1940-06","50.767","15.017","401.5","LIBEREC, EZ","","","1.4","4,S","","","","","","","","","0","2,S","0","2,S","0","2,S","18","2,S","0","2,S","19400603",",2,S","","","","","19400630","+,2,S","5.0","2,S,03,","","","","","25.0","2,S,30,+","","","78.0","2,S","","","15.40","4,S","20.89","2,,,S","9.90","2,,,S"
"EZM00011603","1940-07","50.767","15.017","401.5","LIBEREC, EZ","","","","","","","","","","","","","","","","","0",",S","14",",S","0",",S","","","","","","","19400711","+,,S","","","","","","","27.2",",S,11,+","","","","","","","","","20.45",",,,S","",""
