"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00174230","1885-10","44.416667","-70.083333","152.4","KENTS HILL, ME US","","","0.0",",6","9",",6","8",",6","1",",6","","","0",",6","11",",6","0",",6","0",",6","0",",6","","","18851012",",,6","","","","","18851014",",,6","18851004","+,,6","-3.9",",6,12,","","","33.0",",,6,14,","20.6",",6,04,+","","","326.6",",6","105.2",",,,6","","","7.80",",6","12.40",",,,6","3.20",",,,6"
"USC00174230","1885-11","44.416667","-70.083333","152.4","KENTS HILL, ME US","","","","","5",",6","3",",6","2",",6","","","0","5,6","15","5,6","2","4,6","0","4,6","0","4,6","","","18851129","+,5,6","","","","","18851109",",,6","18851109",",4,6","-7.2","5,6,29,+","","","52.8",",,6,09,","12.8","4,6,09,","","","","","105.4",",,,6","","","2.24","6,6","5.64","4,,,6","-1.17","5,,,6"
"USC00174230","1885-12","44.416667","-70.083333","152.4","KENTS HILL, ME US","","","0.0","2,6","","","","","","","1",",6","1","2,6","29","2,6","21","2,6","0","2,6","0","2,6","","","18851208",",2,6","18851219",",,6","","","","","18851210",",2,6","-17.8","2,6,08,","254",",,6,19,","","","11.1","2,6,10,","","","694.9","2,6","","","267",",,,6","-5.63","2,6","-1.19","2,,,6","-10.06","2,,,6"
"USC00174230","1886-01","44.416667","-70.083333","152.4","KENTS HILL, ME US","0.0","6","0.0","1,6","","","","","","","","","12",",6","29",",6","20","1,6","0","1,6","0","1,6","","","18860124",",,6","","","","","","","18860106",",1,6","-25.6",",6,24,","","","","","8.3","1,6,06,","","","782.0","1,6","","","","","-7.88","1,6","-3.21","1,,,6","-12.54",",,,6"
"USC00174230","1886-02","44.416667","-70.083333","152.4","KENTS HILL, ME US","0.0","6","0.0",",6","4",",6","4",",6","3",",6","1",",6","9",",6","26",",6","17",",6","0",",6","0",",6","","","18860205",",,6","18860220",",,6","","","18860227",",,6","18860214",",,6","-26.1",",6,05,","203",",,6,20,","76.2",",,6,27,","8.9",",6,14,","","","747.6",",6","167.6",",,,6","203",",,,6","-8.37",",6","-3.28",",,,6","-13.45",",,,6"
"USC00174230","1886-03","44.416667","-70.083333","152.4","KENTS HILL, ME US","0.0","6","0.0",",6","5",",6","5",",6","1",",6","","","4",",6","30",",6","13",",6","0",",6","0",",6","","","18860301",",,6","","","","","18860322",",,6","18860327",",,6","-23.9",",6,01,","","","47.5",",,6,22,","7.2",",6,27,","","","677.1",",6","79.3",",,,6","","","-3.51",",6","0.37",",,,6","-7.38",",,,6"
"USC00174230","1886-04","44.416667","-70.083333","152.4","KENTS HILL, ME US","0.0","6","0.0","3,6","2",",6","2",",6","1",",6","","","0","3,6","10","3,6","1","2,6","3","2,6","0","2,6","","","18860408","+,3,6","","","","","18860408",",,6","18860423",",2,6","-5.0","3,6,08,+","","","40.6",",,6,08,","26.1","2,6,23,","","","317.0","2,6","43.1",",,,6","","","6.39","3,6","11.48","2,,,6","1.30","3,,,6"
"USC00174230","1886-05","44.416667","-70.083333","152.4","KENTS HILL, ME US","0.6","6","0.6",",6","8",",6","6",",6","2",",6","","","0",",6","1",",6","0",",6","8",",6","0",",6","","","18860514",",,6","","","","","18860516",",,6","18860523",",,6","0.0",",6,14,","","","30.5",",,6,16,","26.1",",6,23,","","","202.4",",6","101.7",",,,6","","","11.82",",6","17.58",",,,6","6.06",",,,6"
"USC00174230","1886-06","44.416667","-70.083333","152.4","KENTS HILL, ME US","9.2","6","8.6","3,6","5",",6","4",",6","0",",6","","","0","3,6","0","3,6","0","2,6","20","2,6","0","2,6","","","18860619","+,3,6","","","1","","18860628",",,6","18860621",",2,6","7.2","3,6,19,+","","","24.4",",,6,28,","27.8","2,6,21,","","","66.7","2,6","58.2",",,,6","","","16.20","3,6","21.61","2,,,6","10.80","3,,,6"
"USC00174230","1886-07","44.416667","-70.083333","152.4","KENTS HILL, ME US","58.4","6","49.2",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","29",",6","1",",6","","","18860712",",,6","","","2","","18860717",",,6","18860707",",,6","7.8",",6,12,","","","23.4",",,6,17,","32.2",",6,07,","14.9","6","14.9",",6","55.3",",,,6","","","19.44",",6","24.86",",,,6","14.02",",,,6"
