"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00012925","1946-01","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","8.1","","8.1",",X","10",",X","7",",X","0",",X","","","0",",X","0",",X","2",",X","0",",X","10",",X","0",",X","14","","","","19460123",",,X","","","19460131","+,,X","1","","19460121",",,X","19460106",",,X","-1.1",",X,23,","","","0",",,X,31,+","16.5",",,X,21,","27.2",",X,06,","429.3","","212.7",",X","57.4",",,,X","0",",,,X","11.73",",X","16.97",",,,X","6.49",",,,X","","","","","","","",""
"USW00012925","1946-02","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","18.7","","10.6","2,X","9",",X","3",",X","0",",X","","","0",",X","0","1,X","0","1,X","0","1,X","12","1,X","0","1,X","13","","","","19460214",",1,X","","","19460228","+,,X","1","","19460217",",,X","19460226",",1,X","0.6","1,X,14,","","","0",",,X,28,+","14.2",",,X,17,","28.3","1,X,26,","533.1","","103.8","1,X","34.9",",,,X","0",",,,X","14.73","2,X","20.31","1,,,X","9.14","1,,,X","","","","","","","",""
"USW00012925","1946-03","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","69.7","","51.0",",X","4",",X","2",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","11","","","","19460309",",,X","","","19460331","+,,X","2","","19460312",",,X","19460331","+,,X","4.4",",X,09,","","","0",",,X,31,+","12.4",",,X,12,","33.9",",X,31,+","557.9","","24.8",",X","20.3",",,,X","0",",,,X","19.18",",X","26.10",",,,X","12.26",",,,X","","","","","","","",""
"USW00012925","1946-04","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","205.5","","135.8",",X","5",",X","3",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","11","","","","19460416",",,X","","","19460430","+,,X","5","","19460422",",,X","19460410","+,,X","10.0",",X,16,","","","0",",,X,30,+","26.9",",,X,22,","32.2",",X,10,+","560.4","","2.5",",X","49.7",",,,X","0",",,,X","22.78",",X","28.15",",,,X","17.40",",,,X","","","","","","","",""
"USW00012925","1954-08","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","","","360.1","1,X","2","1,X","1","1,X","0","1,X","0","1,X","0","1,X","0","1,X","0","1,X","0","1,X","30","1,X","29","1,X","","","","","19540830",",1,X","19540831","+,1,X","19540831","+,1,X","3","","19540825",",1,X","19540831",",1,X","23.3","1,X,30,","0","1,,X,31,+","0","1,,X,31,+","4.6","1,,X,25,","40.6","1,X,31,","","","0.0","1,X","6.6","1,,,X","0","1,,,X","30.34","1,X","35.85","1,,,X","24.82","1,,,X","0","2,X","","","0.0","2,X","",""
"USW00012925","1954-09","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","","","316.0",",X","8",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","29",",X","4","","","","19540923",",,X","19540930","+,,X","19540930","+,,X","4","","19540930",",,X","19540916","+,,X","17.8",",X,23,","0",",,X,30,+","0",",,X,30,+","35.6",",,X,30,","37.2",",X,16,+","","","0.0",",X","57.7",",,,X","0",",,,X","28.87",",X","34.62",",,,X","23.11",",,,X","","","","","","","",""
"USW00012925","1954-10","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","","","180.7",",X","6",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","7",",X","16","","","","19541031",",,X","19541031","+,,X","19541031","+,,X","4","","19541023",",,X","19541014",",,X","7.2",",X,31,","0",",,X,31,+","0",",,X,31,+","41.4",",,X,23,","35.0",",X,14,","","","8.1",",X","98.1",",,,X","0",",,,X","23.90",",X","29.31",",,,X","18.49",",,,X","","","","","","","",""
"USW00012925","1954-11","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","","","26.1",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","13","","","","19541106","+,,X","19541130","+,,X","19541130","+,,X","2","","19541104",",,X","19541121",",,X","5.6",",X,06,+","0",",,X,30,+","0",",,X,30,+","12.2",",,X,04,","28.3",",X,21,","","","39.2",",X","15.6",",,,X","0",",,,X","17.90",",X","23.74",",,,X","12.05",",,,X","","","","","","","",""
"USW00012925","1954-12","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","","","31.6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","8","","","","19541229",",,X","19541231","+,,X","19541231","+,,X","","","19541212",",,X","19541204",",,X","0.6",",X,29,","0",",,X,31,+","0",",,X,31,+","4.1",",,X,12,","30.0",",X,04,","","","93.1",",X","8.0",",,,X","0",",,,X","16.35",",X","22.46",",,,X","10.24",",,,X","","","","","","","",""
"USW00012925","1955-01","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","12.1","X","12.1",",X","12",",X","4",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","9",",X","0",",X","15","","","","19550124",",,X","19550131","+,,X","19550131","+,,X","1","","19550117",",,X","19550104","+,,X","-0.6",",X,24,","0",",,X,31,+","0",",,X,31,+","5.1",",,X,17,","26.1",",X,04,+","","","151.4",",X","22.3",",,,X","0",",,,X","13.84",",X","18.91",",,,X","8.77",",,,X","","","","","","","",""
"USW00012925","1955-02","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","37.7","X","25.6",",X","8",",X","4",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","16",",X","0",",X","11","","","","19550212","+,,X","19550228","+,,X","19550228","+,,X","1","","19550205",",,X","19550228","+,,X","-0.6",",X,12,+","0",",,X,28,+","0",",,X,28,+","35.6",",,X,05,","26.7",",X,28,+","","","122.6",",X","56.0",",,,X","0",",,,X","14.87",",X","19.85",",,,X","9.89",",,,X","","","","","","","",""
"USW00012925","1955-03","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","136.7","X","99.0",",X","2",",X","1",",X","0",",X","0","1,X","0",",X","0",",X","1",",X","0",",X","24",",X","2",",X","8","","","","19550326",",,X","19550331","+,1,X","19550331","+,,X","1","","19550307",",,X","19550325",",,X","0.0",",X,26,","0","1,,X,31,+","0",",,X,31,+","5.3",",,X,07,","33.9",",X,25,","","","73.3",",X","5.8",",,,X","0",",,,X","19.16",",X","24.67",",,,X","13.65",",,,X","","","","","","","",""
"USW00012925","1955-04","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","308.8","X","172.1",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","4",",X","17","","","","19550402",",,X","19550430","+,,X","19550430","+,,X","1","","19550410",",,X","19550424",",,X","12.2",",X,02,","0",",,X,30,+","0",",,X,30,+","3.0",",,X,10,","35.6",",X,24,","","","2.2",",X","6.4",",,,X","0",",,,X","23.99",",X","29.08",",,,X","18.91",",,,X","","","","","","","",""
"USW00012925","1955-05","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","565.1","X","256.3",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","11",",X","14","","","","19550512",",,X","19550531","+,,X","19550531","+,,X","4","","19550512",",,X","19550524",",,X","17.8",",X,12,","0",",,X,31,+","0",",,X,31,+","24.1",",,X,12,","35.0",",X,24,","","","0.0",",X","49.8",",,,X","0",",,,X","26.60",",X","31.35",",,,X","21.85",",,,X","","","","","","","",""
"USW00012925","1955-06","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","852.7","X","287.6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","24",",X","4","","","","19550610",",,X","19550630","+,,X","19550630","+,,X","5","","19550610",",,X","19550616","+,,X","14.4",",X,10,","0",",,X,30,+","0",",,X,30,+","13.2",",,X,10,","36.1",",X,16,+","","","0.0",",X","15.6",",,,X","0",",,,X","27.92",",X","33.11",",,,X","22.72",",,,X","","","","","","","",""
"USW00012925","1955-07","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1193.7","X","341.0",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","26",",X","1","","","","19550728","+,,X","19550731","+,,X","19550731","+,,X","6","","19550728",",,X","19550712",",,X","22.8",",X,28,+","0",",,X,31,+","0",",,X,31,+","19.3",",,X,28,","37.2",",X,12,","0.0","X","0.0",",X","52.6",",,,X","0",",,,X","29.33",",X","33.92",",,,X","24.74",",,,X","","","","","","","",""
"USW00012925","1955-08","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1538.9","X","345.2",",X","9",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","28",",X","1","","","","19550819",",,X","19550831","+,,X","19550831","+,,X","9","","19550818",",,X","19550828",",,X","22.8",",X,19,","0",",,X,31,+","0",",,X,31,+","61.7",",,X,18,","37.2",",X,28,","0.0","X","0.0",",X","108.5",",,,X","0",",,,X","29.47",",X","34.29",",,,X","24.65",",,,X","","","","","","","",""
"USW00012925","1955-09","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1801.4","X","262.5",",X","9",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","19","","","","19550913","+,,X","19550930","+,,X","19550930","+,,X","5","","19550906",",,X","19550930","+,,X","21.7",",X,13,+","0",",,X,30,+","0",",,X,30,+","46.7",",,X,06,","33.3",",X,30,+","0.0","X","0.0",",X","145.4",",,,X","0",",,,X","27.08",",X","30.87",",,,X","23.29",",,,X","","","","","","","",""
"USW00012925","1955-10","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1935.3","X","133.9",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","12","","","","19551025",",,X","19551031","+,,X","19551031","+,,X","1","","19551007",",,X","19551006",",,X","8.3",",X,25,","0",",,X,31,+","0",",,X,31,+","3.8",",,X,07,","32.2",",X,06,","3.6","X","3.6",",X","8.9",",,,X","0",",,,X","22.54",",X","28.18",",,,X","16.90",",,,X","","","","","","","",""
"USW00012925","1955-11","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1993.6","X","58.3","2,X","8",",X","5",",X","0",",X","0",",X","0",",X","0","1,X","0","1,X","0","1,X","18","1,X","0","1,X","10","","","","19551129",",1,X","19551130","+,,X","19551109",",,X","1","","19551109",",,X","19551115",",1,X","0.6","1,X,29,","0",",,X,30,+","0",",T,X,09,","11.9",",,X,09,","30.6","1,X,15,","87.0","X","83.4","1,X","44.2",",,,X","0",",T,,X","17.30","2,X","22.24","1,,,X","12.36","1,,,X","","","","","","","",""
"USW00012925","1955-12","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","2011.6","X","18.0",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","14",",X","0",",X","18","","","","19551216",",,X","19551231","+,,X","19551231","+,,X","","","19551201",",,X","19551225",",,X","-1.1",",X,16,","0",",,X,31,+","0",",,X,31,+","7.9",",,X,01,","28.9",",X,25,","221.2","X","134.2",",X","8.2",",,,X","0",",,,X","14.59",",X","20.29",",,,X","8.88",",,,X","360","3,X","","","16.4","3,X","",""
"USW00012925","1956-01","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","16.4","X","16.4",",X","5",",X","4",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","13",",X","0",",X","17","","","","19560119",",,X","19560131","+,,X","19560131","+,,X","2","","19560118",",,X","19560129",",,X","-1.7",",X,19,","0",",,X,31,+","0",",,X,31,+","5.3",",,X,18,","28.3",",X,29,","377.7","X","156.5",",X","16.5",",,,X","0",",,,X","13.81",",X","19.39",",,,X","8.24",",,,X","23",",X","","","18.0",",X","",""
"USW00012925","1956-02","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","60.8","X","44.4",",X","8",",X","3",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","18",",X","0",",X","11","","","","19560204",",,X","19560229","+,,X","19560229","+,,X","","","19560202",",,X","19560224",",,X","-0.6",",X,04,","0",",,X,29,+","0",",,X,29,+","24.4",",,X,02,","30.6",",X,24,","479.2","X","101.5",",X","37.0",",,,X","0",",,,X","16.37",",X","21.46",",,,X","11.28",",,,X","158","1,X","","","23.6","1,X","",""
"USW00012925","1956-03","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","118.7","X","57.9",",X","6",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","15","","","","19560313","+,,X","19560331","+,,X","19560331","+,,X","1","","19560321",",,X","19560303",",,X","2.8",",X,13,+","0",",,X,31,+","0",",,X,31,+","51.6",",,X,21,","30.6",",X,03,","541.7","X","62.5",",X","56.9",",,,X","0",",,,X","18.19",",X","23.48",",,,X","12.89",",,,X","45","5,X","","","25.7","5,X","",""
"USW00012925","1956-04","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","224.6","X","105.9",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","2",",X","11","","","","19560411","+,,X","19560430","+,,X","19560430","+,,X","1","","19560409",",,X","19560405",",,X","10.0",",X,11,+","0",",,X,30,+","0",",,X,30,+","22.6",",,X,09,","32.8",",X,05,","544.7","X","3.0",",X","42.7",",,,X","0",",,,X","21.76",",X","26.35",",,,X","17.18",",,,X","","","","","","","",""
"USW00012925","1956-05","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","450.3","X","225.7",",X","4",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","10","","","","19560503","+,,X","19560531","+,,X","19560531","+,,X","3","","19560502",",,X","19560531",",,X","16.7",",X,03,+","0",",,X,31,+","0",",,X,31,+","28.4",",,X,02,","32.8",",X,31,","544.7","X","0.0",",X","43.1",",,,X","0",",,,X","25.61",",X","30.20",",,,X","21.03",",,,X","","","","","","","",""
"USW00012925","1956-06","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","751.4","X","301.1",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","26",",X","6","","","","19560611",",,X","19560630","+,,X","19560630","+,,X","4","","19560619",",,X","19560628",",,X","20.6",",X,11,","0",",,X,30,+","0",",,X,30,+","8.6",",,X,19,","36.7",",X,28,","544.7","X","0.0",",X","19.6",",,,X","0",",,,X","28.37",",X","33.33",",,,X","23.41",",,,X","","","","","","","",""
"USW00012925","1956-07","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1085.1","X","333.7",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","30",",X","5","","","","19560722",",,X","19560731","+,,X","19560731","+,,X","2","","19560726",",,X","19560716","+,,X","22.2",",X,22,","0",",,X,31,+","0",",,X,31,+","6.1",",,X,26,","36.1",",X,16,+","0.0","X","0.0",",X","7.1",",,,X","0",",,,X","29.10",",X","33.99",",,,X","24.21",",,,X","158","3,X","","","14.9","3,X","",""
"USW00012925","1956-08","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1429.5","X","344.4",",X","2",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","29",",X","","","","","19560826",",,X","19560831","+,,X","19560831","+,,X","1","","19560826",",,X","19560805",",,X","20.6",",X,26,","0",",,X,31,+","0",",,X,31,+","29.5",",,X,26,","37.2",",X,05,","0.0","X","0.0",",X","30.5",",,,X","0",",,,X","29.44",",X","34.27",",,,X","24.62",",,,X","","","","","","","",""
"USW00012925","1956-09","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1707.4","X","277.9",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","24",",X","2","","","","19560928",",,X","19560930","+,,X","19560930","+,,X","6","","19560904",",,X","19560920",",,X","18.3",",X,28,","0",",,X,30,+","0",",,X,30,+","12.4",",,X,04,","36.7",",X,20,","0.0","X","0.0",",X","27.7",",,,X","0",",,,X","27.60",",X","33.15",",,,X","22.04",",,,X","","","","","","","",""
"USW00012925","1956-10","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1897.4","X","190.0",",X","7",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","5","","","","19561031",",,X","19561031","+,,X","19561031","+,,X","6","","19561013",",,X","19561007","+,,X","11.7",",X,31,","0",",,X,31,+","0",",,X,31,+","32.3",",,X,13,","34.4",",X,07,+","0.0","X","0.0",",X","73.0",",,,X","0",",,,X","24.46",",X","30.02",",,,X","18.90",",,,X","","","","","","","",""
"USW00012925","1956-11","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1924.2","X","26.8",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","0",",X","5","","","","19561130","+,,X","19561130","+,,X","19561130","+,,X","2","","19561102",",,X","19561114",",,X","2.8",",X,30,+","0",",,X,30,+","0",",,X,30,+","12.7",",,X,02,","29.4",",X,14,","96.9","X","96.9",",X","20.4",",,,X","0",",,,X","16.00",",X","21.81",",,,X","10.18",",,,X","","","","","","","",""
"USW00012925","1956-12","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","1951.8","X","27.6",",X","6",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","14","","","","19561214","+,,X","19561231","+,,X","19561231","+,,X","3","","19561218",",,X","19561231","+,,X","3.9",",X,14,+","0",",,X,31,+","0",",,X,31,+","74.2",",,X,18,","26.7",",X,31,+","207.3","X","110.4",",X","88.0",",,,X","0",",,,X","15.66",",X","21.13",",,,X","10.20",",,,X","","","","","","","",""
"USW00012925","1957-01","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","30.0","X","30.0",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","14",",X","0",",X","16","","","","19570117",",,X","19570131","+,,X","19570131","+,,X","","","19570121",",,X","19570109",",,X","-2.2",",X,17,","0",",,X,31,+","0",",,X,31,+","10.2",",,X,21,","30.6",",X,09,","360.4","X","153.1",",X","18.1",",,,X","0",",,,X","14.36",",X","18.82",",,,X","9.90",",,,X","","","","","","","",""
"USW00012925","1957-02","28.36667","-97.66667","20.1","BEEVILLE CHASE NAAS, TX US","","","89.1","X","59.1",",X","4",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","0",",X","18","","","","19570221",",,X","19570228","+,,X","19570228","+,,X","","","19570223",",,X","19570210",",,X","7.2",",X,21,","0",",,X,28,+","0",",,X,28,+","25.4",",,X,23,","31.7",",X,10,","416.3","X","55.9",",X","39.2",",,,X","0",",,,X","18.45",",X","22.58",",,,X","14.32",",,,X","","","","","","","",""
