"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR00E3-0070","1936-08","-23.5","-46.617","792.0","SAO PAULO, BR","3",",I","3",",I","0",",I","","","","","","","19360828",",,I","","","21.7",",,I,28,","55.3",",,,I","",""
"BR00E3-0070","1936-09","-23.5","-46.617","792.0","SAO PAULO, BR","13",",I","9",",I","2",",I","","","","","","","19360920",",,I","","","29.7",",,I,20,","133.9",",,,I","",""
"BR00E3-0070","1936-10","-23.5","-46.617","792.0","SAO PAULO, BR","8",",I","6",",I","1",",I","","","","","","","19361021",",,I","","","38.8",",,I,21,","80.0",",,,I","",""
"BR00E3-0070","1936-11","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","10",",I","2",",I","","","","","","","19361105",",,I","","","33.8",",,I,05,","134.0",",,,I","",""
"BR00E3-0070","1937-01","-23.5","-46.617","792.0","SAO PAULO, BR","22",",I","16",",I","2",",I","","","","","","","19370115",",,I","","","30.7",",,I,15,","213.8",",,,I","",""
"BR00E3-0070","1937-02","-23.5","-46.617","792.0","SAO PAULO, BR","15",",I","12",",I","1",",I","","","","","","","19370202",",,I","","","33.9",",,I,02,","134.7",",,,I","",""
"BR00E3-0070","1937-03","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","7",",I","1",",I","","","","","","","19370322",",,I","","","44.8",",,I,22,","88.1",",,,I","",""
"BR00E3-0070","1937-04","-23.5","-46.617","792.0","SAO PAULO, BR","13",",I","8",",I","3",",I","","","","","","","19370406",",,I","","","52.6",",,I,06,","160.0",",,,I","",""
"BR00E3-0070","1937-05","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","7",",I","1",",I","","","","","","","19370504",",,I","","","25.8",",,I,04,","82.2",",,,I","",""
"BR00E3-0070","1937-06","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","4",",I","1",",I","","","","","","","19370601",",,I","","","30.6",",,I,01,","73.0",",,,I","",""
"BR00E3-0070","1937-07","-23.5","-46.617","792.0","SAO PAULO, BR","4",",I","0",",I","0",",I","","","","","","","19370701",",,I","","","0.5",",,I,01,","2.4",",,,I","",""
"BR00E3-0070","1937-08","-23.5","-46.617","792.0","SAO PAULO, BR","9",",I","7",",I","0",",I","","","","","","","19370823",",,I","","","19.1",",,I,23,","80.9",",,,I","",""
"BR00E3-0070","1937-09","-23.5","-46.617","792.0","SAO PAULO, BR","4",",I","1",",I","0",",I","","","","","","","19370930",",,I","","","5.4",",,I,30,","7.8",",,,I","",""
"BR00E3-0070","1937-10","-23.5","-46.617","792.0","SAO PAULO, BR","21",",I","12",",I","2",",I","","","","","","","19371020",",,I","","","37.3",",,I,20,","203.3",",,,I","",""
"BR00E3-0070","1937-11","-23.5","-46.617","792.0","SAO PAULO, BR","14",",I","11",",I","2",",I","","","","","","","19371117",",,I","","","55.0",",,I,17,","234.4",",,,I","",""
"BR00E3-0070","1937-12","-23.5","-46.617","792.0","SAO PAULO, BR","13",",I","8",",I","3",",I","","","","","","","19371218",",,I","","","88.0",",,I,18,","206.8",",,,I","",""
"BR00E3-0070","1938-01","-23.5","-46.617","792.0","SAO PAULO, BR","17",",I","14",",I","2",",I","","","","","","","19380116",",,I","","","29.4",",,I,16,","171.9",",,,I","",""
"BR00E3-0070","1938-02","-23.5","-46.617","792.0","SAO PAULO, BR","16",",I","11",",I","0",",I","","","","","","","19380210",",,I","","","16.0",",,I,10,","96.0",",,,I","",""
"BR00E3-0070","1938-03","-23.5","-46.617","792.0","SAO PAULO, BR","8",",I","7",",I","2",",I","","","","","","","19380324",",,I","","","35.0",",,I,24,","118.9",",,,I","",""
"BR00E3-0070","1938-04","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","9",",I","3",",I","","","","","","","19380401",",,I","","","34.7",",,I,01,","157.6",",,,I","",""
"BR00E3-0070","1938-05","-23.5","-46.617","792.0","SAO PAULO, BR","9",",I","5",",I","1",",I","","","","","","","19380527",",,I","","","37.2",",,I,27,","97.9",",,,I","",""
"BR00E3-0070","1938-06","-23.5","-46.617","792.0","SAO PAULO, BR","8",",I","3",",I","0",",I","","","","","","","19380606",",,I","","","6.7",",,I,06,","21.1",",,,I","",""
"BR00E3-0070","1938-07","-23.5","-46.617","792.0","SAO PAULO, BR","8",",I","4",",I","0",",I","","","","","","","19380720",",,I","","","16.3",",,I,20,","40.8",",,,I","",""
"BR00E3-0070","1938-08","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","7",",I","0",",I","","","","","","","19380805",",,I","","","17.0",",,I,05,","74.8",",,,I","",""
"BR00E3-0070","1938-09","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","6",",I","2",",I","","","","","","","19380914",",,I","","","65.4",",,I,14,","128.8",",,,I","",""
"BR00E3-0070","1938-10","-23.5","-46.617","792.0","SAO PAULO, BR","13",",I","10",",I","3",",I","","","","","","","19381003",",,I","","","50.2",",,I,03,","210.4",",,,I","",""
"BR00E3-0070","1938-11","-23.5","-46.617","792.0","SAO PAULO, BR","14",",I","9",",I","0",",I","","","","","","","19381101",",,I","","","16.5",",,I,01,","91.6",",,,I","",""
"BR00E3-0070","1938-12","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","8",",I","2",",I","","","","","","","19381210",",,I","","","51.2",",,I,10,","154.1",",,,I","",""
"BR00E3-0070","1939-01","-23.5","-46.617","792.0","SAO PAULO, BR","16",",I","14",",I","1",",I","","","","","","","19390124",",,I","","","35.5",",,I,24,","180.6",",,,I","",""
"BR00E3-0070","1939-02","-23.5","-46.617","792.0","SAO PAULO, BR","15",",I","10",",I","4",",I","","","","","","","19390214",",,I","","","40.0",",,I,14,","182.4",",,,I","",""
"BR00E3-0070","1939-03","-23.5","-46.617","792.0","SAO PAULO, BR","21",",I","14",",I","3",",I","","","","","","","19390325",",,I","","","44.5",",,I,25,","189.6",",,,I","",""
"BR00E3-0070","1939-04","-23.5","-46.617","792.0","SAO PAULO, BR","9",",I","6",",I","0",",I","","","","","","","19390424",",,I","","","23.0",",,I,24,","56.9",",,,I","",""
"BR00E3-0070","1939-05","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","6",",I","1",",I","","","","","","","19390509",",,I","","","28.5",",,I,09,","72.6",",,,I","",""
"BR00E3-0070","1939-06","-23.5","-46.617","792.0","SAO PAULO, BR","5",",I","3",",I","0",",I","","","","","","","19390611",",,I","","","15.8",",,I,11,","28.8",",,,I","",""
"BR00E3-0070","1939-07","-23.5","-46.617","792.0","SAO PAULO, BR","9",",I","2",",I","0",",I","","","","","","","19390725",",,I","","","25.1",",,I,25,","34.4",",,,I","",""
"BR00E3-0070","1939-08","-23.5","-46.617","792.0","SAO PAULO, BR","1",",I","0",",I","0",",I","","","","","","","19390823",",,I","","","2.2",",,I,23,","2.9",",,,I","",""
"BR00E3-0070","1939-09","-23.5","-46.617","792.0","SAO PAULO, BR","8",",I","3",",I","0",",I","","","","","","","19390913",",,I","","","6.0",",,I,13,","19.2",",,,I","",""
"BR00E3-0070","1939-10","-23.5","-46.617","792.0","SAO PAULO, BR","7",",I","4",",I","0",",I","","","","","","","19391001",",,I","","","14.4",",,I,01,","40.6",",,,I","",""
"BR00E3-0070","1939-11","-23.5","-46.617","792.0","SAO PAULO, BR","19",",I","14",",I","3",",I","","","","","","","19391127",",,I","","","42.2",",,I,27,","214.3",",,,I","",""
"BR00E3-0070","1939-12","-23.5","-46.617","792.0","SAO PAULO, BR","18",",I","13",",I","0",",I","","","","","","","19391212",",,I","","","21.0",",,I,12,","107.7",",,,I","",""
"BR00E3-0070","1940-01","-23.5","-46.617","792.0","SAO PAULO, BR","15",",I","10",",I","5",",I","","","","","","","19400109",",,I","","","88.8",",,I,09,","311.7",",,,I","",""
"BR00E3-0070","1940-02","-23.5","-46.617","792.0","SAO PAULO, BR","20",",I","19",",I","4",",I","","","","","","","19400201",",,I","","","78.5",",,I,01,","440.5",",,,I","",""
"BR00E3-0070","1940-03","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","9",",I","2",",I","","","","","","","19400328",",,I","","","32.3",",,I,28,","112.5",",,,I","",""
"BR00E3-0070","1940-04","-23.5","-46.617","792.0","SAO PAULO, BR","3",",I","3",",I","0",",I","","","","","","","19400429",",,I","","","9.2",",,I,29,","19.2",",,,I","",""
"BR00E3-0070","1940-05","-23.5","-46.617","792.0","SAO PAULO, BR","5",",I","4",",I","0",",I","","","","","","","19400502",",,I","","","18.5",",,I,02,","38.1",",,,I","",""
"BR00E3-0070","1940-06","-23.5","-46.617","792.0","SAO PAULO, BR","2",",I","1",",I","0",",I","","","","","","","19400601",",,I","","","17.3",",,I,01,","18.7",",,,I","",""
"BR00E3-0070","1940-07","-23.5","-46.617","792.0","SAO PAULO, BR","2",",I","1",",I","0",",I","","","","","","","19400723",",,I","","","3.9",",,I,23,","5.0",",,,I","",""
"BR00E3-0070","1940-08","-23.5","-46.617","792.0","SAO PAULO, BR","5",",I","3",",I","0",",I","","","","","","","19400827",",,I","","","10.7",",,I,27,","25.9",",,,I","",""
"BR00E3-0070","1940-09","-23.5","-46.617","792.0","SAO PAULO, BR","6",",I","6",",I","0",",I","","","","","","","19400912",",,I","","","11.5",",,I,12,","49.5",",,,I","",""
"BR00E3-0070","1940-10","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","8",",I","1",",I","","","","","","","19401029",",,I","","","33.2",",,I,29,","121.0",",,,I","",""
"BR00E3-0070","1940-11","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","9",",I","0",",I","","","","","","","19401127",",,I","","","23.7",",,I,27,","75.3",",,,I","",""
"BR00E3-0070","1940-12","-23.5","-46.617","792.0","SAO PAULO, BR","12",",I","9",",I","1",",I","","","","","","","19401205",",,I","","","31.0",",,I,05,","114.2",",,,I","",""
"BR00E3-0070","1941-01","-23.5","-46.617","792.0","SAO PAULO, BR","14",",I","11",",I","2",",I","","","","","","","19410101",",,I","","","67.5",",,I,01,","214.6",",,,I","",""
"BR00E3-0070","1941-02","-23.5","-46.617","792.0","SAO PAULO, BR","14",",I","13",",I","2",",I","","","","","","","19410218",",,I","","","44.3",",,I,18,","197.5",",,,I","",""
"BR00E3-0070","1941-03","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","8",",I","2",",I","","","","","","","19410325",",,I","","","53.0",",,I,25,","138.2",",,,I","",""
"BR00E3-0070","1941-04","-23.5","-46.617","792.0","SAO PAULO, BR","4",",I","2",",I","0",",I","","","","","","","19410412",",,I","","","25.1",",,I,12,","47.7",",,,I","",""
"BR00E3-0070","1941-05","-23.5","-46.617","792.0","SAO PAULO, BR","3",",I","3",",I","1",",I","","","","","","","19410517",",,I","","","38.5",",,I,17,","74.8",",,,I","",""
"BR00E3-0070","1941-06","-23.5","-46.617","792.0","SAO PAULO, BR","3",",I","3",",I","1",",I","","","","","","","19410626",",,I","","","25.6",",,I,26,","64.2",",,,I","",""
"BR00E3-0070","1941-07","-23.5","-46.617","792.0","SAO PAULO, BR","4",",I","2",",I","0",",I","","","","","","","19410716",",,I","","","22.5",",,I,16,","35.4",",,,I","",""
"BR00E3-0070","1941-08","-23.5","-46.617","792.0","SAO PAULO, BR","6",",I","3",",I","0",",I","","","","","","","19410818",",,I","","","11.7",",,I,18,","36.4",",,,I","",""
"BR00E3-0070","1941-09","-23.5","-46.617","792.0","SAO PAULO, BR","15",",I","13",",I","3",",I","","","","","","","19410922",",,I","","","42.3",",,I,22,","236.8",",,,I","",""
"BR00E3-0070","1941-10","-23.5","-46.617","792.0","SAO PAULO, BR","9",",I","6",",I","1",",I","","","","","","","19411008",",,I","","","42.5",",,I,08,","92.1",",,,I","",""
"BR00E3-0070","1941-11","-23.5","-46.617","792.0","SAO PAULO, BR","13",",I","11",",I","1",",I","","","","","","","19411117",",,I","","","57.0",",,I,17,","183.5",",,,I","",""
"BR00E3-0070","1941-12","-23.5","-46.617","792.0","SAO PAULO, BR","17",",I","15",",I","3",",I","","","","","","","19411216",",,I","","","47.8",",,I,16,","199.0",",,,I","",""
"BR00E3-0070","1942-01","-23.5","-46.617","792.0","SAO PAULO, BR","14",",I","14",",I","5",",I","","","","","","","19420116",",,I","","","80.2",",,I,16,","287.5",",,,I","",""
"BR00E3-0070","1942-02","-23.5","-46.617","792.0","SAO PAULO, BR","20",",I","15",",I","4",",I","","","","","","","19420219",",,I","","","39.6",",,I,19,","269.9",",,,I","",""
"BR00E3-0070","1942-03","-23.5","-46.617","792.0","SAO PAULO, BR","8",",I","6",",I","1",",I","","","","","","","19420312",",,I","","","37.5",",,I,12,","79.5",",,,I","",""
"BR00E3-0070","1942-04","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","11",",I","2",",I","","","","","","","19420401",",,I","","","53.4",",,I,01,","183.8",",,,I","",""
"BR00E3-0070","1942-05","-23.5","-46.617","792.0","SAO PAULO, BR","3",",I","3",",I","0",",I","","","","","","","19420508",",,I","","","10.0",",,I,08,","23.3",",,,I","",""
"BR00E3-0070","1942-06","-23.5","-46.617","792.0","SAO PAULO, BR","6",",I","5",",I","1",",I","","","","","","","19420611",",,I","","","32.7",",,I,11,","79.3",",,,I","",""
"BR00E3-0070","1942-07","-23.5","-46.617","792.0","SAO PAULO, BR","5",",I","4",",I","2",",I","","","","","","","19420704",",,I","","","42.2",",,I,04,","112.3",",,,I","",""
"BR00E3-0070","1942-08","-23.5","-46.617","792.0","SAO PAULO, BR","0",",I","0",",I","0",",I","","","","","","","19420831","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"BR00E3-0070","1942-09","-23.5","-46.617","792.0","SAO PAULO, BR","5",",I","3",",I","0",",I","","","","","","","19420917",",,I","","","12.9",",,I,17,","34.5",",,,I","",""
"BR00E3-0070","1942-10","-23.5","-46.617","792.0","SAO PAULO, BR","3",",I","3",",I","0",",I","","","","","","","19421029",",,I","","","8.4",",,I,29,","21.8",",,,I","",""
"BR00E3-0070","1942-11","-23.5","-46.617","792.0","SAO PAULO, BR","11",",I","8",",I","0",",I","","","","","","","19421127",",,I","","","22.4",",,I,27,","77.5",",,,I","",""
