"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00049083","1949-02","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0","1,0","15",",0","11",",0","1",",0","","","3",",0","0","1,0","12","1,0","0",",0","0",",0","0",",0","19490213","+,1,0","","","19490207",",,0","19490211",",,0","19490219",",,0","-2.8","1,0,13,+","","","254",",,0,07,","62.5",",,0,11,","18.3",",0,19,","","","","","341.2",",0","225.0",",,,0","376",",,,0","5.68","1,0","9.94",",,,0","1.41","1,,,0","2362","3,,,0"
"USC00049083","1949-06","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","134.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","19490602",",,0","19490630","+,,0","19490630","+,,0","19490601",",,0","19490611","+,,0","6.1",",0,02,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,01,","35.0",",0,11,+","249.5","1,,,0","","","19.0",",0","2.5",",,,0","0",",,,0","22.18",",0","27.12",",,,0","17.24",",,,0","3889",",,,0"
"USC00049083","1949-07","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","","","0","5,0","0","5,0","0","5,0","0","5,0","0","5,0","","","","","","","","","","","","","19490731","+,5,0","19490731","+,5,0","19490731","+,5,0","","","","","0","5,,0,31,+","0","5,,0,31,+","0.0","5,,0,31,+","","","","","","","","","0.0","5,,,0","0","5,,,0","","","","","","","",""
"USC00049083","1949-09","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","168.9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","19490928",",,0","19490930","+,,0","19490930","+,,0","19490929",",,0","19490903","+,,0","11.1",",0,28,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,29,","40.0",",0,03,+","240.7",",,,0","","","3.1",",0","3.5",",,,0","0",",,,0","23.86",",0","31.72",",,,0","16.00",",,,0","3444",",,,0"
"USC00049083","1949-10","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","43.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","19491020","+,,0","19491031","+,,0","19491031","+,,0","19491010",",,0","19491004",",,0","4.4",",0,20,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,10,","33.3",",0,04,","184.7","1,,,0","","","69.3",",0","0.3",",,,0","0",",,,0","17.50",",0","24.45",",,,0","10.55",",,,0","",""
"USC00049083","1949-11","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","15.0",",0","5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","19491110",",,0","19491130","+,,0","19491130","+,,0","19491109",",,0","19491102",",,0","4.4",",0,10,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,09,","32.2",",0,02,","74.1","2,,,0","","","104.0",",0","87.3",",,,0","0",",,,0","15.37",",0","21.74",",,,0","9.00",",,,0","2951",",,,0"
"USC00049083","1950-01","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0","1,0","19","1,0","12","1,0","5","1,0","","","","","0","1,0","24","1,0","0","1,0","0","1,0","0","1,0","19500125",",1,0","","","","","19500110",",1,0","19500124",",1,0","-5.6","1,0,25,","","","","","80.3","1,,0,10,","12.8","1,0,24,","","","","","474.8","1,0","352.1","1,,,0","","","2.51","1,0","6.13","1,,,0","-1.12","1,,,0","4230","1,,,0"
"USC00049083","1950-03","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","","","11","5,0","7","5,0","2","5,0","0","5,0","0","5,0","","","","","","","","","","","","","19500331","+,5,0","19500331","+,5,0","19500324",",5,0","","","","","0","5,,0,31,+","0","5,,0,31,+","36.8","5,,0,24,","","","64.2","5,,,0","","","","","96.2","5,,,0","0","5,,,0","","","","","","","",""
"USC00049083","1950-04","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","19.1",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","19500409",",,0","19500430","+,,0","19500430","+,,0","19500408",",,0","19500420",",,0","1.7",",0,09,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,08,","30.0",",0,20,","172.7","1,,,0","","","114.4",",0","63.3",",,,0","0",",,,0","15.16",",0","21.24",",,,0","9.07",",,,0","3652","2,,,0"
"USC00049083","1950-06","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","128.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","12",",0","19500607",",,0","19500630","+,,0","19500630","+,,0","19500612",",,0","19500630",",,0","5.6",",0,07,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,12,","38.3",",0,30,","231.8",",,,0","","","22.5",",0","20.9",",,,0","0",",,,0","21.87",",0","28.37",",,,0","15.37",",,,0","3388",",,,0"
"USC00049083","1950-07","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","305.3","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","25",",0","19500719",",1,0","19500731","+,,0","19500731","+,,0","19500731","+,,0","19500706","+,,0","14.4","1,0,19,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.6",",0,06,+","292.8","2,,,0","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","28.42","1,0","36.04",",,,0","20.79","1,,,0","3242",",,,0"
"USC00049083","1950-08","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","284.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","19500805",",,0","19500831","+,,0","19500831","+,,0","19500805",",,0","19500821",",,0","12.2",",0,05,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,05,","43.3",",0,21,","263.4","1,,,0","0.3","0","0.3",",0","0.3",",,,0","0",",,,0","27.48",",0","36.06",",,,0","18.90",",,,0","2544",",,,0"
"USC00049083","1950-09","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","161.9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","11",",0","19500929",",,0","19500930","+,,0","19500930","+,,0","19500918",",,0","19500903","+,,0","10.0",",0,29,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,18,","43.9",",0,03,+","203.8","1,,,0","8.4","0","8.1",",0","12.5",",,,0","0",",,,0","23.46",",0","30.41",",,,0","16.51",",,,0","3347",",,,0"
"USC00049083","1950-10","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","29.8",",0","10","1,0","8","1,0","6","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3",",0","19501031",",,0","19501031","+,,0","19501031","+,,0","19501028",",1,0","19501011",",,0","4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","98.6","1,,0,28,","33.9",",0,11,","","","91.6","0","83.2",",0","446.0","1,,,0","0",",,,0","16.61",",0","22.20",",,,0","11.02",",,,0","4187","1,,,0"
"USC00049083","1950-11","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","2.0","1,0","10","1,0","9","1,0","2","1,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","8","1,0","0","1,0","19501119",",1,0","19501130","+,,0","19501130","+,,0","19501116",",1,0","19501104",",1,0","1.7","1,0,19,","0",",,0,30,+","0",",,0,30,+","69.6","1,,0,16,","26.7","1,0,04,","72.3","4,,,0","255.5","0","163.9","1,0","152.8","1,,,0","0",",,,0","12.75","1,0","17.12","1,,,0","8.38","1,,,0","",""
"USC00049083","1950-12","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","0.0","1,0","17","1,0","16","1,0","3","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","19501228","+,1,0","19501231","+,1,0","19501231","+,1,0","19501203",",1,0","19501216",",1,0","1.1","1,0,28,+","0","1,,0,31,+","0","1,,0,31,+","52.8","1,,0,03,","18.3","1,0,16,","67.4","4,,,0","535.1","0","279.6","1,0","254.7","1,,,0","0","1,,,0","9.01","1,0","12.55","1,,,0","5.48","1,,,0","2104","1,,,0"
"USC00049083","1951-01","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0","2,0","15",",0","14",",0","3",",0","","","","","0","1,0","8","1,0","0","2,0","0","2,0","0","2,0","19510131","+,1,0","","","","","19510117",",,0","19510127",",2,0","-1.1","1,0,31,+","","","","","63.5",",,0,17,","17.8","2,0,27,","","","905.9","0","370.8","2,0","272.5",",,,0","","","5.49","2,0","8.63","2,,,0","2.35","1,,,0","3441","4,,,0"
"USC00049083","1951-02","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0","4,0","13","3,0","9","3,0","2","3,0","","","","","0","4,0","3","4,0","0","4,0","2","4,0","0","4,0","19510227","+,4,0","","","","","19510211",",3,0","19510214",",4,0","-0.6","4,0,27,+","","","","","86.4","3,,0,11,","23.9","4,0,14,","","","1149.9","0","244.0","4,0","186.1","3,,,0","","","8.16","4,0","12.97","4,,,0","3.36","4,,,0","2363","5,,,0"
"USC00049083","1951-03","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.6","0","0.6","2,0","8","1,0","6","1,0","2","1,0","0","1,0","0","1,0","0","1,0","5","1,0","0","2,0","12","2,0","0","2,0","19510310","+,1,0","19510331","+,1,0","19510331","+,1,0","19510309",",1,0","19510328",",2,0","-0.6","1,0,10,+","0","1,,0,31,+","0","1,,0,31,+","47.0","1,,0,09,","27.8","2,0,28,","140.9","3,,,0","1369.0","0","219.1","2,0","139.7","1,,,0","0","1,,,0","10.89","2,0","17.06","2,,,0","4.72","1,,,0","4671","1,,,0"
"USC00049083","1951-06","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","174.7","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","12",",0","19510607",",1,0","19510630","+,,0","19510630","+,,0","19510630","+,,0","19510614",",,0","11.1","1,0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","42.2",",0,14,","305.6",",,,0","","","2.3",",0","0.0",",,,0","0",",,,0","24.17","1,0","30.52",",,,0","17.81","1,,,0","2968","1,,,0"
"USC00049083","1951-08","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","249.3","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","26","1,0","19510828",",1,0","19510831","+,,0","19510831","+,,0","19510822","+,,0","19510816",",1,0","12.8","1,0,28,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,+","40.6","1,0,16,","283.9","3,,,0","","","0.0","1,0","0.0",",T,,0","0",",,,0","26.84","2,0","35.28","1,,,0","18.40","1,,,0","3163","2,,,0"
"USC00049083","1951-10","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","18.7",",0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","19511019",",,0","19511031","+,,0","19511031","+,,0","19511002",",,0","19511010","+,,0","5.0",",0,19,","0",",,0,31,+","0",",,0,31,+","68.6",",,0,02,","30.6",",0,10,+","128.1","2,,,0","","","68.7",",0","151.1",",,,0","0",",,,0","16.72",",0","23.09",",,,0","10.35",",,,0","3729","1,,,0"
"USC00049083","1951-11","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","2.0","3,0","10","3,0","10","3,0","3","3,0","0","1,0","0","1,0","0","3,0","0","3,0","0","3,0","11","3,0","0","3,0","19511111",",3,0","19511130","+,1,0","19511130","+,1,0","19511130",",3,0","19511106","+,3,0","1.1","3,0,11,","0","1,,0,30,+","0","1,,0,30,+","65.8","3,,0,30,","26.7","3,0,06,+","","","","","168.7","3,0","315.9","1,a,,0","0","1,,,0","12.16","3,0","17.45","3,,,0","6.86","3,,,0","3626","4,,,0"
"USC00049083","1951-12","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","","","0.0","1,0","12","2,0","11","2,0","8","2,0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","0","1,0","0","1,0","19511231",",1,0","19511231","+,,0","19511231","+,,0","19511227",",2,0","19511211",",1,0","-1.7","1,0,31,","0",",,0,31,+","0",",,0,31,+","170.2","2,,0,27,","20.0","1,0,11,","","","","","331.0","1,0","571.1",",a,,0","0",",,,0","7.30","1,0","11.49","1,,,0","3.11","1,,,0","4701","2,,,0"
"USC00049083","1952-01","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0","1,0","23",",0","15",",0","6",",0","","","3",",0","0","1,0","9","1,0","0","1,0","0","1,0","0","1,0","19520103",",1,0","","","19520108",",,0","19520114",",,0","19520129",",1,0","-2.2","1,0,03,","","","127",",,0,08,","55.4",",,0,14,","18.3","1,0,29,","36.0","5,,,0","","","415.2","1,0","370.5",",,,0","305",",,,0","4.49","1,0","7.71","1,,,0","1.27","1,,,0","3297","2,,,0"
"USC00049083","1952-02","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0","1,0","9","2,0","7","2,0","3","2,0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","1","1,0","0","1,0","19520221",",1,0","19520229","+,,0","19520219","+,,0","19520201",",2,0","19520209",",1,0","-1.1","1,0,21,","0",",,0,29,+","0",",T,0,19,+","49.5","2,,0,01,","21.1","1,0,09,","78.9","3,,,0","","","281.5","1,0","210.5",",a,,0","0",",T,,0","8.28","1,0","13.76","1,,,0","2.80","1,,,0","2814","2,,,0"
"USC00049083","1952-03","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","0.0","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","8",",0","0",",0","19520320","+,,0","19520331","+,,0","19520314","+,,0","19520315",",,0","19520330","+,,0","-1.1",",0,20,+","0",",,0,31,+","0",",T,0,14,+","52.6",",,0,15,","24.4",",0,30,+","109.4","1,,,0","","","272.3",",0","146.5",",,,0","0",",T,,0","9.55",",0","15.55",",,,0","3.54",",,,0","3510","1,,,0"
"USC00049083","1952-04","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","5.8","0","5.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","19520414",",,0","19520430","+,,0","19520430","+,,0","19520430",",,0","19520418",",,0","3.3",",0,14,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,30,","28.3",",0,18,","162.7",",,,0","","","94.2",",0","49.1",",,,0","0",",,,0","15.39",",0","21.50",",,,0","9.28",",,,0","3486","1,,,0"
"USC00049083","1952-05","40.76667","-122.3","326.1","TURNTABLE CREEK, CA US","70.6","0","64.8","3,0","3","2,0","3","2,0","1","2,0","0","2,0","0","2,0","0","3,0","0","3,0","0","3,0","22","3,0","2","3,0","19520504",",3,0","19520531","+,2,0","19520531","+,2,0","19520508",",2,0","19520528",",3,0","6.1","3,0,04,","0","2,,0,31,+","0","2,,0,31,+","29.2","2,,0,08,","33.3","3,0,28,","146.9","5,,,0","","","47.0","3,0","49.8","2,,,0","0","2,,,0","18.97","3,0","25.11","3,,,0","12.83","3,,,0","2648","4,,,0"
