"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00298793","1912-09","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","8",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","19120930","+,,6","19120917",",,6","","","","","0",",,6,30,+","22.4",",,6,17,","","","","","","","101.4",",,,6","0",",,,6","","","","","",""
"USC00298793","1912-10","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","19121031","+,,6","19121001",",,6","","","","","0",",,6,31,+","10.9",",,6,01,","","","","","","","13.4",",,,6","0",",,,6","","","","","",""
"USC00298793","1912-11","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","0",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19121130","+,,6","19121130","+,,6","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00298793","1912-12","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","2",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","","","19121222","+,,6","19121222","+,,6","","","","","76",",,6,22,+","6.4",",,6,22,+","","","","","","","12.8",",,,6","152",",,,6","","","","","",""
"USC00298793","1913-01","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","","","19130105",",,6","19130105",",,6","","","","","51",",,6,05,","2.5",",,6,05,","","","","","","","2.5",",,,6","51",",,,6","","","","","",""
"USC00298793","1913-02","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","2",",6","2",",6","0",",6","2",",6","","","","","","","","","","","","","","","19130207",",,6","19130207",",,6","","","","","102",",,6,07,","10.2",",,6,07,","","","","","","","15.3",",,,6","153",",,,6","","","","","",""
"USC00298793","1913-03","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19130331","+,,6","19130311",",,6","","","","","0",",,6,31,+","5.1",",,6,11,","","","","","","","5.1",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-04","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","4",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","19130430","+,,6","19130420",",,6","","","","","0",",,6,30,+","33.8",",,6,20,","","","","","","","55.9",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-05","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19130531","+,,6","19130508",",,6","","","","","0",",,6,31,+","7.6",",,6,08,","","","","","","","7.6",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-07","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","4",",6","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","19130731","+,,6","19130722",",,6","","","","","0",",,6,31,+","30.7",",,6,22,","","","","","","","34.2",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-08","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","5",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","19130831","+,,6","19130820",",,6","","","","","0",",,6,31,+","11.4",",,6,20,","","","","","","","19.5",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-09","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","5",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","19130930","+,,6","19130927",",,6","","","","","0",",,6,30,+","12.7",",,6,27,","","","","","","","46.5",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-10","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","2",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","19131031","+,,6","19131016",",,6","","","","","0",",,6,31,+","22.9",",,6,16,","","","","","","","28.0",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-11","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","3",",6","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","19131130","+,,6","19131129",",,6","","","","","0",",,6,30,+","34.3",",,6,29,","","","","","","","51.3",",,,6","0",",,,6","","","","","",""
"USC00298793","1913-12","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","4",",6","4",",6","0",",6","2",",6","","","","","","","","","","","","","","","19131222",",,6","19131204",",,6","","","","","178",",,6,22,","20.3",",,6,04,","","","","","","","47.0",",,,6","229",",,,6","","","","","",""
"USC00298793","1914-01","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19140130",",,6","19140130",",,6","","","","","13",",,6,30,","1.3",",,6,30,","","","","","","","1.3",",,,6","13",",,,6","","","","","",""
"USC00298793","1914-02","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","1",",6","0",",6","1",",6","","","","","","","","","","","","","","","19140227",",,6","19140227",",,6","","","","","51",",,6,27,","5.1",",,6,27,","","","","","","","5.1",",,,6","51",",,,6","","","","","",""
"USC00298793","1914-03","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19140312",",,6","19140312",",,6","","","","","13",",,6,12,","1.3",",,6,12,","","","","","","","1.3",",,,6","13",",,,6","","","","","",""
"USC00298793","1914-04","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","4",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","19140407",",,6","19140403",",,6","","","","","25",",,6,07,","12.7",",,6,03,","","","","","","","29.5",",,,6","25",",,,6","","","","","",""
"USC00298793","1914-05","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","19140517",",,6","","","","","","","32.5",",,6,17,","","","","","","","108.6",",,,6","","","","","","","",""
"USC00298793","1914-06","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","19140630","+,,6","19140607",",,6","","","","","0",",,6,30,+","6.6",",,6,07,","","","","","","","15.2",",,,6","0",",,,6","","","","","",""
"USC00298793","1914-07","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","9",",6","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","19140731","+,,6","19140704",",,6","","","","","0",",,6,31,+","28.7",",,6,04,","","","","","","","96.0",",,,6","0",",,,6","","","","","",""
"USC00298793","1914-08","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","6",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","19140831","+,,6","19140808",",,6","","","","","0",",,6,31,+","6.4",",,6,08,","","","","","","","19.7",",,,6","0",",,,6","","","","","",""
"USC00298793","1914-09","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","19140911",",,6","","","","","","","3.8",",,6,11,","","","","","","","3.8",",,,6","","","","","","","",""
"USC00298793","1914-10","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","5",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","19141031","+,,6","19141023",",,6","","","","","0",",,6,31,+","29.2",",,6,23,","","","","","","","83.8",",,,6","0",",,,6","","","","","",""
"USC00298793","1914-11","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19141130","+,,6","19141125",",,6","","","","","0",",,6,30,+","10.2",",,6,25,","","","","","","","10.2",",,,6","0",",,,6","","","","","",""
"USC00298793","1914-12","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","3",",6","3",",6","0",",6","1",",6","","","","","","","","","","","","","","","19141224",",,6","19141201",",,6","","","","","102",",,6,24,","15.7",",,6,01,","","","","","","","36.1",",,,6","102",",,,6","","","","","",""
"USC00298793","1915-01","34.3","-103.08333","1230.8","TEXICO NEAR, NM US","","","","","1",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19150125",",,6","19150125",",,6","","","","","13",",,6,25,","1.3",",,6,25,","","","","","","","1.3",",,,6","13",",,,6","","","","","",""
