"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"RPW00041231","1958-12","14.8","120.26667","18.3","CUBI POINT NF, RP","","","","","249.1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","","","19581230","+,,X","19581231","+,,X","19581231","+,,X","","","19581201",",,X","19581220","+,,X","20.0",",X,30,+","0",",,X,31,+","0",",,X,31,+","0.8",",,X,01,","32.2",",X,20,+","0.0","X","0.0",",X","0.8",",,,X","0",",,,X","26.37",",X","30.54",",,,X","22.20",",,,X","68",",X","14.9",",X"
"RPW00041231","1959-01","14.8","120.26667","18.3","CUBI POINT NF, RP","","","236.9","X","236.9",",X","2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","","","19590120","+,,X","19590131","+,,X","19590131","+,,X","","","19590126",",,X","19590110","+,,X","19.4",",X,20,+","0",",,X,31,+","0",",,X,31,+","5.3",",,X,26,","32.2",",X,10,+","0.0","X","0.0",",X","8.9",",,,X","0",",,,X","25.97",",X","30.04",",,,X","21.91",",,,X","45","1,X","17.5","1,X"
"RPW00041231","1959-02","14.8","120.26667","18.3","CUBI POINT NF, RP","","","482.6","X","245.7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","13",",X","","","19590218","+,,X","19590228","+,,X","19590228","+,,X","","","19590228","+,,X","19590222","+,,X","21.1",",X,18,+","0",",,X,28,+","0",",,X,28,+","0.0",",T,X,28,+","32.8",",X,22,+","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","27.11",",X","31.73",",,,X","22.49",",,,X","68",",X","15.4",",X"
"RPW00041231","1959-03","14.8","120.26667","18.3","CUBI POINT NF, RP","","","784.3","X","301.7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","19",",X","","","19590311",",,X","19590331","+,,X","19590331","+,,X","","","19590328","+,,X","19590329","+,,X","21.1",",X,11,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,28,+","33.9",",X,29,+","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","28.06",",X","32.26",",,,X","23.86",",,,X","68",",X","19.5",",X"
"RPW00041231","1959-04","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1095.8","X","311.5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","21",",X","","","19590424",",,X","19590430","+,,X","19590430","+,,X","","","19590430","+,,X","19590430","+,,X","22.8",",X,24,","0",",,X,30,+","0",",,X,30,+","0.0",",,X,30,+","35.6",",X,30,+","0.0","X","0.0",",X","0.0",",,,X","0",",,,X","28.72",",X","32.88",",,,X","24.55",",,,X","90",",X","20.0",",X"
"RPW00041231","1959-05","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1432.0","X","336.2",",X","10",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","22",",X","","","19590516","+,,X","19590531","+,,X","19590531","+,,X","10","","19590516",",,X","19590524",",,X","23.9",",X,16,+","0",",,X,31,+","0",",,X,31,+","23.4",",,X,16,","35.6",",X,24,","0.0","X","0.0",",X","63.7",",,,X","0",",,,X","29.18",",X","33.05",",,,X","25.31",",,,X","113",",X","19.0",",X"
"RPW00041231","1959-06","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1747.5","X","315.5",",X","13",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","21",",X","","","19590625","+,,X","19590630","+,,X","19590630","+,,X","7","","19590604",",,X","19590624","+,,X","23.3",",X,25,+","0",",,X,30,+","0",",,X,30,+","49.0",",,X,04,","36.7",",X,24,+","0.0","X","0.0",",X","170.0",",,,X","0",",,,X","28.85",",X","32.62",",,,X","25.08",",,,X","225",",X","17.5",",X"
"RPW00041231","1959-07","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2026.0","X","278.5",",X","24",",X","21",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","","","19590723",",,X","19590731","+,,X","19590731","+,,X","10","","19590714",",,X","19590719",",,X","22.8",",X,23,","0",",,X,31,+","0",",,X,31,+","76.2",",,X,14,","35.0",",X,19,","0.0","X","0.0",",X","552.7",",,,X","0",",,,X","27.32",",X","30.35",",,,X","24.28",",,,X","203",",X","17.5",",X"
"RPW00041231","1959-08","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2278.3","X","252.3",",X","26",",X","21",",X","11",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","","","19590820",",,X","19590831","+,,X","19590831","+,,X","3","","19590802",",,X","19590813","+,,X","22.8",",X,20,","0",",,X,31,+","0",",,X,31,+","151.1",",,X,02,","32.2",",X,13,+","0.0","X","0.0",",X","992.9",",,,X","0",",,,X","26.47",",X","28.87",",,,X","24.07",",,,X","225",",X","26.7",",X"
"RPW00041231","1959-09","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2548.9","X","270.6",",X","18",",X","12",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","7",",X","","","19590919","+,,X","19590930","+,,X","19590930","+,,X","5","","19590901",",,X","19590924","+,,X","22.8",",X,19,+","0",",,X,30,+","0",",,X,30,+","76.2",",,X,01,","33.9",",X,24,+","0.0","X","0.0",",X","318.5",",,,X","0",",,,X","27.35",",X","30.63",",,,X","24.07",",,,X","270",",X","20.6",",X"
"RPW00041231","1959-10","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2829.9","X","281.0",",X","8",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","10",",X","","","19591016",",,X","19591031","+,,X","19591031","+,,X","4","","19591004",",,X","19591001",",,X","22.2",",X,16,","0",",,X,31,+","0",",,X,31,+","116.8",",,X,04,","33.9",",X,01,","0.0","X","0.0",",X","268.5",",,,X","0",",,,X","27.40",",X","30.96",",,,X","23.83",",,,X","225",",X","19.0",",X"
"RPW00041231","1959-11","14.8","120.26667","18.3","CUBI POINT NF, RP","","","3102.5","X","272.6",",X","10",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","6",",X","","","19591127","+,,X","19591130","+,,X","19591130","+,,X","1","","19591117",",,X","19591104","+,,X","23.3",",X,27,+","0",",,X,30,+","0",",,X,30,+","71.6",",,X,17,","33.3",",X,04,+","0.0","X","0.0",",X","120.7",",,,X","0",",,,X","27.42",",X","30.54",",,,X","24.30",",,,X","225",",X","16.4",",X"
"RPW00041231","1959-12","14.8","120.26667","18.3","CUBI POINT NF, RP","","","3371.2","X","268.7",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","","","19591230",",,X","19591231","+,,X","19591231","+,,X","","","19591221",",,X","19591231",",,X","20.0",",X,30,","0",",,X,31,+","0",",,X,31,+","2.8",",,X,21,","32.8",",X,31,","0.0","X","0.0",",X","4.2",",,,X","0",",,,X","27.00",",X","30.85",",,,X","23.15",",,,X","45",",X","15.9",",X"
"RPW00041231","1960-01","14.8","120.26667","18.3","CUBI POINT NF, RP","","","265.6","X","265.6",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","","","19600120","+,,X","19600131","+,,X","19600131","+,,X","","","19600101",",,X","19600110",",,X","21.1",",X,20,+","0",",,X,31,+","0",",,X,31,+","2.0",",,X,01,","33.3",",X,10,","0.0","X","0.0",",X","3.1",",,,X","0",",,,X","26.90",",X","30.94",",,,X","22.86",",,,X","45",",X","19.5",",X"
"RPW00041231","1960-02","14.8","120.26667","18.3","CUBI POINT NF, RP","","","528.9","X","263.3",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","12",",X","","","19600207","+,,X","19600229","+,,X","19600229","+,,X","2","","19600226",",,X","19600217","+,,X","21.1",",X,07,+","0",",,X,29,+","0",",,X,29,+","19.8",",,X,26,","32.8",",X,17,+","0.0","X","0.0",",X","25.6",",,,X","0",",,,X","27.41",",X","31.38",",,,X","23.44",",,,X","90",",X","13.9",",X"
"RPW00041231","1960-03","14.8","120.26667","18.3","CUBI POINT NF, RP","","","838.5","X","309.6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","28",",X","","","19600314","+,,X","19600331","+,,X","19600331","+,,X","","","19600330",",,X","19600329",",,X","22.2",",X,14,+","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,30,","35.0",",X,29,","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","28.32",",X","32.83",",,,X","23.81",",,,X","90",",X","12.3",",X"
"RPW00041231","1960-04","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1159.9","X","321.4",",X","5",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","21",",X","","","19600424",",,X","19600430","+,,X","19600430","+,,X","6","","19600422",",,X","19600414",",,X","23.3",",X,24,","0",",,X,30,+","0",",,X,30,+","37.8",",,X,22,","36.1",",X,14,","0.0","X","0.0",",X","90.1",",,,X","0",",,,X","29.05",",X","32.98",",,,X","25.11",",,,X","68",",X","13.4",",X"
"RPW00041231","1960-05","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1495.4","X","335.5",",X","11",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","26",",X","","","19600528",",,X","19600531","+,,X","19600531","+,,X","13","","19600529",",,X","19600524","+,,X","23.3",",X,28,","0",",,X,31,+","0",",,X,31,+","55.9",",,X,29,","35.0",",X,24,+","0.0","X","0.0",",X","167.5",",,,X","0",",,,X","29.15",",X","32.77",",,,X","25.54",",,,X","225",",X","15.4",",X"
"RPW00041231","1960-06","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1771.2","X","275.8",",X","25",",X","20",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","1","","19600628",",,X","19600630","+,,X","19600630","+,,X","2","","19600627",",,X","19600622",",,X","21.1",",X,28,","0",",,X,30,+","0",",,X,30,+","251.7",",,X,27,","33.3",",X,22,","0.0","X","0.0",",X","707.9",",,,X","0",",,,X","27.53",",X","30.17",",,,X","24.88",",,,X","225",",X","24.7",",X"
"RPW00041231","1960-07","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2072.3","X","301.1",",X","20",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","16",",X","","","19600727","+,,X","19600731","+,,X","19600731","+,,X","15","","19600731",",,X","19600715","+,,X","23.3",",X,27,+","0",",,X,31,+","0",",,X,31,+","82.3",",,X,31,","34.4",",X,15,+","0.0","X","0.0",",X","359.3",",,,X","0",",,,X","28.05",",X","31.59",",,,X","24.50",",,,X","203",",X","18.5",",X"
"RPW00041231","1960-08","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2334.6","X","262.3",",X","26",",X","26",",X","16",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","2","","19600816","+,,X","19600831","+,,X","19600831","+,,X","7","","19600807",",,X","19600831",",,X","23.3",",X,16,+","0",",,X,31,+","0",",,X,31,+","190.5",",,X,07,","32.2",",X,31,","0.0","X","0.0",",X","1359.1",",,,X","0",",,,X","26.79",",X","29.01",",,,X","24.58",",,,X","225",",X","22.1",",X"
"RPW00041231","1960-09","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2593.8","X","259.2",",X","27",",X","19",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","5",",X","1","","19600929",",,X","19600930","+,,X","19600930","+,,X","8","","19600921",",,X","19600926","+,,X","22.8",",X,29,","0",",,X,30,+","0",",,X,30,+","90.9",",,X,21,","32.2",",X,26,+","0.0","X","0.0",",X","625.2",",,,X","0",",,,X","26.97",",X","29.90",",,,X","24.05",",,,X","225",",X","15.9",",X"
"RPW00041231","1960-10","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2865.6","X","271.8",",X","16",",X","13",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","","","19601022",",,X","19601031","+,,X","19601031","+,,X","3","","19601013",",,X","19601023",",,X","22.8",",X,22,","0",",,X,31,+","0",",,X,31,+","171.5",",,X,13,","32.8",",X,23,","0.0","X","0.0",",X","481.1",",,,X","0",",,,X","27.10",",X","30.20",",,,X","24.01",",,,X","225",",X","28.8",",X"
"RPW00041231","1960-11","14.8","120.26667","18.3","CUBI POINT NF, RP","","","3148.9","X","283.3",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","10",",X","","","19601106","+,,X","19601130","+,,X","19601130","+,,X","2","","19601112",",,X","19601112",",,X","22.8",",X,06,+","0",",,X,30,+","0",",,X,30,+","2.8",",,X,12,","33.3",",X,12,","0.0","X","0.0",",X","6.3",",,,X","0",",,,X","27.78",",X","31.56",",,,X","23.99",",,,X","68",",X","14.9",",X"
"RPW00041231","1960-12","14.8","120.26667","18.3","CUBI POINT NF, RP","","","3413.7","X","264.8",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","3",",X","","","19601217",",,X","19601231","+,,X","19601231","+,,X","","","19601215",",,X","19601212",",,X","20.6",",X,17,","0",",,X,31,+","0",",,X,31,+","3.0",",,X,15,","32.8",",X,12,","0.0","X","0.0",",X","3.3",",,,X","0",",,,X","26.88",",X","30.82",",,,X","22.94",",,,X","45",",X","14.4",",X"
"RPW00041231","1961-01","14.8","120.26667","18.3","CUBI POINT NF, RP","","","226.9","X","226.9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","","","19610119",",,X","19610131","+,,X","19610131","+,,X","","","19610122",",,X","19610110","+,,X","19.4",",X,19,","0",",,X,31,+","0",",,X,31,+","1.0",",,X,22,","31.7",",X,10,+","0.0","X","0.0",",X","1.0",",,,X","0",",,,X","25.65",",X","29.61",",,,X","21.69",",,,X","45","1,X","15.4","1,X"
"RPW00041231","1961-02","14.8","120.26667","18.3","CUBI POINT NF, RP","","","466.2","X","239.3",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","10",",X","","","19610201",",,X","19610228","+,,X","19610228","+,,X","","","19610212",",,X","19610222","+,,X","20.6",",X,01,","0",",,X,28,+","0",",,X,28,+","2.5",",,X,12,","32.8",",X,22,+","0.0","X","0.0",",X","3.3",",,,X","0",",,,X","26.88",",X","31.21",",,,X","22.55",",,,X","","","",""
"RPW00041231","1961-03","14.8","120.26667","18.3","CUBI POINT NF, RP","","","765.4","X","299.2",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","14",",X","","","19610331","+,,X","19610331","+,,X","19610331","+,,X","3","","19610306",",,X","19610326","+,,X","22.2",",X,31,+","0",",,X,31,+","0",",,X,31,+","5.6",",,X,06,","34.4",",X,26,+","0.0","X","0.0",",X","9.0",",,,X","0",",,,X","27.99",",X","32.00",",,,X","23.97",",,,X","","","",""
"RPW00041231","1961-04","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1101.3","X","335.9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","27",",X","","","19610406",",,X","19610430","+,,X","19610430","+,,X","1","","19610430","+,,X","19610428","+,,X","23.3",",X,06,","0",",,X,30,+","0",",,X,30,+","0.0",",,X,30,+","36.1",",X,28,+","0.0","X","0.0",",X","0.0",",,,X","0",",,,X","29.53",",X","33.67",",,,X","25.39",",,,X","45",",X","15.4",",X"
"RPW00041231","1961-05","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1441.7","X","340.4",",X","13",",X","11",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","23",",X","","","19610526","+,,X","19610531","+,,X","19610531","+,,X","4","","19610526",",,X","19610507","+,,X","23.9",",X,26,+","0",",,X,31,+","0",",,X,31,+","88.4",",,X,26,","36.1",",X,07,+","0.0","X","0.0",",X","243.5",",,,X","0",",,,X","29.31",",X","33.14",",,,X","25.49",",,,X","203",",X","23.1",",X"
"RPW00041231","1961-06","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1730.6","X","288.9",",X","21",",X","14",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","13",",X","","","19610628","+,,X","19610630","+,,X","19610630","+,,X","10","","19610627",",,X","19610614",",,X","22.8",",X,28,+","0",",,X,30,+","0",",,X,30,+","149.9",",,X,27,","35.0",",X,14,","0.0","X","0.0",",X","733.7",",,,X","0",",,,X","27.96",",X","31.13",",,,X","24.80",",,,X","225",",X","26.2",",X"
"RPW00041231","1961-07","14.8","120.26667","18.3","CUBI POINT NF, RP","","","1994.8","X","264.2",",X","27",",X","24",",X","11",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","","","19610727","+,,X","19610731","+,,X","19610731","+,,X","5","","19610712",",,X","19610709",",,X","22.8",",X,27,+","0",",,X,31,+","0",",,X,31,+","89.4",",,X,12,","32.2",",X,09,","0.0","X","0.0",",X","710.0",",,,X","0",",,,X","26.86",",X","29.35",",,,X","24.36",",,,X","248",",X","27.8",",X"
"RPW00041231","1961-08","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2251.0","X","256.2",",X","27",",X","26",",X","17",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","","","19610829",",,X","19610831","+,,X","19610831","+,,X","5","","19610829",",,X","19610801",",,X","22.8",",X,29,","0",",,X,31,+","0",",,X,31,+","185.2",",,X,29,","32.2",",X,01,","0.0","X","0.0",",X","1241.5",",,,X","0",",,,X","26.60",",X","28.98",",,,X","24.21",",,,X","225",",X","20.6",",X"
"RPW00041231","1961-09","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2512.5","X","261.5",",X","24",",X","23",",X","11",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","4",",X","","","19610922",",,X","19610930","+,,X","19610930","+,,X","4","","19610922",",,X","19610927",",,X","22.8",",X,22,","0",",,X,30,+","0",",,X,30,+","81.0",",,X,22,","33.3",",X,27,","0.0","X","0.0",",X","591.6",",,,X","0",",,,X","27.05",",X","30.03",",,,X","24.06",",,,X","248",",X","20.0",",X"
"RPW00041231","1961-10","14.8","120.26667","18.3","CUBI POINT NF, RP","","","2782.8","X","270.3",",X","22",",X","17",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","","","19611031",",,X","19611031","+,,X","19611031","+,,X","3","","19611008",",,X","19611024",",,X","21.1",",X,31,","0",",,X,31,+","0",",,X,31,+","84.8",",,X,08,","33.9",",X,24,","0.0","X","0.0",",X","230.0",",,,X","0",",,,X","27.05",",X","30.55",",,,X","23.56",",,,X","68",",X","12.9",",X"
"RPW00041231","1961-11","14.8","120.26667","18.3","CUBI POINT NF, RP","","","3046.6","X","263.8",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","12",",X","","","19611116",",,X","19611130","+,,X","19611130","+,,X","","","19611122",",,X","19611121","+,,X","20.6",",X,16,","0",",,X,30,+","0",",,X,30,+","20.8",",,X,22,","32.8",",X,21,+","0.0","X","0.0",",X","28.0",",,,X","0",",,,X","27.13",",X","31.34",",,,X","22.91",",,,X","68",",X","15.4",",X"
