"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010648","1987-11","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","19871101",",5,S","","","","","11.2","5,S,01,","","","","","","","5.94","5,,,S","",""
"GMM00010648","1988-04","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","0","3,S","8","3,S","","","","","","","19880410",",3,S","","","","","-3.5","3,S,10,","","","","","","","","","","","","","2.87","3,,,S"
"GMM00010648","1988-05","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","0","3,S","0","3,S","","","","","","","19880522",",3,S","","","","","2.4","3,S,22,","","","","","","","","","","","","","8.85","3,,,S"
"GMM00010648","1988-06","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","1.9","4,S","","","","","","","0","4,S","0","4,S","0",",S","11",",S","0",",S","19880624","+,4,S","","","19880630",",,S","7.3","4,S,24,+","","","25.5",",S,30,","93.7",",S","","","14.74","4,S","19.14",",,,S","10.34","4,,,S"
"GMM00010648","1989-04","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","0","4,","3","4,S","","","","","","","19890428",",4,S","","","","","-0.4","4,S,28,","","","","","","","","","","","","","3.47","4,,,S"
"GMM00010648","1989-05","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","0","2,S","0","2,S","","","","","","","19890507",",2,S","","","","","0.5","2,S,07,","","","","","","","","","","","","","7.84","2,,,S"
"GMM00010648","1989-06","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","0","5,S","0","5,S","","","","","","","19890606",",5,S","","","","","1.6","5,S,06,","","","","","","","","","","","","","9.41","5,,,S"
"GMM00010648","1989-07","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","0","4,S","0","4,S","","","","","","","19890719",",4,S","","","","","6.7","4,S,19,","","","","","","","","","","","","","12.66","4,,,S"
"GMM00010648","1989-09","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","3.1","5,S","","","","","","","0","4,S","0","4,S","0","2,S","8","2,S","0","2,S","19890928",",4,S","","","19890918",",2,S","4.7","4,S,28,","","","26.3","2,S,18,","93.0","2,S","","","14.48","5,S","19.14","2,,,S","9.82","4,,,S"
"GMM00010648","1989-10","49.717","9.1","405.0","MICHELSTADT VIELBRU, GM","","","","","","","","","","","","","0","2,S","2","2,S","0","2,S","","","","","19891023",",2,S","","","","","22.4","2,S,23,","","","","","","","14.83","2,,,S","",""
