"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PO000008535","1901-01","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","0.0","E","0.0","2,E","","","","","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","19010131",",1,E","","","19010114",",1,E","2.7","1,E,31,","","","16.3","1,E,14,","","","222.1","1,E","","","10.65","2,E","13.53","1,,,E","7.76","1,,,E"
"PO000008535","1901-02","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","0.0","E","0.0","4,E","","","","","","","0","2,E","0","2,E","0","2,E","0","2,E","0","2,E","19010217",",2,E","","","19010210",",2,E","0.8","2,E,17,","","","15.3","2,E,10,","","","229.0","2,E","","","8.88","4,E","12.30","2,,,E","5.45","2,,,E"
"PO000008535","1901-03","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","0.0","E","0.0",",E","","","","","","","0",",E","0",",E","0",",E","0",",E","0",",E","19010313","+,,E","","","19010322",",,E","5.6",",E,13,+","","","18.2",",E,22,","","","200.7",",E","","","11.86",",E","14.75",",,,E","8.97",",,,E"
"PO000008535","1901-04","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","6.5","E","6.5",",E","","","","","","","0",",E","0",",E","0",",E","8",",E","0",",E","19010413",",,E","","","19010404",",,E","7.6",",E,13,","","","27.6",",E,04,","","","97.3",",E","","","15.31",",E","18.73",",,,E","11.88",",,,E"
"PO000008535","1901-05","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","12.6","E","6.1",",E","","","","","","","0",",E","0",",E","0",",E","14",",E","0",",E","19010510",",,E","","","19010511",",,E","11.3",",E,10,","","","26.4",",E,11,","","","33.0",",E","","","17.46",",E","21.03",",,,E","13.90",",,,E"
"PO000008535","1901-06","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","80.2","E","67.6",",E","","","","","","","0",",E","0",",E","0",",E","28",",E","0",",E","19010603",",,E","","","19010619",",,E","14.8",",E,03,","","","31.2",",E,19,","","","0.4",",E","","","20.57",",E","25.01",",,,E","16.14",",,,E"
"PO000008535","1901-07","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","211.3","E","131.1",",E","","","","","","","0",",E","0",",E","0",",E","29",",E","5",",E","19010703",",,E","","","19010720",",,E","14.1",",E,03,","","","36.5",",E,20,","0.2","E","0.2",",E","","","22.55",",E","27.68",",,,E","17.43",",,,E"
"PO000008535","1901-08","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","349.5","E","138.2",",E","","","","","","","0",",E","0",",E","0",",E","31",",E","5",",E","19010812",",,E","","","19010805",",,E","15.4",",E,12,","","","35.8",",E,05,","0.2","E","0.0",",E","","","22.79",",E","26.96",",,,E","18.62",",,,E"
"PO000008535","1901-09","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","389.3","E","39.8",",E","","","","","","","0",",E","0",",E","0",",E","21",",E","0",",E","19010923","+,,E","","","19010929",",,E","14.3",",E,23,+","","","26.5",",E,29,","4.3","E","4.1",",E","","","19.52",",E","22.52",",,,E","16.52",",,,E"
"PO000008535","1901-10","38.7167","-9.15","77.0","LISBOA GEOFISICA, PO","396.1","E","6.8",",E","","","","","","","0",",E","0",",E","0",",E","6",",E","0",",E","19011028","+,,E","","","19011008",",,E","9.6",",E,28,+","","","27.2",",E,08,","79.0","E","74.7",",E","","","16.14",",E","19.02",",,,E","13.26",",,,E"
