"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00410665","1951-08","31.1","-97.48333","202.4","BELTON DAM, TX US","","","","","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","19510831","+,,0","","","","","","","","","0.0",",,0,31,+","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","",""
"USC00410665","1951-09","31.1","-97.48333","202.4","BELTON DAM, TX US","","","","","5",",0","4",",0","2",",0","","","","","","","","","","","","","","","","","","","","","","","19510925",",,0","","","","","","","","","44.5",",,0,25,","","","","","","","","","","","","","114.8",",,,0","","","","","","","","","",""
"USC00410665","1953-07","31.1","-97.48333","202.4","BELTON DAM, TX US","","","336.4",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19530714",",,0","19530731","+,,0","19530731","+,,0","19530713",",,0","19530710",",,0","17.8",",0,14,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,13,","38.9",",0,10,","","","0.0","0","0.0",",0","","","","","61.5",",,,0","0",",,,0","29.18",",0","35.49",",,,0","22.88",",,,0","",""
"USC00410665","1953-08","31.1","-97.48333","202.4","BELTON DAM, TX US","","","317.9",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","19530821",",,0","19530831","+,,0","19530831","+,,0","19530820",",,0","19530810","+,,0","17.2",",0,21,","0",",,0,31,+","0",",,0,31,+","85.3",",,0,20,","42.2",",0,10,+","","","0.0","0","0.0",",0","","","","","148.5",",,,0","0",",,,0","28.59",",0","35.48",",,,0","21.69",",,,0","",""
"USC00410665","1953-09","31.1","-97.48333","202.4","BELTON DAM, TX US","","","199.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","19530924",",,0","19530930","+,,0","19530930","+,,0","19530903",",,0","19530928",",,0","11.1",",0,24,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,03,","41.1",",0,28,","","","0.0","0","0.0",",0","","","","","17.0",",,,0","0",",,,0","24.99",",0","33.29",",,,0","16.69",",,,0","",""
"USC00410665","1953-10","31.1","-97.48333","202.4","BELTON DAM, TX US","","","107.7",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","19531008",",,0","19531031","+,,0","19531031","+,,0","19531023",",,0","19531002","+,,0","5.6",",0,08,","0",",,0,31,+","0",",,0,31,+","86.9",",,0,23,","35.0",",0,02,+","","","24.5","0","24.5",",0","","","","","165.8",",,,0","0",",,,0","21.02",",0","28.22",",,,0","13.82",",,,0","",""
"USC00410665","1953-11","31.1","-97.48333","202.4","BELTON DAM, TX US","","","4.2",",0","8",",0","1",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","","","19531110",",,0","19531130","+,,0","19531130","+,,0","19531104",",,0","19531119",",,0","-1.1",",0,10,","0",",,0,30,+","0",",,0,30,+","38.6",",,0,04,","26.7",",0,19,","","","205.4","0","180.9",",0","","","","","46.8",",,,0","0",",,,0","12.44",",0","19.33",",,,0","5.55",",,,0","",""
"USC00410665","1953-12","31.1","-97.48333","202.4","BELTON DAM, TX US","","","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","19531224",",,0","19531231","+,,0","19531231","+,,0","19531202",",,0","19531206",",,0","-7.8",",0,24,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,02,","25.0",",0,06,","","","532.2","0","326.8",",0","","","","","61.6",",,,0","0",",,,0","7.79",",0","14.37",",,,0","1.21",",,,0","",""
"USC00410665","1954-01","31.1","-97.48333","202.4","BELTON DAM, TX US","1.1","0","1.1",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","10",",0","0",",0","","","19540122",",,0","19540131","+,,0","19540131","+,,0","19540110",",,0","19540121",",,0","-7.2",",0,22,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,10,","27.8",",0,21,","","","811.8","0","279.6",",0","","","","","36.7",",,,0","0",",,,0","9.35",",0","16.31",",,,0","2.38",",,,0","",""
"USC00410665","1954-02","31.1","-97.48333","202.4","BELTON DAM, TX US","4.1","0","3.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","1",",0","","","19540208",",,0","19540228","+,,0","19540228","+,,0","19540202",",,0","19540227",",,0","-4.4",",0,08,","0",",,0,28,+","0",",,0,28,+","7.6",",,0,02,","33.3",",0,27,","","","939.5","0","127.7",",0","","","","","8.2",",,,0","0",",,,0","13.88",",0","23.06",",,,0","4.70",",,,0","",""
