"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKM00003017","1973-01","58.958","-2.905","15.5","KIRKWALL, UK","","","17","5,S","8","5,S","0","5,S","","","","","","","","","","","","","19730131",",5,S","","","","","11.9","5,,S,31,","","","","","","","55.4","5,,,S","","","","","",""
"UKM00003017","1973-02","58.958","-2.905","15.5","KIRKWALL, UK","","","23","1,S","12","1,S","0","1,S","","","","","","","","","","","","","19730212",",1,S","","","","","14.0","1,,S,12,","","","","","","","98.2","1,,,S","","","","","",""
"UKM00003017","1973-03","58.958","-2.905","15.5","KIRKWALL, UK","","","13","4,S","1","4,S","0","4,S","0","5,S","4","5,S","0","2,S","0","2,S","0","2,S","19730307",",5,S","19730301",",4,S","19730324",",2,S","-1.0","5,S,07,","3.0","4,,S,01,","20.0","2,S,24,","","","","","14.0","4,,,S","6.02","6,S","9.00","2,,,S","3.04","5,,,S"
"UKM00003017","1973-04","58.958","-2.905","15.5","KIRKWALL, UK","","","20","4,S","10","4,S","0","4,S","","","","","0",",S","0",",S","0",",S","","","19730429",",4,S","19730424","+,,S","","","18.0","4,,S,29,","10.0",",S,24,+","","","","","82.9","4,,,S","","","7.50",",,,S","",""
"UKM00003017","1973-05","58.958","-2.905","15.5","KIRKWALL, UK","","","13","2,S","6","2,S","1","2,S","","","","","0","1,S","0","1,S","0","1,S","","","19730501",",2,S","19730526",",1,S","","","33.0","2,,S,01,","17.0","1,S,26,","","","","","58.4","2,,,S","","","10.87","1,,,S","",""
"UKM00003017","1973-06","58.958","-2.905","15.5","KIRKWALL, UK","","","18","2,S","8","2,S","0","2,S","0","5,S","0","5,S","0","2,S","0","2,S","0","2,S","19730614","+,5,S","19730612",",2,S","19730630","+,2,S","4.0","5,S,14,+","16.0","2,,S,12,","19.0","2,S,30,+","","","","","54.7","2,,,S","11.35","7,S","14.82","2,,,S","7.88","5,,,S"
"UKM00003017","1973-07","58.958","-2.905","15.5","KIRKWALL, UK","","","11","2,S","3","2,S","0","2,S","0","5,S","0","5,S","0","1,S","0","1,S","0","1,S","19730723",",5,S","19730702",",2,S","19730729","+,1,S","5.0","5,S,23,","7.9","2,,S,02,","18.0","1,S,29,+","","","","","24.8","2,,,S","12.44","6,S","15.07","1,,,S","9.81","5,,,S"
"UKM00003017","1973-08","58.958","-2.905","15.5","KIRKWALL, UK","","","17","5,S","7","5,S","1","5,S","0","5,S","0","5,S","0","3,S","0","3,S","0","3,S","19730821",",5,S","19730831",",5,S","19730813",",3,S","4.0","5,S,21,","29.0","5,,S,31,","19.0","3,S,13,","","","","","98.4","5,,,S","12.13","8,S","15.14","3,,,S","9.12","5,,,S"
"UKM00003017","1973-09","58.958","-2.905","15.5","KIRKWALL, UK","","","18","3,S","10","3,S","1","3,S","","","","","0","1,S","0","1,S","0","1,S","","","19730928",",3,S","19730908",",1,S","","","41.9","3,,S,28,","17.0","1,S,08,","","","","","132.5","3,,,S","","","12.97","1,,,S","",""
"UKM00003017","1973-10","58.958","-2.905","15.5","KIRKWALL, UK","","","18","3,S","10","3,S","0","3,S","","","","","0","2,S","0","2,S","0","2,S","","","19731016",",3,S","19731024","+,2,S","","","7.1","3,,S,16,","15.0","2,S,24,+","","","","","52.4","3,,,S","","","10.52","2,,,S","",""
"UKM00003017","1973-11","58.958","-2.905","15.5","KIRKWALL, UK","","","28",",S","15",",S","1",",S","","","","","","","","","","","","","19731124",",,S","","","","","32.0",",,S,24,","","","","","","","202.4",",,,S","","","","","",""
"UKM00003017","1973-12","58.958","-2.905","15.5","KIRKWALL, UK","","","30",",S","21",",S","0",",S","","","","","","","","","","","","","19731224",",,S","","","","","17.0",",,S,24,","","","","","","","161.0",",,,S","","","","","",""
"UKM00003017","1974-01","58.958","-2.905","15.5","KIRKWALL, UK","","","21","2,S","15","2,S","0","2,S","","","","","","","","","","","","","19740109",",2,S","","","","","13.2","2,,S,09,","","","","","","","98.2","2,,,S","","","","","",""
"UKM00003017","1974-02","58.958","-2.905","15.5","KIRKWALL, UK","","","19","3,S","9","3,S","0","3,S","","","","","0","3,S","0","3,S","0","3,S","","","19740215","+,3,S","19740221",",3,S","","","10.9","3,,S,15,+","11.0","3,S,21,","","","","","76.3","3,,,S","","","6.88","3,,,S","",""
"UKM00003017","1974-03","58.958","-2.905","15.5","KIRKWALL, UK","","","14",",S","4",",S","0",",S","","","","","0","1,S","0","1,S","0","1,S","","","19740316",",,S","19740331","+,1,S","","","6.1",",,S,16,","10.0","1,S,31,+","","","","","26.3",",,,S","","","7.53","1,,,S","",""
"UKM00003017","1974-04","58.958","-2.905","15.5","KIRKWALL, UK","0.0","5,S","3","4,S","2","4,S","0","4,S","0","5,S","1","5,S","0",",S","0",",S","0",",S","19740413",",5,S","19740430",",4,S","19740408",",,S","0.0","5,S,13,","6.1","4,,S,30,","14.0",",S,08,","","","286.3",",S","10.1","4,,,S","6.83","5,S","9.87",",,,S","3.80","5,,,S"
"UKM00003017","1974-05","58.958","-2.905","15.5","KIRKWALL, UK","","","16","1,S","3","1,S","0","1,S","","","","","0","1,S","0","1,S","0","1,S","","","19740528",",1,S","19740515",",1,S","","","14.0","1,,S,28,","15.0","1,S,15,","","","","","38.2","1,,,S","","","11.73","1,,,S","",""
"UKM00003017","1974-06","58.958","-2.905","15.5","KIRKWALL, UK","","","15","3,S","4","3,S","0","3,S","","","","","0","1,S","0","1,S","0","1,S","","","19740618",",3,S","19740630","+,1,S","","","10.9","3,,S,18,","17.0","1,S,30,+","","","","","38.9","3,,,S","","","13.93","1,,,S","",""
"UKM00003017","1974-07","58.958","-2.905","15.5","KIRKWALL, UK","","","21","4,S","8","4,S","0","4,S","","","","","0","1,S","0","1,S","0","1,S","","","19740712",",4,S","19740708",",1,S","","","15.0","4,,S,12,","19.0","1,S,08,","","","","","72.0","4,,,S","","","14.97","1,,,S","",""
"UKM00003017","1974-08","58.958","-2.905","15.5","KIRKWALL, UK","","","16","1,S","6","1,S","0","1,S","","","","","0","1,S","0","1,S","0","1,S","","","19740809",",1,S","19740815",",1,S","","","22.1","1,,S,09,","19.0","1,S,15,","","","","","62.3","1,,,S","","","16.10","1,,,S","",""
"UKM00003017","1974-09","58.958","-2.905","15.5","KIRKWALL, UK","","","20","5,S","6","5,S","0","5,S","","","","","0","2,S","0","2,S","0","2,S","","","19740919",",5,S","19740910","+,2,S","","","14.0","5,,S,19,","16.0","2,S,10,+","","","","","57.9","5,,,S","","","13.00","2,,,S","",""
