"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094051","2006-06","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.2",",W","45.0","W","33.0",",W","7",",W","3",",W","1",",W","","","","","0",",W","0",",W","0",",W","28",",W","3",",W","20060601",",,W","","","","","20060608",",,W","20060628",",,W","2.8",",W,01,","","","","","27.9",",,W,08,","37.2",",W,28,","","","30.9",",W","38.9",",,,W","","","18.40",",W","27.05",",,,W","9.76",",,,W","","","330",",W","280",",W","15.7",",W","19.2",",W"
"USW00094051","2006-07","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5","1,W","236.1","W","191.1",",W","9",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","24",",W","20060708",",,W","","","","","20060701",",,W","20060723","+,,W","8.3",",W,08,","","","","","3.6",",,W,01,","39.4",",W,23,+","0.0","W","0.0",",W","11.8",",,,W","","","24.50",",W","34.43",",,,W","14.57",",,,W","","","300",",W","310",",W","19.7",",W","24.6",",W"
"USW00094051","2006-08","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.3",",W","328.4","W","92.3",",W","9",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","13",",W","20060831","+,,W","","","","","20060817",",,W","20060808",",,W","5.6",",W,31,+","","","","","10.2",",,W,17,","38.3",",W,08,","9.4","W","9.4",",W","25.0",",,,W","","","21.01",",W","30.52",",,,W","11.49",",,,W","","","310",",W","320",",W","19.7",",W","25.0",",W"
"USW00094051","2006-09","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.8",",W","340.3","W","11.9",",W","5",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","19",",W","2",",W","20060919",",,W","","","","","20060922",",,W","20060907","+,,W","0.6",",W,19,","","","","","15.0",",,W,22,","32.2",",W,07,+","148.1","W","138.7",",W","36.9",",,,W","","","14.11",",W","22.02",",,,W","6.20",",,,W","","","310",",W","310",",W","16.1",",W","19.7",",W"
"USW00094051","2006-10","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.4",",W","340.3","W","0.0",",W","9",",W","3",",W","0",",W","","","","","0",",W","24",",W","3",",W","4",",W","0",",W","20061031",",,W","","","","","20061007",",,W","20061001",",,W","-16.6",",W,31,","","","","","10.7",",,W,07,","26.7",",W,01,","570.6","W","422.5",",W","30.8",",,,W","","","4.70",",W","11.76",",,,W","-2.35",",,,W","","","320",",W","310",",W","12.5",",W","16.1",",W"
"USW00094051","2006-11","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.8",",W","340.3","W","0.0",",W","4",",W","0",",W","0",",W","","","","","3",",W","29",",W","7",",W","0",",W","0",",W","20061130","+,,W","","","","","20061106",",,W","20061107",",,W","-26.6",",W,30,+","","","","","1.3",",,W,06,","18.9",",W,07,","1140.2","W","569.6",",W","2.4",",,,W","","","-0.65",",W","6.93",",,,W","-8.24",",,,W","","","290",",W","290",",W","19.7",",W","25.0",",W"
"USW00094051","2006-12","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5",",W","340.3","W","0.0",",W","2",",W","1",",W","0",",W","","","","","5",",W","31",",W","8",",W","0",",W","0",",W","20061202",",,W","","","","","20061228",",,W","20061208",",,W","-28.2",",W,02,","","","","","4.1",",,W,28,","13.9",",W,08,","1826.8","W","686.6",",W","4.4",",,,W","","","-3.82",",W","4.61",",,,W","-12.24",",,,W","","","270",",W","260",",W","24.6",",W","35.3",",W"
"USW00094051","2007-01","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.1",",W","0.0","W","0.0",",W","7",",W","0",",W","0",",W","","","","","7",",W","31",",W","12",",W","0",",W","0",",W","20070112",",,W","","","","","20070120",",,W","20070125",",,W","-26.6",",W,12,","","","","","1.3",",,W,20,","15.6",",W,25,","2576.9","W","750.1",",W","4.7",",,,W","","","-5.86",",W","1.81",",,,W","-13.54",",,,W","","","320",",W","310",",W","16.5",",W","21.5",",W"
"USW00094051","2007-02","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.8","1,W","0.0","W","0.0",",W","13",",W","1",",W","0",",W","","","","","9",",W","27",",W","15",",W","0",",W","0",",W","20070214",",,W","","","","","20070208",",,W","20070220",",,W","-31.0",",W,14,","","","","","3.8",",,W,08,","11.7",",W,20,","3298.2","W","721.3",",W","14.1",",,,W","","","-7.43",",W","-1.74",",,,W","-13.11",",,,W","","","320",",W","320",",W","15.7",",W","18.3",",W"
"USW00094051","2007-03","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.2",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","1",",W","23",",W","2",",W","5",",W","0",",W","20070303",",,W","","","","","20070330",",,W","20070312",",,W","-21.6",",W,03,","","","","","1.3",",,W,30,","25.6",",W,12,","3704.2","W","406.0",",W","2.3",",,,W","","","5.24",",W","12.94",",,,W","-2.47",",,,W","","","310",",W","300",",W","17.9",",W","21.5",",W"
"USW00094051","2007-04","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.9",",W","0.0","W","0.0",",W","11",",W","4",",W","0",",W","","","","","0",",W","16",",W","2",",W","6",",W","0",",W","20070407","+,,W","","","","","20070418",",,W","20070428",",,W","-9.3",",W,07,+","","","","","23.6",",,W,18,","27.2",",W,28,","4067.7","W","363.5",",W","51.5",",,,W","","","6.22",",W","12.98",",,,W","-0.54",",,,W","","","330",",W","330",",W","14.8",",W","17.4",",W"
"USW00094051","2007-05","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.6","1,W","4.0","W","4.0",",W","17",",W","13",",W","0",",W","","","","","0",",W","0",",W","0",",W","16",",W","0",",W","20070526",",,W","","","","","20070523",",,W","20070517",",,W","0.6",",W,26,","","","","","22.9",",,W,23,","30.6",",W,17,","4231.5","W","163.8",",W","155.2",",,,W","","","13.18",",W","19.91",",,,W","6.44",",,,W","","","270",",W","270",",W","20.1",",W","26.4",",W"
"USW00094051","2007-06","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7",",W","43.7","W","39.7",",W","5",",W","3",",W","1",",W","","","","","0",",W","0",",W","0",",W","25",",W","3",",W","20070613",",,W","","","","","20070617",",,W","20070629",",,W","5.0",",W,13,","","","","","26.4",",,W,17,","36.1",",W,29,","4276.9","W","45.4",",W","48.8",",,,W","","","18.14",",W","25.64",",,,W","10.64",",,,W","","","270",",W","280",",W","16.5",",W","21.0",",W"
"USW00094051","2007-07","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.2",",W","265.3","W","221.6",",W","7",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","23",",W","20070711",",,W","","","","","20070717",",,W","20070724",",,W","7.2",",W,11,","","","","","14.5",",,W,17,","42.2",",W,24,","1.7","W","1.7",",W","24.7",",,,W","","","25.43",",W","34.55",",,,W","16.31",",,,W","","","350",",W","340",",W","24.1",",W","30.9",",W"
"USW00094051","2007-08","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5",",W","368.6","W","103.3",",W","6",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","12",",W","20070822",",,W","","","","","20070827","+,,W","20070812",",,W","6.1",",W,22,","","","","","2.5",",,W,27,+","37.2",",W,12,","12.6","W","10.9",",W","11.9",",,,W","","","21.32",",W","30.27",",,,W","12.36",",,,W","","","210",",W","220",",W","15.7",",W","21.0",",W"
"USW00094051","2007-09","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7",",W","392.4","W","23.8",",W","8",",W","3",",W","0",",W","","","","","0",",W","7",",W","0",",W","18",",W","4",",W","20070914",",,W","","","","","20070908",",,W","20070904",",,W","-3.8",",W,14,","","","","","5.6",",,W,08,","38.3",",W,04,","155.6","W","143.0",",W","17.1",",,,W","","","14.36",",W","23.64",",,,W","5.07",",,,W","","","30",",W","320",",W","13.0",",W","15.7",",W"
"USW00094051","2007-10","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.8",",W","392.4","W","0.0",",W","6",",W","4",",W","0",",W","","","","","0",",W","17",",W","0",",W","5",",W","0",",W","20071027",",,W","","","","","20071006",",,W","20071024",",,W","-10.5",",W,27,","","","","","16.3",",,W,06,","27.2",",W,24,","481.6","W","326.0",",W","38.9",",,,W","","","7.82",",W","16.11",",,,W","-0.47",",,,W","","","290",",W","340",",W","13.4",",W","17.0",",W"
"USW00094051","2007-11","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.8",",W","392.4","W","0.0",",W","6",",W","2",",W","0",",W","","","","","3",",W","26",",W","7",",W","0",",W","0",",W","20071130",",,W","","","","","20071120",",,W","20071110",",,W","-22.1",",W,30,","","","","","24.9",",,W,20,","20.0",",W,10,","1023.8","W","542.2",",W","29.9",",,,W","","","0.26",",W","7.76",",,,W","-7.24",",,,W","","","290",",W","300",",W","17.9",",W","24.6",",W"
"USW00094051","2007-12","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","2.9",",W","392.4","W","0.0","1,W","6",",W","0",",W","0",",W","","","","","7",",W","31",",W","13","1,W","0","1,W","0","1,W","20071202",",,W","","","","","20071224","+,,W","20071220",",1,W","-27.1",",W,02,","","","","","1.0",",,W,24,+","12.2","1,W,20,","1756.9","W","733.1","1,W","3.7",",,,W","","","-6.03","1,W","1.48","1,,,W","-13.55",",,,W","","","290",",W","280",",W","15.7",",W","20.1",",W"
"USW00094051","2008-01","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.4","1,W","0.0","W","0.0",",W","7",",W","0",",W","0",",W","","","","","14",",W","31",",W","13",",W","0",",W","0",",W","20080129",",,W","","","","","20080119","+,,W","20080104",",,W","-33.2",",W,29,","","","","","1.8",",,W,19,+","13.9",",W,04,","2614.4","W","857.5",",W","6.1",",,,W","","","-9.33",",W","-0.14",",,,W","-18.52",",,,W","","","320",",W","320",",W","16.1",",W","20.1",",W"
"USW00094051","2008-02","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","2.9",",W","0.0","W","0.0",",W","7",",W","2",",W","0",",W","","","","","8",",W","29",",W","13",",W","0",",W","0",",W","20080209","+,,W","","","","","20080216",",,W","20080229",",,W","-22.7",",W,09,+","","","","","6.9",",,W,16,","11.1",",W,29,","3345.7","W","731.3",",W","18.3",",,,W","","","-6.88",",W","0.24",",,,W","-14.01",",,,W","","","340",",W","350",",W","17.4",",W","21.0",",W"
"USW00094051","2008-03","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","","","","","0",",W","31",",W","1",",W","0",",W","0",",W","20080307","+,,W","","","","","20080320",",,W","20080311",",,W","-13.2",",W,07,+","","","","","6.1",",,W,20,","18.9",",W,11,","3889.9","W","544.2",",W","13.1",",,,W","","","0.78",",W","8.00",",,,W","-6.44",",,,W","","","290",",W","280",",W","21.5",",W","29.5",",W"
"USW00094051","2008-04","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.1",",W","0.0","W","0.0",",W","9",",W","2",",W","0",",W","","","","","0",",W","27",",W","1",",W","4",",W","0",",W","20080421",",,W","","","","","20080405",",,W","20080414",",,W","-13.2",",W,21,","","","","","8.1",",,W,05,","27.8",",W,14,","4301.1","W","411.2",",W","18.3",",,,W","","","4.63",",W","13.02",",,,W","-3.77",",,,W","","","270",",W","270",",W","15.7",",W","20.1",",W"
"USW00094051","2008-05","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.3",",W","0.0","W","0.0",",W","10",",W","6",",W","0",",W","","","","","0",",W","2",",W","0",",W","11",",W","0",",W","20080503",",,W","","","","","20080524",",,W","20080518",",,W","-3.2",",W,03,","","","","","15.5",",,W,24,","30.6",",W,18,","4513.2","W","212.1",",W","54.9",",,,W","","","11.49",",W","18.05",",,,W","4.93",",,,W","","","320",",W","310",",W","15.7",",W","22.8",",W"
"USW00094051","2008-06","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.6",",W","10.4","W","10.4",",W","9",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","19",",W","1",",W","20080611",",,W","","","","","20080602",",,W","20080630",",,W","2.8",",W,11,","","","","","17.3",",,W,02,","35.0",",W,30,","4613.1","W","99.9",",W","59.6",",,,W","","","15.35",",W","23.13",",,,W","7.57",",,,W","","","320",",W","310",",W","16.1",",W","20.1",",W"
"USW00094051","2008-07","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7",",W","109.0","W","98.6",",W","5",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","12",",W","20080713",",,W","","","","","20080724",",,W","20080722",",,W","5.0",",W,13,","","","","","4.6",",,W,24,","37.8",",W,22,","5.0","W","5.0",",W","11.3",",,,W","","","21.35",",W","30.97",",,,W","11.74",",,,W","","","280",",W","280",",W","18.3",",W","24.1",",W"
"USW00094051","2008-08","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.9",",W","206.8","W","97.8",",W","7",",W","5",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","13",",W","20080823",",,W","","","","","20080809",",,W","20080825",",,W","4.4",",W,23,","","","","","13.2",",,W,09,","39.4",",W,25,","23.0","W","18.0",",W","36.1",",,,W","","","20.91",",W","30.28",",,,W","11.54",",,,W","","","320",",W","280",",W","17.9",",W","24.6",",W"
"USW00094051","2008-09","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.0",",W","207.9","W","1.1",",W","8",",W","4",",W","0",",W","","","","","0",",W","4",",W","0",",W","18",",W","2",",W","20080908",",,W","","","","","20080901",",,W","20080920",",,W","-2.1",",W,08,","","","","","10.2",",,W,01,","32.8",",W,20,","180.0","W","157.0",",W","25.4",",,,W","","","13.14",",W","22.62",",,,W","3.66",",,,W","","","280",",W","280",",W","14.8",",W","19.7",",W"
"USW00094051","2008-10","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5",",W","209.3","W","1.4",",W","8",",W","4",",W","0",",W","","","","","0",",W","24",",W","1",",W","8",",W","0",",W","20081027",",,W","","","","","20081005",",,W","20081002",",,W","-9.3",",W,27,","","","","","7.9",",,W,05,","28.3",",W,02,","534.0","W","354.0",",W","31.8",",,,W","","","6.96",",W","15.21",",,,W","-1.30",",,,W","","","320",",W","320",",W","16.5",",W","20.6",",W"
"USW00094051","2008-11","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7",",W","209.3","W","0.0",",W","8",",W","2",",W","0",",W","","","","","0",",W","28",",W","2",",W","3",",W","0",",W","20081124","+,,W","","","","","20081112",",,W","20081101",",,W","-12.7",",W,24,+","","","","","14.2",",,W,12,","22.8",",W,01,","1031.5","W","497.5",",W","29.8",",,,W","","","1.75",",W","8.39",",,,W","-4.89",",,,W","","","320",",W","320",",W","19.2",",W","23.7",",W"
"USW00094051","2008-12","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7",",W","209.3","W","0.0",",W","8",",W","1",",W","0",",W","","","","","16",",W","31",",W","19",",W","0",",W","0",",W","20081215",",,W","","","","","20081213",",,W","20081201",",,W","-35.5",",W,15,","","","","","2.5",",,W,13,","11.7",",W,01,","1968.7","W","937.2",",W","9.0",",,,W","","","-11.90",",W","-5.30",",,,W","-18.50",",,,W","","","320",",W","310",",W","18.3",",W","21.9",",W"
"USW00094051","2009-01","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.1",",W","0.0","W","0.0","2,W","8",",W","1",",W","0",",W","","","","","7","2,W","29","2,W","12","2,W","0","2,W","0","2,W","20090126",",2,W","","","","","20090107",",,W","20090130",",2,W","-27.1","2,W,26,","","","","","5.1",",,W,07,","6.1","2,W,30,","2721.8","W","753.1","2,W","12.4",",,,W","","","-7.64","2,W","-1.23","2,,,W","-14.04","2,,,W","","","320",",W","320",",W","21.5",",W","24.1",",W"
"USW00094051","2009-02","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","2.9",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","2",",W","28",",W","14",",W","0",",W","0",",W","20090228",",,W","","","","","20090226",",,W","20090223",",,W","-25.5",",W,28,","","","","","1.0",",,W,26,","8.9",",W,23,","3385.6","W","663.8",",W","1.8",",,,W","","","-5.38",",W","0.36",",,,W","-11.11",",,,W","","","320",",W","320",",W","14.8",",W","17.9",",W"
"USW00094051","2009-03","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.9","1,W","0.0","W","0.0",",W","4",",W","2",",W","0",",W","","","","","3",",W","29",",W","6",",W","0",",W","0",",W","20090311",",,W","","","","","20090329","+,,W","20090321",",,W","-23.8",",W,11,","","","","","3.3",",,W,29,+","20.6",",W,21,","3989.6","W","604.0",",W","7.2",",,,W","","","-1.15",",W","5.13",",,,W","-7.43",",,,W","","","340",",W","60",",W","14.8",",W","19.2",",W"
"USW00094051","2009-04","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.2",",W","0.0","W","0.0",",W","12",",W","5",",W","0",",W","","","","","0",",W","21",",W","0",",W","3",",W","0",",W","20090405",",,W","","","","","20090429",",,W","20090422",",,W","-7.7",",W,05,","","","","","22.9",",,W,29,","25.6",",W,22,","4371.3","W","381.7",",W","49.0",",,,W","","","5.61",",W","12.60",",,,W","-1.38",",,,W","","","280",",W","280",",W","19.7",",W","23.7",",W"
"USW00094051","2009-05","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.2",",W","0.8","W","0.8",",W","7",",W","4",",W","0",",W","","","","","0",",W","8",",W","0",",W","14",",W","0",",W","20090502",",,W","","","","","20090504",",,W","20090530",",,W","-3.2",",W,02,","","","","","15.2",",,W,04,","31.1",",W,30,","4589.5","W","218.2",",W","28.7",",,,W","","","11.32",",W","19.82",",,,W","2.82",",,,W","","","310",",W","310",",W","18.3",",W","21.9",",W"
"USW00094051","2009-06","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.1",",W","20.2","W","19.4",",W","9",",W","6",",W","0",",W","","","","","0",",W","4",",W","0",",W","21",",W","4",",W","20090610","+,,W","","","","","20090616",",,W","20090625",",,W","-0.5",",W,10,+","","","","","13.0",",,W,16,","36.7",",W,25,","4701.8","W","112.3",",W","48.8",",,,W","","","15.24",",W","23.47",",,,W","7.00",",,,W","","","240",",W","250",",W","15.7",",W","21.5",",W"
"USW00094051","2009-07","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5",",W","92.4","W","72.2",",W","12",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","8",",W","20090730",",,W","","","","","20090706",",,W","20090723",",,W","3.9",",W,30,","","","","","17.5",",,W,06,","37.2",",W,23,","17.0","W","17.0",",W","39.8",",,,W","","","20.11",",W","29.08",",,,W","11.15",",,,W","","","310",",W","280","1,W","20.1",",W","31.7","1,W"
"USW00094051","2009-08","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7","1,W","146.2","W","53.8","1,W","9","1,W","5","1,W","0","1,W","","","","","0","1,W","0","1,W","0","1,W","29","1,W","6","1,W","20090801",",1,W","","","","","20090804",",1,W","20090812",",1,W","3.9","1,W,01,","","","","","16.0","1,,W,04,","36.1","1,W,12,","36.4","W","19.4","1,W","34.8","1,,,W","","","19.48","1,W","27.77","1,,,W","11.19","1,,,W","","","310","1,W","320","1,W","21.0","1,W","25.9","1,W"
"USW00094051","2009-09","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.8",",W","187.8","W","41.6",",W","4",",W","3",",W","0",",W","","","","","0",",W","3",",W","0",",W","26",",W","8",",W","20090928",",,W","","","","","20090930",",,W","20090919","+,,W","-4.3",",W,28,","","","","","9.7",",,W,30,","35.6",",W,19,+","114.1","W","77.7",",W","19.1",",,,W","","","17.13",",W","27.31",",,,W","6.95",",,,W","","","300",",W","300",",W","17.4",",W","21.9",",W"
"USW00094051","2009-10","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.1",",W","187.8","W","0.0",",W","11",",W","3",",W","0",",W","","","","","0",",W","17",",W","4",",W","1",",W","0",",W","20091011",",,W","","","","","20091019",",,W","20091017",",,W","-7.7",",W,11,","","","","","24.1",",,W,19,","23.9",",W,17,","552.8","W","438.7",",W","42.5",",,,W","","","4.18",",W","9.31",",,,W","-0.95",",,,W","","","320",",W","320",",W","16.5",",W","20.1",",W"
"USW00094051","2009-11","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","","","","","","","1","4,W","0","4,W","0","4,W","","","","","","","","","","","","","","","","","","","","","20091111",",4,W","","","","","","","","","1.3","4,,W,11,","","","","","","","1.3","4,,,W","","","","","","","","","","","","","","","","","",""
"USW00094051","2009-12","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","2.8",",W","","","0.0",",W","14",",W","3",",W","0",",W","","","","","21",",W","31",",W","25",",W","0",",W","0",",W","20091214",",,W","","","","","20091221",",,W","20091219","+,,W","-39.9",",W,14,","","","","","5.6",",,W,21,","3.9",",W,19,+","","","1032.2",",W","18.9",",,,W","","","-14.96",",W","-7.80",",,,W","-22.13",",,,W","","","320",",W","320",",W","14.8",",W","17.9",",W"
"USW00094051","2010-01","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.0",",W","0.0","W","0.0",",W","6",",W","1",",W","0",",W","","","","","13",",W","31",",W","18",",W","0",",W","0",",W","20100107",",,W","","","","","20100105",",,W","20100115","+,,W","-37.7",",W,07,","","","","","5.1",",,W,05,","7.8",",W,15,+","","","881.1",",W","10.0",",,,W","","","-10.09",",W","-3.54",",,,W","-16.64",",,,W","","","310",",W","310",",W","16.5",",W","19.7",",W"
"USW00094051","2010-02","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","2.0",",W","0.0","W","0.0",",W","5",",W","3",",W","0",",W","","","","","16",",W","28",",W","23",",W","0",",W","0",",W","20100208",",,W","","","","","20100204",",,W","20100225","+,,W","-32.7",",W,08,","","","","","4.6",",,W,04,","3.3",",W,25,+","","","840.1",",W","11.5",",,,W","","","-11.67",",W","-4.01",",,,W","-19.33",",,,W","","","310",",W","310",",W","13.9",",W","16.5",",W"
"USW00094051","2010-03","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.0",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","","","","","0",",W","28",",W","2",",W","1",",W","0",",W","20100301",",,W","","","","","20100322",",,W","20100329",",,W","-14.3",",W,01,","","","","","1.5",",,W,22,","21.1",",W,29,","","","502.6",",W","3.8",",,,W","","","2.12",",W","9.03",",,,W","-4.79",",,,W","","","320",",W","260",",W","13.9",",W","18.3",",W"
"USW00094051","2010-04","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","5.2",",W","0.0","W","0.0",",W","6",",W","3",",W","0",",W","","","","","0",",W","17",",W","0",",W","6",",W","0",",W","20100405",",,W","","","","","20100430",",,W","20100422",",,W","-8.2",",W,05,","","","","","12.2",",,W,30,","23.3",",W,22,","","","344.8",",W","20.9",",,,W","","","6.84",",W","14.76",",,,W","-1.08",",,,W","","","300",",W","300",",W","21.0",",W","25.0",",W"
"USW00094051","2010-05","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","4.7",",W","2.5","W","2.5",",W","14",",W","7",",W","2",",W","","","","","0",",W","7",",W","0",",W","10",",W","0",",W","20100508",",,W","","","","","20100524",",,W","20100518",",,W","-4.9",",W,08,","","","","","27.4",",,W,24,","30.0",",W,18,","","","262.6",",W","95.1",",,,W","","","9.94",",W","16.99",",,,W","2.90",",,,W","","","270",",W","270",",W","23.3",",W","30.9",",W"
"USW00094051","2010-06","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.7",",W","26.2","W","23.7",",W","13",",W","9",",W","1",",W","","","","","0",",W","0",",W","0",",W","25",",W","1",",W","20100613","+,,W","","","","","20100616",",,W","20100629",",,W","3.9",",W,13,+","","","","","29.5",",,W,16,","36.1",",W,29,","","","77.5",",W","93.7",",,,W","","","16.54",",W","23.66",",,,W","9.42",",,,W","","","270",",W","270",",W","17.9",",W","23.7",",W"
"USW00094051","2010-07","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.3",",W","101.7","W","75.5",",W","10",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","10",",W","20100707",",,W","","","","","20100723","+,,W","20100731","+,,W","6.7",",W,07,","","","","","10.2",",,W,23,+","35.6",",W,31,+","14.4","W","14.4",",W","29.4",",,,W","","","20.30",",W","28.88",",,,W","11.73",",,,W","","","270",",W","270",",W","17.0",",W","23.3",",W"
"USW00094051","2010-08","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.4",",W","191.1","W","89.4",",W","10",",W","7",",W","1",",W","","","","","0",",W","0",",W","0",",W","28",",W","14",",W","20100824",",,W","","","","","20100830",",,W","20100821",",,W","6.1",",W,24,","","","","","33.0",",,W,30,","40.0",",W,21,","35.5","W","21.1",",W","62.5",",,,W","","","20.54",",W","29.52",",,,W","11.56",",,,W","","","200",",W","200",",W","22.8",",W","26.8",",W"
"USW00094051","2010-09","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.5",",W","196.4","W","5.3",",W","12",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","13",",W","1",",W","20100917",",,W","","","","","20100905",",,W","20100926",",,W","0.6",",W,17,","","","","","18.0",",,W,05,","32.8",",W,26,","182.0","W","146.5",",W","60.5",",,,W","","","13.63",",W","20.67",",,,W","6.58",",,,W","","","350",",W","280",",W","14.3",",W","17.9",",W"
"USW00094051","2010-10","47.325928","-106.948724","801.0","JORDAN AIRPORT, MT US","3.2",",W","196.4","W","0.0",",W","4",",W","2",",W","0",",W","","","","","0",",W","18",",W","0",",W","11",",W","0",",W","20101028",",,W","","","","","20101009",",,W","20101003",",,W","-8.8",",W,28,","","","","","8.4",",,W,09,","30.0",",W,03,","462.1","W","280.1",",W","15.0",",,,W","","","9.30",",W","18.22",",,,W","0.37",",,,W","","","310",",W","210",",W","15.7",",W","21.5",",W"
