"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006151061","1996-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0",",C","2",",C","18",",C","13",",C","0",",C","0",",C","19960204",",,C","19960225",",,C","-18.9",",C,04,","8.9",",C,25,","","","651.6",",C","-4.13",",C","-1.07",",,,C","-7.20",",,,C","","","",""
"CA006151061","1996-03","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","2,C","0","2,C","25","2,C","12","2,C","0","2,C","0","2,C","19960309",",2,C","19960325",",2,C","-14.2","2,C,09,","14.5","2,C,25,","","","583.5","2,C","-1.79","2,C","1.14","2,,,C","-4.72","2,,,C","","","",""
"CA006151061","1996-04","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","3,C","0","3,C","9","3,C","0","3,C","0","3,C","0","3,C","19960408",",3,C","19960419",",3,C","-3.7","3,C,08,","20.9","3,C,19,","","","361.6","3,C","4.94","3,C","8.60","3,,,C","1.28","3,,,C","","","",""
"CA006151061","1996-06","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","30.2",",C","0",",C","0",",C","0",",C","13",",C","0",",C","19960602",",,C","19960630",",,C","9.3",",C,02,","30.5",",C,30,","","","62.2",",C","17.27",",C","20.62",",,,C","13.92",",,,C","","","",""
"CA006151061","1996-07","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","61.6","1,C","0","1,C","0","1,C","0","1,C","22","1,C","0","1,C","19960710",",1,C","19960707",",1,C","12.6","1,C,10,","29.2","1,C,07,","9.0","C","9.0","1,C","20.09","1,C","23.76","1,,,C","16.41","1,,,C","","","",""
"CA006151061","1996-09","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","29.4","2,C","0","2,C","0","2,C","0",",C","14",",C","0",",C","19960930",",2,C","19960911",",,C","8.0","2,C,30,","25.5",",C,11,","","","47.2",",C","17.68","2,C","20.36",",,,C","15.00","2,,,C","","","",""
"CA006151061","1996-10","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","1.3","3,C","0","3,C","0","3,C","0",",C","5",",C","0",",C","19961015",",3,C","19961001",",,C","2.3","3,C,15,","25.4",",C,01,","","","230.5",",C","10.51","3,C","14.03",",,,C","6.99","3,,,C","","","",""
"CA006151061","1996-11","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","3,C","0","3,C","13","3,C","4",",C","0",",C","0",",C","19961127",",3,C","19961107",",,C","-6.4","3,C,27,","20.3",",C,07,","","","427.9",",C","2.42","3,C","4.82",",,,C","0.01","3,,,C","","","",""
"CA006151061","1996-12","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","5,C","0","3,C","12","3,C","5","2,C","0","2,C","0","2,C","19961231",",3,C","19961201",",2,C","-9.9","3,C,31,","14.4","2,C,01,","","","445.2","2,C","1.21","5,C","3.72","2,,,C","-1.30","3,,,C","","","",""
"CA006151061","1997-01","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","","","1","5,C","24","5,C","14","2,C","0","2,C","0","2,C","19970118",",5,C","19970105",",2,C","-20.9","5,C,18,","10.6","2,C,05,","","","","","-4.61","7,C","-0.76","2,,,C","-8.46","5,,,C","","","",""
"CA006151061","1997-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","5,C","0","2,C","22","2,C","7","3,C","0","3,C","0","3,C","19970213",",2,C","19970221",",3,C","-14.9","2,C,13,","16.6","3,C,21,","","","453.3","3,C","-1.27","5,C","2.47","3,,,C","-5.01","2,,,C","","","",""
"CA006151061","1997-03","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","5,C","0","4,C","21","4,C","6","2,C","0","2,C","0","2,C","19970316",",4,C","19970327",",2,C","-7.8","4,C,16,","16.4","2,C,27,","","","474.5","2,C","0.37","5,C","3.68","2,,,C","-2.95","4,,,C","","","",""
"CA006151061","1997-04","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","4,C","0","3,C","3","3,C","0","3,C","2","3,C","0","3,C","19970410",",3,C","19970406",",3,C","-4.0","3,C,10,","22.6","3,C,06,","","","288.8","3,C","7.23","4,C","11.21","3,,,C","3.24","3,,,C","","","",""
"CA006151061","1997-05","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","2,C","0","1,C","0","1,C","0","1,C","0","1,C","0","1,C","19970507",",1,C","19970530",",1,C","3.3","1,C,07,","19.0","1,C,30,","","","247.1","1,C","9.77","2,C","13.31","1,,,C","6.24","1,,,C","","","",""
"CA006151061","1997-06","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","62.8","1,C","0","1,C","0","1,C","0","1,C","18","1,C","0","1,C","19970602",",1,C","19970625",",1,C","8.6","1,C,02,","31.4","1,C,25,","","","47.9","1,C","18.85","1,C","22.90","1,,,C","14.79","1,,,C","","","",""
"CA006151061","1997-07","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","72.3","4,C","0","4,C","0","4,C","0",",C","21",",C","0",",C","19970708",",4,C","19970714",",,C","10.1","4,C,08,","30.6",",C,14,","20.9","C","20.9",",C","20.35","4,C","24.24",",,,C","16.45","4,,,C","","","",""
"CA006151061","1997-08","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","","","0","5,C","0","5,C","","","","","","","19970824",",5,C","","","12.9","5,C,24,","","","","","","","","","","","16.55","5,,,C","","","",""
"CA006151061","1997-09","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","16.7","1,C","0","1,C","0","1,C","0","1,C","11","1,C","0","1,C","19970924",",1,C","19970915",",1,C","8.0","1,C,24,","26.4","1,C,15,","","","64.5","1,C","16.69","1,C","20.09","1,,,C","13.28","1,,,C","","","",""
"CA006151061","1997-10","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","1.1","2,C","0","2,C","0","2,C","0",",C","4",",C","0",",C","19971022",",2,C","19971009",",,C","0.6","2,C,22,","24.7",",C,09,","","","236.0",",C","10.29","2,C","13.67",",,,C","6.91","2,,,C","","","",""
"CA006151061","1997-11","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","1,C","0",",C","12",",C","1","1,C","0","1,C","0","1,C","19971116",",,C","19971102",",1,C","-4.2",",C,16,","12.8","1,C,02,","","","417.2","1,C","3.90","1,C","6.23","1,,,C","1.56",",,,C","","","",""
"CA006151061","1998-01","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","3,C","0","3,C","21","3,C","9","2,C","0","2,C","0","2,C","19980115",",3,C","19980106",",2,C","-9.0","3,C,15,","11.7","2,C,06,","","","520.4","2,C","-0.32","3,C","2.26","2,,,C","-2.90","3,,,C","","","",""
"CA006151061","1998-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","2,C","0","2,C","13","2,C","5",",C","0",",C","0",",C","19980214",",2,C","19980225",",,C","-10.4","2,C,14,","8.0",",C,25,","","","463.3",",C","0.53","2,C","2.51",",,,C","-1.44","2,,,C","","","",""
"CA006151061","1998-03","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","4,C","0","4,C","16","4,C","5","2,C","4","2,C","0","2,C","19980311",",4,C","19980331",",2,C","-10.7","4,C,11,","24.4","2,C,31,","","","424.9","2,C","2.86","4,C","6.44","2,,,C","-0.72","4,,,C","","","",""
"CA006151061","1998-04","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","3,C","0","3,C","0","3,C","0","2,C","0","2,C","0","2,C","19980427",",3,C","19980424",",2,C","0.4","3,C,27,","19.3","2,C,24,","","","277.5","2,C","8.15","3,C","11.27","2,,,C","5.02","3,,,C","","","",""
"CA006151061","1998-05","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","25.0","C","25.0","1,C","0","1,C","0","1,C","0",",C","10",",C","0",",C","19980502",",1,C","19980519",",,C","7.7","1,C,02,","30.6",",C,19,","","","115.0",",C","15.27","1,C","18.64",",,,C","11.91","1,,,C","","","",""
"CA006151061","1998-06","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","81.8","C","56.8","3,C","0","3,C","0","3,C","0","2,C","17","2,C","0","2,C","19980604",",3,C","19980625","+,2,C","7.0","3,C,04,","31.5","2,C,25,+","","","61.6","2,C","18.26","3,C","22.03","2,,,C","14.48","3,,,C","","","",""
"CA006151061","1998-07","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","192.2","C","110.4","2,C","0","2,C","0","2,C","0","2,C","24","2,C","1","2,C","19980725",",2,C","19980715",",2,C","15.6","2,C,25,","32.7","2,C,15,","1.4","C","1.4","2,C","22.09","2,C","25.77","2,,,C","18.41","2,,,C","","","",""
"CA006151061","1998-08","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","285.7","C","93.5","3,C","0","3,C","0","3,C","0","1,C","28","1,C","0","1,C","19980819",",3,C","19980817",",1,C","13.6","3,C,19,","29.9","1,C,17,","2.4","C","1.0","1,C","21.69","3,C","24.67","1,,,C","18.71","3,,,C","","","",""
"CA006151061","1998-09","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","","","","","","","0","1,C","17","1,C","1","1,C","","","19980906",",1,C","","","32.3","1,C,06,","","","","","","","22.94","1,,,C","","","","","",""
"CA006151061","1998-10","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","1,C","0","1,C","0","1,C","0","1,C","2","1,C","0","1,C","19981031","+,1,C","19981018",",1,C","4.2","1,C,31,+","22.7","1,C,18,","","","189.9","1,C","12.00","1,C","15.24","1,,,C","8.76","1,,,C","","","",""
"CA006151061","1998-11","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","4,C","0","2,C","1","2,C","0","2,C","0","2,C","0","2,C","19981104",",2,C","19981130",",2,C","-0.2","2,C,04,","18.0","2,C,30,","","","316.2","2,C","6.38","4,C","9.33","2,,,C","3.43","2,,,C","","","",""
"CA006151061","1998-12","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","4,C","0","4,C","14","4,C","5","1,C","0","1,C","0","1,C","19981230",",4,C","19981206",",1,C","-13.0","4,C,30,","19.1","1,C,06,","","","446.6","1,C","2.00","4,C","5.75","1,,,C","-1.74","4,,,C","","","",""
"CA006151061","1999-01","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","3,C","1","3,C","24","3,C","17",",C","0",",C","0",",C","19990114",",3,C","19990123",",,C","-18.2","3,C,14,","12.0",",C,23,","","","635.3",",C","-4.36","3,C","-1.53",",,,C","-7.20","3,,,C","","","",""
"CA006151061","1999-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","4,C","0","4,C","18","4,C","7","2,C","0","2,C","0","2,C","19990222",",4,C","19990212",",2,C","-13.9","4,C,22,","14.8","2,C,12,","","","454.6","2,C","-0.48","4,C","2.82","2,,,C","-3.78","4,,,C","","","",""
"CA006151061","1999-03","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0",",C","0",",C","20",",C","7",",C","0",",C","0",",C","19990307",",,C","19990331",",,C","-13.1",",C,07,","19.2",",C,31,","","","530.8",",C","1.21",",C","4.29",",,,C","-1.87",",,,C","","","",""
"CA006151061","1999-05","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","13.0","1,C","0","1,C","0","1,C","0","1,C","7","1,C","0","1,C","19990510",",1,C","19990530",",1,C","6.9","1,C,10,","30.3","1,C,30,","","","130.9","1,C","14.40","1,C","18.11","1,,,C","10.70","1,,,C","","","",""
"CA006151061","1999-06","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","59.5","1,C","0","1,C","0","1,C","0","1,C","17","1,C","0","1,C","19990615",",1,C","19990626",",1,C","10.0","1,C,15,","30.1","1,C,26,","","","33.0","1,C","19.24","1,C","22.45","1,,,C","16.04","1,,,C","","","",""
"CA006151061","1999-07","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","166.6","2,C","0","2,C","0","2,C","0","2,C","27","2,C","3","2,C","19990709",",2,C","19990705",",2,C","14.2","2,C,09,","32.9","2,C,05,","0.5","C","0.5","2,C","24.06","2,C","28.24","2,,,C","19.88","2,,,C","","","",""
"CA006151061","1999-08","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","64.9",",C","0",",C","0",",C","0",",C","22",",C","0",",C","19990830",",,C","19990828",",,C","11.7",",C,30,","31.0",",C,28,","9.2","C","8.7",",C","20.15",",C","23.17",",,,C","17.13",",,,C","","","",""
"CA006151061","1999-09","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","44.2","1,C","0","1,C","0","1,C","0",",C","20",",C","0",",C","19990922",",1,C","19990903",",,C","7.0","1,C,22,","27.5",",C,03,","43.6","C","34.4",",C","18.57","1,C","22.06",",,,C","15.07","1,,,C","","","",""
"CA006151061","1999-10","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0",",C","0",",C","0",",C","0",",C","1",",C","0",",C","19991007",",,C","19991016",",,C","2.5",",C,07,","22.9",",C,16,","283.3","C","239.7",",C","10.60",",C","14.11",",,,C","7.09",",,,C","","","",""
"CA006151061","1999-11","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0","1,C","0","1,C","5","1,C","1","1,C","0","1,C","0","1,C","19991130",",1,C","19991109",",1,C","-4.3","1,C,30,","20.7","1,C,09,","617.0","C","333.7","1,C","6.83","1,C","10.14","1,,,C","3.51","1,,,C","","","",""
"CA006151061","1999-12","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","","","0.0",",C","0",",C","19",",C","8",",C","0",",C","0",",C","19991227",",,C","19991205",",,C","-10.1",",C,27,","14.8",",C,05,","1153.1","C","536.1",",C","1.04",",C","3.88",",,,C","-1.80",",,,C","","","",""
"CA006151061","2000-01","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","1,C","2","1,C","25","1,C","17","1,C","0","1,C","0","1,C","20000117",",1,C","20000102",",1,C","-18.4","1,C,17,","12.7","1,C,02,","1810.4","C","657.3","1,C","-3.58","1,C","0.30","1,,,C","-7.45","1,,,C","","","",""
"CA006151061","2000-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","3,C","0","3,C","22","3,C","13","3,C","0","3,C","0","3,C","20000202",",3,C","20000227",",3,C","-11.7","3,C,02,","14.0","3,C,27,","2342.8","C","532.4","3,C","-2.14","3,C","0.98","3,,,C","-5.26","3,,,C","","","",""
"CA006151061","2000-03","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","1,C","0","1,C","12","1,C","2",",C","1",",C","0",",C","20000317",",1,C","20000308",",,C","-4.4","1,C,17,","21.2",",C,08,","2750.4","C","407.6",",C","4.76","1,C","8.35",",,,C","1.16","1,,,C","","","",""
"CA006151061","2000-04","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","1,C","0","1,C","5","1,C","0","1,C","1","1,C","0","1,C","20000409",",1,C","20000415",",1,C","-2.8","1,C,09,","21.7","1,C,15,","3099.9","C","349.5","1,C","6.28","1,C","9.32","1,,,C","3.24","1,,,C","","","",""
"CA006151061","2000-05","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","18.9","C","18.9","2,C","0","2,C","0","2,C","0","2,C","9","2,C","0","2,C","20000519",",2,C","20000506",",2,C","4.6","2,C,19,","28.4","2,C,06,","3250.8","C","150.9","2,C","13.78","2,C","17.54","2,,,C","10.02","2,,,C","","","",""
"CA006151061","2000-06","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","46.5","C","27.6","1,C","0","1,C","0","1,C","0","1,C","16","1,C","0","1,C","20000605",",1,C","20000610",",1,C","9.9","1,C,05,","30.2","1,C,10,","3301.7","C","50.9","1,C","17.53","1,C","21.42","1,,,C","13.64","1,,,C","","","",""
"CA006151061","2000-07","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","102.5","C","56.0",",C","0",",C","0",",C","0",",C","23",",C","0",",C","20000723",",,C","20000717",",,C","13.4",",C,23,","27.6",",C,17,","5.6","C","5.6",",C","19.96",",C","22.66",",,,C","17.25",",,,C","","","",""
"CA006151061","2000-08","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","188.6","C","86.1",",C","0",",C","0",",C","0",",C","25",",C","0",",C","20000820",",,C","20000808",",,C","12.2",",C,20,","28.8",",C,08,","13.0","C","7.4",",C","20.87",",C","24.14",",,,C","17.60",",,,C","","","",""
"CA006151061","2000-09","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","216.6","C","28.0","3,C","0","3,C","0","3,C","0","3,C","11","3,C","0","3,C","20000928",",3,C","20000911",",3,C","3.5","3,C,28,","27.0","3,C,11,","101.4","C","88.4","3,C","16.09","3,C","19.77","3,,,C","12.41","3,,,C","","","",""
"CA006151061","2000-10","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","219.0","C","2.4","1,C","0","1,C","0","1,C","0","1,C","5","1,C","0","1,C","20001029",",1,C","20001002",",1,C","2.8","1,C,29,","23.8","1,C,02,","289.2","C","187.8","1,C","12.16","1,C","15.44","1,,,C","8.87","1,,,C","","","",""
"CA006151061","2000-11","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","219.0","C","0.0","1,C","0","1,C","8","1,C","2","1,C","0","1,C","0","1,C","20001123",",1,C","20001103",",1,C","-8.8","1,C,23,","19.0","1,C,03,","679.4","C","390.2","1,C","4.88","1,C","7.11","1,,,C","2.64","1,,,C","","","",""
"CA006151061","2000-12","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","219.0","C","0.0","1,C","0","1,C","29","1,C","22","1,C","0","1,C","0","1,C","20001222",",1,C","20001217",",1,C","-15.5","1,C,22,","5.9","1,C,17,","1385.9","C","706.5","1,C","-5.22","1,C","-2.01","1,,,C","-8.43","1,,,C","","","",""
"CA006151061","2001-01","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","2,C","0","2,C","26","2,C","13","1,C","0","1,C","0","1,C","20010102",",2,C","20010116",",1,C","-15.8","2,C,02,","3.6","1,C,16,","1999.3","C","613.4","1,C","-2.82","2,C","-0.04","1,,,C","-5.61","2,,,C","","","",""
"CA006151061","2001-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","2,C","0","2,C","21","2,C","9","2,C","0","2,C","0","2,C","20010203",",2,C","20010225",",2,C","-10.2","2,C,03,","14.0","2,C,25,","2518.8","C","519.5","2,C","-1.65","2,C","1.23","2,,,C","-4.53","2,,,C","","","",""
"CA006151061","2001-03","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0",",C","0",",C","19",",C","5",",C","0",",C","0",",C","20010326",",,C","20010322",",,C","-6.5",",C,26,","10.8",",C,22,","3074.0","C","555.2",",C","0.42",",C","2.63",",,,C","-1.78",",,,C","","","",""
"CA006151061","2001-04","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","1,C","0","1,C","1","1,C","0","1,C","3","1,C","0","1,C","20010419",",1,C","20010423",",1,C","-0.3","1,C,19,","26.0","1,C,23,","3389.9","C","315.9","1,C","7.44","1,C","11.36","1,,,C","3.52","1,,,C","","","",""
"CA006151061","2001-05","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","8.3","C","8.3","1,C","0","1,C","0","1,C","0","1,C","8","1,C","0","1,C","20010506",",1,C","20010503",",1,C","6.9","1,C,06,","28.9","1,C,03,","3541.7","C","151.8","1,C","13.55","1,C","17.30","1,,,C","9.80","1,,,C","","","",""
"CA006151061","2001-06","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","73.2","C","64.9",",C","0",",C","0",",C","0",",C","16",",C","0",",C","20010601",",,C","20010628",",,C","8.9",",C,01,","31.4",",C,28,","3581.5","C","39.8",",C","19.17",",C","22.66",",,,C","15.68",",,,C","","","",""
"CA006151061","2001-07","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","143.0","C","69.8",",C","0",",C","0",",C","0",",C","22",",C","0",",C","20010702",",,C","20010724",",,C","9.9",",C,02,","31.9",",C,24,","9.0","C","9.0",",C","20.30",",C","23.73",",,,C","16.86",",,,C","","","",""
"CA006151061","2001-08","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","281.8","C","138.8",",C","0",",C","0",",C","0",",C","29",",C","4",",C","20010829",",,C","20010808",",,C","15.5",",C,29,","35.2",",C,08,","9.3","C","0.3",",C","22.80",",C","26.41",",,,C","19.18",",,,C","","","",""
"CA006151061","2001-09","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","314.8","C","33.0",",C","0",",C","0",",C","0",",C","14",",C","0",",C","20010926",",,C","20010909",",,C","5.6",",C,26,","30.3",",C,09,","73.6","C","64.3",",C","17.29",",C","20.91",",,,C","13.67",",,,C","","","",""
"CA006151061","2001-10","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","316.9","C","2.1","1,C","0","1,C","0","1,C","0","1,C","7","1,C","0","1,C","20011008",",1,C","20011003",",1,C","1.8","1,C,08,","25.5","1,C,03,","276.4","C","202.8","1,C","11.65","1,C","15.40","1,,,C","7.89","1,,,C","","","",""
"CA006151061","2001-11","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","316.9","C","0.0","4,C","0","4,C","0","4,C","0","3,C","0","3,C","0","3,C","20011111",",4,C","20011101",",3,C","1.7","4,C,11,","19.8","3,C,01,","528.9","C","252.5","3,C","8.56","4,C","11.81","3,,,C","5.32","4,,,C","","","",""
"CA006151061","2002-01","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","5,C","0","5,C","17","5,C","4","4,C","0","4,C","0","4,C","20020119",",5,C","20020128",",4,C","-8.0","5,C,19,","10.9","4,C,28,","","","452.1","4,C","0.95","5,C","3.47","4,,,C","-1.57","5,,,C","","","",""
"CA006151061","2002-02","43.3","-79.8","77.0","BURLINGTON PIERS AUT, ON CA","0.0","C","0.0","4,C","0","4,C","18","4,C","4","4,C","0","4,C","0","4,C","20020204",",4,C","20020225",",4,C","-11.2","4,C,04,","13.2","4,C,25,","","","442.7","4,C","-0.11","4,C","3.41","4,,,C","-3.64","4,,,C","","","",""
