"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00237470","1938-06","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","128.5","1,6","11",",6","8",",6","2",",6","","","","","0",",6","0",",6","0","1,6","29","1,6","3","1,6","19380601",",,6","","","","","19380611",",,6","19380626",",1,6","10.6",",6,01,","","","","","68.6",",,6,11,","34.4","1,6,26,","1379.9","1,,,6","","","0.0","1,6","161.3",",,,6","","","22.86","1,6","28.50","1,,,6","17.22",",,,6","636","2,,,6"
"USC00237470","1938-07","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","266.4",",6","4","1,6","3","1,6","1","1,6","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","19380722",",,6","","","","","19380718",",1,6","19380712",",,6","16.1",",6,22,","","","","","32.0","1,,6,18,","38.9",",6,12,","1842.5","1,,,6","0.0","6","0.0",",6","67.8","1,,,6","","","26.93",",6","33.05",",,,6","20.80",",,,6","1422",",,,6"
"USC00237470","1938-08","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","295.5",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","24",",6","19380818",",,6","","","","","19380829",",,6","19380825","+,,6","16.7",",6,18,","","","","","19.6",",,6,29,","40.0",",6,25,+","1800.7",",,,6","0.0","6","0.0",",6","29.3",",,,6","","","27.86",",6","34.01",",,,6","21.72",",,,6","1863",",,,6"
"USC00237470","1938-09","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","158.2",",6","7",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","14",",6","19380919",",,6","","","","","19380918",",,6","19380910","+,,6","6.1",",6,19,","","","","","12.2",",,6,18,","37.8",",6,10,+","1236.9",",,,6","22.7","6","22.7",",6","27.6",",,,6","","","22.85",",6","29.80",",,,6","15.89",",,,6","1404",",,,6"
"USC00237470","1938-10","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","55.3",",6","2",",6","2",",6","0",",6","","","","","0",",6","1",",6","0",",6","24",",6","7",",6","19381024",",,6","","","","","19381019",",,6","19381006",",,6","-0.6",",6,24,","","","","","24.9",",,6,19,","33.3",",6,06,","1034.5",",,,6","97.7","6","75.0",",6","39.6",",,,6","","","17.70",",6","25.86",",,,6","9.54",",,,6","1321",",,,6"
"USC00237470","1938-11","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","8.1",",6","6",",6","5",",6","2",",6","","","","","0",",6","12",",6","2",",6","7",",6","0",",6","19381127",",,6","","","","","19381107",",,6","19381102",",,6","-10.6",",6,27,","","","","","49.0",",,6,07,","28.3",",6,02,","","","393.1","6","295.4",",6","103.5",",,,6","","","8.76",",6","14.81",",,,6","2.70",",,,6","2597",",,,6"
"USC00237470","1938-12","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","","","0.0",",6","6",",6","5",",6","0",",6","","","","","0",",6","25",",6","3",",6","0",",6","0",",6","19381227",",,6","","","","","19381203",",,6","19381202","+,,6","-11.1",",6,27,","","","","","21.6",",,6,03,","17.2",",6,02,+","","","893.8","6","500.7",",6","49.8",",,,6","","","2.18",",6","7.20",",,,6","-2.83",",,,6","2012",",,,6"
"USC00237470","1939-01","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","0.0","6","0.0",",6","11",",6","5",",6","1",",6","","","","","0",",6","21",",6","1",",6","1",",6","0",",6","19390119",",,6","","","","","19390130",",,6","19390104",",,6","-8.9",",6,19,","","","","","38.1",",,6,30,","21.7",",6,04,","","","1342.9","6","449.1",",6","102.1",",,,6","","","3.85",",6","9.29",",,,6","-1.60",",,,6","2348",",,,6"
"USC00237470","1939-02","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","0.0","6","0.0",",6","10",",6","6",",6","1",",6","","","","","0",",6","25",",6","7",",6","0",",6","0",",6","19390221",",,6","","","","","19390210",",,6","19390210",",,6","-11.7",",6,21,","","","","","26.9",",,6,10,","18.3",",6,10,","","","1848.7","6","505.8",",6","85.1",",,,6","","","0.27",",6","5.78",",,,6","-5.24",",,,6","2632",",,,6"
"USC00237470","1939-03","38.65","-90.31667","164.9","ST LOUIS WSHNGTN UNI, MO US","10.3","6","10.3",",6","9",",6","5",",6","1",",6","","","","","0",",6","12",",6","0",",6","8",",6","0",",6","19390318","+,,6","","","","","19390312",",,6","19390324",",,6","-6.1",",6,18,+","","","","","31.0",",,6,12,","29.4",",6,24,","799.3","2,,,6","2173.7","6","325.0",",6","91.2",",,,6","","","8.18",",6","14.60",",,,6","1.76",",,,6","2708",",,,6"
