"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UYM00086500","1978-05","-33.217","-54.383","46.0","TREINTA Y TRES, UY","5","5,S","2","5,S","2","5,S","","","","","","","19780514",",5,S","","","43.9","5,,S,14,","86.0","5,,,S","",""
"UYM00086500","1979-05","-33.217","-54.383","46.0","TREINTA Y TRES, UY","7","3,S","2","3,S","0","3,S","","","","","","","19790518",",3,S","","","22.1","3,,S,18,","32.7","3,,,S","",""
"UYM00086500","1979-06","-33.217","-54.383","46.0","TREINTA Y TRES, UY","4","4,S","2","4,S","0","4,S","0","4,S","6","4,S","19790616","+,4,S","19790620",",4,S","-4.0","4,S,16,+","5.1","4,,S,20,","11.1","4,,,S","4.81","4,,,S"
"UYM00086500","1979-07","-33.217","-54.383","46.0","TREINTA Y TRES, UY","8","4,S","6","4,S","1","4,S","","","","","","","19790725",",4,S","","","49.0","4,,S,25,","74.6","4,,,S","",""
"UYM00086500","1979-09","-33.217","-54.383","46.0","TREINTA Y TRES, UY","9","1,S","7","1,S","3","1,S","0","5,S","4","5,S","19790919","+,5,S","19790928",",1,S","-3.0","5,S,19,+","70.1","1,,S,28,","236.3","1,,,S","6.60","5,,,S"
"UYM00086500","1980-06","-33.217","-54.383","46.0","TREINTA Y TRES, UY","10","5,S","7","5,S","4","5,S","","","","","","","19800630",",5,S","","","59.9","5,,S,30,","216.7","5,,,S","",""
"UYM00086500","1980-11","-33.217","-54.383","46.0","TREINTA Y TRES, UY","8","2,S","3","2,S","0","2,S","","","","","","","19801122",",2,S","","","20.1","2,,S,22,","48.7","2,,,S","",""
"UYM00086500","1981-01","-33.217","-54.383","46.0","TREINTA Y TRES, UY","10","2,S","5","2,S","0","2,S","0","4,S","0","4,S","19810108",",4,S","19810129",",2,S","7.0","4,S,08,","16.0","2,,S,29,","44.9","2,,,S","16.93","4,,,S"
"UYM00086500","1981-03","-33.217","-54.383","46.0","TREINTA Y TRES, UY","7","3,S","4","3,S","0","3,S","0","5,S","0","5,S","19810317",",5,S","19810330",",3,S","6.0","5,S,17,","9.9","3,,S,30,","28.3","3,,,S","13.58","5,,,S"
"UYM00086500","1981-05","-33.217","-54.383","46.0","TREINTA Y TRES, UY","10","2,S","8","2,S","1","2,S","","","","","","","19810520",",2,S","","","33.0","2,,S,20,","110.4","2,,,S","",""
"UYM00086500","1981-06","-33.217","-54.383","46.0","TREINTA Y TRES, UY","11","2,S","7","2,S","0","2,S","0","5,S","2","5,S","19810621","+,5,S","19810628",",2,S","-1.0","5,S,21,+","11.9","2,,S,28,","59.7","2,,,S","6.04","5,,,S"
"UYM00086500","1981-07","-33.217","-54.383","46.0","TREINTA Y TRES, UY","10","2,S","10","2,S","2","2,S","0","4,S","2","4,S","19810703",",4,S","19810716",",2,S","-1.0","4,S,03,","59.9","2,,S,16,","184.2","2,,,S","6.93","4,,,S"
"UYM00086500","1981-08","-33.217","-54.383","46.0","TREINTA Y TRES, UY","5","4,S","4","4,S","1","4,S","","","","","","","19810807",",4,S","","","59.9","4,,S,07,","80.9","4,,,S","",""
