"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00365720","1895-05","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","6",",6","0",",6","","","2","","","","18950519",",,6","","","13.2",",,6,19,","47.6",",,,6","",""
"USC00365720","1895-06","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","7",",6","1",",6","","","5","","","","18950630",",,6","","","40.6",",,6,30,","93.2",",,,6","",""
"USC00365720","1895-07","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","3",",6","1",",6","","","1","","","","18950721",",,6","","","25.4",",,6,21,","51.6",",,,6","",""
"USC00365720","1895-08","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","4",",6","0",",6","","","1","","","","18950806",",,6","","","19.8",",,6,06,","41.2",",,,6","",""
"USC00365720","1895-09","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","5",",6","2",",6","","","1","","","","18950909",",,6","","","49.5",",,6,09,","98.5",",,,6","",""
"USC00365720","1895-10","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","4",",6","0",",6","","","4","","","","18951031",",,6","","","17.3",",,6,31,","30.5",",,,6","",""
"USC00365720","1895-11","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","5",",6","0",",6","","","6","","","","18951127",",,6","","","15.7",",,6,27,","48.5",",,,6","",""
"USC00365720","1895-12","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","2",",6","2",",6","2","","18951212","+,,6","18951222",",,6","25",",,6,12,+","34.5",",,6,22,","101.5",",,,6","50",",,,6"
"USC00365720","1896-01","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","1",",6","","","4","","","","18960124",",,6","","","45.5",",,6,24,","55.9",",,,6","",""
"USC00365720","1896-02","40.566667","-77.4","149.4","MIFFLIN, PA US","11",",6","9",",6","2",",6","4",",6","3","","18960209",",,6","18960207",",,6","81",",,6,09,","30.2",",,6,07,","119.9",",,,6","218",",,,6"
"USC00365720","1896-03","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","7",",6","0",",6","5",",6","","","18960319","+,,6","18960319",",,6","152",",,6,19,+","22.9",",,6,19,","89.0",",,,6","546",",,,6"
"USC00365720","1896-04","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","0",",6","","","","","","","18960421",",,6","","","14.5",",,6,21,","42.9",",,,6","",""
"USC00365720","1896-05","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","7",",6","0",",6","","","","","","","18960515",",,6","","","23.9",",,6,15,","91.8",",,,6","",""
"USC00365720","1896-06","40.566667","-77.4","149.4","MIFFLIN, PA US","12",",6","11",",6","1",",6","","","","","","","18960614",",,6","","","25.4",",,6,14,","105.1",",,,6","",""
"USC00365720","1896-07","40.566667","-77.4","149.4","MIFFLIN, PA US","12",",6","12",",6","2",",6","","","","","","","18960709",",,6","","","29.2",",,6,09,","154.9",",,,6","",""
"USC00365720","1896-08","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","2",",6","0",",6","","","","","","","18960802",",,6","","","8.9",",,6,02,","15.0",",,,6","",""
"USC00365720","1896-09","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","2",",6","","","","","","","18960930",",,6","","","45.7",",,6,30,","108.8",",,,6","",""
"USC00365720","1896-10","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","6",",6","1",",6","","","","","","","18961013",",,6","","","36.8",",,6,13,","81.2",",,,6","",""
"USC00365720","1896-11","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","1",",6","","","2","","","","18961105",",,6","","","48.3",",,6,05,","91.4",",,,6","",""
"USC00365720","1896-12","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","0",",6","1",",6","2","","18961223",",,6","18961209",",,6","89",",,6,23,","10.2",",,6,09,","26.7",",,,6","89",",,,6"
"USC00365720","1897-01","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","0",",6","2",",6","","","18970126","+,,6","18970126","+,,6","76",",,6,26,+","22.9",",,6,26,+","62.3",",,,6","152",",,,6"
"USC00365720","1897-02","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","1",",6","3",",6","","","18970213","+,,6","18970206",",,6","76",",,6,13,+","26.7",",,6,06,","93.9",",,,6","177",",,,6"
"USC00365720","1897-03","40.566667","-77.4","149.4","MIFFLIN, PA US","11",",6","10",",6","0",",6","1",",6","1","","18970314",",,6","18970320",",,6","76",",,6,14,","17.8",",,6,20,","96.6",",,,6","76",",,,6"
"USC00365720","1897-04","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","1",",6","","","","","","","18970409",",,6","","","30.5",",,6,09,","71.4",",,,6","",""
"USC00365720","1897-05","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","1",",6","","","","","","","18970504",",,6","","","38.1",",,6,04,","117.5",",,,6","",""
"USC00365720","1897-06","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","0",",6","","","","","","","18970612","+,,6","","","10.2",",,6,12,+","40.1",",,,6","",""
"USC00365720","1897-07","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","1",",6","","","2","","","","18970727",",,6","","","25.4",",,6,27,","75.0",",,,6","",""
"USC00365720","1897-08","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","5",",6","1",",6","","","","","","","18970824",",,6","","","50.8",",,6,24,","86.4",",,,6","",""
"USC00365720","1897-09","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","4",",6","1",",6","","","1","","","","18970924",",,6","","","45.7",",,6,24,","75.0",",,,6","",""
"USC00365720","1897-10","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","6",",6","0",",6","","","9","","","","18971022",",,6","","","17.8",",,6,22,","55.0",",,,6","",""
"USC00365720","1897-11","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","1",",6","1",",6","1","","18971130",",,6","18971102",",,6","25",",,6,30,","40.6",",,6,02,","91.3",",,,6","25",",,,6"
"USC00365720","1897-12","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","2",",6","2",",6","","","18971230","+,,6","18971215",",,6","25",",,6,30,+","27.9",",,6,15,","62.9",",,,6","50",",,,6"
"USC00365720","1898-01","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","0",",6","2",",6","","","18980129",",,6","18980107",",,6","76",",,6,29,","20.3",",,6,07,","76.4",",,,6","101",",,,6"
"USC00365720","1898-02","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","0",",6","1",",6","1","","18980201",",,6","18980221","+,,6","25",",,6,01,","12.7",",,6,21,+","38.0",",,,6","25",",,,6"
"USC00365720","1898-03","40.566667","-77.4","149.4","MIFFLIN, PA US","10",",6","7",",6","0",",6","1",",6","","","18980302",",,6","18980322",",,6","64",",,6,02,","15.2",",,6,22,","43.2",",,,6","64",",,,6"
"USC00365720","1898-04","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","6",",6","1",",6","0",",6","","","18980405",",,6","18980415",",,6","5",",,6,05,","25.4",",,6,15,","63.5",",,,6","5",",,,6"
"USC00365720","1898-05","40.566667","-77.4","149.4","MIFFLIN, PA US","14",",6","12",",6","1",",6","","","","","","","18980507",",,6","","","27.9",",,6,07,","142.3",",,,6","",""
"USC00365720","1898-06","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","0",",6","","","","","","","18980614",",,6","","","22.9",",,6,14,","59.8",",,,6","",""
"USC00365720","1898-07","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","1",",6","","","","","","","18980720",",,6","","","40.6",",,6,20,","87.6",",,,6","",""
"USC00365720","1898-08","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","1",",6","","","","","","","18980805",",,6","","","45.7",",,6,05,","175.2",",,,6","",""
"USC00365720","1898-09","40.566667","-77.4","149.4","MIFFLIN, PA US","2",",6","2",",6","0",",6","","","4","","","","18980927",",,6","","","15.2",",,6,27,","22.8",",,,6","",""
"USC00365720","1898-10","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","2",",6","","","4","","","","18981022",",,6","","","40.6",",,6,22,","142.2",",,,6","",""
"USC00365720","1898-11","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","0",",6","1",",6","4","","18981127",",,6","18981127",",,6","51",",,6,27,","22.9",",,6,27,","78.8",",,,6","51",",,,6"
"USC00365720","1898-12","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","2",",6","0",",6","","","18981213",",,6","18981205",",,6","5",",,6,13,","30.5",",,6,05,","86.3",",,,6","5",",,,6"
"USC00365720","1899-01","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","1",",6","4",",6","2","","18990107",",,6","18990125",",,6","102",",,6,07,","40.6",",,6,25,","65.9",",,,6","228",",,,6"
"USC00365720","1899-02","40.566667","-77.4","149.4","MIFFLIN, PA US","11",",6","11",",6","1",",6","8",",6","","","18990214","+,,6","18990227",",,6","76",",,6,14,+","38.1",",,6,27,","95.2",",,,6","431",",,,6"
"USC00365720","1899-03","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","2",",6","2",",6","","","18990305",",,6","18990319",",,6","178",",,6,05,","35.6",",,6,19,","127.0",",,,6","203",",,,6"
"USC00365720","1899-04","40.566667","-77.4","149.4","MIFFLIN, PA US","2",",6","2",",6","1",",6","","","","","","","18990408",",,6","","","40.6",",,6,08,","43.1",",,,6","",""
"USC00365720","1899-05","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","3",",6","","","","","","","18990530",",,6","","","55.9",",,6,30,","127.0",",,,6","",""
"USC00365720","1899-06","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","5",",6","1",",6","","","","","","","18990625",",,6","","","50.8",",,6,25,","78.7",",,,6","",""
"USC00365720","1899-07","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","1",",6","","","","","","","18990718",",,6","","","25.4",",,6,18,","55.7",",,,6","",""
"USC00365720","1899-08","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","2",",6","","","","","","","18990821",",,6","","","30.5",",,6,21,","91.5",",,,6","",""
"USC00365720","1899-09","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","8",",6","1",",6","","","","","","","18990911",",,6","","","27.9",",,6,11,","87.5",",,,6","",""
"USC00365720","1899-10","40.566667","-77.4","149.4","MIFFLIN, PA US","2",",6","2",",6","0",",6","","","6","","","","18991009",",,6","","","12.7",",,6,09,","15.2",",,,6","",""
"USC00365720","1899-11","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","1",",6","","","2","","","","18991104",",,6","","","55.9",",,6,04,","80.2",",,,6","",""
"USC00365720","1899-12","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","1",",6","","","","","","","18991212",",,6","","","25.4",",,6,12,","76.2",",,,6","",""
"USC00365720","1900-01","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","4",",6","0",",6","1",",6","1","","19000114",",,6","19000121",",,6","25",",,6,14,","10.2",",,6,21,","17.7",",,,6","25",",,,6"
"USC00365720","1900-02","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","1",",6","1",",6","","","19000218",",,6","19000222",",,6","25",",,6,18,","45.7",",,6,22,","104.0",",,,6","25",",,,6"
"USC00365720","1900-03","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","1",",6","3",",6","","","19000316",",,6","19000301",",,6","203",",,6,16,","40.6",",,6,01,","76.0",",,,6","253",",,,6"
"USC00365720","1900-04","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","0",",6","","","","","","","19000422","+,,6","","","5.1",",,6,22,+","12.7",",,,6","",""
"USC00365720","1900-05","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","0",",6","","","","","","","19000521",",,6","","","17.8",",,6,21,","33.5",",,,6","",""
"USC00365720","1900-06","40.566667","-77.4","149.4","MIFFLIN, PA US","6",",6","6",",6","0",",6","","","","","","","19000627",",,6","","","15.2",",,6,27,","58.4",",,,6","",""
"USC00365720","1900-07","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","1",",6","","","","","","","19000723",",,6","","","26.9",",,6,23,","99.3",",,,6","",""
"USC00365720","1900-08","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","0",",6","","","","","","","19000828",",,6","","","15.2",",,6,28,","57.1",",,,6","",""
"USC00365720","1900-09","40.566667","-77.4","149.4","MIFFLIN, PA US","1",",6","1",",6","0",",6","","","","","","","19000916",",,6","","","5.1",",,6,16,","5.1",",,,6","",""
"USC00365720","1900-10","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","2",",6","","","","","","","19001024",",,6","","","50.8",",,6,24,","108.0",",,,6","",""
"USC00365720","1900-11","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","4",",6","1",",6","","","","","","","19001125",",,6","","","25.4",",,6,25,","54.6",",,,6","",""
"USC00365720","1900-12","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","0",",6","","","1","","","","19001205",",,6","","","15.2",",,6,05,","30.5",",,,6","",""
"USC00365720","1901-01","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","0",",6","4",",6","","","19010125",",,6","19010125",",,6","203",",,6,25,","20.3",",,6,25,","50.6",",,,6","278",",,,6"
"USC00365720","1901-02","40.566667","-77.4","149.4","MIFFLIN, PA US","2",",6","2",",6","0",",6","2",",6","","","19010204",",,6","19010204",",,6","51",",,6,04,","5.1",",,6,04,","7.6",",,,6","76",",,,6"
"USC00365720","1901-04","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","1",",6","","","","","","","19010420",",,6","","","27.9",",,6,20,","58.5",",,,6","",""
"USC00365720","1901-05","40.566667","-77.4","149.4","MIFFLIN, PA US","11",",6","11",",6","2",",6","","","","","","","19010523",",,6","","","55.9",",,6,23,","182.9",",,,6","",""
"USC00365720","1901-06","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","4",",6","2",",6","","","","","","","19010615",",,6","","","30.5",",,6,15,","74.9",",,,6","",""
"USC00365720","1901-07","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","0",",6","","","","","","","19010718","+,,6","","","20.3",",,6,18,+","107.9",",,,6","",""
"USC00365720","1901-08","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","0",",6","","","","","","","19010824",",,6","","","16.5",",,6,24,","97.8",",,,6","",""
"USC00365720","1901-09","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","0",",6","","","","","","","19010911",",,6","","","20.3",",,6,11,","71.1",",,,6","",""
"USC00365720","1901-10","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","0",",6","","","","","","","19011014",",,6","","","15.2",",,6,14,","29.2",",,,6","",""
"USC00365720","1901-11","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","1",",6","1",",6","","","19011129",",,6","19011124",",,6","25",",,6,29,","40.6",",,6,24,","63.5",",,,6","25",",,,6"
"USC00365720","1901-12","40.566667","-77.4","149.4","MIFFLIN, PA US","7","2,6","7","2,6","1","2,6","2",",6","1","","19011203",",,6","19011216",",2,6","76",",,6,03,","48.3","2,,6,16,","86.3","2,,,6","127",",,,6"
"USC00365720","1902-01","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","1",",6","","","1","","","","19020122",",,6","","","50.8",",,6,22,","92.7",",,,6","",""
"USC00365720","1902-02","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","6",",6","1",",6","3",",6","","","19020222",",,6","19020226",",,6","127",",,6,22,","33.0",",,6,26,","85.1",",,,6","293",",,,6"
"USC00365720","1902-03","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","6",",6","2",",6","2",",6","","","19020306",",,6","19020317",",,6","305",",,6,06,","55.9",",,6,17,","129.5",",,,6","457",",,,6"
"USC00365720","1902-04","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","1",",6","","","","","","","19020409",",,6","","","40.6",",,6,09,","57.2",",,,6","",""
"USC00365720","1902-05","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","4",",6","1",",6","0",",6","","","19020531","+,,6","19020526",",,6","0",",,6,31,+","25.4",",,6,26,","36.8",",,,6","0",",,,6"
"USC00365720","1902-06","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","8",",6","3",",6","0",",6","","","19020630","+,,6","19020619","+,,6","0",",,6,30,+","35.6",",,6,19,+","167.7",",,,6","0",",,,6"
"USC00365720","1902-07","40.566667","-77.4","149.4","MIFFLIN, PA US","12",",6","12",",6","0",",6","0",",6","","","19020731","+,,6","19020728","+,,6","0",",,6,31,+","22.9",",,6,28,+","142.3",",,,6","0",",,,6"
"USC00365720","1902-08","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","3",",6","0",",6","","","","","","","19020811","+,,6","","","2.5",",,6,11,+","7.5",",,,6","",""
"USC00365720","1902-09","40.566667","-77.4","149.4","MIFFLIN, PA US","8",",6","7",",6","1",",6","0",",6","3","","19020930","+,,6","19020926",",,6","0",",,6,30,+","27.9",",,6,26,","116.7",",,,6","0",",,,6"
"USC00365720","1902-10","40.566667","-77.4","149.4","MIFFLIN, PA US","10",",6","8",",6","2",",6","","","1","","","","19021012",",,6","","","39.4",",,6,12,","126.1",",,,6","",""
"USC00365720","1902-11","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","4",",6","0",",6","","","6","","","","19021126",",,6","","","14.0",",,6,26,","41.0",",,,6","",""
"USC00365720","1902-12","40.566667","-77.4","149.4","MIFFLIN, PA US","12",",6","8",",6","0",",6","","","","","","","19021216",",,6","","","20.3",",,6,16,","107.2",",,,6","",""
"USC00365720","1903-01","40.566667","-77.4","149.4","MIFFLIN, PA US","7",",6","7",",6","1",",6","5",",6","","","19030106",",,6","19030103",",,6","152",",,6,06,","30.5",",,6,03,","90.0",",,,6","432",",,,6"
"USC00365720","1903-02","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","1",",6","1",",6","1","","19030217",",,6","19030228",",,6","216",",,6,17,","30.5",",,6,28,","113.0",",,,6","229",",,,6"
"USC00365720","1903-03","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","0",",6","","","","","","","19030323",",,6","","","20.8",",,6,23,","94.2",",,,6","",""
"USC00365720","1903-04","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","8",",6","0",",6","","","","","","","19030412",",,6","","","22.1",",,6,12,","91.1",",,,6","",""
"USC00365720","1903-05","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","4",",6","0",",6","0",",6","","","19030531","+,,6","19030519",",,6","0",",,6,31,+","10.7",",,6,19,","33.3",",,,6","0",",,,6"
"USC00365720","1903-06","40.566667","-77.4","149.4","MIFFLIN, PA US","14",",6","12",",6","2",",6","0",",6","","","19030630","+,,6","19030612",",,6","0",",,6,30,+","41.1",",,6,12,","184.4",",,,6","0",",,,6"
"USC00365720","1903-07","40.566667","-77.4","149.4","MIFFLIN, PA US","11",",6","9",",6","1",",6","","","","","","","19030719",",,6","","","30.5",",,6,19,","109.7",",,,6","",""
"USC00365720","1903-08","40.566667","-77.4","149.4","MIFFLIN, PA US","10",",6","9",",6","2",",6","0",",6","1","","19030831","+,,6","19030829",",,6","0",",,6,31,+","38.9",",,6,29,","180.7",",,,6","0",",,,6"
"USC00365720","1903-09","40.566667","-77.4","149.4","MIFFLIN, PA US","4",",6","4",",6","0",",6","0",",6","3","","19030930","+,,6","19030917",",,6","0",",,6,30,+","21.6",",,6,17,","62.0",",,,6","0",",,,6"
"USC00365720","1903-10","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","0",",6","0",",6","1","","19031027",",,6","19031018",",,6","0",",T,6,27,","22.1",",,6,18,","64.4",",,,6","0",",T,,6"
"USC00365720","1903-11","40.566667","-77.4","149.4","MIFFLIN, PA US","3",",6","2",",6","0",",6","0",",6","","","19031130",",,6","19031117",",,6","0",",T,6,30,","7.6",",,6,17,","11.4",",,,6","0",",T,,6"
"USC00365720","1903-12","40.566667","-77.4","149.4","MIFFLIN, PA US","5",",6","5",",6","1",",6","2",",6","","","19031230","+,,6","19031221",",,6","76",",,6,30,+","50.8",",,6,21,","86.3",",,,6","165",",,,6"
"USC00365720","1904-01","40.566667","-77.4","149.4","MIFFLIN, PA US","9",",6","9",",6","1",",6","7",",6","","","19040127",",,6","19040127",",,6","279",",,6,27,","27.9",",,6,27,","74.8",",,,6","698",",,,6"
"USC00365720","1904-02","40.566667","-77.4","149.4","MIFFLIN, PA US","5","1,6","4","1,6","0","1,6","1",",6","","","19040207",",,6","19040229","+,1,6","25",",,6,07,","12.7","1,,6,29,+","38.1","1,,,6","38",",,,6"
"USC00365720","1904-03","40.566667","-77.4","149.4","MIFFLIN, PA US","11",",6","11",",6","0",",6","0",",6","","","19040331","+,,6","19040308","+,,6","0",",,6,31,+","19.1",",,6,08,+","82.6",",,,6","0",",,,6"
