"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FRM00007180","1973-01","48.692","6.23","228.9","ESSEY, FR","","","13","5,S","4","5,S","0","5,S","","","","","","","","","","","","","","","","","19730131",",5,S","","","","","","","8.9","5,,S,31,","","","","","","","30.6","5,,,S","","","","","",""
"FRM00007180","1973-02","48.692","6.23","228.9","ESSEY, FR","","","11","3,S","7","3,S","0","3,S","","","0","5,S","15","5,S","1","5,S","0","5,S","0","5,S","19730228",",5,S","","","19730213",",3,S","19730215","+,5,S","-7.0","5,S,28,","","","11.9","3,,S,13,","8.0","5,S,15,+","","","","","43.5","3,,,S","1.65","9,S","4.70","5,,,S","-1.39","5,,,S"
"FRM00007180","1973-03","48.692","6.23","228.9","ESSEY, FR","","","8","3,S","2","3,S","0","3,S","","","","","","","0","2,S","0","2,S","0","2,S","","","","","19730307",",3,S","19730324",",2,S","","","","","3.3","3,,S,07,","20.0","2,S,24,","","","","","13.1","3,,,S","","","10.28","2,,,S","",""
"FRM00007180","1973-04","48.692","6.23","228.9","ESSEY, FR","","","15","4,S","4","4,S","0","4,S","","","","","","","0","1,S","1","1,S","0","1,S","","","","","19730402",",4,S","19730430",",1,S","","","","","17.0","4,,S,02,","22.0","1,S,30,","","","","","41.0","4,,,S","","","11.45","1,,,S","",""
"FRM00007180","1973-05","48.692","6.23","228.9","ESSEY, FR","2.0","2,S","19",",S","11",",S","0",",S","","","0","2,S","1","2,S","0",",S","11",",S","0",",S","19730512",",2,S","","","19730519",",,S","19730505",",,S","0.0","2,S,12,","","","11.9",",,S,19,","25.0",",S,05,","","","130.7",",S","76.7",",,,S","13.78","2,S","19.45",",,,S","8.10","2,,,S"
"FRM00007180","1973-06","48.692","6.23","228.9","ESSEY, FR","12.2","5,S","10","1,S","6","1,S","0","1,S","","","0","5,S","0","5,S","0","1,S","19","1,S","0","1,S","19730604","+,5,S","","","19730621",",1,S","19730627",",1,S","5.0","5,S,04,+","","","10.9","1,,S,21,","30.0","1,S,27,","","","39.5","1,S","40.6","1,,,S","17.12","5,S","23.03","1,,,S","11.20","5,,,S"
"FRM00007180","1973-07","48.692","6.23","228.9","ESSEY, FR","","","17","2,S","7","2,S","0","2,S","","","","","","","0","1,S","18","1,S","0","1,S","","","","","19730723","+,2,S","19730705","+,1,S","","","","","11.9","2,,S,23,+","32.0","1,S,05,+","","","","","66.7","2,,,S","","","23.03","1,,,S","",""
"FRM00007180","1973-08","48.692","6.23","228.9","ESSEY, FR","43.8","2,S","11",",S","5",",S","0",",S","","","0","1,S","0","1,S","0","1,S","26","1,S","0","1,S","19730809",",1,S","","","19730807",",,S","19730811",",1,S","6.0","1,S,09,","","","13.0",",,S,07,","31.0","1,S,11,","","","11.5","1,S","46.3",",,,S","19.40","2,S","25.60","1,,,S","13.20","1,,,S"
"FRM00007180","1973-09","48.692","6.23","228.9","ESSEY, FR","","","8","3,S","4","3,S","1","3,S","","","","","","","0","1,S","16","1,S","0","1,S","","","","","19730921",",3,S","19730904",",1,S","","","","","46.0","3,,S,21,","31.0","1,S,04,","","","","","72.6","3,,,S","","","22.07","1,,,S","",""
"FRM00007180","1973-10","48.692","6.23","228.9","ESSEY, FR","","","9","4,S","5","4,S","0","4,S","","","","","","","0","5,S","0","5,S","0","5,S","","","","","19731015",",4,S","19731005",",5,S","","","","","10.9","4,,S,15,","21.0","5,S,05,","","","","","36.1","4,,,S","","","13.69","5,,,S","",""
"FRM00007180","1973-11","48.692","6.23","228.9","ESSEY, FR","","","13",",S","6",",S","0",",S","","","","","","","1","1,S","0","1,S","0","1,S","","","","","19731115",",,S","19731104",",1,S","","","","","8.9",",,S,15,","17.0","1,S,04,","","","","","46.0",",,,S","","","8.79","1,,,S","",""
"FRM00007180","1973-12","48.692","6.23","228.9","ESSEY, FR","","","16","2,S","9","2,S","0","2,S","","","","","","","","","","","","","","","","","19731213",",2,S","","","","","","","13.0","2,,S,13,","","","","","","","88.7","2,,,S","","","","","",""
"FRM00007180","1974-01","48.692","6.23","228.9","ESSEY, FR","","","16","1,S","5","1,S","0","1,S","","","","","","","","","","","","","","","","","19740109",",1,S","","","","","","","6.1","1,,S,09,","","","","","","","32.9","1,,,S","","","","","",""
"FRM00007180","1974-02","48.692","6.23","228.9","ESSEY, FR","","","15","1,S","6","1,S","0","1,S","","","","","","","","","","","","","","","","","19740206",",1,S","","","","","","","19.1","1,,S,06,","","","","","","","55.4","1,,,S","","","","","",""
"FRM00007180","1974-03","48.692","6.23","228.9","ESSEY, FR","","","14","1,S","8","1,S","0","1,S","","","","","","","","","","","","","","","","","19740319",",1,S","","","","","","","15.0","1,,S,19,","","","","","","","61.5","1,,,S","","","","","",""
"FRM00007180","1974-04","48.692","6.23","228.9","ESSEY, FR","0.0","3,S","7",",S","2",",S","0",",S","","","0","3,S","6","3,S","0","1,S","0","1,S","0","1,S","19740419",",3,S","","","19740429",",,S","19740411","+,1,S","-4.0","3,S,19,","","","7.1",",,S,29,","21.0","1,S,11,+","","","248.0","1,S","14.7",",,,S","9.17","3,S","15.38","1,,,S","2.96","3,,,S"
