"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00146340","1988-04","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19880417",",,6","","","","","","","","","33.8",",,6,17,","","","68.1",",,,6","","","","","","","",""
"USC00146340","1992-11","37.1861","-97.5086","370.3","PERTH, KS US","8","1,6","8","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","19921119",",1,6","","","","","","","","","38.1","1,,6,19,","","","111.0","1,,,6","","","","","","","",""
"USC00146340","1992-12","37.1861","-97.5086","370.3","PERTH, KS US","5",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","1","","","","","","19921206",",,6","","","19921214",",,6","","","","","","","76",",,6,06,","20.3",",,6,14,","","","47.5",",,,6","76",",,,6","","","","","",""
"USC00146340","1993-01","37.1861","-97.5086","370.3","PERTH, KS US","6",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19930109",",,6","","","19930109",",,6","","","","","","","102",",,6,09,","14.7",",,6,09,","","","56.9",",,,6","102",",,,6","","","","","",""
"USC00146340","1993-02","37.1861","-97.5086","370.3","PERTH, KS US","6",",6","5",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19930215",",,6","","","19930211",",,6","","","","","","","102",",,6,15,","12.7",",,6,11,","","","35.6",",,,6","178",",,,6","","","","","",""
"USC00146340","1993-03","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19930330",",,6","","","","","","","","","16.0",",,6,30,","","","39.4",",,,6","","","","","","","",""
"USC00146340","1993-04","37.1861","-97.5086","370.3","PERTH, KS US","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19930429",",,6","","","","","","","","","24.9",",,6,29,","","","61.1",",,,6","","","","","","","",""
"USC00146340","1993-05","37.1861","-97.5086","370.3","PERTH, KS US","15",",6","12",",6","7",",6","","","","","","","","","","","","","","","","","","","","","","","4","","19930509",",,6","","","","","","","","","53.6",",,6,09,","","","298.3",",,,6","","","","","","","",""
"USC00146340","1993-06","37.1861","-97.5086","370.3","PERTH, KS US","12",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","7","","19930612",",,6","","","","","","","","","50.8",",,6,12,","","","186.1",",,,6","","","","","","","",""
"USC00146340","1993-07","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19930712",",,6","","","","","","","","","93.5",",,6,12,","","","148.9",",,,6","","","","","","","",""
"USC00146340","1993-08","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19930806",",,6","","","","","","","","","32.5",",,6,06,","","","39.4",",,,6","","","","","","","",""
"USC00146340","1993-09","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19930903",",,6","","","","","","","","","18.3",",,6,03,","","","49.0",",,,6","","","","","","","",""
"USC00146340","1993-10","37.1861","-97.5086","370.3","PERTH, KS US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19931017",",,6","","","","","","","","","2.5",",,6,17,","","","2.5",",,,6","","","","","","","",""
"USC00146340","1993-11","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19931114",",,6","","","","","","","","","11.2",",,6,14,","","","24.4",",,,6","","","","","","","",""
"USC00146340","1993-12","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19931205",",,6","","","","","","","","","8.9",",,6,05,","","","15.3",",,,6","","","","","","","",""
"USC00146340","1994-01","37.1861","-97.5086","370.3","PERTH, KS US","2","1,6","0","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","19940127",",1,6","","","","","","","","","1.3","1,,6,27,","","","2.1","1,,,6","","","","","","","",""
"USC00146340","1994-02","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940223",",,6","","","","","","","","","11.2",",,6,23,","","","19.3",",,,6","","","","","","","",""
"USC00146340","1994-03","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19940331","+,,6","","","19940327",",,6","","","","","","","0",",,6,31,+","24.1",",,6,27,","","","25.9",",,,6","0",",,,6","","","","","",""
"USC00146340","1994-04","37.1861","-97.5086","370.3","PERTH, KS US","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940428",",,6","","","","","","","","","88.9",",,6,28,","","","177.2",",,,6","","","","","","","",""
"USC00146340","1994-05","37.1861","-97.5086","370.3","PERTH, KS US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940529",",,6","","","","","","","","","20.6",",,6,29,","","","30.5",",,,6","","","","","","","",""
"USC00146340","1994-06","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940605",",,6","","","","","","","","","22.9",",,6,05,","","","41.4",",,,6","","","","","","","",""
"USC00146340","1994-07","37.1861","-97.5086","370.3","PERTH, KS US","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940721",",,6","","","","","","","","","22.1",",,6,21,","","","113.7",",,,6","","","","","","","",""
"USC00146340","1994-08","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940820",",,6","","","","","","","","","24.9",",,6,20,","","","32.8",",,,6","","","","","","","",""
"USC00146340","1994-09","37.1861","-97.5086","370.3","PERTH, KS US","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19940901",",,6","","","","","","","","","23.4",",,6,01,","","","37.9",",,,6","","","","","","","",""
"USC00146340","1994-10","37.1861","-97.5086","370.3","PERTH, KS US","10",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","19941031",",,6","","","","","","","","","42.4",",,6,31,","","","120.9",",,,6","","","","","","","",""
"USC00146340","1994-11","37.1861","-97.5086","370.3","PERTH, KS US","9","1,6","5","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","19941120",",1,6","","","","","","","","","75.4","1,,6,20,","","","104.4","1,,,6","","","","","","","",""
"USC00146340","1994-12","37.1861","-97.5086","370.3","PERTH, KS US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19941216",",,6","","","","","","","","","10.2",",,6,16,","","","18.9",",,,6","","","","","","","",""
"USC00146340","1999-12","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","2",",0","1",",0","0","1,0","0",",0","","","","","","","","","","","","","","","19991231","+,1,0","19991231","+,,0","","","19991216",",,0","","","","","0","1,,0,31,+","0",",,0,31,+","26.2",",,0,16,","","","40.2",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-01","37.1861","-97.5086","370.3","PERTH, KS US","3",",0","3",",0","0",",0","7","3,0","3",",0","","","","","","","","","","","","","","","20000128",",3,0","20000128",",,0","","","20000104",",,0","","","","","152","3,,0,28,","102",",,0,28,","9.1",",,0,04,","","","20.5",",,,0","217",",,,0","","","","","",""
"USC00146340","2000-02","37.1861","-97.5086","370.3","PERTH, KS US","3",",0","3",",0","2",",0","2","2,0","0",",0","","","","","","","","","","","","","","","20000202","+,2,0","20000229","+,,0","","","20000218",",,0","","","","","25","2,,0,02,+","0",",,0,29,+","27.9",",,0,18,","","","72.4",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-03","37.1861","-97.5086","370.3","PERTH, KS US","12",",0","10",",0","3",",0","2","2,0","1",",0","","","","","","","","","","","","","","","20000310",",2,0","20000310",",,0","","","20000315",",,0","","","","","51","2,,0,10,","51",",,0,10,","65.5",",,0,15,","","","202.9",",,,0","51",",,,0","","","","","",""
"USC00146340","2000-04","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20000430","+,,0","20000430","+,,0","","","20000415",",,0","","","","","0",",,0,30,+","0",",,0,30,+","18.3",",,0,15,","","","37.3",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-05","37.1861","-97.5086","370.3","PERTH, KS US","6",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20000531","+,,0","20000531","+,,0","","","20000526",",,0","","","","","0",",,0,31,+","0",",,0,31,+","45.7",",,0,26,","","","92.3",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-06","37.1861","-97.5086","370.3","PERTH, KS US","9",",0","8",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","","","20000630","+,,0","20000630","+,,0","","","20000614",",,0","","","","","0",",,0,30,+","0",",,0,30,+","64.8",",,0,14,","","","222.5",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-07","37.1861","-97.5086","370.3","PERTH, KS US","12",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20000731","+,,0","20000731","+,,0","","","20000720",",,0","","","","","0",",,0,31,+","0",",,0,31,+","21.1",",,0,20,","","","73.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-08","37.1861","-97.5086","370.3","PERTH, KS US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20000831","+,,0","20000831","+,,0","","","20000831","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-09","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20000930","+,,0","20000930","+,,0","","","20000925",",,0","","","","","0",",,0,30,+","0",",,0,30,+","3.8",",,0,25,","","","10.8",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-10","37.1861","-97.5086","370.3","PERTH, KS US","9",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20001031","+,,0","20001031","+,,0","","","20001026",",,0","","","","","0",",,0,31,+","0",",,0,31,+","26.2",",,0,26,","","","118.0",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-11","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20001130","+,,0","20001130","+,,0","","","20001106",",,0","","","","","0",",,0,30,+","0",",,0,30,+","23.4",",,0,06,","","","51.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2000-12","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","3",",0","0",",0","8","4,0","4",",0","","","","","","","","","","","","","","","20001215","+,4,0","20001226",",,0","","","20001226","+,,0","","","","","102","4,,0,15,+","76",",,0,26,","8.4",",,0,26,+","","","21.4",",,,0","216",",,,0","","","","","",""
"USC00146340","2001-01","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","2",",0","1",",0","3","2,0","0",",0","","","","","","","","","","","","","","","20010102","+,2,0","20010117",",,0","","","20010128",",,0","","","","","51","2,,0,02,+","8",",,0,17,","26.7",",,0,28,","","","38.6",",,,0","8",",,,0","","","","","",""
"USC00146340","2001-02","37.1861","-97.5086","370.3","PERTH, KS US","3",",0","3",",0","2",",0","1","2,0","1",",0","","","","","","","","","","","","","","","20010209",",2,0","20010209",",,0","","","20010224",",,0","","","","","25","2,,0,09,","25",",,0,09,","40.9",",,0,24,","","","79.0",",,,0","25",",,,0","","","","","",""
"USC00146340","2001-03","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010331","+,,0","20010331","+,,0","","","20010316",",,0","","","","","0",",,0,31,+","0",",,0,31,+","7.6",",,0,16,","","","20.5",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-04","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010430","+,,0","20010430","+,,0","","","20010406",",,0","","","","","0",",,0,30,+","0",",,0,30,+","6.6",",,0,06,","","","20.8",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-05","37.1861","-97.5086","370.3","PERTH, KS US","7",",0","7",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010531","+,,0","20010531","+,,0","","","20010518",",,0","","","","","0",",,0,31,+","0",",,0,31,+","44.7",",,0,18,","","","148.9",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-06","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010630","+,,0","20010630","+,,0","","","20010606",",,0","","","","","0",",,0,30,+","0",",,0,30,+","50.8",",,0,06,","","","91.2",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-07","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010731","+,,0","20010731","+,,0","","","20010716",",,0","","","","","0",",,0,31,+","0",",,0,31,+","17.0",",,0,16,","","","21.1",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-08","37.1861","-97.5086","370.3","PERTH, KS US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010831","+,,0","20010831","+,,0","","","20010824",",,0","","","","","0",",,0,31,+","0",",,0,31,+","16.0",",,0,24,","","","31.7",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-09","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20010930","+,,0","20010930","+,,0","","","20010918",",,0","","","","","0",",,0,30,+","0",",,0,30,+","44.5",",,0,18,","","","91.0",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-10","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20011031","+,,0","20011031","+,,0","","","20011005",",,0","","","","","0",",,0,31,+","0",",,0,31,+","28.7",",,0,05,","","","32.8",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-11","37.1861","-97.5086","370.3","PERTH, KS US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20011130","+,,0","20011130","+,,0","","","20011103",",,0","","","","","0",",,0,30,+","0",",,0,30,+","16.0",",,0,03,","","","31.5",",,,0","0",",,,0","","","","","",""
"USC00146340","2001-12","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","","","20011231","+,,0","20011231","+,,0","","","20011212",",,0","","","","","0",",,0,31,+","0",",,0,31,+","1.8",",,0,12,","","","2.8",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-01","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","1",",0","1",",0","1",",0","1",",0","","","","","","","","","","","","","","","20020131",",,0","20020131",",,0","","","20020131",",,0","","","","","25",",,0,31,","25",",,0,31,","39.6",",,0,31,","","","40.6",",,,0","25",",,,0","","","","","",""
"USC00146340","2002-02","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","2",",0","0",",0","3",",0","1",",0","","","","","","","","","","","","","","","20020205",",,0","20020205",",,0","","","20020219",",,0","","","","","76",",,0,05,","76",",,0,05,","18.0",",,0,19,","","","24.9",",,,0","76",",,,0","","","","","",""
"USC00146340","2002-03","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","1",",0","0",",0","3",",0","1",",0","","","","","","","","","","","","","","","20020302","+,,0","20020301",",,0","","","20020309",",,0","","","","","51",",,0,02,+","51",",,0,01,","8.1",",,0,09,","","","8.6",",,,0","51",",,,0","","","","","",""
"USC00146340","2002-04","37.1861","-97.5086","370.3","PERTH, KS US","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020430","+,,0","20020430","+,,0","","","20020421",",,0","","","","","0",",,0,30,+","0",",,0,30,+","17.3",",,0,21,","","","65.0",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-05","37.1861","-97.5086","370.3","PERTH, KS US","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020531","+,,0","20020531","+,,0","3","","20020508",",,0","","","","","0",",,0,31,+","0",",,0,31,+","54.6",",,0,08,","","","118.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-06","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","4",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020630","+,,0","20020630","+,,0","2","","20020612",",,0","","","","","0",",,0,30,+","0",",,0,30,+","43.7",",,0,12,","","","132.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-07","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020731","+,,0","20020731","+,,0","","","20020724",",,0","","","","","0",",,0,31,+","0",",,0,31,+","73.7",",,0,24,","","","107.8",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-08","37.1861","-97.5086","370.3","PERTH, KS US","6",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020831","+,,0","20020831","+,,0","4","","20020813",",,0","","","","","0",",,0,31,+","0",",,0,31,+","41.9",",,0,13,","","","120.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-09","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020930","+,,0","20020930","+,,0","","","20020919",",,0","","","","","0",",,0,30,+","0",",,0,30,+","33.5",",,0,19,","","","41.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-10","37.1861","-97.5086","370.3","PERTH, KS US","7",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","1","","","","20021031","+,,0","20021031","+,,0","2","","20021003",",,0","","","","","0",",,0,31,+","0",",,0,31,+","101.6",",,0,03,","","","185.2",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-11","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","","","20021130","+,,0","20021130","+,,0","","","20021103",",,0","","","","","0",",,0,30,+","0",",,0,30,+","9.1",",,0,03,","","","9.6",",,,0","0",",,,0","","","","","",""
"USC00146340","2002-12","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","3",",0","0",",0","10",",0","3",",0","","","","","","","","","","","7","","","","20021204",",,0","20021204",",,0","","","20021204",",,0","","","","","203",",,0,04,","203",",,0,04,","14.2",",,0,04,","","","24.6",",,,0","368",",,,0","","","","","",""
"USC00146340","2003-01","37.1861","-97.5086","370.3","PERTH, KS US","1",",0","0",",0","0",",0","1",",0","0",",0","","","","","","","","","","","","","","","20030116",",,0","20030116",",,0","","","20030116",",,0","","","","","25",",,0,16,","18",",,0,16,","0.3",",,0,16,","","","0.3",",,,0","18",",,,0","","","","","",""
"USC00146340","2003-02","37.1861","-97.5086","370.3","PERTH, KS US","8",",0","7",",0","0",",0","7",",0","5",",0","","","","","","","","","","","","","","","20030224",",,0","20030224",",,0","","","20030214",",,0","","","","","229",",,0,24,","241",",,0,24,","23.9",",,0,14,","","","62.3",",,,0","393",",,,0","","","","","",""
"USC00146340","2003-03","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","4",",0","1",",0","1",",0","0","1,0","","","","","","","","","","","","","","","20030301",",,0","20030331","+,1,0","2","","20030319",",,0","","","","","51",",,0,01,","0","1,,0,31,+","39.4",",,0,19,","","","84.1",",,,0","0","1,,,0","","","","","",""
"USC00146340","2003-04","37.1861","-97.5086","370.3","PERTH, KS US","7",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030430","+,,0","20030430","+,,0","4","","20030424",",,0","","","","","0",",,0,30,+","0",",,0,30,+","58.4",",,0,24,","","","106.7",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-05","37.1861","-97.5086","370.3","PERTH, KS US","7",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030531","+,,0","20030531","+,,0","3","","20030524",",,0","","","","","0",",,0,31,+","0",",,0,31,+","38.1",",,0,24,","","","81.8",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-06","37.1861","-97.5086","370.3","PERTH, KS US","3",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030630","+,,0","20030630","+,,0","1","","20030606",",,0","","","","","0",",,0,30,+","0",",,0,30,+","40.1",",,0,06,","","","62.7",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-07","37.1861","-97.5086","370.3","PERTH, KS US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030731","+,,0","20030731","+,,0","1","","20030729",",,0","","","","","0",",,0,31,+","0",",,0,31,+","11.9",",,0,29,","","","16.2",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-08","37.1861","-97.5086","370.3","PERTH, KS US","8",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030831","+,,0","20030831","+,,0","6","","20030830",",,0","","","","","0",",,0,31,+","0",",,0,31,+","69.9",",,0,30,","","","189.2",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-09","37.1861","-97.5086","370.3","PERTH, KS US","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030930","+,,0","20030930","+,,0","","","20030922",",,0","","","","","0",",,0,30,+","0",",,0,30,+","31.8",",,0,22,","","","97.1",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-10","37.1861","-97.5086","370.3","PERTH, KS US","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20031031","+,,0","20031031","+,,0","","","20031009",",,0","","","","","0",",,0,31,+","0",",,0,31,+","28.4",",,0,09,","","","48.2",",,,0","0",",,,0","","","","","",""
"USC00146340","2003-11","37.1861","-97.5086","370.3","PERTH, KS US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20031130","+,,0","20031130","+,,0","","","20031130","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","0.0",",,,0","0",",,,0","","","","","",""
