"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087345","2021-06","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","3","1,S","20210629",",1,S","-2.2","1,S,29,","5.08","1,,,S"
"ARM00087345","2021-07","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","5","1,S","20210719",",1,S","-0.8","1,S,19,","4.78","1,,,S"
"ARM00087345","2021-08","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20210810",",2,S","0.5","2,S,10,","6.20","2,,,S"
"ARM00087345","2021-09","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0",",S","0",",S","20210915",",,S","4.8",",S,15,","11.33",",,,S"
"ARM00087345","2021-10","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20211005","+,2,S","6.2","2,S,05,+","13.70","2,,,S"
"ARM00087345","2021-11","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20211105",",3,S","8.5","3,S,05,","14.61","3,,,S"
"ARM00087345","2021-12","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0",",S","0",",S","20211215",",,S","15.1",",S,15,","19.50",",,,S"
"ARM00087345","2022-01","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20220128",",1,S","13.2","1,S,28,","20.05","1,,,S"
"ARM00087345","2022-02","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20220213",",1,S","11.5","1,S,13,","17.35","1,,,S"
"ARM00087345","2022-03","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20220331",",1,S","5.8","1,S,31,","14.76","1,,,S"
"ARM00087345","2022-04","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20220401",",3,S","5.8","3,S,01,","11.96","3,,,S"
"ARM00087345","2022-05","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20220518",",1,S","0.2","1,S,18,","7.52","1,,,S"
"ARM00087345","2022-06","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0",",S","0",",S","20220624",",,S","0.8",",S,24,","4.63",",,,S"
"ARM00087345","2022-07","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20220718","+,1,S","0.8","1,S,18,+","5.59","1,,,S"
"ARM00087345","2022-08","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0",",S","0",",S","20220820","+,,S","1.2",",S,20,+","6.82",",,,S"
"ARM00087345","2022-09","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20220910","+,3,S","3.8","3,S,10,+","8.44","3,,,S"
"ARM00087345","2022-10","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20221009",",3,S","4.9","3,S,09,","12.37","3,,,S"
"ARM00087345","2022-11","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20221101",",2,S","5.6","2,S,01,","17.18","2,,,S"
"ARM00087345","2022-12","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20221226",",2,S","13.4","2,S,26,","19.62","2,,,S"
"ARM00087345","2023-01","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20230113",",2,S","13.7","2,S,13,","19.75","2,,,S"
"ARM00087345","2023-02","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20230218",",3,S","5.1","3,S,18,","17.76","3,,,S"
"ARM00087345","2023-03","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","4,S","0","4,S","20230330",",4,S","12.9","4,S,30,","20.26","4,,,S"
"ARM00087345","2023-04","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20230418",",2,S","8.5","2,S,18,","14.54","2,,,S"
"ARM00087345","2023-05","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20230530",",1,S","7.0","1,S,30,","11.90","1,,,S"
"ARM00087345","2023-06","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","5,S","2","5,S","20230614",",5,S","-1.0","5,S,14,","7.64","5,,,S"
"ARM00087345","2023-07","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20230714",",3,S","2.4","3,S,14,","7.68","3,,,S"
"ARM00087345","2023-08","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20230809",",1,S","5.1","1,S,09,","8.76","1,,,S"
"ARM00087345","2023-09","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20230927",",1,S","5.9","1,S,27,","11.20","1,,,S"
"ARM00087345","2023-10","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20231012",",2,S","6.2","2,S,12,","13.53","2,,,S"
"ARM00087345","2023-11","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","3,S","0","3,S","20231103",",3,S","4.8","3,S,03,","16.69","3,,,S"
"ARM00087345","2023-12","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0",",S","0",",S","20231204",",,S","10.8",",S,04,","18.55",",,,S"
"ARM00087345","2024-01","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","2,S","0","2,S","20240117",",2,S","15.6","2,S,17,","19.66","2,,,S"
"ARM00087345","2024-02","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","4,S","0","4,S","20240215",",4,S","12.6","4,S,15,","20.02","4,,,S"
"ARM00087345","2024-04","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","4,S","0","4,S","20240411",",4,S","9.4","4,S,11,","13.24","4,,,S"
"ARM00087345","2024-05","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0","1,S","0","1,S","20240528",",1,S","0.4","1,S,28,","5.65","1,,,S"
"ARM00087345","2024-06","-31.4","-64.183","426.0","CORDOBA OBSERVATORIO, AR","0",",S","1",",S","20240626",",,S","0.0",",S,26,","7.65",",,,S"
