"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1997-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1129.5","0","239.8",",0","12",",0","9",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","3",",0","","","19970905",",,0","","","","","","","19970912",",,0","19970920",",,0","20.0",",0,05,","","","","","60.7",",,0,12,","32.8",",0,20,","0.0","0","0.0",",0","194.7",",,,0","","","26.33",",0","29.28",",,,0","23.38",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1997-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1224.3","0","94.8",",0","12",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","21",",0","0",",0","","","19971028",",,0","","","","","","","19971015",",,0","19971006",",,0","8.3",",0,28,","","","","","42.9",",,0,15,","30.0",",0,06,","29.2","0","29.2",",0","145.0",",,,0","","","20.45",",0","23.78",",,,0","17.12",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1997-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1229.4","0","5.1",",0","8",",0","4",",0","1",",0","","","","","0",",0","0",",0","0",",0","6",",0","0",",0","","","19971117",",,0","","","","","","","19971101",",,0","19971122",",,0","3.9",",0,17,","","","","","28.2",",,0,01,","26.1",",0,22,","145.5","0","116.3",",0","49.4",",,,0","","","14.63",",0","18.63",",,,0","10.62",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1997-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1229.4","0","0.0",",0","11",",0","5",",0","0",",0","","","","","0",",0","1",",0","0",",0","2",",0","0",",0","","","19971207",",,0","","","","","","","19971222",",,0","19971225","+,,0","0.0",",0,07,","","","","","14.5",",,0,22,","23.3",",0,25,+","359.0","0","213.5",",0","40.9",",,,0","","","11.45",",0","15.42",",,,0","7.47",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","10",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","2",",0","0",",0","","","19980101",",,0","","","","","","","19980123",",,0","19980104",",,0","0.6",",0,01,","","","","","55.1",",,0,23,","22.2",",0,04,","551.4","0","192.4",",0","145.3",",,,0","","","12.13",",0","15.88",",,,0","8.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","2.2","0","2.2",",0","10",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","5",",0","0",",0","","","19980206",",,0","","","","","","","19980216",",,0","19980228",",,0","3.9",",0,06,","","","","","65.0",",,0,16,","26.1",",0,28,","711.7","0","160.3",",0","184.3",",,,0","","","12.69",",0","16.29",",,,0","9.09",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","11.7","0","9.5",",0","9",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","9",",0","0",",0","","","19980312",",,0","","","","","","","19980319",",,0","19980330","+,,0","0.6",",0,12,","","","","","55.4",",,0,19,","24.4",",0,30,+","858.2","0","146.5",",0","112.1",",,,0","","","13.91",",0","17.54",",,,0","10.29",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","67.0","0","55.3",",0","10",",0","7",",0","1",",0","","","","","0",",0","0",",0","0",",0","21",",0","0",",0","","","19980405",",,0","","","","","","","19980403",",,0","19980427",",,0","10.6",",0,05,","","","","","38.9",",,0,03,","28.3",",0,27,","875.6","0","17.4",",0","91.1",",,,0","","","19.60",",0","23.18",",,,0","16.01",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","298.6","0","231.6",",0","8",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","6",",0","","","19980513",",,0","","","","","","","19980528",",,0","19980521",",,0","17.8",",0,13,","","","","","35.1",",,0,28,","35.6",",0,21,","875.6","0","0.0",",0","81.9",",,,0","","","25.80",",0","29.46",",,,0","22.15",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","640.8","0","342.2",",0","9",",0","4",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","24",",0","","","19980608",",,0","","","","","","","19980610",",,0","19980623",",,0","20.6",",0,08,","","","","","25.9",",,0,10,","37.8",",0,23,","875.6","0","0.0",",0","48.8",",,,0","","","29.74",",0","33.50",",,,0","25.98",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1002.5","0","361.7",",0","12",",0","9",",0","3",",0","","","","","0",",0","0",",0","0",",0","31",",0","21",",0","","","19980705",",,0","","","","","","","19980726",",,0","19980701",",,0","24.4",",0,05,","","","","","59.7",",,0,26,","37.8",",0,01,","0.0","0","0.0",",0","200.5",",,,0","","","30.00",",0","33.10",",,,0","26.90",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1332.3","0","329.8",",0","7",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","13",",0","","","19980821",",,0","","","","","","","19980817",",,0","19980812",",,0","22.8",",0,21,","","","","","17.0",",,0,17,","36.7",",0,12,","0.0","0","0.0",",0","38.4",",,,0","","","28.97",",0","31.79",",,,0","26.15",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1603.6","0","271.3",",0","6",",0","5",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","7",",0","","","19980910",",,0","","","","","","","19980921",",,0","19980904",",,0","19.4",",0,10,","","","","","215.9",",,0,21,","35.0",",0,04,","0.0","0","0.0",",0","273.6",",,,0","","","27.38",",0","30.42",",,,0","24.33",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1735.6","0","132.0",",0","3",",0","3",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","0",",0","","","19981023",",,0","","","","","","","19981008",",,0","19981001",",,0","7.2",",0,23,","","","","","33.3",",,0,08,","31.7",",0,01,","13.0","0","13.0",",0","53.8",",,,0","","","22.17",",0","25.90",",,,0","18.44",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1779.8","0","44.2",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","20",",0","0",",0","","","19981107",",,0","","","","","","","19981119",",,0","19981117",",,0","6.7",",0,07,","","","","","5.1",",,0,19,","28.9",",0,17,","51.9","0","38.9",",0","7.4",",,,0","","","18.51",",0","22.48",",,,0","14.54",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1998-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1809.3","0","29.5",",0","9",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","12",",0","0",",0","","","19981227",",,0","","","","","","","19981225",",,0","19981207",",,0","1.7",",0,27,","","","","","31.2",",,0,25,","27.2",",0,07,","198.7","0","146.8",",0","87.4",",,,0","","","14.55",",0","18.45",",,,0","10.65",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","4.0","0","4.0",",0","11",",0","7",",0","2",",0","","","","","0",",0","3",",0","0",",0","10",",0","0",",0","","","19990105",",,0","","","","","","","19990123",",,0","19990129",",,0","-3.3",",0,05,","","","","","34.5",",,0,23,","25.6",",0,29,","365.2","0","166.5",",0","103.5",",,,0","","","13.09",",0","17.87",",,,0","8.30",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","7.6","0","3.6",",0","8",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","10",",0","0",",0","","","19990214",",,0","","","","","","","19990201",",,0","19990208",",,0","0.6",",0,14,","","","","","17.0",",,0,01,","26.1",",0,08,","512.7","0","147.5",",0","28.1",",,,0","","","13.19",",0","17.54",",,,0","8.84",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","9.8","0","2.2",",0","6",",0","3",",0","1",",0","","","","","0",",0","0",",0","0",",0","6",",0","0",",0","","","19990308","+,,0","","","","","","","19990314",",,0","19990325",",,0","3.3",",0,08,+","","","","","25.7",",,0,14,","25.0",",0,25,","666.5","0","153.8",",0","47.0",",,,0","","","13.44",",0","17.75",",,,0","9.14",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","82.9","0","73.1",",0","7",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","22",",0","0",",0","","","19990430","+,,0","","","","","","","19990430",",,0","19990408",",,0","9.4",",0,30,+","","","","","18.3",",,0,30,","30.6",",0,08,","691.8","0","25.3",",0","50.4",",,,0","","","19.93",",0","23.65",",,,0","16.21",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","208.3","0","125.4",",0","8",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","0",",0","","","19990502","+,,0","","","","","","","19990512",",,0","19990526",",,0","9.4",",0,02,+","","","","","14.7",",,0,12,","29.4",",0,26,","702.4","0","10.6",",0","41.7",",,,0","","","22.04",",0","25.55",",,,0","18.53",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","411.7","0","203.4",",0","8",",0","4",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","0",",0","","","19990619",",,0","","","","","","","19990629",",,0","19990615",",,0","18.3",",0,19,","","","","","35.6",",,0,29,","31.7",",0,15,","702.4","0","0.0",",0","70.3",",,,0","","","25.11",",0","27.62",",,,0","22.60",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","738.4","0","326.7",",0","10",",0","8",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","16",",0","","","19990714",",,0","","","","","","","19990714",",,0","19990727","+,,0","21.7",",0,14,","","","","","22.1",",,0,14,","37.8",",0,27,+","0.0","0","0.0",",0","77.8",",,,0","","","28.87",",0","32.15",",,,0","25.60",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1070.1","0","331.7",",0","8",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","19",",0","","","19990831",",,0","","","","","","","19990829",",,0","19990801",",,0","18.9",",0,31,","","","","","31.0",",,0,29,","39.4",",0,01,","0.0","0","0.0",",0","64.7",",,,0","","","29.03",",0","32.20",",,,0","25.86",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1240.5","0","170.4",",0","13",",0","8",",0","2",",0","","","","","0",",0","0",",0","0",",0","28",",0","4",",0","","","19990923",",,0","","","","","","","19990915",",,0","19990905",",,0","12.8",",0,23,","","","","","101.3",",,0,15,","34.4",",0,05,","2.2","0","2.2",",0","202.2",",,,0","","","23.94",",0","27.02",",,,0","20.86",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1320.7","0","80.2",",0","7",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","0",",0","","","19991024",",,0","","","","","","","19991017",",,0","19991020","+,,0","9.4",",0,24,","","","","","99.3",",,0,17,","28.3",",0,20,+","17.8","0","15.6",",0","162.0",",,,0","","","20.42",",0","23.50",",,,0","17.34",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1342.0","0","21.3",",0","4",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","17",",0","0",",0","","","19991130",",,0","","","","","","","19991102",",,0","19991114","+,,0","6.1",",0,30,","","","","","18.5",",,0,02,","25.6",",0,14,+","81.8","0","64.0",",0","22.3",",,,0","","","16.91",",0","20.71",",,,0","13.11",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1999-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1343.1","0","1.1",",0","6",",0","3",",0","1",",0","","","","","0",",0","1",",0","0",",0","4",",0","0",",0","","","19991226",",,0","","","","","","","19991219",",,0","19991213",",,0","0.0",",0,26,","","","","","34.5",",,0,19,","22.2",",0,13,","279.8","0","198.0",",0","49.0",",,,0","","","11.98",",0","15.68",",,,0","8.29",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","","","","","0",",0","3",",0","0",",0","4",",0","0",",0","","","20000127",",,0","","","","","","","20000124",",,0","20000102",",,0","-2.2",",0,27,","","","","","15.0",",,0,24,","22.8",",0,02,","537.7","0","257.9",",0","78.8",",,,0","","","10.01",",0","14.02",",,,0","6.01",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.6","0","0.6",",0","3",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","3",",0","0",",0","","","20000201",",,0","","","","","","","20000214",",,0","20000227",",,0","0.6",",0,01,","","","","","31.2",",,0,14,","22.8",",0,27,","711.9","0","174.2",",0","31.8",",,,0","","","12.35",",0","16.77",",,,0","7.92",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","18.7","0","18.1",",0","7",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","13",",0","0",",0","","","20000313",",,0","","","","","","","20000320",",,0","20000309","+,,0","5.6",",0,13,","","","","","24.1",",,0,20,","26.1",",0,09,+","782.8","0","70.9",",0","65.0",",,,0","","","16.63",",0","20.54",",,,0","12.72",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","41.9","0","23.2","2,0","8",",0","6",",0","0",",0","","","","","0","2,0","0","2,0","0","1,0","21","1,0","0","1,0","","","20000409",",2,0","","","","","","","20000429",",,0","20000412",",1,0","3.9","2,0,09,","","","","","6.6",",,0,29,","26.7","1,0,12,","820.6","0","37.8","1,0","26.6",",,,0","","","17.73","2,0","22.08","1,,,0","13.38","2,,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","20000526",",,0","","","","","","","","","0.5",",,0,26,","","","","","","","0.5",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013782","2000-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","246.2",",0","5",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","0",",0","","","20000607",",,0","","","","","","","20000629",",,0","20000603",",,0","17.8",",0,07,","","","","","15.0",",,0,29,","31.7",",0,03,","","","0.0",",0","28.2",",,,0","","","26.54",",0","29.40",",,,0","23.68",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","307.8",",0","12",",0","10",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","14",",0","","","20000724",",,0","","","","","","","20000712",",,0","20000720",",,0","21.7",",0,24,","","","","","38.6",",,0,12,","37.8",",0,20,","0.0","0","0.0",",0","150.0",",,,0","","","28.26",",0","31.61",",,,0","24.91",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","10","4,0","6","4,0","1","4,0","","","","","","","","","","","","","","","","","","","","","","","","","20000811",",4,0","","","","","","","","","29.7","4,,0,11,","","","","","","","69.4","4,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013782","2000-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","191.0",",0","12",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","3",",0","","","20000927",",,0","","","","","","","20000918",",,0","20000915",",,0","14.4",",0,27,","","","","","50.0",",,0,18,","33.3",",0,15,","","","0.0",",0","148.5",",,,0","","","24.70",",0","27.79",",,,0","21.61",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","74.3",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","1",",0","","","20001010",",,0","","","","","","","20001031","+,,0","20001006",",,0","7.8",",0,10,","","","","","0.0",",,0,31,+","32.8",",0,06,","","","21.0",",0","0.0",",,,0","","","20.05",",0","24.65",",,,0","15.46",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","14.8","3,0","7",",0","2",",0","1",",0","","","","","0","3,0","1","3,0","0","2,0","13","2,0","0","2,0","","","20001122",",3,0","","","","","","","20001119",",,0","20001108","+,2,0","0.0","3,0,22,","","","","","32.5",",,0,19,","26.7","2,0,08,+","","","94.8","2,0","57.7",",,,0","","","15.45","3,0","19.75","2,,,0","11.16","3,,,0","","","","","","","","","","","","","","","",""
"USW00013782","2000-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","0.0",",0","12",",0","3",",0","0",",0","","","","","0",",0","11",",0","0",",0","1",",0","0",",0","","","20001231",",,0","","","","","","","20001228",",,0","20001212",",,0","-4.4",",0,31,","","","","","19.8",",,0,28,","23.9",",0,12,","","","334.1",",0","45.6",",,,0","","","7.56",",0","12.21",",,,0","2.90",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","","","","","0",",0","7",",0","0",",0","2",",0","0",",0","","","20010104","+,,0","","","","","","","20010112",",,0","20010119",",,0","-1.7",",0,04,+","","","","","7.4",",,0,12,","22.2",",0,19,","","","282.5",",0","20.3",",,,0","","","9.22",",0","14.05",",,,0","4.39",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","8.6","0","8.6",",0","6",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","10",",0","0",",0","","","20010212",",,0","","","","","","","20010212",",,0","20010215",",,0","3.3",",0,12,","","","","","20.6",",,0,12,","27.8",",0,15,","","","147.8",",0","39.3",",,,0","","","13.36",",0","17.90",",,,0","8.83",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","23.3","0","14.7",",0","11",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","13",",0","0",",0","","","20010307",",,0","","","","","","","20010320",",,0","20010316","+,,0","1.7",",0,07,","","","","","59.2",",,0,20,","27.2",",0,16,+","","","119.7",",0","136.8",",,,0","","","14.95",",0","19.57",",,,0","10.32",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","93.2","0","69.9",",0","4",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","23",",0","0",",0","","","20010418",",,0","","","","","","","20010425",",,0","20010413","+,,0","5.0",",0,18,","","","","","8.4",",,0,25,","31.7",",0,13,+","","","37.9",",0","14.2",",,,0","","","19.40",",0","24.03",",,,0","14.78",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","265.8","0","172.6",",0","7",",0","4",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","3",",0","","","20010501",",,0","","","","","","","20010528",",,0","20010519",",,0","15.0",",0,01,","","","","","27.9",",,0,28,","33.9",",0,19,","","","0.0",",0","59.0",",,,0","","","23.90",",0","28.30",",,,0","19.51",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","533.5","0","267.7",",0","14",",0","9",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","13",",0","","","20010617",",,0","","","","","","","20010620",",,0","20010616",",,0","20.0",",0,17,","","","","","30.5",",,0,20,","35.6",",0,16,","","","0.0",",0","117.6",",,,0","","","27.26",",0","31.44",",,,0","23.07",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","832.8","0","299.3",",0","15",",0","10",",0","4",",0","","","","","0",",0","0",",0","0",",0","31",",0","17",",0","","","20010714",",,0","","","","","","","20010720",",,0","20010711",",,0","20.6",",0,14,","","","","","59.4",",,0,20,","37.8",",0,11,","0.0","0","0.0",",0","253.0",",,,0","","","27.99",",0","31.85",",,,0","24.13",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1135.5","0","302.7",",0","6",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","16",",0","","","20010802",",,0","","","","","","","20010813",",,0","20010807",",,0","21.1",",0,02,","","","","","31.2",",,0,13,","35.6",",0,07,","0.0","0","0.0",",0","103.3",",,,0","","","28.10",",0","31.75",",,,0","24.44",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1312.2","0","176.7",",0","13",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","1",",0","","","20010930",",,0","","","","","","","20010902",",,0","20010903",",,0","13.9",",0,30,","","","","","52.8",",,0,02,","32.2",",0,03,","0.0","0","0.0",",0","103.6",",,,0","","","24.22",",0","27.62",",,,0","20.83",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1391.5","0","79.3",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","24",",0","0",",0","","","20011028",",,0","","","","","","","20011014",",,0","20011025",",,0","6.7",",0,28,","","","","","10.4",",,0,14,","30.0",",0,25,","35.9","0","35.9",",0","12.2",",,,0","","","19.73",",0","23.94",",,,0","15.53",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1418.9","0","27.4",",0","","","","","","","","","","","0",",0","0",",0","0",",0","20",",0","0",",0","","","20011121",",,0","","","","","","","","","20011127",",,0","8.3",",0,21,","","","","","","","24.4",",0,27,","74.0","0","38.1",",0","","","","","17.97",",0","21.59",",,,0","14.35",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2001-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1432.0","0","13.1",",0","6",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","11",",0","0",",0","","","20011227",",,0","","","","","","","20011210",",,0","20011207",",,0","1.1",",0,27,","","","","","61.0",",,0,10,","25.0",",0,07,","190.4","0","116.4",",0","65.2",",,,0","","","15.00",",0","18.50",",,,0","11.50",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2002-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.6","0","0.6",",0","7",",0","6",",0","0",",0","","","","","0",",0","3",",0","0",",0","5",",0","0",",0","","","20020108","+,,0","","","","","","","20020106",",,0","20020131","+,,0","0.0",",0,08,+","","","","","13.5",",,0,06,","23.3",",0,31,+","401.3","0","210.9",",0","53.2",",,,0","","","11.55",",0","15.53",",,,0","7.57",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2002-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","2.5","0","1.9",",0","6",",0","5",",0","0",",0","","","","","0",",0","2",",0","0",",0","2",",0","0",",0","","","20020228",",,0","","","","","","","20020207",",,0","20020221",",,0","-1.1",",0,28,","","","","","20.8",",,0,07,","22.8",",0,21,","583.3","0","182.0",",0","58.4",",,,0","","","11.90",",0","15.91",",,,0","7.89",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2002-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","22.3","0","19.8",",0","8",",0","6",",0","1",",0","","","","","0",",0","1",",0","0",",0","12",",0","0",",0","","","20020305",",,0","","","","","","","20020302",",,0","20020316",",,0","0.0",",0,05,","","","","","41.4",",,0,02,","27.2",",0,16,","680.2","0","96.9",",0","100.2",",,,0","","","15.85",",0","19.24",",,,0","12.45",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","2002-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","121.9","0","99.6",",0","6",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","25",",0","3",",0","","","20020405",",,0","","","","","","","20020410",",,0","20020429",",,0","10.6",",0,05,","","","","","28.7",",,0,10,","33.3",",0,29,","694.6","0","14.4",",0","32.9",",,,0","","","21.17",",0","23.95",",,,0","18.40",",,,0","","","","","","","","","","","","","","","",""
