"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","2007-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","9",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","20","1,0","2",",0","0",",0","0",",0","","","20070131",",1,0","20070129","+,,0","20070129","+,,0","","","20070105",",,0","20070115",",,0","-13.9","1,0,31,","0",",T,0,29,+","0",",T,0,29,+","31.5",",,0,05,","19.4",",0,15,","","","   9.4","3,,,0,5,2","447.6",",0","  10.0","2,,,0,5,2","","","   2.2","3,,,0,5,2","   2.8","2,,,0,5,2","","","   5.3","3,,,0,5,2","   7.0","2,,,0,5,2","","","93.0",",,,0","0",",T,,0","3.38","1,0","8.86",",,,0","-2.09","1,,,0"
"USC00157510","2007-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","2,0","6",",0","3",",0","0",",0","1",",0","1",",0","0","1,0","25","1,0","11","1,0","0","1,0","0","1,0","","","20070211","+,1,0","20070218",",,0","20070218",",,0","","","20070225",",,0","20070222",",1,0","-13.9","1,0,11,+","25",",,0,18,","25",",,0,18,","18.3",",,0,25,","18.3","1,0,22,","","","   6.7","1,,,0,5,2","521.4","1,0","   7.8","2,,,0,5,2","","","  -1.1","1,,,0,5,2","   0.0","2,,,0,5,2","","","   1.7","1,,,0,5,2","   2.9","2,,,0,5,2","","","30.3",",,,0","28",",,,0","-1.57","2,0","4.63","1,,,0","-7.77","1,,,0"
"USC00157510","2007-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","5.6","0","5.6","1,0","11",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","15","1,0","0","1,0","12","1,0","0","1,0","","","20070318",",1,0","20070331","+,,0","20070331","+,,0","","","20070302",",,0","20070326",",1,0","-7.2","1,0,18,","0",",,0,31,+","0",",,0,31,+","51.6",",,0,02,","27.8","1,0,26,","","","  16.7","4,,,0,5,2","228.0","1,0","  17.2","4,,,0,5,2","","","   2.2","4,,,0,5,2","   6.1","4,,,0,5,2","","","   9.1","4,,,0,5,2","  11.2","4,,,0,5,2","","","86.2",",,,0","0",",,,0","10.92","1,0","18.99","1,,,0","2.85","1,,,0"
"USC00157510","2007-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","11.7","0","6.1","5,0","9",",0","6",",0","0",",0","0",",0","0",",0","0","4,0","9","4,0","0","3,0","11","3,0","0","3,0","","","20070408",",4,0","20070430","+,,0","20070430","+,,0","","","20070404",",,0","20070423","+,3,0","-7.8","4,0,08,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,04,","27.8","3,0,23,+","","","","","201.6","3,0","","","","","","","","","","","","","","","","","74.3",",,,0","0",",,,0","10.53","5,0","17.45","3,,,0","3.62","4,,,0"
"USC00157510","2007-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","62.5","0","50.8","1,0","6",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","0",",0","","","20070521","+,1,0","20070531","+,,0","20070531","+,,0","","","20070505",",,0","20070531",",,0","2.8","1,0,21,+","0",",,0,31,+","0",",,0,31,+","46.5",",,0,05,","30.6",",0,31,","","","  25.0","2,,,0,5,2","34.8",",0","  26.1","2,,,0,5,2","","","  17.2","2,,,0,5,2","  19.4","2,,,0,5,2","","","  20.8","2,,,0,5,2","  22.6","2,,,0,5,2","","","66.4",",,,0","0",",,,0","18.87","1,0","26.71",",,,0","11.02","1,,,0"
"USC00157510","2007-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","183.1","0","120.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","20070621","+,,0","20070630","+,,0","20070630","+,,0","","","20070620",",,0","20070618","+,,0","11.1",",0,21,+","0",",,0,30,+","0",",,0,30,+","9.7",",,0,20,","32.8",",0,18,+","","","  26.7","1,,,0,5,2","0.0",",0","  28.3","1,,,0,5,2","","","  21.1","1,,,0,5,2","  23.3","1,,,0,5,2","","","  23.9","1,,,0,5,2","  25.9","1,,,0,5,2","","","32.0",",,,0","0",",,,0","22.35",",0","29.76",",,,0","14.94",",,,0"
"USC00157510","2007-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","330.6","0","147.5","1,0","8",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","5","1,0","","","20070702",",1,0","20070731","+,,0","20070731","+,,0","","","20070711",",,0","20070710",",1,0","12.2","1,0,02,","0",",,0,31,+","0",",,0,31,+","68.3",",,0,11,","33.9","1,0,10,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","131.5",",,,0","0",",,,0","23.25","1,0","29.31","1,,,0","17.19","1,,,0"
"USC00157510","2007-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","594.2","0","263.6","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","27",",0","","","20070820","+,1,0","20070831","+,,0","20070831","+,,0","","","20070830",",,0","20070824",",,0","16.1","1,0,20,+","0",",,0,31,+","0",",,0,31,+","11.7",",,0,30,","40.0",",0,24,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","13.5",",,,0","0",",,,0","27.17","1,0","34.40",",,,0","19.93","1,,,0"
"USC00157510","2007-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","693.9","0","99.7","4,0","6",",0","6",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0","2,0","28","2,0","9","2,0","","","20070930","+,4,0","20070930","+,,0","20070930","+,,0","","","20070911",",,0","20070906",",2,0","5.6","4,0,30,+","0",",,0,30,+","0",",,0,30,+","14.7",",,0,11,","35.0","2,0,06,","9.6","0","  26.7","5,,,0,5,2","9.6","2,0","  29.4","5,,,0,5,2","","","  19.4","5,,,0,5,2","  21.7","5,,,0,5,2","","","  23.7","5,,,0,5,2","  25.7","5,,,0,5,2","","","51.4",",,,0","0",",,,0","21.75","4,0","29.80","2,,,0","13.70","4,,,0"
"USC00157510","2007-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7",",0","7",",0","1",",0","0",",0","0",",0","","","","","0","3,0","16","3,0","1","3,0","","","","","20071031","+,,0","20071031","+,,0","","","20071024",",,0","20071009",",3,0","","","0",",,0,31,+","0",",,0,31,+","35.8",",,0,24,","32.2","3,0,09,","","","  25.0","4,,,0,5,2","","","  27.8","4,,,0,5,2","","","  11.7","4,,,0,5,2","  12.8","4,,,0,5,2","","","  18.3","4,,,0,5,2","  20.5","4,,,0,5,2","","","83.7",",,,0","0",",,,0","","","23.59","3,,,0","",""
"USC00157510","2007-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","8",",0","7",",0","2",",0","0",",0","0",",0","0","3,0","18","3,0","","","","","","","","","20071118","+,3,0","20071130","+,,0","20071130","+,,0","","","20071115",",,0","","","-5.6","3,0,18,+","0",",,0,30,+","0",",,0,30,+","46.0",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","124.0",",,,0","0",",,,0","","","","","-0.49","3,,,0"
"USC00157510","2007-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.6","2,0","15","3,0","13","3,0","1","3,0","0",",0","0",",0","0","2,0","17","2,0","0","2,0","1","2,0","0","2,0","","","20071226",",2,0","20071231","+,,0","20071231","+,,0","","","20071211",",3,0","20071212",",2,0","-6.1","2,0,26,","0",",,0,31,+","0",",,0,31,+","31.0","3,,0,11,","23.9","2,0,12,","","","","","363.7","2,0","","","","","","","","","","","","","","","","","172.8",",a,,0","0",",,,0","5.81","2,0","11.57","2,,,0","0.05","2,,,0"
"USC00157510","2008-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","5,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","5,0","22","5,0","5","3,0","1","3,0","0","3,0","","","20080119",",5,0","20080121","+,,0","20080121","+,,0","","","20080130",",,0","20080108",",3,0","-17.2","5,0,19,","0",",T,0,21,+","0",",T,0,21,+","35.3",",,0,30,","21.1","3,0,08,","","","   7.8","4,,,0,5,2","479.9","3,0","  11.1","4,,,0,5,2","","","   0.0","4,,,0,5,2","   1.7","4,,,0,5,2","","","   2.6","4,,,0,5,2","   4.6","4,,,0,5,2","","","86.7",",,,0","0",",T,,0","0.09","5,0","6.04","3,,,0","-5.85","5,,,0"
"USC00157510","2008-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","4,0","9","2,0","6","2,0","0","2,0","0","1,0","0","1,0","0","3,0","18","3,0","1","2,0","0","2,0","0","2,0","","","20080211",",3,0","20080228","+,1,0","20080227",",1,0","","","20080206",",2,0","20080206",",2,0","-10.6","3,0,11,","0","1,T,0,28,+","5","1,,0,27,","21.8","2,,0,06,","19.4","2,0,06,","","","","","389.9","2,0","","","","","","","","","","","","","","","","","61.7",",a,,0","5","1,,,0","2.79","4,0","8.10","2,,,0","-2.52","3,,,0"
"USC00157510","2008-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","3,0","12",",0","10",",0","1",",0","1",",0","2",",0","0","2,0","18","2,0","0","1,0","1","1,0","0","1,0","","","20080309",",2,0","20080309",",,0","20080308",",,0","","","20080308",",,0","20080314",",1,0","-12.8","2,0,09,","25",",,0,09,","51",",,0,08,","25.4",",,0,08,","21.7","1,0,14,","","","  10.0","3,,,0,5,2","311.9","1,0","  11.1","3,,,0,5,2","","","   1.7","3,,,0,5,2","   4.4","3,,,0,5,2","","","   5.8","3,,,0,5,2","   8.1","3,,,0,5,2","","","98.8",",,,0","81",",,,0","6.84","3,0","13.59","1,,,0","0.08","2,,,0"
"USC00157510","2008-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","8.6","0","8.6",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","","","20080415",",,0","20080430","+,,0","20080430","+,,0","","","20080404",",,0","20080426",",,0","-2.2",",0,15,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,04,","27.2",",0,26,","","","","","182.8",",0","","","","","","","","","","","","","","","","","143.5",",,,0","0",",,,0","12.53",",0","18.49",",,,0","6.57",",,,0"
"USC00157510","2008-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","22.4","0","13.8","3,0","12","2,0","10","2,0","0","2,0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","19","1,0","0","1,0","","","20080501",",3,0","20080531","+,,0","20080531","+,,0","","","20080512",",2,0","20080527",",1,0","1.7","3,0,01,","0",",,0,31,+","0",",,0,31,+","24.1","2,,0,12,","27.8","1,0,27,","","","","","90.6","1,0","","","","","","","","","","","","","","","","","123.1",",a,,0","0",",,,0","15.66","3,0","21.91","1,,,0","9.41","3,,,0"
"USC00157510","2008-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","163.5","0","141.1",",0","9",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","20080618",",,0","20080630","+,,0","20080630","+,,0","","","20080602",",,0","20080607",",,0","10.6",",0,18,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,02,","33.3",",0,07,","","","","","1.1",",0","","","","","","","","","","","","","","","","","80.5",",,,0","0",",,,0","23.00",",0","29.32",",,,0","16.68",",,,0"
"USC00157510","2008-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","303.4","0","139.9","3,0","4","2,0","4","2,0","2","2,0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","30","1,0","4","1,0","","","20080701",",3,0","20080731","+,,0","20080731","+,,0","","","20080729",",2,0","20080722",",1,0","11.1","3,0,01,","0",",,0,31,+","0",",,0,31,+","35.1","2,,0,29,","34.4","1,0,22,","0.8","0","","","0.8","1,0","","","","","","","","","","","","","","","","","83.5",",a,,0","0",",,,0","23.24","3,0","29.64","1,,,0","16.84","3,,,0"
"USC00157510","2008-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","436.7","0","133.3","1,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","4",",0","","","20080811",",1,0","20080831","+,,0","20080831","+,,0","","","20080827",",,0","20080824",",,0","10.6","1,0,11,","0",",,0,31,+","0",",,0,31,+","39.6",",,0,27,","32.8",",0,24,","0.8","0","  27.2","1,,,0,5,2","0.0",",0","  28.9","1,,,0,5,2","","","  22.2","1,,,0,5,2","  23.3","1,,,0,5,2","","","  24.2","1,,,0,5,2","  26.0","1,,,0,5,2","","","63.1",",,,0","0",",,,0","22.79","1,0","29.18",",,,0","16.40","1,,,0"
"USC00157510","2008-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","519.5","0","82.8","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","0","1,0","","","20080930","+,1,0","20080930","+,,0","20080930","+,,0","","","20080915",",,0","20080902",",1,0","10.0","1,0,30,+","0",",,0,30,+","0",",,0,30,+","5.3",",,0,15,","31.7","1,0,02,","3.0","0","  25.6","2,,,0,5,2","2.2","1,0","  27.2","2,,,0,5,2","","","  21.1","2,,,0,5,2","  22.2","2,,,0,5,2","","","  22.7","2,,,0,5,2","  24.5","2,,,0,5,2","","","10.4",",,,0","0",",,,0","21.11","1,0","27.78","1,,,0","14.44","1,,,0"
"USC00157510","2008-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","532.5","0","13.0","1,0","4",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","15",",0","0",",0","1","","20081031","+,1,0","20081031","+,,0","20081031","+,,0","","","20081025",",,0","20081016","+,,0","-3.9","1,0,31,+","0",",,0,31,+","0",",,0,31,+","17.3",",,0,25,","28.3",",0,16,+","173.1","0","  21.7","2,,,0,5,2","170.1",",0","  22.2","2,,,0,5,2","","","  10.0","2,,,0,5,2","  12.2","2,,,0,5,2","","","  17.1","2,,,0,5,2","  19.0","2,,,0,5,2","","","47.0",",,,0","0",",,,0","13.14","1,0","20.32",",,,0","5.96","1,,,0"
"USC00157510","2008-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","532.5","0","0.0","3,0","8",",0","8",",0","0",",0","0",",0","0",",0","0","3,0","15","3,0","0","2,0","5","2,0","0","2,0","","","20081123",",3,0","20081130","+,,0","20081121",",,0","","","20081115",",,0","20081107","+,2,0","-11.7","3,0,23,","0",",,0,30,+","0",",T,0,21,","20.3",",,0,15,","22.8","2,0,07,+","515.0","0","  13.3","4,,,0,5,2","341.9","2,0","  15.0","3,,,0,5,2","","","   3.9","4,,,0,5,2","   4.4","3,,,0,5,2","","","   8.6","4,,,0,5,2","   9.7","3,,,0,5,2","","","92.7",",,,0","0",",T,,0","5.65","3,0","11.83","2,,,0","-0.53","3,,,0"
"USC00157510","2008-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","532.5","0","0.0","3,0","13","1,0","13","1,0","1","1,0","1",",0","1",",0","0","1,0","22","1,0","4","3,0","0","3,0","0","3,0","","","20081222",",1,0","20081212",",,0","20081212",",,0","","","20081210",",1,0","20081220",",3,0","-15.6","1,0,22,","25",",,0,12,","25",",,0,12,","47.0","1,,0,10,","19.4","3,0,20,","940.1","0","","","425.1","3,0","","","","","","","","","","","","","","","","","189.0","1,,,0","25",",,,0","2.96","3,0","8.74","3,,,0","-2.81","1,,,0"
"USC00157510","2009-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","2,0","10",",0","9",",0","2",",0","0",",0","0",",0","1","2,0","26","2,0","8","2,0","0","2,0","0","2,0","","","20090116",",2,0","20090129","+,,0","20090129","+,,0","","","20090128",",,0","20090124",",2,0","-17.8","2,0,16,","0",",T,0,29,+","0",",T,0,29,+","53.3",",,0,28,","15.6","2,0,24,","1500.0","0","   7.2","2,,,0,5,2","559.9","2,0","   8.9","2,,,0,5,2","","","  -4.4","2,,,0,5,2","  -1.1","2,,,0,5,2","","","   1.9","2,,,0,5,2","   3.6","2,,,0,5,2","","","175.5",",,,0","0",",T,,0","-0.97","2,0","3.76","2,,,0","-5.70","2,,,0"
"USC00157510","2009-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","20",",0","4",",0","0",",0","0",",0","","","20090205",",,0","20090222","+,,0","20090222",",,0","","","20090218",",,0","20090210",",,0","-15.0",",0,05,","0",",T,0,22,+","5",",,0,22,","24.4",",,0,18,","20.6",",0,10,","1916.3","0","","","416.3",",0","","","","","","","","","","","","","","","","","67.6",",,,0","8",",,,0","3.46",",0","9.67",",,,0","-2.74",",,,0"
"USC00157510","2009-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","11",",0","11",",0","2",",0","0",",0","0",",0","0",",0","12",",0","2",",0","7",",0","0",",0","","","20090303",",,0","20090313",",,0","20090313",",,0","","","20090309",",,0","20090311",",,0","-11.7",",0,03,","0",",T,0,13,","8",",,0,13,","26.9",",,0,09,","24.4",",0,11,","2252.1","0","","","335.8",",0","","","","","","","","","","","","","","","","","152.4",",,,0","8",",,,0","7.50",",0","13.18",",,,0","1.82",",,,0"
"USC00157510","2009-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","18.1","0","18.1","2,0","12",",0","10",",0","3",",0","0",",0","0",",0","0","2,0","4","2,0","0",",0","11",",0","0",",0","","","20090408",",2,0","20090407",",,0","20090407",",,0","","","20090403",",,0","20090426",",,0","-1.1","2,0,08,","0",",T,0,07,","0",",T,0,07,","42.4",",,0,03,","30.6",",0,26,","2422.1","0","","","170.0",",0","","","","","","","","","","","","","","","","","157.5",",,,0","0",",T,,0","12.84","2,0","18.49",",,,0","7.19","2,,,0"
"USC00157510","2009-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","46.8","0","28.7","2,0","19",",0","13",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","23",",0","0",",0","","","20090519","+,2,0","20090531","+,,0","20090531","+,,0","","","20090504",",,0","20090529",",,0","3.9","2,0,19,+","0",",,0,31,+","0",",,0,31,+","30.7",",,0,04,","28.3",",0,29,","2477.1","0","  21.7",",,,0,5,2","55.0",",0","  25.6",",,,0,5,2","","","  15.6",",,,0,5,2","  15.6",",,,0,5,2","","","  17.8",",,,0,5,2","  20.0",",,,0,5,2","","","181.1",",,,0","0",",,,0","17.52","2,0","23.01",",,,0","12.03","2,,,0"
"USC00157510","2009-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","190.4","0","143.6","1,0","16",",0","13",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","2",",0","","","20090606",",1,0","20090630","+,,0","20090630","+,,0","","","20090611",",,0","20090620",",,0","10.6","1,0,06,","0",",,0,30,+","0",",,0,30,+","38.4",",,0,11,","32.8",",0,20,","2479.6","0","","","2.5",",0","","","","","","","","","","","","","","","","","171.2",",,,0","0",",,,0","23.21","1,0","28.78",",,,0","17.64","1,,,0"
"USC00157510","2009-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","143.4",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","1","","20090831",",,0","20090831","+,,0","20090831","+,,0","","","20090805",",,0","20090810",",,0","12.8",",0,31,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,05,","32.2",",0,10,","","","","","0.3",",0","","","","","","","","","","","","","","","","","33.0",",,,0","0",",,,0","22.95",",0","28.38",",,,0","17.51",",,,0"
"USC00157510","2009-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","85.3",",0","19",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","1","","20090930","+,,0","20090930","+,,0","20090930","+,,0","","","20090926",",,0","20090925","+,,0","10.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","58.4",",,0,26,","28.9",",0,25,+","","","","","9.9",",0","","","","","","","","","","","","","","","","","162.9",",,,0","0",",,,0","20.85",",0","25.37",",,,0","16.32",",,,0"
"USC00157510","2009-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","1.1","1,0","15",",0","9",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0","1,0","7","1,0","0","1,0","","","20091020","+,1,0","20091031","+,,0","20091031","+,,0","","","20091015",",,0","20091010",",1,0","-1.1","1,0,20,+","0",",,0,31,+","0",",,0,31,+","23.4",",,0,15,","27.8","1,0,10,","","","","","188.2","1,0","","","","","","","","","","","","","","","","","133.6",",,,0","0",",,,0","12.10","1,0","17.83","1,,,0","6.36","1,,,0"
"USC00157510","2009-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","1,0","8",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","3","1,0","0","1,0","","","20091128",",1,0","20091130","+,,0","20091130","+,,0","","","20091130",",,0","20091109","+,1,0","-3.3","1,0,28,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,30,","22.2","1,0,09,+","","","  13.9","5,,,0,5,2","276.0","1,0","  15.6","2,,,0,5,2","","","   7.2","5,,,0,5,2","   8.9","2,,,0,5,2","","","  10.1","5,,,0,5,2","  12.0","2,,,0,5,2","","","25.3",",,,0","0",",,,0","8.82","1,0","15.31","1,,,0","2.32","1,,,0"
"USC00157510","2009-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","0.0","1,0","12","4,0","6","4,0","1","4,0","1",",0","1",",0","0","1,0","24","1,0","3","1,0","0","1,0","0","1,0","1","","20091211",",1,0","20091219",",,0","20091219",",,0","","","20091209",",4,0","20091215",",1,0","-10.0","1,0,11,","51",",,0,19,","38",",,0,19,","70.6","4,,0,09,","17.8","1,0,15,","","","","","489.4","1,0","   8.9","5,,,0,5,2","","","","","   1.1","5,,,0,5,2","","","","","   5.2","5,,,0,5,2","","","124.1",",a,,0","46",",,,0","2.02","1,0","6.89","1,,,0","-2.85","1,,,0"
"USC00157510","2010-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","2,0","16","2,0","9","2,0","2","2,0","5",",0","3",",0","0","1,0","22","1,0","14","2,0","0","2,0","0","2,0","","","20100131",",1,0","20100131",",,0","20100130",",,0","","","20100125",",2,0","20100120",",2,0","-16.7","1,0,31,","152",",,0,31,","102",",,0,30,","52.8","2,,0,25,","13.9","2,0,20,","","","   5.6","4,,,0,5,2","568.0","2,0","   7.2","3,,,0,5,2","","","  -1.1","4,,,0,5,2","   0.0","3,,,0,5,2","","","   1.5","4,,,0,5,2","   3.0","3,,,0,5,2","","","140.0","2,,,0","209",",,,0","-1.32","2,0","3.09","2,,,0","-5.72","1,,,0"
"USC00157510","2010-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","7",",0","2",",0","8",",0","2",",0","0",",0","26",",0","9",",0","0",",0","0",",0","","","20100201",",,0","20100210","+,,0","20100210",",,0","","","20100206",",,0","20100222",",,0","-16.1",",0,01,","76",",,0,10,+","64",",,0,10,","36.3",",,0,06,","17.2",",0,22,","","","   5.6","2,,,0,5,2","548.5",",0","   5.6","2,,,0,5,2","","","  -5.6","2,,,0,5,2","   0.0","2,,,0,5,2","","","   0.7","2,,,0,5,2","   2.4","2,,,0,5,2","","","103.2",",,,0","133",",,,0","-1.26",",0","2.85",",,,0","-5.37",",,,0"
"USC00157510","2010-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","20100305",",,0","20100331","+,,0","20100302",",,0","","","20100322",",,0","20100321",",,0","-7.2",",0,05,","0",",,0,31,+","0",",T,0,02,","14.0",",,0,22,","20.6",",0,21,","","","  10.0","3,,,0,5,2","350.0",",0","  12.2","3,,,0,5,2","","","  -5.6","3,,,0,5,2","   2.2","3,,,0,5,2","","","   5.5","3,,,0,5,2","   8.2","3,,,0,5,2","","","51.7",",,,0","0",",T,,0","7.04",",0","12.75",",,,0","1.33",",,,0"
"USC00157510","2010-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","16.9","0","16.9","2,0","11",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0","2,0","20","2,0","0","2,0","2","","20100418","+,1,0","20100430","+,,0","20100430","+,,0","","","20100425",",,0","20100403",",2,0","0.0","1,0,18,+","0",",,0,30,+","0",",,0,30,+","58.9",",,0,25,","30.0","2,0,03,","","","  17.8","2,,,0,5,2","105.5","2,0","  20.0","3,,,0,5,2","","","   8.3","2,,,0,5,2","  11.7","3,,,0,5,2","","","  13.2","2,,,0,5,2","  16.6","3,,,0,5,2","","","102.7",",,,0","0",",,,0","15.20","2,0","22.91","2,,,0","7.49","1,,,0"
"USC00157510","2010-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","91.1","0","74.2","2,0","11",",0","8",",0","5",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","25","2,0","0","2,0","2","","20100510",",2,0","20100531","+,,0","20100531","+,,0","","","20100503",",,0","20100530","+,2,0","5.0","2,0,10,","0",",,0,31,+","0",",,0,31,+","115.6",",,0,03,","30.6","2,0,30,+","","","","","26.1","2,0","","","","","","","","","","","","","","","","","311.8",",,,0","0",",,,0","19.99","2,0","25.75","2,,,0","14.23","2,,,0"
"USC00157510","2010-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","288.9","0","197.8",",0","13","3,0","6","3,0","0","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","2","","20100607",",,0","20100630","+,,0","20100630","+,,0","1","","20100629",",3,0","20100624","+,,0","13.3",",0,07,","0",",,0,30,+","0",",,0,30,+","8.6","3,,0,29,","33.9",",0,24,+","","","  26.7","4,,,0,5,2","0.0",",0","","","","","  21.1","4,,,0,5,2","","","","","  24.2","4,,,0,5,2","","","","","40.5","1,a,,0","0",",,,0","24.93",",0","30.80",",,,0","19.05",",,,0"
