"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USC00425654","1928-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","4",",0","2",",0","0",",0","1",",0","2",",0","3","1,0","30","1,0","9",",0","0",",0","0",",0","8","","","","19280118",",1,0","19280115",",,0","19280115",",,0","","","19280116",",,0","19280129",",,0","-22.2","1,0,18,","76",",,0,15,","64",",,0,15,","6.4",",,0,16,","12.2",",0,29,","","","","","648.9",",0","","","","","13.8",",,,0","","","118",",,,0","-3.28","1,0","3.11",",,,0","-9.66","1,,,0","","","","","","","","","","","",""
"USC00425654","1928-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","","","19280216",",,0","19280215",",,0","19280215",",,0","","","19280204",",,0","19280203",",,0","-13.3",",0,16,","51",",,0,15,","38",",,0,15,","9.1",",,0,04,","15.6",",0,03,","","","","","498.2",",0","","","","","22.7",",,,0","","","71",",,,0","1.16",",0","10.28",",,,0","-7.97",",,,0","","","","","","","","","","","",""
"USC00425654","1928-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0","1,0","0",",0","0",",0","23",",0","0",",0","4",",0","0",",0","","","","","19280319",",,0","19280331","+,1,0","19280303",",,0","","","19280308",",,0","19280321",",,0","-7.2",",0,19,","0","1,,0,31,+","0",",T,0,03,","7.6",",,0,08,","23.9",",0,21,","","","","","358.1",",0","","","","","16.2",",,,0","","","0",",T,,0","6.78",",0","15.74",",,,0","-2.18",",,,0","","","","","","","","","","","",""
"USC00425654","1928-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","3",",0","2",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0","1,0","12","1,0","0","1,0","","","","","19280409",",,0","19280430","+,,0","19280420",",,0","","","19280403",",,0","19280430","+,1,0","-12.2",",0,09,","0",",,0,30,+","25",",,0,20,","3.8",",,0,03,","27.8","1,0,30,+","","","","","258.8","1,0","","","","","8.1",",,,0","","","25",",,,0","9.39","1,0","20.42","1,,,0","-1.64",",,,0","","","","","","","","","","","",""
"USC00425654","1928-05","38.40168","-113.01624","1526.7","MILFORD, UT US","10.3","0","10.3",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","28",",0","2",",0","","","","","19280503",",,0","19280531","+,,0","19280531","+,,0","","","19280511",",,0","19280529",",,0","-3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,11,","32.8",",0,29,","","","","","98.3",",0","","","","","33.9",",,,0","","","0",",,,0","15.49",",0","25.86",",,,0","5.13",",,,0","","","","","","","","","","","",""
"USC00425654","1928-06","38.40168","-113.01624","1526.7","MILFORD, UT US","46.7","0","36.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","8",",0","","","","","19280618","+,,0","19280630","+,,0","19280630","+,,0","","","19280612",",,0","19280625",",,0","2.8",",0,18,+","0",",,0,30,+","0",",,0,30,+","2.5",",,0,12,","36.1",",0,25,","","","","","62.3",",0","","","","","2.5",",,,0","","","0",",,,0","17.47",",0","27.68",",,,0","7.25",",,,0","","","","","","","","","","","",""
"USC00425654","1928-07","38.40168","-113.01624","1526.7","MILFORD, UT US","210.5","0","163.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","19280701",",,0","19280731","+,,0","19280731","+,,0","","","19280716",",,0","19280727",",,0","7.2",",0,01,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,16,","38.3",",0,27,","","","0.0","0","0.0",",0","","","","","18.5",",,,0","","","0",",,,0","23.61",",0","34.44",",,,0","12.79",",,,0","","","","","","","","","","","",""
"USC00425654","1928-08","38.40168","-113.01624","1526.7","MILFORD, UT US","316.9","0","106.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","19280823",",,0","19280831","+,,0","19280831","+,,0","","","19280815",",,0","19280809",",,0","6.1",",0,23,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,15,","36.7",",0,09,","","","0.3","0","0.3",",0","","","","","7.1",",,,0","","","0",",,,0","21.75",",0","32.62",",,,0","10.89",",,,0","","","","","","","","","","","",""
"USC00425654","1928-09","38.40168","-113.01624","1526.7","MILFORD, UT US","327.0","0","10.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","30",",0","5",",0","","","","","19280913",",,0","19280930","+,,0","19280930","+,,0","","","19280927",",,0","19280904",",,0","-1.7",",0,13,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,27,","34.4",",0,04,","","","44.0","0","43.7",",0","","","","","4.3",",,,0","","","0",",,,0","17.21",",0","30.24",",,,0","4.19",",,,0","","","","","","","","","","","",""
"USC00425654","1928-10","38.40168","-113.01624","1526.7","MILFORD, UT US","327.0","0","0.0","1,0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0","1,0","28","1,0","0","1,0","","","","","19281022",",,0","19281031","+,,0","19281031",",,0","","","19281014",",,0","19281008","+,1,0","-9.4",",0,22,","0",",,0,31,+","0",",T,0,31,","3.3",",,0,14,","28.3","1,0,08,+","","","265.1","0","221.1","1,0","","","","","5.1",",,,0","","","0",",T,,0","10.96","1,0","24.01","1,,,0","-2.08",",,,0","","","","","","","","","","","",""
"USC00425654","1928-11","38.40168","-113.01624","1526.7","MILFORD, UT US","327.0","0","0.0","1,0","7",",0","4",",0","0",",0","0",",0","1",",0","0",",0","30",",0","0","1,0","1","1,0","0","1,0","","","","","19281130","+,,0","19281130","+,,0","19281117",",,0","","","19281101",",,0","19281111",",1,0","-12.2",",0,30,+","0",",,0,30,+","51",",,0,17,","3.8",",,0,01,","21.1","1,0,11,","","","663.4","0","398.3","1,0","","","","","14.8",",,,0","","","51",",,,0","4.66","1,0","13.43","1,,,0","-4.12",",,,0","","","","","","","","","","","",""
"USC00425654","1928-12","38.40168","-113.01624","1526.7","MILFORD, UT US","327.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","1",",0","7",",0","31",",0","6",",0","0",",0","0",",0","12","","","","19281221",",,0","19281231","+,,0","19281203",",,0","","","19281203",",,0","19281229",",,0","-23.3",",0,21,","0",",,0,31,+","25",",,0,03,","3.3",",,0,03,","13.3",",0,29,","","","1378.6","0","715.2",",0","","","","","4.6",",,,0","","","43",",,,0","-4.74",",0","2.81",",,,0","-12.29",",,,0","","","","","","","","","","","",""
"USC00425654","1929-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","1","2,0","5","1,0","8",",0","31",",0","13",",0","0",",0","0",",0","","","","","19290124",",,0","19290109",",2,0","19290120",",1,0","","","19290120",",,0","19290114","+,,0","-34.4",",0,24,","25","2,,0,09,","229","1,,0,20,","17.3",",,0,20,","8.9",",0,14,+","","","2126.0","0","747.4",",0","","","","","32.5",",,,0","","","436","1,,,0","-5.78",",0","1.47",",,,0","-13.02",",,,0","","","","","","","","","","","",""
"USC00425654","1929-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0","2,0","5","1,0","7",",0","27",",0","10",",0","0",",0","0",",0","","","","","19290209",",,0","19290228",",2,0","19290206",",1,0","","","19290206",",,0","19290222",",,0","-30.0",",0,09,","0","2,T,0,28,","191","1,,0,06,","19.8",",,0,06,","9.4",",0,22,","","","2758.9","0","632.9",",0","","","","","37.9",",,,0","","","372","1,,,0","-4.27",",0","2.50",",,,0","-11.04",",,,0","","","","","","","","","","","",""
"USC00425654","1929-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","2,0","6",",0","3",",0","0",",0","0",",0","1",",0","0","2,0","23","2,0","0",",0","2",",0","0",",0","","","","","19290325",",2,0","19290331","+,,0","19290323",",,0","","","19290310",",,0","19290329","+,,0","-9.4","2,0,25,","0",",,0,31,+","64",",,0,23,","7.6",",,0,10,","21.7",",0,29,+","","","3171.3","0","412.4",",0","","","","","22.3",",,,0","","","90",",,,0","4.19","2,0","11.50",",,,0","-3.11","2,,,0","","","","","","","","","","","",""
"USC00425654","1929-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","7",",0","0",",0","","","","","19290410","+,,0","19290430","+,,0","19290409",",,0","1","","19290423",",,0","19290417",",,0","-9.4",",0,10,+","0",",,0,30,+","25",",,0,09,","5.1",",,0,23,","26.7",",0,17,","","","3494.9","0","323.6",",0","","","","","12.0",",,,0","","","43",",,,0","7.55",",0","16.02",",,,0","-0.93",",,,0","","","","","","","","","","","",""
"USC00425654","1929-05","38.40168","-113.01624","1526.7","MILFORD, UT US","3.1","0","3.1",",0","3",",0","2",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","27",",0","0",",0","","","","","19290501",",,0","19290531","+,,0","19290526",",,0","2","","19290526",",,0","19290524",",,0","-4.4",",0,01,","0",",,0,31,+","51",",,0,26,","3.8",",,0,26,","31.1",",0,24,","","","3637.8","0","142.9",",0","","","","","6.6",",,,0","","","51",",,,0","13.82",",0","24.59",",,,0","3.06",",,,0","","","","","","","","","","","",""
"USC00425654","1929-06","38.40168","-113.01624","1526.7","MILFORD, UT US","52.0","0","48.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","","","","","19290602",",,0","19290630","+,,0","19290630","+,,0","2","","19290629","+,,0","19290625",",,0","0.6",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,29,+","37.8",",0,25,","","","3687.2","0","49.4",",0","","","","","0.0",",T,,0","","","0",",,,0","18.32",",0","29.40",",,,0","7.24",",,,0","","","","","","","","","","","",""
"USC00425654","1929-07","38.40168","-113.01624","1526.7","MILFORD, UT US","245.5","0","193.5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","19290709",",,0","19290731","+,,0","19290731","+,,0","","","19290726",",,0","19290704","+,,0","10.6",",0,09,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,26,","37.2",",0,04,+","","","0.0","0","0.0",",0","","","","","8.1",",,,0","","","0",",,,0","24.57",",0","33.79",",,,0","15.36",",,,0","","","","","","","","","","","",""
"USC00425654","1929-08","38.40168","-113.01624","1526.7","MILFORD, UT US","368.9","0","123.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","19290812",",,0","19290831","+,,0","19290824",",,0","8","","19290804",",,0","19290813",",,0","9.4",",0,12,","0",",,0,31,+","0",",T,0,24,","20.8",",,0,04,","36.1",",0,13,","","","0.0","0","0.0",",0","","","","","61.0",",,,0","","","0",",T,,0","22.31",",0","30.66",",,,0","13.97",",,,0","","","","","","","","","","","",""
"USC00425654","1929-09","38.40168","-113.01624","1526.7","MILFORD, UT US","382.9","0","14.0","1,0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0","1,0","24","1,0","0","1,0","","","","","19290929","+,,0","19290930","+,,0","19290930","+,,0","","","19290907",",,0","19290919",",1,0","0.0",",0,29,+","0",",,0,30,+","0",",,0,30,+","8.9",",,0,07,","29.4","1,0,19,","","","100.9","0","100.9","1,0","","","","","13.2",",,,0","","","0",",,,0","15.33","1,0","23.68","1,,,0","6.98",",,,0","","","","","","","","","","","",""
"USC00425654","1929-10","38.40168","-113.01624","1526.7","MILFORD, UT US","383.2","0","0.3",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","12",",0","0",",0","","","","","19291025",",,0","19291031","+,,0","19291028",",,0","1","","19291010",",,0","19291004",",,0","-10.0",",0,25,","0",",,0,31,+","5",",,0,28,","3.8",",,0,10,","26.7",",0,04,","","","391.1","0","290.2",",0","","","","","6.7",",,,0","","","5",",,,0","8.98",",0","17.56",",,,0","0.40",",,,0","","","","","","","","","","","",""
"USC00425654","1929-11","38.40168","-113.01624","1526.7","MILFORD, UT US","383.2","0","0.0",",0","1",",0","0",",0","0",",0","0","1,0","1",",0","1",",0","30",",0","0",",0","0",",0","0",",0","","","","","19291124",",,0","19291130","+,1,0","19291107",",,0","","","19291107",",,0","19291105",",,0","-17.8",",0,24,","0","1,,0,30,+","25",",,0,07,","2.0",",,0,07,","19.4",",0,05,","","","902.9","0","511.8",",0","","","","","2.0",",,,0","","","25",",,,0","1.27",",0","11.95",",,,0","-9.40",",,,0","","","","","","","","","","","",""
"USC00425654","1929-12","38.40168","-113.01624","1526.7","MILFORD, UT US","383.2","0","0.0","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","0",",0","0",",0","0",",0","","","","","19291228","+,1,0","19291231","+,,0","19291220",",,0","","","19291220",",,0","19291215",",,0","-14.4","1,0,28,+","0",",,0,31,+","13",",,0,20,","1.0",",,0,20,","16.1",",0,15,","","","1399.3","0","496.4",",0","","","","","1.0",",,,0","","","13",",,,0","1.78","1,0","10.41",",,,0","-6.85","1,,,0","","","","","","","","","","","",""
"USC00425654","1930-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","9","1,0","3","1,0","0","1,0","0","5,0","4","3,0","7","1,0","28","1,0","12","1,0","0","1,0","0","1,0","","","","","19300123","+,1,0","19300131","+,5,0","19300125","+,3,0","","","19300125",",1,0","19300104",",1,0","-31.1","1,0,23,+","0","5,,0,31,+","76","3,,0,25,+","6.4","1,,0,25,","12.8","1,0,04,","","","2119.2","0","719.9","1,0","","","","","20.9","1,,,0","","","270","3,,,0","-5.66","1,0","1.85","1,,,0","-13.18","1,,,0","","","","","","","","","","","",""
"USC00425654","1930-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","3,0","3",",0","0",",0","0",",0","0",",0","3",",0","0","3,0","21","3,0","0","3,0","0","3,0","0","3,0","","","","","19300205",",3,0","19300228","+,,0","19300226","+,,0","1","","19300221",",,0","19300218",",3,0","-9.4","3,0,05,","0",",,0,28,+","25",",,0,26,+","2.0",",,0,21,","18.9","3,0,18,","","","2471.7","0","352.5","3,0","","","","","4.3",",,,0","","","75",",,,0","4.23","3,0","11.40","3,,,0","-2.93","3,,,0","","","","","","","","","","","",""
"USC00425654","1930-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","3",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","19300301",",,0","19300331","+,,0","19300330",",,0","1","","19300330",",,0","19300322",",,0","-10.6",",0,01,","0",",T,0,31,+","38",",,0,30,","20.8",",,0,30,","20.6",",0,22,","","","2894.8","0","423.1",",0","","","","","42.4",",,,0","","","88",",,,0","4.68",",0","12.63",",,,0","-3.26",",,,0","","","","","","","","","","","",""
"USC00425654","1930-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","17",",0","0",",0","","","","","19300417","+,,0","19300430","+,,0","19300415",",,0","1","","19300415",",,0","19300422","+,,0","-3.9",",0,17,+","0",",,0,30,+","0",",T,0,15,","3.3",",,0,15,","28.3",",0,22,+","","","3074.8","0","180.0",",0","","","","","7.4",",,,0","","","0",",T,,0","12.33",",0","21.57",",,,0","3.09",",,,0","","","","","","","","","","","",""
"USC00425654","1930-05","38.40168","-113.01624","1526.7","MILFORD, UT US","0.8","0","0.8",",0","7",",0","4",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","15",",0","0",",0","","","","","19300523",",,0","19300531","+,,0","19300508",",,0","3","","19300504",",,0","19300528","+,,0","-3.3",",0,23,","0",",,0,31,+","38",",,0,08,","13.0",",,0,04,","29.4",",0,28,+","","","3290.1","0","215.3",",0","","","","","41.5",",,,0","","","51",",,,0","11.41",",0","20.12",",,,0","2.70",",,,0","","","","","","","","","","","",""
"USC00425654","1930-06","38.40168","-113.01624","1526.7","MILFORD, UT US","41.5","0","40.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","19300601",",,0","19300630","+,,0","19300630","+,,0","1","","19300621",",,0","19300616",",,0","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,21,","36.7",",0,16,","","","3312.8","0","22.7",",0","","","","","7.1",",,,0","","","0",",,,0","18.93",",0","30.23",",,,0","7.63",",,,0","","","","","","","","","","","",""
"USC00425654","1930-07","38.40168","-113.01624","1526.7","MILFORD, UT US","198.2","0","156.7",",0","4",",0","0",",0","0",",0","0","2,0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","19300701",",,0","19300731","+,2,0","19300716",",,0","2","","19300721",",,0","19300707","+,,0","7.8",",0,01,","0","2,,0,31,+","0",",T,0,16,","1.5",",,0,21,","36.7",",0,07,+","","","0.0","0","0.0",",0","","","","","3.6",",,,0","","","0",",T,,0","23.39",",0","33.03",",,,0","13.75",",,,0","","","","","","","","","","","",""
"USC00425654","1930-08","38.40168","-113.01624","1526.7","MILFORD, UT US","307.5","0","109.3",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","19300821","+,,0","19300831","+,,0","19300808",",,0","2","","19300813",",,0","19300829","+,,0","8.9",",0,21,+","0",",,0,31,+","0",",T,0,08,","14.7",",,0,13,","33.9",",0,29,+","","","0.0","0","0.0",",0","","","","","40.1",",,,0","","","0",",T,,0","21.86",",0","30.77",",,,0","12.95",",,,0","","","","","","","","","","","",""
"USC00425654","1930-09","38.40168","-113.01624","1526.7","MILFORD, UT US","333.3","0","25.8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","26",",0","1",",0","","","","","19300926",",,0","19300930","+,,0","19300930","+,,0","","","19300924",",,0","19300903",",,0","-2.8",",0,26,","0",",,0,30,+","0",",,0,30,+","3.8",",,0,24,","32.8",",0,03,","","","77.8","0","77.8",",0","","","","","10.9",",,,0","","","0",",,,0","16.60",",0","26.13",",,,0","7.07",",,,0","","","","","","","","","","","",""
"USC00425654","1930-10","38.40168","-113.01624","1526.7","MILFORD, UT US","333.3","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","6",",0","0",",0","1","","","","19301029",",,0","19301031","+,,0","19301031","+,,0","","","19301010",",,0","19301007",",,0","-10.0",",0,29,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,10,","23.9",",0,07,","","","404.5","0","326.7",",0","","","","","16.3",",,,0","","","0",",,,0","7.80",",0","17.02",",,,0","-1.43",",,,0","","","","","","","","","","","",""
"USC00425654","1930-11","38.40168","-113.01624","1526.7","MILFORD, UT US","333.3","0","0.0",",0","4",",0","1",",0","0",",0","1","2,0","2","1,0","1",",0","30",",0","12",",0","2",",0","0",",0","","","","","19301115",",,0","19301115",",2,0","19301117",",1,0","","","19301117",",,0","19301105",",,0","-17.8",",0,15,","25","2,,0,15,","127","1,,0,17,","13.7",",,0,17,","21.7",",0,05,","","","994.8","0","590.3",",0","","","","","17.0",",,,0","","","173","1,,,0","-1.35",",0","7.39",",,,0","-10.08",",,,0","","","","","","","","","","","",""
"USC00425654","1930-12","38.40168","-113.01624","1526.7","MILFORD, UT US","333.3","0","0.0",",0","2","1,0","1","1,0","0","1,0","2","1,0","1","1,0","9",",0","31",",0","20",",0","0",",0","0",",0","7","","","","19301222",",,0","19301231","+,1,0","19301220",",1,0","","","19301220",",1,0","19301213",",,0","-25.6",",0,22,","25","1,,0,31,+","38","1,,0,20,","2.5","1,,0,20,","8.3",",0,13,","","","1815.5","0","820.7",",0","","","","","3.0","1,,,0","","","46","1,,,0","-8.14",",0","-0.98",",,,0","-15.30",",,,0","","","","","","","","","","","",""
"USC00425654","1931-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","31",",0","3",",0","0",",0","0",",0","2","","","","19310104",",,0","19310131","+,,0","19310102",",,0","","","19310102",",,0","19310121",",,0","-18.3",",0,04,","0",",,0,31,+","20",",,0,02,","2.0",",,0,02,","10.0",",0,21,","","","2486.5","0","671.0",",0","","","","","3.6",",,,0","","","23",",,,0","-3.31",",0","4.02",",,,0","-10.65",",,,0","","","","","","","","","","","",""
"USC00425654","1931-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","7","2,0","2","2,0","0","2,0","0",",0","1",",0","0",",0","25",",0","0",",0","0",",0","0",",0","11","","","","19310221",",,0","19310228","+,,0","19310220",",,0","","","19310216",",2,0","19310225","+,,0","-9.4",",0,21,","0",",,0,28,+","38",",,0,20,","4.3","2,,0,16,","13.9",",0,25,+","","","2947.5","0","461.0",",0","","","","","15.6",",a,,0","","","46",",,,0","1.87",",0","7.13",",,,0","-3.39",",,,0","","","","","","","","","","","",""
"USC00425654","1931-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","2",",0","0",",0","27",",0","0",",0","2",",0","0",",0","","","","","19310327","+,,0","19310331","+,,0","19310326",",,0","","","19310329","+,,0","19310321",",,0","-13.9",",0,27,+","0",",,0,31,+","64",",,0,26,","4.3",",,0,29,+","23.3",",0,21,","","","3376.7","0","429.2",",0","","","","","14.6",",,,0","","","115",",,,0","4.49",",0","13.26",",,,0","-4.29",",,,0","","","","","","","","","","","",""
"USC00425654","1931-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","14",",0","0",",0","","","","","19310404",",,0","19310430","+,,0","19310424",",,0","","","19310424",",,0","19310418",",,0","-8.3",",0,04,","0",",,0,30,+","8",",,0,24,","10.7",",,0,24,","26.7",",0,18,","","","3614.5","0","237.8",",0","","","","","14.0",",,,0","","","8",",,,0","10.41",",0","20.06",",,,0","0.75",",,,0","","","","","","","","","","","",""
"USC00425654","1931-05","38.40168","-113.01624","1526.7","MILFORD, UT US","0.9","0","0.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","23",",0","0",",0","","","","","19310511",",,0","19310531","+,,0","19310531","+,,0","2","","19310526",",,0","19310513",",,0","-2.2",",0,11,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,26,","30.6",",0,13,","","","3762.0","0","147.5",",0","","","","","30.0",",,,0","","","0",",,,0","13.60",",0","23.78",",,,0","3.43",",,,0","","","","","","","","","","","",""
"USC00425654","1931-06","38.40168","-113.01624","1526.7","MILFORD, UT US","54.2","0","53.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","19310603",",,0","19310630","+,,0","19310630","+,,0","","","19310604",",,0","19310624",",,0","5.0",",0,03,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,04,","35.0",",0,24,","","","3769.1","0","7.1",",0","","","","","16.5",",,,0","","","0",",,,0","19.87",",0","29.96",",,,0","9.79",",,,0","","","","","","","","","","","",""
"USC00425654","1931-07","38.40168","-113.01624","1526.7","MILFORD, UT US","246.8","0","192.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","19310705",",,0","19310731","+,,0","19310731","+,,0","1","","19310729",",,0","19310726",",,0","4.4",",0,05,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,29,","40.0",",0,26,","","","0.0","0","0.0",",0","","","","","1.8",",,,0","","","0",",,,0","24.55",",0","35.62",",,,0","13.47",",,,0","","","","","","","","","","","",""
"USC00425654","1931-08","38.40168","-113.01624","1526.7","MILFORD, UT US","379.1","0","132.3","1,0","5",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","19",",0","","","","","19310828",",1,0","19310831","+,,0","19310831","+,,0","","","19310806",",,0","19310824",",,0","7.8","1,0,28,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,06,","36.7",",0,24,","","","0.0","0","0.0",",0","","","","","17.0",",,,0","","","0",",,,0","22.72","1,0","32.40",",,,0","13.04","1,,,0","","","","","","","","","","","",""
"USC00425654","1931-09","38.40168","-113.01624","1526.7","MILFORD, UT US","398.3","0","19.2","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","27","1,0","0","1,0","","","","","19310926","+,,0","19310930","+,,0","19310930","+,,0","","","19310928","+,,0","19310903",",1,0","-3.3",",0,26,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,+","31.7","1,0,03,","","","74.3","0","74.3","1,0","","","","","0.0",",T,,0","","","0",",,,0","16.38","1,0","26.76","1,,,0","6.00",",,,0","","","","","","","","","","","",""
"USC00425654","1931-10","38.40168","-113.01624","1526.7","MILFORD, UT US","398.3","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","16",",0","0",",0","","","","","19311027",",,0","19311031","+,,0","19311029",",,0","","","19311002",",,0","19311009",",,0","-8.9",",0,27,","0",",,0,31,+","0",",T,0,29,","4.6",",,0,02,","26.1",",0,09,","","","317.2","0","242.9",",0","","","","","7.9",",,,0","","","0",",T,,0","10.50",",0","20.65",",,,0","0.35",",,,0","","","","","","","","","","","",""
