"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USC00425654","1990-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","2","1,0","1","1,0","0","1,0","0",",0","1",",0","2",",0","31",",0","1",",0","0",",0","0",",0","","","","","19900104",",,0","19900101",",,0","19900114",",,0","","","19900114",",1,0","19900111",",,0","-21.7",",0,04,","0",",T,0,01,","25",",,0,14,","5.3","1,,0,14,","20.0",",0,11,","","","","","561.2",",0","","","","","6.1","1,,,0","","","28",",,,0","0.23",",0","9.01",",,,0","-8.55",",,,0","","","","","","","","","","","",""
"USC00425654","1990-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","2,0","6",",0","5",",0","0",",0","","","7",",0","2","2,0","25","2,0","3","2,0","0","2,0","0","2,0","2","","","","19900215",",2,0","","","19900214",",,0","","","19900214",",,0","19900228",",2,0","-20.6","2,0,15,","","","152",",,0,14,","8.9",",,0,14,","15.6","2,0,28,","","","","","511.2","2,0","","","","","32.1",",,,0","","","621",",,,0","-1.33","2,0","6.65","2,,,0","-9.31","2,,,0","","","","","","","","","","","",""
"USC00425654","1990-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","5",",0","0","5,0","0",",0","26",",0","0","1,0","7","1,0","0","1,0","","","","","19900315","+,,0","19900312",",,0","19900315",",5,0","","","19900312",",,0","19900321",",1,0","-11.1",",0,15,+","152",",,0,12,","0","5,T,0,15,","14.0",",,0,12,","23.9","1,0,21,","","","","","346.9","1,0","","","","","35.8",",,,0","","","0","5,T,,0","6.81","1,0","15.90","1,,,0","-2.29",",,,0","","","","","","","","","","","",""
"USC00425654","1990-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","4,0","7","4,0","3","4,0","0","4,0","0",",0","0",",0","0","2,0","12","2,0","0","4,0","13","4,0","0","4,0","","","","","19900401",",2,0","19900430","+,,0","19900430","+,,0","2","","19900424",",4,0","19900414",",4,0","-3.3","2,0,01,","0",",,0,30,+","0",",,0,30,+","8.4","4,,0,24,","28.3","4,0,14,","","","","","194.0","4,0","","","","","26.8",",a,,0","","","0",",,,0","10.93","4,0","20.23","4,,,0","1.62","2,,,0","","","","","","","","","","","",""
"USC00425654","1990-05","38.40168","-113.01624","1526.7","MILFORD, UT US","0.6","0","0.6","3,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","6","2,0","0","3,0","24","3,0","0","3,0","","","","","19900509",",2,0","19900531","+,,0","19900531","+,,0","","","19900528",",,0","19900521",",3,0","-4.4","2,0,09,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,28,","28.9","3,0,21,","","","","","139.9","3,0","","","","","17.6",",,,0","","","0",",,,0","13.45","3,0","23.39","3,,,0","3.51","2,,,0","","","","","","","","","","","",""
"USC00425654","1990-06","38.40168","-113.01624","1526.7","MILFORD, UT US","50.7","0","50.1","3,0","4",",0","3",",0","0",",0","1",",0","0","1,0","0","3,0","2","3,0","0","3,0","26","3,0","10","3,0","","","","","19900601",",3,0","19900601",",,0","19900630","+,1,0","2","","19900611",",,0","19900630","+,3,0","-0.6","3,0,01,","51",",,0,01,","0","1,,0,30,+","11.2",",,0,11,","36.7","3,0,30,+","","","","","28.4","3,0","","","","","22.6",",,,0","","","0","1,,,0","19.14","3,0","30.34","3,,,0","7.94","3,,,0","","","","","","","","","","","",""
"USC00425654","1990-07","38.40168","-113.01624","1526.7","MILFORD, UT US","200.6","0","149.9","2,0","5",",0","1",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","24","2,0","","","","","19900728","+,2,0","19900731","+,,0","19900731","+,,0","5","","19900708",",,0","19900701",",2,0","8.3","2,0,28,+","0",",,0,31,+","0",",,0,31,+","29.2",",,0,08,","38.9","2,0,01,","","","0.0","0","0.0","2,0","","","","","33.5",",,,0","","","0",",,,0","23.50","2,0","33.60","2,,,0","13.41","2,,,0","","","","","","","","","","","",""
"USC00425654","1990-08","38.40168","-113.01624","1526.7","MILFORD, UT US","298.5","0","97.9","1,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","16","1,0","","","","","19900828","+,1,0","19900831","+,,0","19900831","+,,0","2","","19900817",",,0","19900808",",1,0","7.2","1,0,28,+","0",",,0,31,+","0",",,0,31,+","10.7",",,0,17,","37.8","1,0,08,","","","0.0","0","0.0","1,0","","","","","12.0",",,,0","","","0",",,,0","21.60","1,0","32.12","1,,,0","11.07","1,,,0","","","","","","","","","","","",""
"USC00425654","1990-09","38.40168","-113.01624","1526.7","MILFORD, UT US","365.0","0","66.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","1","","","","19900930","+,,0","19900928",",,0","19900930","+,,0","3","","19900904",",,0","19900913","+,,0","2.8",",0,30,+","0",",T,0,28,","0",",,0,30,+","18.3",",,0,04,","35.0",",0,13,+","","","34.2","0","34.2",",0","","","","","33.5",",,,0","","","0",",,,0","19.41",",0","29.45",",,,0","9.37",",,,0","","","","","","","","","","","",""
"USC00425654","1990-10","38.40168","-113.01624","1526.7","MILFORD, UT US","365.0","0","0.0","3,0","1","4,0","1","4,0","1","4,0","0",",0","0",",0","0","3,0","16","3,0","0","3,0","21","3,0","0","3,0","","","","","19901012",",3,0","19901031","+,,0","19901031","+,,0","1","","19901019",",4,0","19901015","+,3,0","-8.9","3,0,12,","0",",,0,31,+","0",",,0,31,+","26.7","4,,0,19,","27.2","3,0,15,+","","","240.7","0","206.5","3,0","","","","","27.7",",a,,0","","","0",",,,0","10.96","3,0","22.19","3,,,0","-0.28","3,,,0","","","","","","","","","","","",""
"USC00425654","1990-11","38.40168","-113.01624","1526.7","MILFORD, UT US","365.0","0","0.0","1,0","5",",0","3",",0","0",",0","3","2,0","0","3,0","1",",0","26",",0","0","1,0","1","1,0","0","1,0","","","","","19901128",",,0","19901126",",2,0","19901130","+,3,0","","","19901126",",,0","19901113",",1,0","-18.3",",0,28,","152","2,,0,26,","0","3,,0,30,+","8.4",",,0,26,","22.2","1,0,13,","","","677.6","0","436.9","1,0","","","","","21.4",",,,0","","","0","3,,,0","3.31","1,0","12.24","1,,,0","-5.62",",,,0","","","","","","","","","","","",""
"USC00425654","1990-12","38.40168","-113.01624","1526.7","MILFORD, UT US","365.0","0","0.0",",0","6",",0","3",",0","0",",0","","","4","2,0","10",",0","31",",0","11",",0","0",",0","0",",0","","","","","19901223",",,0","","","19901219","+,2,0","","","19901220",",,0","19901210",",,0","-37.2",",0,23,","","","76","2,,0,19,+","9.1",",,0,20,","15.0",",0,10,","","","1477.8","0","800.2",",0","","","","","20.8",",,,0","","","248","2,,,0","-7.48",",0","1.24",",,,0","-16.20",",,,0","","","","","","","","","","","",""
"USC00425654","1991-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","","0.0","2,0","5",",0","2",",0","0",",0","","","4",",0","11","2,0","29","2,0","10","1,0","0","1,0","0","1,0","8","","","","19910130",",2,0","","","19910104",",,0","","","19910104",",,0","19910119",",1,0","-23.9","2,0,30,","","","178",",,0,04,","13.5",",,0,04,","7.2","1,0,19,","","","2185.3","","707.5","1,0","","","","","18.3",",,,0","","","317",",,,0","-6.16","2,0","1.96","1,,,0","-14.29","2,,,0","","","","","","","","","","","",""
"USC00425654","1991-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","","0.0","1,0","2",",0","0",",0","0",",0","0","1,0","0",",0","2","1,0","25","1,0","0","1,0","0","1,0","0","1,0","2","","","","19910201",",1,0","19910228","+,1,0","19910218",",,0","","","19910217",",,0","19910222",",1,0","-18.9","1,0,01,","0","1,,0,28,+","13",",,0,18,","1.0",",,0,17,","18.3","1,0,22,","","","2639.4","","454.1","1,0","","","","","1.8",",,,0","","","13",",,,0","1.51","1,0","10.82","1,,,0","-7.80","1,,,0","","","","","","","","","","","",""
"USC00425654","1991-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","","0.0",",0","10",",0","3",",0","0",",0","","","4",",0","0",",0","28",",0","0",",0","0",",0","0",",0","","","","","19910312",",,0","","","19910321","+,,0","","","19910301",",,0","19910331",",,0","-11.7",",0,12,","","","51",",,0,21,+","5.3",",,0,01,","20.6",",0,31,","","","3078.5","","439.1",",0","","","","","18.8",",,,0","","","178",",,,0","4.17",",0","12.16",",,,0","-3.82",",,,0","","","","","","","","","","","",""
"USC00425654","1991-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","","0.0","2,0","6",",0","4",",0","0",",0","3","1,0","0","2,0","0","2,0","23","2,0","0","2,0","5","2,0","0","2,0","","","","","19910411",",2,0","19910412","+,1,0","19910430","+,2,0","","","19910412",",,0","19910404",",2,0","-10.6","2,0,11,","76","1,,0,12,+","0","2,,0,30,+","5.8",",,0,12,","24.4","2,0,04,","","","3386.4","","307.9","2,0","","","","","20.0",",,,0","","","0","2,,,0","7.34","2,0","17.35","2,,,0","-2.68","2,,,0","","","","","","","","","","","",""
"USC00425654","1991-05","38.40168","-113.01624","1526.7","MILFORD, UT US","1.7","","1.7","3,0","10",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","10","2,0","0","2,0","22","2,0","0","2,0","","","","","19910505",",2,0","19910531","+,,0","19910531","+,,0","","","19910531",",,0","19910508",",2,0","-3.9","2,0,05,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,31,","28.3","2,0,08,","","","3549.8","","163.4","2,0","","","","","45.3",",,,0","","","0",",,,0","12.60","3,0","22.18","2,,,0","3.02","2,,,0","","","","","","","","","","","",""
"USC00425654","1991-06","38.40168","-113.01624","1526.7","MILFORD, UT US","26.4","","24.7","3,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","26","3,0","4","3,0","","","","","19910629",",3,0","19910630","+,,0","19910630","+,,0","1","","19910603",",,0","19910618",",3,0","2.8","3,0,29,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,03,","33.9","3,0,18,","","","3579.2","","29.4","3,0","","","","","6.8",",,,0","","","0",",,,0","18.16","3,0","28.68","3,,,0","7.63","3,,,0","","","","","","","","","","","",""
"USC00425654","1991-07","38.40168","-113.01624","1526.7","MILFORD, UT US","185.8","","159.4","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","28","2,0","","","","","19910720",",2,0","19910731","+,,0","19910731","+,,0","","","19910710",",,0","19910713","+,2,0","7.2","2,0,20,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,10,","37.2","2,0,13,+","","","0.0","","0.0","2,0","","","","","8.1",",,,0","","","0",",,,0","23.83","2,0","34.94","2,,,0","12.72","2,,,0","","","","","","","","","","","",""
"USC00425654","1991-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","19910930","+,,0","19910930","+,,0","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","15.8","1,a,,0","","","0",",,,0","","","","","","","","","","","","","","","","","",""
"USC00425654","1991-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","6",",0","3",",0","0",",0","0","5,0","3",",0","0","5,0","11","5,0","","","","","","","1","","","","19911031",",5,0","19911031","+,5,0","19911027",",,0","","","19911024",",,0","","","-12.2","5,0,31,","0","5,,0,31,+","102",",,0,27,","23.9",",,0,24,","","","","","","","","","","","","","51.6",",,,0","","","257",",,,0","","","","","0.15","5,,,0","","","","","","","","","","","",""
"USC00425654","1992-02","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0",",0","6",",0","0",",0","0",",0","0","1,0","0",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","","","19920218","+,,0","19920229","+,1,0","19920217",",,0","","","19920214",",,0","19920228",",,0","-7.2",",0,18,+","0","1,,0,29,+","13",",,0,17,","1.5",",,0,14,","18.9",",0,28,","","","","","430.9",",0","","","","","6.9",",,,0","","","13",",,,0","3.48",",0","10.12",",,,0","-3.17",",,,0","","","","","","","","","","","",""
"USC00425654","1992-03","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","1,0","12","2,0","6","2,0","0","2,0","1","1,0","0","1,0","0","1,0","23","1,0","0","1,0","0","1,0","0","1,0","","","","","19920319",",1,0","19920308",",1,0","19920331","+,1,0","3","","19920308",",2,0","19920321",",1,0","-5.6","1,0,19,","127","1,,0,08,","0","1,,0,31,+","24.1","2,,0,08,","18.9","1,0,21,","","","","","358.8","1,0","","","","","72.3",",a,,0","","","0","1,,,0","6.37","1,0","13.96","1,,,0","-1.22","1,,,0","","","","","","","","","","","",""
"USC00425654","1992-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","1.1",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","26",",0","0",",0","","","","","19920420",",,0","19920430","+,,0","19920430","+,,0","","","19920420",",,0","19920429","+,,0","-6.7",",0,20,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,20,","29.4",",0,29,+","","","","","161.9",",0","","","","","1.9",",,,0","","","0",",,,0","12.98",",0","23.14",",,,0","2.81",",,,0","","","","","","","","","","","",""
"USC00425654","1992-05","38.40168","-113.01624","1526.7","MILFORD, UT US","","","3.8","3,0","12",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","28","3,0","0","3,0","","","","","19920502",",1,0","19920531","+,,0","19920531","+,,0","5","","19920526",",,0","19920517",",3,0","0.6","1,0,02,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,26,","30.0","3,0,17,","","","","","72.0","3,0","","","","","33.0",",,,0","","","0",",,,0","15.90","3,0","26.05","3,,,0","5.75","1,,,0","","","","","","","","","","","",""
"USC00425654","1992-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","33.3","5,0","5","2,0","2","2,0","0","2,0","0",",0","0",",0","0","3,0","0","3,0","0","5,0","25","5,0","5","5,0","","","","","19920615",",3,0","19920630","+,,0","19920630","+,,0","1","","19920605",",2,0","19920627","+,5,0","2.2","3,0,15,","0",",,0,30,+","0",",,0,30,+","7.1","2,,0,05,","34.4","5,0,27,+","","","","","15.6","5,0","","","","","12.2",",a,,0","","","0",",,,0","18.90","5,0","29.53","5,,,0","8.28","3,,,0","","","","","","","","","","","",""
"USC00425654","1992-08","38.40168","-113.01624","1526.7","MILFORD, UT US","","","116.5","4,0","5",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0","4,0","27","4,0","17","4,0","","","","","19920827",",1,0","19920831","+,,0","19920831","+,,0","6","","19920831",",,0","19920802",",4,0","-1.1","1,0,27,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,31,","38.3","4,0,02,","","","","","11.7","4,0","","","","","12.5",",,,0","","","0",",,,0","22.43","4,0","33.29","4,,,0","11.56","1,,,0","","","","","","","","","","","",""
"USC00425654","1992-09","38.40168","-113.01624","1526.7","MILFORD, UT US","","","13.7","4,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0","4,0","26","4,0","1","4,0","","","","","19920926","+,1,0","19920930","+,,0","19920930","+,,0","1","","19920905",",,0","19920909",",4,0","-1.1","1,0,26,+","0",",,0,30,+","0",",,0,30,+","7.4",",,0,05,","32.8","4,0,09,","","","","","42.2","4,0","","","","","15.7",",,,0","","","0",",,,0","17.29","4,0","28.43","4,,,0","6.16","1,,,0","","","","","","","","","","","",""
"USC00425654","1992-10","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.6","4,0","5","2,0","3","2,0","0","2,0","0",",0","0",",0","0","1,0","12","1,0","0","4,0","21","4,0","0","4,0","","","","","19921007",",1,0","19921031","+,,0","19921031","+,,0","","","19921030",",2,0","19921001",",4,0","-3.3","1,0,07,","0",",,0,31,+","0",",,0,31,+","14.2","2,,0,30,","30.0","4,0,01,","","","","","153.7","4,0","","","","","28.4",",a,,0","","","0",",,,0","12.69","4,0","23.03","4,,,0","2.36","1,,,0","","","","","","","","","","","",""
"USC00425654","1992-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","3,0","5",",0","1",",0","0",",0","","","0","3,0","0","1,0","28","1,0","1","3,0","0","3,0","0","3,0","","","","","19921130","+,1,0","","","19921130","+,3,0","","","19921102",",,0","19921116","+,3,0","-15.6","1,0,30,+","","","0","3,,0,30,+","13.0",",,0,02,","16.7","3,0,16,+","","","","","467.5","3,0","","","","","17.8",",,,0","","","0","3,,,0","1.07","3,0","8.37","3,,,0","-6.22","1,,,0","","","","","","","","","","","",""
"USC00425654","1993-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","","0.0","4,0","11","4,0","8","4,0","0","4,0","14","4,0","","","3","3,0","25","3,0","5","4,0","0","4,0","0","4,0","","","","","19930104",",3,0","19930131","+,4,0","","","1","","19930102",",4,0","19930121",",4,0","-26.1","3,0,04,","178","4,,0,31,+","","","20.3","4,,0,02,","11.1","4,0,21,","","","","","553.8","4,0","","","","","71.9","1,a,,0","","","","","-2.00","4,0","3.46","4,,,0","-7.45","3,,,0","","","","","","","","","","","",""
"USC00425654","1993-03","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","3,0","10",",0","3",",0","0",",0","0","2,0","1",",0","0","1,0","22","1,0","0","3,0","1","3,0","0","3,0","","","","","19930303",",1,0","19930331","+,2,0","19930327",",,0","2","","19930327",",,0","19930322",",3,0","-8.9","1,0,03,","0","2,,0,31,+","127",",,0,27,","24.1",",,0,27,","21.1","3,0,22,","","","","","338.8","3,0","","","","","35.3",",,,0","","","127",",,,0","6.30","3,0","14.68","3,,,0","-2.08","1,,,0","","","","","","","","","","","",""
"USC00425654","1993-04","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","4,0","3","1,0","2","1,0","0","1,0","0",",0","0",",0","0","1,0","18","1,0","0","4,0","7","4,0","0","4,0","","","","","19930413",",1,0","19930430","+,,0","19930430","+,,0","","","19930406",",1,0","19930426",",4,0","-6.7","1,0,13,","0",",,0,30,+","0",",,0,30,+","5.6","1,,0,06,","24.4","4,0,26,","","","","","244.7","4,0","","","","","9.4","1,,,0","","","0",",,,0","8.90","4,0","18.75","4,,,0","-0.95","1,,,0","","","","","","","","","","","",""
"USC00425654","1993-06","38.40168","-113.01624","1526.7","MILFORD, UT US","","","32.1","3,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","3,0","24","3,0","8","3,0","","","","","19930603",",1,0","19930630","+,,0","19930630","+,,0","2","","19930619",",,0","19930627","+,3,0","0.6","1,0,03,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,19,","36.1","3,0,27,+","","","","","48.6","3,0","","","","","38.1",",,,0","","","0",",,,0","17.68","3,0","28.49","3,,,0","6.88","1,,,0","","","","","","","","","","","",""
"USC00425654","1993-07","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","2","3,0","1","3,0","0","3,0","0",",0","0",",0","","","","","0","5,0","26","5,0","21","5,0","","","","","","","19930731","+,,0","19930731","+,,0","","","19930724",",3,0","19930731","+,5,0","","","0",",,0,31,+","0",",,0,31,+","17.0","3,,0,24,","36.1","5,0,31,+","","","","","","","","","","","17.3","3,,,0","","","0",",,,0","","","33.53","5,,,0","","","","","","","","","","","","","",""
"USC00425654","1995-11","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","4,0","1",",0","0",",0","0",",0","0","1,0","0",",0","0","4,0","23","4,0","0",",0","11",",0","0",",0","","","","","19951103",",4,0","19951130","+,1,0","19951130","+,,0","","","19951126",",,0","19951113",",,0","-13.3","4,0,03,","0","1,,0,30,+","0",",,0,30,+","1.3",",,0,26,","25.0",",0,13,","","","","","298.3",",0","","","","","1.3",",,,0","","","0",",,,0","6.89","4,0","18.76",",,,0","-4.98","4,,,0","","","","","","","","","","","",""
"USC00425654","1995-12","38.40168","-113.01624","1526.7","MILFORD, UT US","","","0.0","1,0","3","2,0","0","2,0","0","2,0","1","3,0","0","1,0","6",",0","27",",0","2","1,0","0","1,0","0","1,0","6","","","","19951227","+,,0","19951228",",3,0","19951231","+,1,0","","","19951228","+,2,0","19951201",",1,0","-20.6",",0,27,+","51","3,,0,28,","0","1,T,0,31,+","1.3","2,,0,28,+","18.9","1,0,01,","","","","","534.4","1,0","","","","","3.9","2,,,0","","","0","1,T,,0","0.42","1,0","9.30","1,,,0","-8.46",",,,0","","","","","","","","","","","",""
"USC00425654","1996-01","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","1","4,0","1","4,0","0","4,0","","","0","1,0","1",",0","28",",0","1",",0","0",",0","0",",0","","","","","19960126",",,0","","","19960124",",1,0","","","19960131",",4,0","19960114",",,0","-23.9",",0,26,","","","5","1,,0,24,","2.5","4,,0,31,","18.3",",0,14,","","","","","531.5",",0","","","","","2.5","4,,,0","","","5","1,,,0","1.19",",0","9.78",",,,0","-7.41",",,,0","","","","","","","","","","","",""
"USC00425654","1996-02","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","5",",0","2",",0","0",",0","","","1",",0","0","1,0","25","1,0","0","1,0","5","1,0","0","1,0","","","","","19960227",",1,0","","","19960226",",,0","","","19960226",",,0","19960216","+,1,0","-16.1","1,0,27,","","","102",",,0,26,","6.9",",,0,26,","21.7","1,0,16,+","","","","","391.0","1,0","","","","","15.4",",,,0","","","115",",,,0","4.37","1,0","13.30","1,,,0","-4.56","1,,,0","","","","","","","","","","","",""
"USC00425654","1996-03","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0","1,0","7",",0","4",",0","0",",0","2","5,0","2",",0","0",",0","26",",0","0","1,0","6","1,0","0","1,0","","","","","19960301",",,0","19960329","+,5,0","19960329","+,,0","","","19960313",",,0","19960321",",1,0","-11.7",",0,01,","76","5,,0,29,+","76",",,0,29,+","6.4",",,0,13,","25.6","1,0,21,","","","","","353.5","1,0","","","","","20.4",",,,0","","","152",",,,0","6.60","1,0","17.06","1,,,0","-3.85",",,,0","","","","","","","","","","","",""
"USC00425654","1996-04","38.40168","-113.01624","1526.7","MILFORD, UT US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","1","2,0","0","2,0","0",",0","18",",0","0",",0","16",",0","0",",0","","","","","19960419",",,0","19960413",",2,0","19960420",",2,0","1","","19960413",",,0","19960408",",,0","-7.2",",0,19,","51","2,,0,13,","0","2,T,0,20,","9.7",",,0,13,","30.0",",0,08,","","","","","235.1",",0","","","","","15.3",",,,0","","","0","2,T,,0","10.50",",0","21.59",",,,0","-0.60",",,,0","","","","","","","","","","","",""
"USC00425654","1996-05","38.40168","-113.01624","1526.7","MILFORD, UT US","12.2","0","12.2",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","2",",0","","","","","19960505",",,0","19960531","+,,0","19960531","+,,0","","","19960523",",,0","19960512",",,0","0.0",",0,05,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,23,","34.4",",0,12,","","","","","93.0",",0","","","","","33.0",",,,0","","","0",",,,0","15.73",",0","26.01",",,,0","5.45",",,,0","","","","","","","","","","","",""
"USC00425654","1996-06","38.40168","-113.01624","1526.7","MILFORD, UT US","109.3","0","97.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","19960602",",,0","19960630","+,,0","19960630","+,,0","","","19960630","+,,0","19960605","+,,0","4.4",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","37.2",",0,05,+","","","","","5.2",",0","","","","","0.0",",,,0","","","0",",,,0","21.40",",0","33.06",",,,0","9.73",",,,0","","","","","","","","","","","",""
"USC00425654","1996-07","38.40168","-113.01624","1526.7","MILFORD, UT US","305.4","0","196.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19960720",",,0","19960731","+,,0","19960731","+,,0","6","","19960716",",,0","19960723","+,,0","10.0",",0,20,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,16,","37.8",",0,23,+","","","0.0","0","0.0",",0","","","","","15.5",",,,0","","","0",",,,0","24.66",",0","34.79",",,,0","14.53",",,,0","","","","","","","","","","","",""
"USC00425654","1996-08","38.40168","-113.01624","1526.7","MILFORD, UT US","458.1","0","152.7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19960808",",,0","19960831","+,,0","19960831","+,,0","2","","19960827",",,0","19960812",",,0","7.2",",0,08,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,27,","38.9",",0,12,","","","0.0","0","0.0",",0","","","","","6.2",",,,0","","","0",",,,0","23.26",",0","34.09",",,,0","12.43",",,,0","","","","","","","","","","","",""
"USC00425654","1996-09","38.40168","-113.01624","1526.7","MILFORD, UT US","494.2","0","36.1",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","25",",0","3",",0","1","","","","19960917",",,0","19960930","+,,0","19960930","+,,0","5","","19960916",",,0","19960901",",,0","-1.1",",0,17,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,16,","34.4",",0,01,","","","79.3","0","79.3",",0","","","","","33.5",",,,0","","","0",",,,0","16.89",",0","26.71",",,,0","7.07",",,,0","","","","","","","","","","","",""
"USC00425654","1996-10","38.40168","-113.01624","1526.7","MILFORD, UT US","494.2","0","0.0",",0","5",",0","4",",0","0",",0","","","4",",0","0",",0","14",",0","0",",0","15",",0","0",",0","","","","","19961022",",,0","","","19961028",",,0","","","19961031",",,0","19961009",",,0","-11.1",",0,22,","","","76",",,0,28,","5.8",",,0,31,","31.1",",0,09,","","","348.3","0","269.0",",0","","","","","17.2",",,,0","","","177",",,,0","9.65",",0","19.21",",,,0","0.10",",,,0","","","","","","","","","","","",""
