"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023062","1993-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","4.0",",X","0.0","0","0.0",",0","8",",0","5",",0","0",",0","1",",0","2",",0","0",",0","12",",0","0",",0","6",",0","0",",0","8","","1","","19930404",",,0","19930413",",,0","19930412",",,0","2","","19930412",",,0","19930422",",,0","-2.2",",0,04,","25",",,0,13,","33",",,0,12,","14.5",",,0,12,","27.8",",0,22,","3324.3","0","275.6",",0","52.9",",,,0","","","93",",,,0","9.15",",0","16.43",",,,0","1.86",",,,0","14681",",X","330",",X","315",",X","","","20.6",",X","24.7",",X","",""
"USW00023062","1993-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.9",",X","5.0","0","5.0",",0","15",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","3","","","","19930502",",,0","19930531","+,,0","19930531","+,,0","10","","19930530",",,0","19930526",",,0","-1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,30,","30.0",",0,26,","3435.6","0","111.3",",0","23.9",",,,0","","","0",",,,0","14.90",",0","22.56",",,,0","7.25",",,,0","14139",",X","350",",X","315",",X","","","16.5",",X","22.6",",X","",""
"USW00023062","1993-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","4.2",",X","70.1","0","65.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","7",",0","4","","","","19930604",",,0","19930630","+,,0","19930607",",,0","7","","19930617",",,0","19930629",",,0","6.7",",0,04,","0",",,0,30,+","0",",T,0,07,","23.6",",,0,17,","36.7",",0,29,","3476.5","0","40.9",",0","42.5",",,,0","","","0",",T,,0","19.14",",0","27.31",",,,0","10.97",",,,0","17896",",X","220",",X","270",",X","","","13.9",",X","20.6",",X","",""
"USW00023062","1993-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","4.2",",X","208.8","0","138.7",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","5","","","","19930706",",,0","19930731","+,,0","19930731","+,,0","12","","19930713",",,0","19930731",",,0","8.3",",0,06,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,13,","37.2",",0,31,","0.8","0","0.8",",0","23.2",",,,0","","","0",",,,0","22.78",",0","31.67",",,,0","13.89",",,,0","20623",",X","290",",X","270",",X","","","20.6",",X","24.7",",X","",""
"USW00023062","1993-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.6",",X","306.8","0","98.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","2","","1","","19930830",",,0","19930831","+,,0","19930831","+,,0","11","","19930810",",,0","19930816",",,0","8.9",",0,30,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,10,","34.4",",0,16,","12.8","0","12.0",",0","16.5",",,,0","","","0",",,,0","21.11",",0","28.58",",,,0","13.63",",,,0","13988",",X","270",",X","180",",X","","","12.5",",X","16.4",",X","",""
"USW00023062","1993-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.6",",X","322.3","0","15.5",",0","9",",0","5",",0","1",",0","0",",0","1",",0","0",",0","1",",0","0",",0","22",",0","2",",0","8","","","","19930914",",,0","19930930","+,,0","19930913",",,0","6","","19930918",",,0","19930912",",,0","0.0",",0,14,","0",",,0,30,+","137",",,0,13,","27.4",",,0,18,","33.3",",0,12,","101.1","0","88.3",",0","58.3",",,,0","","","137",",,,0","15.90",",0","23.85",",,,0","7.95",",,,0","15412",",X","350",",X","360",",X","","","15.6",",X","23.6",",X","",""
"USW00023062","1993-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.2",",X","324.7","0","2.4",",0","7",",0","4",",0","1",",0","3",",0","2",",0","0",",0","9",",0","1",",0","9",",0","0",",0","5","","","","19931030",",,0","19931029",",,0","19931028",",,0","1","","19931017",",,0","19931006","+,,0","-12.8",",0,30,","127",",,0,29,","99",",,0,28,","26.9",",,0,17,","29.4",",0,06,+","377.1","0","276.0",",0","57.6",",,,0","","","137",",,,0","9.51",",0","16.93",",,,0","2.09",",,,0","13186",",X","300",",X","315",",X","","","14.3",",X","19.0",",X","",""
"USW00023062","1993-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.3",",X","324.7","0","0.0",",0","9",",0","3",",0","0",",0","12",",0","5",",0","2",",0","29",",0","4",",0","0",",0","0",",0","5","","1","","19931124",",,0","19931115","+,,0","19931114",",,0","","","19931114",",,0","19931110",",,0","-22.2",",0,24,","102",",,0,15,+","150",",,0,14,","13.0",",,0,14,","19.4",",0,10,","881.7","0","504.6",",0","35.1",",,,0","","","444",",,,0","1.51",",0","8.84",",,,0","-5.81",",,,0","11502",",X","290",",X","270",",X","","","11.6",",X","16.4",",X","",""
"USW00023062","1993-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.7",",X","324.7","0","0.0",",0","5",",0","2",",0","0",",0","8",",0","3",",0","0",",0","29",",0","4",",0","0",",0","0",",0","3","","","","19931222",",,0","19931223","+,,0","19931221",",,0","","","19931221",",,0","19931208",",,0","-16.1",",0,22,","76",",,0,23,+","58",",,0,21,","3.0",",,0,21,","17.8",",0,08,","1413.4","0","531.7",",0","10.6",",,,0","","","142",",,,0","1.18",",0","8.44",",,,0","-6.08",",,,0","12612",",X","280",",X","270",",X","","","15.6",",X","20.6",",X","",""
"USW00023062","1994-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.7",",X","0.0","0","0.0",",0","5",",0","2",",0","0",",0","5",",0","2",",0","1",",0","30",",0","3",",0","0",",0","0",",0","6","","","","19940131",",,0","19940131","+,,0","19940126",",,0","","","19940126",",,0","19940124","+,,0","-17.8",",0,31,","76",",,0,31,+","81",",,0,26,","8.1",",,0,26,","16.7",",0,24,+","1942.9","0","529.5",",0","13.7",",,,0","","","155",",,,0","1.25",",0","8.92",",,,0","-6.42",",,,0","11052",",X","300",",X","315",",X","","","13.9",",X","18.5",",X","",""
"USW00023062","1994-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.5",",X","0.0","0","0.0",",0","6",",0","3",",0","0",",0","12",",0","3",",0","0",",0","26",",0","1",",0","0",",0","0",",0","5","","1","","19940209",",,0","19940212",",,0","19940211",",,0","","","19940228",",,0","19940216",",,0","-16.7",",0,09,","102",",,0,12,","84",",,0,11,","7.4",",,0,28,","19.4",",0,16,","2434.8","0","491.9",",0","20.7",",,,0","","","225",",,,0","0.77",",0","8.82",",,,0","-7.29",",,,0","10084",",X","260",",X","270",",X","","","15.6",",X","21.1",",X","",""
"USW00023062","1994-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.7",",X","0.0","0","0.0",",0","8",",0","5",",0","0",",0","4",",0","4",",0","0",",0","20",",0","1",",0","7",",0","0",",0","4","","1","","19940309",",,0","19940329",",,0","19940328",",,0","","","19940328",",,0","19940319",",,0","-7.8",",0,09,","127",",,0,29,","124",",,0,28,","7.6",",,0,28,","23.9",",0,19,","2782.9","0","348.1",",0","22.1",",,,0","","","234",",,,0","7.10",",0","15.00",",,,0","-0.80",",,,0","15025",",X","300",",X","270",",X","","","16.5",",X","22.6",",X","",""
"USW00023062","1994-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.9",",X","0.9","0","0.9",",0","10",",0","6",",0","0",",0","3",",0","6",",0","0",",0","13",",0","0",",0","11",",0","0",",0","5","","","","19940427",",,0","19940410","+,,0","19940410",",,0","3","","19940425","+,,0","19940423",",,0","-5.0",",0,27,","51",",,0,10,+","71",",,0,10,","12.2",",,0,25,+","27.8",",0,23,","3053.6","0","270.7",",0","47.9",",,,0","","","283",",,,0","9.34",",0","16.55",",,,0","2.12",",,,0","11457",",X","310",",X","270",",X","","","13.4",",X","20.6",",X","",""
"USW00023062","1994-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","4.2",",X","31.2","0","30.3",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","1","","","","19940504",",,0","19940531","+,,0","19940524",",,0","8","","19940525",",,0","19940530",",,0","2.8",",0,04,","0",",,0,31,+","0",",T,0,24,","8.4",",,0,25,","32.8",",0,30,","3114.3","0","60.7",",0","32.2",",,,0","","","0",",T,,0","17.35",",0","25.24",",,,0","9.47",",,,0","18101",",X","150",",X","135",",X","","","15.6",",X","23.1",",X","",""
"USW00023062","1994-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.4",",X","174.1","0","142.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","4","","","","19940609",",,0","19940630","+,,0","19940618",",,0","8","","19940618",",,0","19940626",",,0","7.2",",0,09,","0",",,0,30,+","0",",T,0,18,","13.7",",,0,18,","40.0",",0,26,","3116.0","0","1.7",",0","25.1",",,,0","","","0",",T,,0","23.04",",0","32.08",",,,0","14.00",",,,0","18417",",X","280",",X","270",",X","","","15.6",",X","23.6",",X","",""
"USW00023062","1994-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.5",",X","328.7","0","154.6",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","1","","","","19940708",",,0","19940731","+,,0","19940731","+,,0","10","","19940715",",,0","19940701",",,0","7.8",",0,08,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,15,","37.2",",0,01,","1.9","0","1.9",",0","12.8",",,,0","","","0",",,,0","23.26",",0","31.96",",,,0","14.55",",,,0","17590",",X","290",",X","315",",X","","","12.5",",X","18.0",",X","",""
"USW00023062","1994-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.5",",X","501.5","0","172.8",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","1","","","","19940830","+,,0","19940831","+,,0","19940831","+,,0","10","","19940808",",,0","19940806",",,0","12.2",",0,30,+","0",",,0,31,+","0",",,0,31,+","4.8",",,0,08,","37.2",",0,06,","3.0","0","1.1",",0","15.5",",,,0","","","0",",,,0","23.87",",0","32.13",",,,0","15.62",",,,0","15837",",X","230",",X","315",",X","","","14.3",",X","21.6",",X","",""
"USW00023062","1994-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.4",",X","570.2","0","68.7",",0","4",",0","1",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","28",",0","5",",0","2","","","","19940922",",,0","19940922",",,0","19940921",",,0","3","","19940921",",,0","19940909",",,0","0.0",",0,22,","0",",T,0,22,","36",",,0,21,","8.4",",,0,21,","34.4",",0,09,","35.8","0","32.8",",0","11.5",",,,0","","","36",",,,0","19.53",",0","28.24",",,,0","10.82",",,,0","16161",",X","220",",X","360",",X","","","13.0",",X","19.5",",X","",""
"USW00023062","1994-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.4",",X","570.2","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","10",",0","0",",0","5","","1","","19941031","+,,0","19941031","+,,0","19941030","+,,0","2","","19941001",",,0","19941028",",,0","-2.8",",0,31,+","0",",,0,31,+","0",",T,0,30,+","20.8",",,0,01,","26.7",",0,28,","260.1","0","224.3",",0","36.6",",,,0","","","0",",T,,0","11.10",",0","18.28",",,,0","3.92",",,,0","14660",",X","150",",X","180",",X","","","15.6",",X","22.1",",X","",""
"USW00023062","1994-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.6",",X","570.2","0","0.0",",0","6",",0","5",",0","0",",0","9",",0","5",",0","0",",0","26",",0","1",",0","2",",0","0",",0","10","","4","","19941115",",,0","19941114",",,0","19941114",",,0","","","19941114",",,0","19941107",",,0","-14.4",",0,15,","279",",,0,14,","229",",,0,14,","15.2",",,0,14,","23.9",",0,07,","711.6","0","451.5",",0","34.0",",,,0","","","429",",,,0","3.28",",0","10.26",",,,0","-3.69",",,,0","11391",",X","280",",X","270",",X","","","15.6",",X","22.1",",X","",""
"USW00023062","1994-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.2",",X","570.2","0","0.0",",0","4",",0","1",",0","0",",0","2",",0","2",",0","1",",0","30",",0","4",",0","1",",0","0",",0","5","","","","19941231",",,0","19941231",",,0","19941231",",,0","","","19941230",",,0","19941201",",,0","-19.4",",0,31,","51",",,0,31,","36",",,0,31,","3.3",",,0,30,","21.7",",0,01,","1212.0","0","500.4",",0","7.6",",,,0","","","96",",,,0","2.19",",0","9.85",",,,0","-5.47",",,,0","11513",",X","300",",X","270",",X","","","13.9",",X","21.6",",X","",""
"USW00023062","1995-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.3",",X","0.0","0","0.0",",0","3",",0","1",",0","0",",0","9",",0","1",",0","1",",0","27",",0","4",",0","0",",0","0",",0","3","","","","19950101",",,0","19950129","+,,0","19950129",",,0","","","19950129",",,0","19950110",",,0","-21.7",",0,01,","51",",,0,29,+","25",",,0,29,","2.5",",,0,29,","18.9",",0,10,","1748.3","0","536.3",",0","5.3",",,,0","","","51",",,,0","1.03",",0","8.46",",,,0","-6.40",",,,0","11837",",X","290",",X","180",",X","","","11.6",",X","18.0",",X","",""
"USW00023062","1995-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","3.9",",X","0.0","0","0.0",",0","6",",0","6",",0","0",",0","6",",0","5",",0","1",",0","20",",0","5",",0","2",",0","0",",0","5","","","","19950213",",,0","19950214","+,,0","19950210",",,0","","","19950210",",,0","19950224","+,,0","-19.4",",0,13,","102",",,0,14,+","71",",,0,10,","6.6",",,0,10,","21.7",",0,24,+","2160.8","0","412.5",",0","22.2",",,,0","","","246",",,,0","3.60",",0","11.35",",,,0","-4.15",",,,0","11692",",X","250",",X","270",",X","","","14.8",",X","20.0",",X","",""
"USW00023062","1995-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","2",",0","2",",0","0",",0","23",",0","4",",0","4",",0","0",",0","11","","","","19950307",",,0","19950306",",,0","19950306",",,0","","","19950306",",,0","19950321",",,0","-16.1",",0,07,","76",",,0,06,","76",",,0,06,","3.3",",,0,06,","25.6",",0,21,","2603.8","0","443.0",",0","7.1",",,,0","","","127",",,,0","4.04",",0","11.70",",,,0","-3.61",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","13",",0","6",",0","0",",0","","","","","0",",0","19",",0","2",",0","5",",0","0",",0","15","","","","19950411",",,0","","","","","2","","19950425",",,0","19950408",",,0","-8.3",",0,11,","","","","","20.8",",,0,25,","22.8",",0,08,","2972.6","0","368.8",",0","62.2",",,,0","","","","","6.04",",0","12.44",",,,0","-0.36",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","18",",0","11",",0","1",",0","0","5,0","0","5,0","0",",0","1",",0","0",",0","2",",0","0",",0","22","","","","19950501",",,0","19950531","+,5,0","19950531","+,5,0","13","","19950517",",,0","19950515",",,0","-1.1",",0,01,","0","5,,0,31,+","0","5,,0,31,+","38.9",",,0,17,","28.3",",0,15,","3231.0","0","258.4",",0","120.6",",,,0","","","0","5,,,0","10.00",",0","15.37",",,,0","4.62",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","34.9","0","34.9",",Z","12",",Z","8",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","21",",Z","1",",Z","4","","","","19950609",",,Z","19950630","+,,Z","19950630","+,,Z","12","","19950608",",,Z","19950614",",,Z","4.4",",Z,09,","0",",,Z,30,+","0",",,Z,30,+","14.2",",,Z,08,","32.2",",Z,14,","3298.2","0","67.2",",Z","74.0",",,,Z","","","0",",,,Z","17.26",",Z","24.12",",,,Z","10.39",",,,Z","","","","","","","","","","","","","",""
"USW00023062","1995-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","158.8","0","123.9",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","1","","","","19950701",",,0","19950731","+,,0","19950731","+,,0","13","","19950716",",,0","19950729",",,0","9.4",",0,01,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,16,","37.2",",0,29,","11.1","0","11.1",",0","26.6",",,,0","","","0",",,,0","21.97",",0","30.15",",,,0","13.80",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","336.8","0","178.0",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","19950801",",,0","19950831","+,,0","19950831","+,,0","9","","19950821",",,0","19950810","+,,0","7.8",",0,01,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,21,","37.2",",0,10,+","11.1","0","0.0",",0","11.2",",,,0","","","0",",,,0","24.08",",0","32.61",",,,0","15.54",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","384.9","0","48.1","1,0","12",",0","6",",0","0",",0","1",",0","2",",0","0",",0","3",",0","0","1,0","20","1,0","5","1,0","2","","","","19950921",",,0","19950920",",,0","19950920",",,0","11","","19950920",",,0","19950904","+,1,0","-2.2",",0,21,","102",",,0,20,","119",",,0,20,","18.0",",,0,20,","36.1","1,0,04,+","115.3","0","104.2","1,0","49.7",",,,0","","","188",",,,0","16.40","1,0","23.81","1,,,0","8.98",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","384.9","0","0.0",",0","2",",0","2",",0","0",",0","1",",0","1",",0","0",",0","13",",0","0",",0","11",",0","0",",0","2","","","","19951024",",,0","19951022",",,0","19951022",",,0","1","","19951022",",,0","19951012","+,,0","-5.0",",0,24,","25",",,0,22,","56",",,0,22,","6.4",",,0,22,","27.8",",0,12,+","378.0","0","262.7",",0","8.9",",,,0","","","56",",,,0","9.86",",0","18.31",",,,0","1.41",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","384.9","0","0.0","1,0","5",",0","3",",0","0",",0","4",",0","3",",0","0",",0","21",",0","1","1,0","4","1,0","0","1,0","1","","","","19951102",",,0","19951127",",,0","19951110",",,0","","","19951127",",,0","19951118",",1,0","-10.6",",0,02,","51",",,0,27,","56",",,0,10,","4.1",",,0,27,","23.9","1,0,18,","728.6","0","350.6","1,0","13.6",",,,0","","","176",",,,0","6.15","1,0","14.53","1,,,0","-2.23",",,,0","","","","","","","","","","","","","",""
"USW00023062","1995-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","384.9","0","0.0",",0","2",",0","0",",0","0",",0","1",",0","0",",0","0",",0","28",",0","4",",0","1",",0","0",",0","","","","","19951209",",,0","19951217",",,0","19951217",",,0","","","19951217",",,0","19951201",",,0","-17.2",",0,09,","25",",,0,17,","13",",,0,17,","1.8",",,0,17,","21.1",",0,01,","1276.5","0","547.9",",0","2.1",",,,0","","","16",",,,0","0.66",",0","8.41",",,,0","-7.09",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","11",",0","3",",0","4",",0","31",",0","9",",0","1",",0","0",",0","","","","","19960118",",,0","19960117","+,,0","19960117",",,0","","","19960104",",,0","19960113",",,0","-22.2",",0,18,","76",",,0,17,+","89",",,0,17,","7.1",",,0,04,","21.7",",0,13,","1920.0","0","643.5",",0","21.1",",,,0","","","264",",,,0","-2.43",",0","5.72",",,,0","-10.57",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","6",",0","1",",0","3",",0","21",",0","6",",0","0",",0","0",",0","","","","","19960203",",,0","19960228","+,,0","19960227",",,0","","","19960221",",,0","19960209",",,0","-26.1",",0,03,","25",",,0,28,+","46",",,0,27,","3.6",",,0,21,","20.6",",0,09,","2398.4","0","478.4",",0","8.2",",,,0","","","82",",,,0","1.84",",0","10.21",",,,0","-6.53",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0","1,0","7",",0","3",",0","0",",0","3",",0","4",",0","0","1,0","26","1,0","4",",0","1",",0","0",",0","2","","","","19960325",",1,0","19960314",",,0","19960324",",,0","","","19960314",",,0","19960310",",,0","-16.7","1,0,25,","102",",,0,14,","155",",,0,24,","15.5",",,0,14,","22.2",",0,10,","2865.2","0","466.8",",0","35.3",",,,0","","","416",",,,0","2.84","1,0","10.49",",,,0","-4.81","1,,,0","","","","","","","","","","","","","",""
"USW00023062","1996-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","2.8","0","2.8",",0","8",",0","1",",0","0",",0","1",",0","1",",0","0",",0","11",",0","0",",0","12",",0","0",",0","2","","","","19960429",",,0","19960413",",,0","19960413",",,0","1","","19960413",",,0","19960424",",,0","-5.0",",0,29,","25",",,0,13,","43",",,0,13,","4.8",",,0,13,","29.4",",0,24,","3117.7","0","252.5",",0","12.3",",,,0","","","82",",,,0","10.01",",0","18.09",",,,0","1.93",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","26.2","0","23.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","5","","","","19960503",",,0","19960531","+,,0","19960531","+,,0","5","","19960526",",,0","19960516",",,0","1.7",",0,03,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,26,","35.0",",0,16,","3229.8","0","112.1",",0","69.5",",,,0","","","0",",,,0","15.47",",0","23.14",",,,0","7.80",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","103.0","0","76.8",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","","","19960607","+,,0","19960630","+,,0","19960630","+,,0","10","","19960615",",,0","19960626","+,,0","7.2",",0,07,+","0",",,0,30,+","0",",,0,30,+","11.9",",,0,15,","33.9",",0,26,+","3241.8","0","12.0",",0","40.2",",,,0","","","0",",,,0","20.49",",0","28.93",",,,0","12.05",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","253.4","0","150.4",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","19960726","+,,0","19960731","+,,0","19960731","+,,0","7","","19960709",",,0","19960704",",,0","12.2",",0,26,+","0",",,0,31,+","0",",,0,31,+","19.8",",,0,09,","36.7",",0,04,","0.0","0","0.0",",0","31.0",",,,0","","","0",",,,0","23.18",",0","31.00",",,,0","15.36",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","371.2","0","117.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","19960831","+,,0","19960831","+,,0","19960831","+,,0","12","","19960822",",,0","19960812",",,0","11.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","3.6",",,0,22,","36.7",",0,12,","0.8","0","0.8",",0","6.7",",,,0","","","0",",,,0","22.11",",0","30.51",",,,0","13.71",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","405.9","0","34.7",",0","12",",0","10",",0","0",",0","2",",0","3",",0","0",",0","3",",0","0",",0","21",",0","5",",0","2","","","","19960927",",,0","19960926","+,,0","19960927",",,0","7","","19960918",",,0","19960904",",,0","-2.2",",0,27,","25",",,0,26,+","69",",,0,27,","21.1",",,0,18,","35.0",",0,04,","100.4","0","99.6",",0","67.0",",,,0","","","119",",,,0","16.17",",0","23.95",",,,0","8.39",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","409.5","0","3.6",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","15",",0","0",",0","1","","","","19961022",",,0","19961031","+,,0","19961026",",,0","","","19961026",",,0","19961011",",,0","-5.0",",0,22,","0",",,0,31,+","38",",,0,26,","6.1",",,0,26,","30.0",",0,11,","336.2","0","235.8",",0","6.9",",,,0","","","38",",,,0","10.84",",0","18.75",",,,0","2.94",",,,0","","","","","","","","","","","","","",""
"USW00023062","1996-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","409.5","0","0.0",",0","8",",0","2",",0","0",",0","5",",0","3",",0","0",",0","26",",0","2",",0","1",",0","0",",0","4","","","","19961117","+,,0","19961116",",,0","19961115",",,0","1","","19961115",",,0","19961119",",,0","-12.2",",0,17,+","51",",,0,16,","43",",,0,15,","5.3",",,0,15,","23.9",",0,19,","774.6","0","438.4",",0","14.4",",,,0","","","144",",,,0","3.72",",0","11.19",",,,0","-3.75",",,,0","","","","","","","","","","","","","",""
