"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00369128","1940-01","40.6","-79.55","243.8","VANDERGRIFT, PA US","","","","","","","26",",6","","","","","","","","","","","19400127","+,,6","","","","","","","","","76",",,6,27,+","","","","","","","","","","","",""
"USC00369128","1940-02","40.6","-79.55","243.8","VANDERGRIFT, PA US","13","3,6","8","3,6","0","3,6","","","","","","","","","","","","","","","","","","","19400214",",3,6","","","","","","","20.3","3,,6,14,","","","78.9","3,,,6","","","",""
"USC00369128","1940-03","40.6","-79.55","243.8","VANDERGRIFT, PA US","13","1,6","10","1,6","0","1,6","","","","","","","","","","","","","","","","","","","19400331","+,1,6","","","","","","","17.8","1,,6,31,+","","","104.8","1,,,6","","","",""
"USC00369128","1940-04","40.6","-79.55","243.8","VANDERGRIFT, PA US","13",",6","10",",6","2",",6","","","0",",6","","","","","","","","","","","19400413",",,6","","","19400420",",,6","","","","","13",",,6,13,","48.3",",,6,20,","","","158.5",",,,6","13",",,,6","",""
"USC00369128","1940-05","40.6","-79.55","243.8","VANDERGRIFT, PA US","15",",6","11",",6","1",",6","","","0",",6","","","","","","","","","","","19400531","+,,6","","","19400531",",,6","","","","","0",",,6,31,+","43.7",",,6,31,","","","127.8",",,,6","0",",,,6","",""
"USC00369128","1940-06","40.6","-79.55","243.8","VANDERGRIFT, PA US","18",",6","14",",6","1",",6","","","","","","","","","","","","","","","","","","","19400629",",,6","","","","","","","37.1",",,6,29,","","","153.9",",,,6","","","",""
"USC00369128","1940-07","40.6","-79.55","243.8","VANDERGRIFT, PA US","9",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","19400712",",,6","","","","","","","35.6",",,6,12,","","","60.1",",,,6","","","",""
"USC00369128","1940-08","40.6","-79.55","243.8","VANDERGRIFT, PA US","10",",6","7",",6","1",",6","","","","","","","","","","","1","","","","","","","","19400807",",,6","","","","","","","27.4",",,6,07,","","","91.8",",,,6","","","",""
"USC00369128","1940-09","40.6","-79.55","243.8","VANDERGRIFT, PA US","5",",6","4",",6","1",",6","","","","","","","","","","","7","","","","","","","","19400925",",,6","","","","","","","28.4",",,6,25,","","","66.5",",,,6","","","",""
"USC00369128","1940-10","40.6","-79.55","243.8","VANDERGRIFT, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","9","","","","","","","","19401030",",,6","","","","","","","19.1",",,6,30,","","","41.7",",,,6","","","",""
