"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00049440","1973-06","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","101.4","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","29",",0","13",",0","","","19730602",",2,0","19730630","+,,0","19730630","+,,0","19730630","+,,0","19730621",",,0","6.7","2,0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.6",",0,21,","","","","","21.9",",0","","","","","0.0",",,,0","0",",,,0","21.09","2,0","31.01",",,,0","11.18","2,,,0","",""
"USC00049440","1973-07","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","90.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","19730702",",,0","19730731","+,,0","19730731","+,,0","19730731","+,,0","19730727","+,,0","5.6",",0,02,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","41.7",",0,27,+","","","4.9","0","4.9",",0","","","","","0.0",",,,0","0",",,,0","21.09",",0","31.93",",,,0","10.25",",,,0","",""
"USC00049440","1973-08","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","46.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19730822",",,0","19730831","+,,0","19730831","+,,0","19730826",",,0","19730829",",,0","4.4",",0,22,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,26,","36.1",",0,29,","","","10.3","0","5.4",",0","","","","","2.5",",,,0","0",",,,0","19.65",",0","30.07",",,,0","9.24",",,,0","",""
"USC00049440","1973-09","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","53.0",",0","2","3,0","1","3,0","0","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","19730917","+,,0","19730930","+,,0","19730930","+,,0","19730920",",3,0","19730910",",,0","7.2",",0,17,+","0",",,0,30,+","0",",,0,30,+","9.1","3,,0,20,","38.3",",0,10,","","","25.1","0","14.8",",0","","","","","25.1",",a,,0","0",",,,0","19.60",",0","28.29",",,,0","10.92",",,,0","",""
"USC00049440","1973-10","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","5.1",",0","3","4,0","1","4,0","0","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19731004","+,,0","19731031","+,,0","19731031","+,,0","19731007",",4,0","19731031",",,0","3.9",",0,04,+","0",",,0,31,+","0",",,0,31,+","14.7","4,,0,07,","31.7",",0,31,","","","97.1","0","72.0",",0","","","","","102.2",",a,,0","0",",,,0","16.17",",0","24.07",",,,0","8.28",",,,0","",""
"USC00049440","1973-11","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","0.0",",0","17","5,0","13","5,0","3","5,0","0",",0","0",",0","0",",0","2",",0","0",",0","1",",0","0",",0","","","19731119","+,,0","19731130","+,,0","19731130","+,,0","19731116",",5,0","19731101",",,0","0.0",",0,19,+","0",",,0,30,+","0",",,0,30,+","54.4","5,,0,16,","26.7",",0,01,","","","330.4","0","233.3",",0","","","","","505.7",",a,,0","0",",,,0","10.56",",0","14.64",",,,0","6.48",",,,0","",""
"USC00049440","1973-12","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","","","0.0","1,0","","","","","","","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","","","19731202",",1,0","19731231","+,,0","19731231","+,,0","","","19731210",",,0","1.1","1,0,02,","0",",,0,31,+","0",",,0,31,+","","","18.3",",0,10,","","","609.5","0","279.1",",0","","","","","","","0",",,,0","8.98","1,0","12.94",",,,0","5.02","1,,,0","",""
"USC00049440","1974-01","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","0.0","0","0.0",",0","","","","","","","0",",0","1",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","19740102",",,0","19740131","+,,0","19740104",",,0","","","19740124",",,0","-4.4",",0,02,","0",",,0,31,+","58",",,0,04,","","","19.4",",0,24,","","","946.0","0","336.5",",0","","","","","342.6",",a,,0","61",",,,0","7.48",",0","12.67",",,,0","2.29",",,,0","",""
"USC00049440","1974-02","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","0.0","0","0.0",",0","6","2,0","4","2,0","1","2,0","0",",0","0",",0","0",",0","8",",0","0",",0","1",",0","0",",0","","","19740223",",,0","19740228","+,,0","19740228","+,,0","19740228",",2,0","19740208",",,0","-2.2",",0,23,","0",",,0,28,+","0",",,0,28,+","39.9","2,,0,28,","22.2",",0,08,","","","1219.6","0","273.6",",0","","","","","115.3",",a,,0","0",",,,0","8.56",",0","15.12",",,,0","2.00",",,,0","",""
"USC00049440","1974-03","38.71611","-122.9975","68.3","WARM SPRINGS DAM, CA US","0.0","0","0.0","1,0","11","5,0","9","5,0","5","5,0","0",",0","0",",0","0","1,0","3","1,0","0",",0","6",",0","0",",0","","","19740308",",1,0","19740331","+,,0","19740331","+,,0","19740301",",5,0","19740320",",,0","-1.1","1,0,08,","0",",,0,31,+","0",",,0,31,+","58.2","5,,0,01,","26.7",",0,20,","","","1454.0","0","234.4",",0","","","","","261.3","2,a,,0","0",",,,0","10.63","1,0","15.97",",,,0","5.30","1,,,0","",""
