"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00341168","1964-09","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","140.6",",0","6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","9",",0","19640914",",,0","19640930","+,,0","19640930","+,,0","19640917",",,0","19640905",",,0","8.9",",0,14,","0",",,0,30,+","0",",,0,30,+","76.7",",,0,17,","36.1",",0,05,","","","","","9.4",",0","170.2",",,,0","0",",,,0","22.71",",0","28.59",",,,0","16.82",",,,0","",""
"USC00341168","1964-10","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","9.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","24",",0","0",",0","19641020",",,0","19641031","+,,0","19641031","+,,0","19641015",",,0","19641018",",,0","-1.7",",0,20,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,15,","29.4",",0,18,","","","","","106.8",",0","10.9",",,,0","0",",,,0","15.20",",0","23.45",",,,0","6.95",",,,0","",""
"USC00341168","1964-11","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","7.8",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","14",",0","0",",0","19641122",",,0","19641130","+,,0","19641130","+,,0","19641119",",,0","19641128","+,,0","-6.7",",0,22,","0",",,0,30,+","0",",,0,30,+","85.3",",,0,19,","26.1",",0,28,+","","","","","178.8",",0","139.7",",,,0","0",",,,0","12.63",",0","19.44",",,,0","5.83",",,,0","",""
"USC00341168","1964-12","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","6",",0","2",",0","1",",0","0",",0","0",",0","0","3,0","19","3,0","1","3,0","2","3,0","0","3,0","19641219","+,3,0","19641231","+,,0","19641231","+,,0","19641210",",,0","19641224",",3,0","-12.2","3,0,19,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,10,","23.9","3,0,24,","","","","","","","34.0",",,,0","0",",,,0","5.83","4,0","12.73","3,,,0","-1.06","3,,,0","",""
"USC00341168","1965-01","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","0.0","0","0.0",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","21",",0","0",",0","1",",0","0",",0","19650116",",,0","19650131","+,,0","19650131","+,,0","19650109",",,0","19650108",",,0","-12.2",",0,16,","0",",,0,31,+","0",",,0,31,+","52.1",",,0,09,","21.1",",0,08,","","","","","372.5",",0","84.7",",,,0","0",",,,0","6.32",",0","13.38",",,,0","-0.75",",,,0","",""
"USC00341168","1965-02","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","0.0","0","0.0","2,0","6",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","17","1,0","0","2,0","0","2,0","0","2,0","19650202",",1,0","19650228","+,,0","19650225",",,0","19650209",",,0","19650228",",2,0","-10.6","1,0,02,","0",",,0,28,+","0",",T,0,25,","73.9",",,0,09,","20.0","2,0,28,","","","","","328.7","2,0","139.2",",,,0","0",",T,,0","5.56","2,0","12.70","2,,,0","-1.58","1,,,0","",""
"USC00341168","1965-03","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19650331","+,,0","19650331","+,,0","19650329",",,0","","","","","0",",,0,31,+","0",",,0,31,+","20.3",",,0,29,","","","","","","","","","64.0",",,,0","0",",,,0","","","","","","","",""
"USC00341168","1965-04","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","50.1","3,0","5",",0","2",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","3,0","23","3,0","0","3,0","19650429",",2,0","19650430","+,,0","19650430","+,,0","19650403",",,0","19650424","+,3,0","0.6","2,0,29,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,03,","30.6","3,0,24,+","","","","","43.2","3,0","51.9",",,,0","0",",,,0","18.55","3,0","25.79","3,,,0","11.31","2,,,0","",""
"USC00341168","1965-05","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","12",",0","11",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","19650531","+,,0","19650531","+,,0","19650510",",,0","","","","","0",",,0,31,+","0",",,0,31,+","53.3",",,0,10,","","","","","","","","","186.2",",,,0","0",",,,0","","","","","","","",""
"USC00341168","1965-06","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","162.3","3,0","5",",0","5",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","5","3,0","19650621",",3,0","19650630","+,,0","19650630","+,,0","19650623",",,0","19650622","+,3,0","13.9","3,0,21,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,23,","32.8","3,0,22,+","","","","","0.0","3,0","106.1",",,,0","0",",,,0","24.34","3,0","30.09","3,,,0","18.60","3,,,0","",""
