"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00003947","1972-10","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","","","8.4",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","9",",X","0",",X","12","","4","","19721019",",,X","19721031","+,,X","19721031","+,,X","4","","19721030","+,,X","19721011",",,X","-6.1",",X,19,","0",",,X,31,+","0",",,X,31,+","11.7",",,X,30,+","28.9",",X,11,","","","200.1",",X","58.3",",,,X","","","","","","","","","0",",,,X","12.15",",X","17.05",",,,X","7.25",",,,X","","","","","","","","","135","2,X","45","2,X","","","","","","","14.4","2,X","14.3","2,X"
"USW00003947","1972-11","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","","","0.0",",0","11",",0","8",",0","0",",0","2",",0","3",",0","0",",0","16",",0","0",",0","0",",0","0",",0","15","","2","","19721128",",,0","19721119",",,0","19721116",",,0","3","","19721101",",,0","19721105",",,0","-5.0",",0,28,","51",",,0,19,","36",",,0,16,","18.3",",,0,01,","18.9",",0,05,","","","423.4",",0","76.3",",,,0","35.8",",X","","","","","","","91",",,,0","4.22",",0","7.30",",,,0","1.14",",,,0","6486",",X","","","","","","","90",",X","45",",X","","","","","","","23.1",",X","15.2",",X"
"USW00003947","1972-12","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","","","0.0",",0","8",",0","4",",0","0",",0","12",",0","1",",0","2",",0","24",",0","14",",0","0",",0","0",",0","12","","3","","19721210","+,,0","19721214","+,,0","19721211",",,0","1","","19721211",",,0","19721202",",,0","-17.8",",0,10,+","76",",,0,14,+","51",",,0,11,","17.8",",,0,11,","18.3",",0,02,","","","646.4",",0","37.3",",,,0","57.9",",X","","","","","","","80",",,,0","-2.52",",0","1.43",",,,0","-6.47",",,,0","10254",",X","","","","","","","180",",X","225",",X","","","","","","","28.8",",X","21.9",",X"
"USW00003947","1973-01","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","5",",0","0",",0","19",",0","4",",0","4",",0","24",",0","12",",0","0",",0","0",",0","5","","","","19730109",",,0","19730109","+,,0","19730103",",,0","","","19730103",",,0","19730117",",,0","-22.2",",0,09,","127",",,0,09,+","127",",,0,03,","22.4",",,0,03,","16.1",",0,17,","","","649.5",",0","52.2",",,,0","67.5",",X","","","","","","","277",",,,0","-2.62",",0","1.56",",,,0","-6.80",",,,0","12312",",X","","","","","","","315",",X","315",",X","","","","","","","20.0",",X","16.1",",X"
"USW00003947","1973-02","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","1",",0","0",",0","0",",0","22",",0","5",",0","0",",0","0",",0","8","","3","","19730216",",,0","19730218",",,0","19730207",",,0","","","19730201",",,0","19730228",",,0","-14.4",",0,16,","25",",,0,18,","8",",,0,07,","19.3",",,0,01,","17.8",",0,28,","","","485.8",",0","34.3",",,,0","60.8",",X","","","","","","","8",",,,0","0.98",",0","5.60",",,,0","-3.64",",,,0","11028",",X","","","","","","","315",",X","360",",X","","","","","","","15.9",",X","11.6",",X"
"USW00003947","1973-03","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","0.0","0","0.0",",0","20",",0","13",",0","4",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","21","","6","","19730317",",,0","19730331","+,,0","19730331","+,,0","2","","19730313",",,0","19730312",",,0","-2.8",",0,17,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,13,","19.4",",0,12,","","","298.5",",0","230.8",",,,0","37.5",",X","","","","","","","0",",,,0","8.70",",0","12.32",",,,0","5.09",",,,0","8328",",X","","","","","","","225",",X","225",",X","","","","","","","23.6",",X","18.8",",X"
"USW00003947","1973-04","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","2.2","0","2.2",",0","10",",0","7",",0","1",",0","1",",0","1",",0","0",",0","5",",0","1",",0","10",",0","0",",0","9","","","","19730410",",,0","19730409",",,0","19730408",",,0","6","","19730415",",,0","19730421",",,0","-3.9",",0,10,","25",",,0,09,","25",",,0,08,","29.0",",,0,15,","25.0",",0,21,","","","223.0",",0","74.0",",,,0","54.5",",X","","","","","","","33",",,,0","10.97",",0","16.03",",,,0","5.91",",,,0","13026",",X","","","","","","","315",",X","315",",X","","","","","","","21.6",",X","17.9",",X"
"USW00003947","1973-05","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","16.9","0","14.7",",0","8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","6","","","","19730515","+,,0","19730531","+,,0","19730531","+,,0","7","","19730501",",,0","19730521",",,0","4.4",",0,15,+","0",",,0,31,+","0",",,0,31,+","39.1",",,0,01,","32.2",",0,21,","","","75.0",",0","143.6",",,,0","68.8",",X","","","","","","","0",",,,0","16.39",",0","22.21",",,,0","10.57",",,,0","18390",",X","","","","","","","225",",X","225",",X","","","","","","","19.5",",X","17.0",",X"
"USW00003947","1973-06","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","174.2","0","157.3",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","8","","1","","19730606",",,0","19730630","+,,0","19730630","+,,0","10","","19730626",",,0","19730625",",,0","10.6",",0,06,","0",",,0,30,+","0",",,0,30,+","26.2",",,0,26,","35.0",",0,25,","","","0.0",",0","72.2",",,,0","76.0",",X","","","","","","","0",",,,0","23.58",",0","29.53",",,,0","17.62",",,,0","20370",",X","","","","","","","180",",X","180",",X","","","","","","","30.8",",X","14.3",",X"
"USW00003947","1973-07","39.29747","-94.73087","307.4","KANSAS CITY INTERNATIONAL AIRPORT, MO US","","","","","","","","","","","374.3","0","200.1",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","5","","","","19730715",",,0","19730731","+,,0","19730731","+,,0","11","","19730702",",,0","19730718","+,,0","15.0",",0,15,","0",",,0,31,+","0",",,0,31,+","67.3",",,0,02,","35.0",",0,18,+","0.0","0","0.0",",0","221.4",",,,0","76.6",",X","","","","","","","0",",,,0","24.79",",0","30.00",",,,0","19.57",",,,0","20802",",X","","","","","","","315",",X","315",",X","","","","","","","36.0",",X","31.3",",X"
