"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00383525","1947-01","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19470119",",,6","","","","","","","","","8.1",",,6,19,","","","","","13.4",",,,6","","","","","","","",""
"USC00383525","1947-02","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19470207",",,6","","","","","","","","","2.3",",,6,07,","","","","","3.6",",,,6","","","","","","","",""
"USC00383525","1947-03","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","12",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19470308",",,6","","","","","","","","","40.4",",,6,08,","","","","","153.9",",,,6","","","","","","","",""
"USC00383525","1947-04","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19470402",",,6","","","","","","","","","27.2",",,6,02,","","","","","80.9",",,,6","","","","","","","",""
"USC00383525","1947-06","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","7",",6","7",",6","5",",6","","","","","","","","","","","","","","","","","","","","","","","19470613",",,6","","","","","","","","","55.4",",,6,13,","","","","","213.2",",,,6","","","","","","","",""
"USC00383525","1947-07","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","12",",6","11",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","19470729",",,6","","","","","","","","","44.5",",,6,29,","","","","","223.1",",,,6","","","","","","","",""
"USC00383525","1947-08","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","13",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19470802",",,6","","","","","","","","","62.2",",,6,02,","","","","","174.1",",,,6","","","","","","","",""
"USC00383525","1947-09","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19470924",",,6","","","","","","","","","73.7",",,6,24,","","","","","131.9",",,,6","","","","","","","",""
"USC00383525","1947-10","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","10",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19471017",",,6","","","","","","","","","19.6",",,6,17,","","","","","79.7",",,,6","","","","","","","",""
"USC00383525","1948-01","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","12",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19480131",",,6","","","","","","","","","28.2",",,6,31,","","","","","84.0",",,,6","","","","","","","",""
"USC00383525","1948-02","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","8",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19480210",",,6","","","","","","","","","31.8",",,6,10,","","","","","95.2",",,,6","","","","","","","",""
"USC00383525","1948-03","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","12",",6","9",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","19480324",",,6","","","","","","","","","49.8",",,6,24,","","","","","213.7",",,,6","","","","","","","",""
"USC00383525","1948-04","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","6",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19480401",",,6","","","","","","","","","50.0",",,6,01,","","","","","96.2",",,,6","","","","","","","",""
"USC00383525","1948-05","33.01667","-80.35","16.8","GIVHANS FERRY 2 ESE, SC US","","","","","7",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19480526",",,6","","","","","","","","","29.2",",,6,26,","","","","","121.7",",,,6","","","","","","","",""
