"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00487105","1936-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","119.3","6","100.8",",6","7",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","24",",6","12",",6","","","19360605",",,6","","","19360630","+,,6","","","19360601",",,6","19360627",",,6","3.9",",6,05,","","","0",",,6,30,+","15.5",",,6,01,","35.6",",6,27,","","","4130.3","6","50.1",",6","","","","","54.6",",,,6","0",",,,6","20.03",",6","27.80",",,,6","12.25",",,,6","",""
"USC00487105","1936-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","116.8",",6","5",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","12",",6","","","19360828",",,6","","","19360831","+,,6","","","19360811",",,6","19360810","+,,6","6.1",",6,28,","","","0",",,6,31,+","12.2",",,6,11,","33.9",",6,10,+","","","","","5.3",",6","","","","","31.3",",,,6","0",",,,6","21.93",",6","29.99",",,,6","13.87",",,,6","",""
"USC00487105","1936-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","9.5",",6","2",",6","1",",6","0",",6","","","1",",6","0",",6","6",",6","1",",6","23",",6","0",",6","","","19360927",",,6","","","19360926",",,6","","","19360926",",,6","19360922","+,,6","-7.2",",6,27,","","","102",",,6,26,","9.7",",,6,26,","28.9",",6,22,+","","","","","128.1",",6","","","","","10.2",",,,6","102",",,,6","14.38",",6","23.45",",,,6","5.31",",,,6","",""
"USC00487105","1936-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0",",6","6",",6","2",",6","0",",6","","","1",",6","0",",6","14",",6","2",",6","8",",6","0",",6","","","19361022",",,6","","","19361020",",,6","","","19361015",",,6","19361012","+,,6","-8.9",",6,22,","","","25",",,6,20,","19.8",",,6,15,","25.0",",6,12,+","","","","","327.2",",6","","","","","32.5",",,,6","30",",,,6","7.78",",6","15.08",",,,6","0.48",",,,6","",""
"USC00487105","1936-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0",",6","5",",6","2",",6","0",",6","","","2",",6","0",",6","26",",6","3",",6","0",",6","0",",6","","","19361103","+,,6","","","19361118",",,6","","","19361118",",,6","19361116",",,6","-16.1",",6,03,+","","","51",",,6,18,","11.2",",,6,18,","15.0",",6,16,","","","","","516.1",",6","","","","","20.3",",,,6","101",",,,6","1.13",",6","7.27",",,,6","-5.01",",,,6","",""
"USC00487105","1936-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0",",6","7",",6","2",",6","0",",6","","","2",",6","1",",6","29",",6","8",",6","0",",6","0",",6","","","19361206",",,6","","","19361229",",,6","","","19361229",",,6","19361225",",,6","-20.6",",6,06,","","","64",",,6,29,","4.1",",,6,29,","8.3",",6,25,","","","","","628.7",",6","","","","","9.5",",,,6","124",",,,6","-1.95",",6","2.67",",,,6","-6.56",",,,6","",""
"USC00487105","1937-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","6",",6","1",",6","0",",6","","","1",",6","12","1,6","30","1,6","30","1,6","0","1,6","0","1,6","","","19370108",",1,6","","","19370107",",,6","","","19370107",",,6","19370112",",1,6","-32.8","1,6,08,","","","51",",,6,07,","4.8",",,6,07,","0.0","1,6,12,","","","","","927.7","1,6","","","","","9.9",",,,6","102",",,,6","-12.59","1,6","-7.67","1,,,6","-17.51","1,,,6","",""
"USC00487105","1937-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","4",",6","1",",6","0",",6","","","1",",6","2",",6","28",",6","10",",6","0",",6","0",",6","","","19370201",",,6","","","19370207",",,6","","","19370207",",,6","19370214",",,6","-21.1",",6,01,","","","104",",,6,07,","10.4",",,6,07,","6.1",",6,14,","","","","","639.3",",6","","","","","13.4",",,,6","134",",,,6","-4.50",",6","1.06",",,,6","-10.06",",,,6","",""
"USC00487105","1937-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","4",",6","0",",6","30",",6","5",",6","0",",6","0",",6","","","19370326",",,6","","","19370319",",,6","","","19370319",",,6","19370318",",,6","-16.1",",6,26,","","","124",",,6,19,","12.4",",,6,19,","10.0",",6,18,","","","","","600.0",",6","","","","","28.3",",,,6","283",",,,6","-1.02",",6","4.22",",,,6","-6.27",",,,6","",""
"USC00487105","1937-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","9",",6","6",",6","0",",6","","","3",",6","0",",6","23",",6","0",",6","1",",6","0",",6","","","19370408","+,,6","","","19370416",",,6","","","19370407",",,6","19370415",",,6","-6.7",",6,08,+","","","64",",,6,16,","9.9",",,6,07,","23.3",",6,15,","","","","","389.6",",6","","","","","36.6",",,,6","168",",,,6","5.35",",6","11.84",",,,6","-1.15",",,,6","",""
"USC00487105","1937-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.6","6","0.6",",6","7",",6","2",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","16",",6","0",",6","","","19370503",",,6","","","19370531","+,,6","","","19370530",",,6","19370528","+,,6","-0.6",",6,03,","","","0",",,6,31,+","22.6",",,6,30,","27.8",",6,28,+","","","","","173.3",",6","","","","","35.4",",,,6","0",",,,6","12.76",",6","20.25",",,,6","5.27",",,,6","",""
"USC00487105","1937-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","39.0","6","38.4",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","20",",6","4",",6","","","19370604",",,6","","","19370605","+,,6","","","19370615",",,6","19370630","+,,6","-1.1",",6,04,","","","0",",T,6,05,+","13.5",",,6,15,","32.2",",6,30,+","","","","","98.1",",6","","","","","44.8",",,,6","0",",T,,6","16.34",",6","23.88",",,,6","8.81",",,,6","",""
"USC00487105","1937-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","140.7","6","101.7",",6","13",",6","9",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","6",",6","","","19370716",",,6","","","19370731","+,,6","","","19370712",",,6","19370704",",,6","10.0",",6,16,","","","0",",,6,31,+","51.6",",,6,12,","35.0",",6,04,","","","3.1","6","3.1",",6","","","","","132.0",",,,6","0",",,,6","21.51",",6","28.93",",,,6","14.10",",,,6","",""
"USC00487105","1937-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","269.6","6","128.9",",6","5",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","13",",6","","","19370829",",,6","","","19370831","+,,6","","","19370829",",,6","19370813",",,6","6.1",",6,29,","","","0",",,6,31,+","13.5",",,6,29,","34.4",",6,13,","","","8.7","6","5.6",",6","","","","","23.2",",,,6","0",",,,6","22.31",",6","30.80",",,,6","13.82",",,,6","",""
"USC00487105","1937-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","294.6","6","25.0",",6","5",",6","1",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","25",",6","0",",6","","","19370925",",,6","","","19370924",",,6","","","19370904",",,6","19370919",",,6","-5.0",",6,25,","","","0",",T,6,24,","6.9",",,6,04,","31.1",",6,19,","","","79.3","6","70.6",",6","","","","","8.6",",,,6","0",",T,,6","16.82",",6","25.24",",,,6","8.39",",,,6","",""
"USC00487105","1937-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","294.6","6","0.0",",6","7",",6","3",",6","0",",6","","","1",",6","0",",6","11",",6","0",",6","10",",6","0",",6","","","19371005",",,6","","","19371018",",,6","","","19371018",",,6","19371003",",,6","-2.8",",6,05,","","","25",",,6,18,","9.4",",,6,18,","24.4",",6,03,","","","328.5","6","249.2",",6","","","","","29.5",",,,6","25",",,,6","10.29",",6","18.31",",,,6","2.27",",,,6","",""
"USC00487105","1937-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","294.6","6","0.0","1,6","7",",6","5",",6","0",",6","","","3",",6","2","1,6","24","1,6","2",",6","0",",6","0",",6","","","19371118",",1,6","","","19371126",",,6","","","19371121",",,6","19371101",",,6","-19.4","1,6,18,","","","61",",,6,26,","6.9",",,6,21,","16.7",",6,01,","","","802.0","6","473.5",",6","","","","","30.8",",,,6","160",",,,6","1.89","1,6","7.56",",,,6","-3.79","1,,,6","",""
"USC00487105","1937-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","294.6","6","0.0","1,6","7",",6","2",",6","0",",6","","","1",",6","3",",6","29",",6","12","1,6","0","1,6","0","1,6","","","19371224",",,6","","","19371213",",,6","","","19371212",",,6","19371212",",1,6","-25.6",",6,24,","","","51",",,6,13,","9.1",",,6,12,","7.8","1,6,12,","","","1452.7","6","650.7","1,6","","","","","17.3",",,,6","76",",,,6","-3.42","1,6","1.47","1,,,6","-8.30",",,,6","",""
"USC00487105","1938-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","5",",6","2",",6","0",",6","","","2",",6","5",",6","29",",6","6",",6","0",",6","0",",6","","","19380130",",,6","","","19380129",",,6","","","19380129",",,6","19380115",",,6","-28.3",",6,30,","","","33",",,6,29,","3.3",",,6,29,","8.9",",6,15,","","","2146.7","6","694.0",",6","","","","","8.4",",,,6","74",",,,6","-4.05",",6","1.87",",,,6","-9.98",",,,6","",""
"USC00487105","1938-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","6",",6","0",",6","0",",6","","","0",",6","4",",6","26",",6","4",",6","0",",6","0",",6","","","19380216",",,6","","","19380222",",,6","","","19380222",",,6","19380211",",,6","-27.2",",6,16,","","","18",",,6,22,","1.8",",,6,22,","10.0",",6,11,","","","2733.1","6","586.4",",6","","","","","4.9",",,,6","49",",,,6","-2.61",",6","3.01",",,,6","-8.23",",,,6","",""
"USC00487105","1938-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","5",",6","1",",6","0",",6","","","1",",6","0",",6","27",",6","0",",6","0",",6","0",",6","","","19380318",",,6","","","19380304",",,6","","","19380304",",,6","19380320",",,6","-10.6",",6,18,","","","36",",,6,04,","3.6",",,6,04,","13.9",",6,20,","","","3235.6","6","502.5",",6","","","","","8.2",",,,6","62",",,,6","2.12",",6","8.14",",,,6","-3.89",",,,6","",""
"USC00487105","1938-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","12",",6","6",",6","0",",6","","","1",",6","0",",6","12",",6","1",",6","3",",6","0",",6","","","19380407",",,6","","","19380406",",,6","","","19380415",",,6","19380430","+,,6","-16.1",",6,07,","","","56",",,6,06,","14.2",",,6,15,","24.4",",6,30,+","","","3576.5","6","340.9",",6","","","","","47.0",",,,6","61",",,,6","6.97",",6","14.21",",,,6","-0.27",",,,6","",""
"USC00487105","1938-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.8","6","0.8",",6","12",",6","7",",6","0",",6","","","","","0",",6","6",",6","0",",6","9",",6","0",",6","","","19380507",",,6","","","","","","","19380530",",,6","19380527",",,6","-5.0",",6,07,","","","","","11.7",",,6,30,","29.4",",6,27,","","","3818.5","6","242.0",",6","","","","","53.8",",,,6","","","10.55",",6","17.38",",,,6","3.72",",,,6","",""
"USC00487105","1938-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","40.5","6","39.7",",6","10",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","1",",6","","","19380601",",,6","","","19380630","+,,6","","","19380629",",,6","19380627",",,6","3.3",",6,01,","","","0",",,6,30,+","5.1",",,6,29,","32.2",",6,27,","","","3851.8","6","33.3",",6","","","","","13.5",",,,6","0",",,,6","18.55",",6","26.83",",,,6","10.26",",,,6","",""
"USC00487105","1938-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","131.7","6","91.2",",6","7",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","19380707",",,6","","","","","","","19380715",",,6","19380731",",,6","7.2",",6,07,","","","","","4.8",",,6,15,","36.7",",6,31,","","","3.9","6","3.9",",6","","","","","10.3",",,,6","","","21.15",",6","29.85",",,,6","12.45",",,,6","",""
"USC00487105","1938-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","232.9","6","101.2",",6","7",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","12",",6","","","19380817","+,,6","","","19380831","+,,6","","","19380825",",,6","19380801",",,6","7.8",",6,17,+","","","0",",,6,31,+","28.7",",,6,25,","36.7",",6,01,","","","10.6","6","6.7",",6","","","","","45.2",",,,6","0",",,,6","21.38",",6","29.75",",,,6","13.01",",,,6","",""
"USC00487105","1938-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","242.5","6","9.6","1,6","6",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","25","1,6","0","1,6","","","19380919",",,6","","","19380930","+,,6","","","19380911",",,6","19380906","+,1,6","5.0",",6,19,","","","0",",,6,30,+","18.8",",,6,11,","28.9","1,6,06,+","","","64.0","6","53.4","1,6","","","","","25.1",",,,6","0",",,,6","16.82","1,6","24.66","1,,,6","8.99",",,,6","",""
"USC00487105","1938-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","243.6","6","1.1",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","9",",6","0",",6","8",",6","0",",6","","","19381019",",,6","","","19381017",",,6","","","19381005",",,6","19381004","+,,6","-6.1",",6,19,","","","0",",T,6,17,","7.4",",,6,05,","25.0",",6,04,+","","","299.6","6","235.6",",6","","","","","11.2",",,,6","0",",T,,6","10.77",",6","17.80",",,,6","3.74",",,,6","",""
"USC00487105","1938-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","243.6","6","0.0",",6","10",",6","3",",6","0",",6","","","3",",6","1",",6","27",",6","8",",6","0",",6","0",",6","","","19381123",",,6","","","19381102",",,6","","","19381102",",,6","19381101",",,6","-18.9",",6,23,","","","66",",,6,02,","6.6",",,6,02,","10.6",",6,01,","","","897.2","6","597.6",",6","","","","","17.7",",,,6","167",",,,6","-1.59",",6","3.27",",,,6","-6.45",",,,6","",""
"USC00487105","1938-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","243.6","6","0.0","2,6","5",",6","2",",6","0",",6","","","2",",6","3","2,6","28","2,6","6",",6","0",",6","0",",6","","","19381227",",2,6","","","19381226","+,,6","","","19381226","+,,6","19381209","+,,6","-26.1","2,6,27,","","","28",",,6,26,+","2.8",",,6,26,+","10.6",",6,09,+","","","1489.6","6","592.4",",6","","","","","8.0",",,,6","80",",,,6","-2.16","2,6","3.45",",,,6","-7.77","2,,,6","",""
"USC00487105","1939-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","5",",6","1",",6","0",",6","","","1",",6","1",",6","31",",6","7","1,6","0","1,6","0","1,6","","","19390122",",,6","","","19390113",",,6","","","19390113",",,6","19390128","+,1,6","-18.3",",6,22,","","","53",",,6,13,","5.3",",,6,13,","5.6","1,6,28,+","","","2141.2","6","651.6","1,6","","","","","9.2",",,,6","92",",,,6","-3.39","1,6","1.91","1,,,6","-8.69",",,,6","",""
"USC00487105","1939-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0","1,6","8",",6","3",",6","0",",6","","","3",",6","11",",6","28",",6","21","1,6","0","1,6","0","1,6","","","19390209",",,6","","","19390216",",,6","","","19390216",",,6","19390215",",1,6","-30.6",",6,09,","","","58",",,6,16,","5.8",",,6,16,","3.3","1,6,15,","","","2911.0","6","769.8","1,6","","","","","19.4",",,,6","194",",,,6","-10.16","1,6","-3.83","1,,,6","-16.50",",,,6","",""
"USC00487105","1939-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","3","3,6","1","3,6","0","3,6","","","2",",6","2",",6","28",",6","6",",6","0",",6","0",",6","","","19390301",",,6","","","19390327",",,6","","","19390327",",3,6","19390323",",,6","-22.8",",6,01,","","","76",",,6,27,","4.8","3,,6,27,","19.4",",6,23,","","","3436.0","6","525.0",",6","","","","","6.8","3,,,6","109",",,,6","1.40",",6","8.09",",,,6","-5.29",",,,6","",""
"USC00487105","1939-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","8",",6","3",",6","0",",6","","","3",",6","0",",6","13",",6","0",",6","7",",6","0",",6","","","19390406",",,6","","","19390416","+,,6","","","19390410",",,6","19390429",",,6","-15.0",",6,06,","","","51",",,6,16,+","9.7",",,6,10,","26.1",",6,29,","","","3739.0","6","303.0",",6","","","","","22.4",",,,6","135",",,,6","8.23",",6","16.28",",,,6","0.19",",,,6","",""
"USC00487105","1939-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","2.3","6","2.3",",6","6",",6","3",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","24",",6","0",",6","","","19390513","+,,6","","","19390531","+,,6","","","19390512",",,6","19390530","+,,6","-1.1",",6,13,+","","","0",",,6,31,+","8.4",",,6,12,","27.8",",6,30,+","","","3882.4","6","143.4",",6","","","","","24.8",",,,6","0",",,,6","13.78",",6","22.46",",,,6","5.10",",,,6","",""
"USC00487105","1939-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","17.6","6","15.3",",6","8",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","21",",6","0",",6","","","19390602",",,6","","","19390630","+,,6","","","19390609",",,6","19390606",",,6","1.7",",6,02,","","","0",",,6,30,+","11.9",",,6,09,","30.6",",6,06,","","","3969.3","6","86.9",",6","","","","","25.0",",,,6","0",",,,6","15.95",",6","23.94",",,,6","7.95",",,,6","",""
"USC00487105","1939-07","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","153.5","6","135.9","1,6","4",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","30","1,6","17","1,6","","","19390722","+,,6","","","19390731","+,,6","","","19390728",",,6","19390719",",1,6","9.4",",6,22,+","","","0",",,6,31,+","3.8",",,6,28,","36.7","1,6,19,","","","0.0","6","0.0","1,6","","","","","6.1",",,,6","0",",,,6","22.83","1,6","32.30","1,,,6","13.37",",,,6","",""
"USC00487105","1939-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","246.3","6","92.8",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","12",",6","","","19390808",",,6","","","19390831","+,,6","","","19390801",",,6","19390806",",,6","3.3",",6,08,","","","0",",,6,31,+","4.3",",,6,01,","36.1",",6,06,","","","18.5","6","18.5",",6","","","","","7.4",",,,6","0",",,,6","20.73",",6","31.15",",,,6","10.31",",,,6","",""
"USC00487105","1939-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","269.6","6","23.3",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","27",",6","2",",6","","","19390930",",,6","","","19390930","+,,6","","","19390907",",,6","19390902",",,6","-1.7",",6,30,","","","0",",,6,30,+","14.7",",,6,07,","32.8",",6,02,","","","89.1","6","70.6",",6","","","","","19.1",",,,6","0",",,,6","16.76",",6","25.78",",,,6","7.73",",,,6","",""
"USC00487105","1939-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","269.6","6","0.0",",6","5",",6","2",",6","0",",6","","","1",",6","0",",6","8",",6","0",",6","8",",6","0",",6","","","19391030","+,,6","","","19391029",",,6","","","19391009",",,6","19391025",",,6","-4.4",",6,30,+","","","25",",,6,29,","11.9",",,6,09,","24.4",",6,25,","","","327.7","6","238.6",",6","","","","","27.9",",,,6","25",",,,6","10.64",",6","18.54",",,,6","2.74",",,,6","",""
"USC00487105","1939-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","269.6","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","26",",6","0",",6","0",",6","0",",6","","","19391126",",,6","","","19391130","+,,6","","","19391130","+,,6","19391108",",,6","-13.3",",6,26,","","","0",",,6,30,+","0.0",",,6,30,+","18.9",",6,08,","","","765.9","6","438.2",",6","","","","","0.0",",,,6","0",",,,6","3.73",",6","12.84",",,,6","-5.39",",,,6","",""
"USC00487105","1939-12","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","269.6","6","0.0",",6","3",",6","0",",6","0",",6","","","1",",6","4",",6","23",",6","5",",6","0",",6","0",",6","","","19391228",",,6","","","19391223",",,6","","","19391223",",,6","19391210","+,,6","-22.8",",6,28,","","","30",",,6,23,","2.0",",,6,23,","17.2",",6,10,+","","","1285.5","6","519.6",",6","","","","","3.6",",,,6","53",",,,6","1.57",",6","8.24",",,,6","-5.09",",,,6","",""
"USC00487105","1940-01","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","7",",6","1",",6","0",",6","","","2",",6","9",",6","31",",6","15",",6","0",",6","0",",6","","","19400118",",,6","","","19400101",",,6","","","19400101",",,6","19400130","+,,6","-30.0",",6,18,","","","48",",,6,01,","2.8",",,6,01,","5.6",",6,30,+","","","2072.1","6","786.6",",6","","","","","7.5",",,,6","120",",,,6","-7.04",",6","-1.05",",,,6","-13.03",",,,6","",""
"USC00487105","1940-02","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","10",",6","2",",6","0",",6","","","3",",6","0",",6","25",",6","7",",6","0",",6","0",",6","","","19400216",",,6","","","19400207",",,6","","","19400207",",,6","19400227",",,6","-15.6",",6,16,","","","64",",,6,07,","3.8",",,6,07,","19.4",",6,27,","","","2632.7","6","560.6",",6","","","","","11.1",",,,6","186",",,,6","-1.00",",6","4.71",",,,6","-6.70",",,,6","",""
"USC00487105","1940-03","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","7",",6","1",",6","0",",6","","","0",",6","0",",6","26",",6","1",",6","1",",6","0",",6","","","19400312",",,6","","","19400311","+,,6","","","19400306",",,6","19400331",",,6","-11.1",",6,12,","","","13",",,6,11,+","3.8",",,6,06,","22.2",",6,31,","","","3072.2","6","439.5",",6","","","","","9.0",",,,6","29",",,,6","4.16",",6","10.98",",,,6","-2.67",",,,6","",""
"USC00487105","1940-04","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.0","6","0.0",",6","13",",6","9",",6","0",",6","","","4",",6","0",",6","15",",6","0",",6","3",",6","0",",6","","","19400411",",,6","","","19400402",",,6","","","19400402",",,6","19400420",",,6","-13.3",",6,11,","","","127",",,6,02,","19.8",",,6,02,","23.9",",6,20,","","","3404.3","6","332.1",",6","","","","","68.7",",,,6","331",",,,6","7.26",",6","14.39",",,,6","0.13",",,,6","",""
"USC00487105","1940-05","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","0.6","6","0.6",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","21",",6","0",",6","","","19400501",",,6","","","19400531","+,,6","","","19400521",",,6","19400531",",,6","0.0",",6,01,","","","0",",,6,31,+","3.8",",,6,21,","28.9",",6,31,","","","3542.6","6","138.3",",6","","","","","7.4",",,,6","0",",,,6","13.89",",6","22.45",",,,6","5.33",",,,6","",""
"USC00487105","1940-06","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","89.3","6","88.7",",6","6",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","14",",6","","","19400610",",,6","","","19400630","+,,6","","","19400630",",,6","19400619","+,,6","0.6",",6,10,","","","0",",,6,30,+","1.3",",,6,30,","36.1",",6,19,+","","","3572.0","6","29.4",",6","","","","","3.7",",,,6","0",",,,6","20.31",",6","30.31",",,,6","10.31",",,,6","",""
"USC00487105","1940-08","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","126.7",",6","8",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","19",",6","","","19400830",",,6","","","19400831","+,,6","","","19400825",",,6","19400813",",,6","7.8",",6,30,","","","0",",,6,31,+","4.8",",,6,25,","36.7",",6,13,","","","","","4.2",",6","","","","","10.2",",,,6","0",",,,6","22.29",",6","31.54",",,,6","13.04",",,,6","",""
"USC00487105","1940-09","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","39.0",",6","9",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","4",",6","","","19400925",",,6","","","19400930","+,,6","","","19400929",",,6","19400901",",,6","3.9",",6,25,","","","0",",,6,30,+","6.6",",,6,29,","34.4",",6,01,","","","","","43.9",",6","","","","","27.0",",,,6","0",",,,6","18.17",",6","26.58",",,,6","9.76",",,,6","",""
"USC00487105","1940-10","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","16",",6","0",",6","","","19401031",",,6","","","19401031","+,,6","","","19401027",",,6","19401018","+,,6","-2.8",",6,31,","","","0",",,6,31,+","3.0",",,6,27,","23.9",",6,18,+","","","","","210.4",",6","","","","","8.3",",,,6","0",",,,6","11.55",",6","19.50",",,,6","3.59",",,,6","",""
"USC00487105","1940-11","42.47165","-106.85268","1805.3","PATHFINDER DAM, WY US","","","","","0.0","1,6","6",",6","2",",6","0",",6","","","3",",6","2","1,6","22","1,6","9",",6","0",",6","0",",6","","","19401124",",1,6","","","19401104",",,6","","","19401104",",,6","19401102",",,6","-21.7","1,6,24,","","","51",",,6,04,","10.7",",,6,04,","16.7",",6,02,","","","","","563.2",",6","","","","","16.5",",,,6","140",",,,6","-1.13","1,6","4.72",",,,6","-6.98","1,,,6","",""
