"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065401","2009-11","10.9","-1.1","203.0","NAVRONGO, GH","0","3,S","0","3,S","","","","","","","20091123",",3,S","","","17.4","3,S,23,","","","","","","","21.11","3,,,S"
"GHM00065401","2019-05","10.9","-1.1","203.0","NAVRONGO, GH","0","5,S","0","5,S","","","","","","","20190508",",5,S","","","22.0","5,S,08,","","","","","","","25.28","5,,,S"
"GHM00065401","2024-01","10.9","-1.1","203.0","NAVRONGO, GH","","","","","0","5,S","26","5,S","26","5,S","","","20240120","+,5,S","","","38.9","5,S,20,+","","","37.46","5,,,S","",""
"GHM00065401","2024-02","10.9","-1.1","203.0","NAVRONGO, GH","0","4,S","0","4,S","0","4,S","25","4,S","25","4,S","20240210",",4,S","20240228",",4,S","18.5","4,S,10,","41.6","4,S,28,","30.91","7,S","38.55","4,,,S","23.27","4,,,S"
"GHM00065401","2024-04","10.9","-1.1","203.0","NAVRONGO, GH","0","3,S","0","3,S","0","5,S","25","5,S","25","5,S","20240415",",3,S","20240418",",5,S","24.0","3,S,15,","44.0","5,S,18,","33.87","6,S","40.36","5,,,S","27.37","3,,,S"
